source_relation,amazon_order_id,marketplace_id,replaced_order_id,seller_order_id,buyer_info_purchase_order_number,purchase_date,sales_channel,order_channel,order_type,order_status,payment_method,order_total_amount,order_total_currency_code,promise_response_due_date,last_update_date,latest_delivery_date,latest_ship_date,number_of_items_shipped,number_of_items_unshipped,earliest_delivery_date,earliest_ship_date,easy_ship_shipment_status,electronic_invoice_status,fulfillment_channel,fulfillment_supply_source_id,has_regulated_items,is_access_point_order,is_business_order,is_estimated_ship_date_set,is_global_express_enabled,is_iba,is_ispu,is_premium_order,is_prime,is_replacement_order,is_sold_by_ab,ship_service_level,shipment_service_level_category,automated_shipping_setting_automated_carrier,automated_shipping_setting_automated_ship_method,automated_shipping_setting_has_automated_shipping_settings,default_ship_from_location_address_line_1,default_ship_from_location_address_line_2,default_ship_from_location_address_line_3,default_ship_from_location_address_type,default_ship_from_location_city,default_ship_from_location_country_code,default_ship_from_location_county,default_ship_from_location_district,default_ship_from_location_municipality,default_ship_from_location_name,default_ship_from_location_phone,default_ship_from_location_postal_code,default_ship_from_location_state_or_region,shipping_address_address_type,shipping_address_city,shipping_address_country_code,shipping_address_county,shipping_address_district,shipping_address_municipality,shipping_address_postal_code,shipping_address_state_or_region,methods,count_order_items,total_item_price_amount,item_price_currency_code,total_item_tax_amount,item_tax_currency_code,total_shipping_discount_amount,shipping_discount_currency_code,total_shipping_discount_tax_amount,shipping_discount_tax_currency_code,total_shipping_price_amount,shipping_price_currency_code,total_shipping_tax_amount,shipping_tax_currency_code,total_promotion_discount_amount,promotion_discount_currency_code,total_promotion_discount_tax_amount,promotion_discount_tax_currency_code,count_promotions_used
amazon_selling_partner.public,ORDER00031,MPIDRANDOM,REPLACED_ORDER_5154,SELLER_ORDER_3883,PO-8946,2025-01-20 18:11:28,Amazon.com,Amazon.de,LongLeadTimeOrder,PartiallyShipped,GC,32.030000,USD,2025-02-01 18:11:28,2025-01-19 18:11:28,2025-02-02 00:00:00,2025-02-09 00:00:00,2,3,2025-02-01 00:00:28.112,2025-01-20 00:00:28.112,Delivered,Processing,AFN,Source-35,t,f,f,f,t,t,t,f,t,f,f,Expedited,FreeEconomy,USPS,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,COD,1,60.690000,USD,2.470000,,0.900000,USD,1.670000,USD,7.040000,USD,3.990000,USD,11.590000,USD,1.150000,USD,1
amazon_selling_partner.public,ORDER00032,MPIDRANDOM,REPLACED_ORDER_6834,SELLER_ORDER_6137,PO-5178,2024-12-31 18:11:28,Amazon.ca,Amazon.com,LongLeadTimeOrder,PartiallyShipped,GC,262.960000,USD,2025-01-29 18:11:28,2025-01-14 18:11:28,2025-01-30 00:00:00,2025-02-02 00:00:00,4,8,2025-01-31 00:00:28.112,2025-01-19 00:00:28.112,OutForDelivery,Processing,MFN,Source-65,f,f,f,f,t,f,f,f,t,f,t,Two-Day,FreeEconomy,UPS,Standard,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,PointsAccount,1,31.310000,USD,8.040000,,3.660000,USD,1.030000,USD,13.920000,USD,2.870000,USD,17.820000,USD,1.190000,USD,1
amazon_selling_partner.public,ORDER00033,MPIDRANDOM,REPLACED_ORDER_7686,SELLER_ORDER_1937,PO-1416,2025-01-05 18:11:28,Amazon.de,Amazon.com,LongLeadTimeOrder,PartiallyShipped,GC,264.480000,USD,2025-01-28 18:11:28,2025-01-03 18:11:28,2025-02-04 00:00:00,2025-02-02 00:00:00,4,3,2025-02-04 00:00:28.112,2025-01-18 00:00:28.112,Delivered,Processing,AFN,Source-62,t,t,f,t,t,t,t,t,f,t,f,Same-Day,FreeEconomy,DHL,Standard,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,PointsAccount,1,25.670000,USD,4.650000,,0.660000,USD,1.460000,USD,10.250000,USD,0.540000,USD,14.650000,USD,3.310000,USD,1
amazon_selling_partner.public,ORDER00034,MPIDRANDOM,REPLACED_ORDER_3528,SELLER_ORDER_2244,PO-7731,2025-01-23 18:11:28,Amazon.ca,Amazon.com,LongLeadTimeOrder,PartiallyShipped,GC,455.390000,USD,2025-02-02 18:11:28,2025-01-07 18:11:28,2025-02-02 00:00:00,2025-02-09 00:00:00,4,7,2025-01-29 00:00:28.112,2025-01-19 00:00:28.112,PickedUp,Processing,AFN,Source-68,t,t,t,t,t,f,t,f,f,t,t,Two-Day,FreeEconomy,DHL,Same-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,PointsAccount,1,36.740000,USD,9.040000,,0.700000,USD,0.710000,USD,1.090000,USD,3.460000,USD,2.330000,USD,0.990000,USD,1
amazon_selling_partner.public,ORDER00035,MPIDRANDOM,REPLACED_ORDER_8961,SELLER_ORDER_1667,PO-5338,2025-01-27 18:11:28,Amazon.ca,Amazon.ca,LongLeadTimeOrder,PartiallyShipped,GC,461.860000,USD,2025-01-29 18:11:28,2025-01-17 18:11:28,2025-02-01 00:00:00,2025-02-04 00:00:00,4,0,2025-01-30 00:00:28.112,2025-01-20 00:00:28.112,PendingDropoff,Processing,AFN,Source-35,f,t,t,f,f,t,f,t,f,t,f,Same-Day,FreeEconomy,FedEx,Standard,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,PointsAccount,1,46.670000,USD,3.890000,,1.230000,USD,1.950000,USD,14.050000,USD,1.520000,USD,18.790000,USD,1.290000,USD,1
amazon_selling_partner.public,ORDER00036,MPIDRANDOM,REPLACED_ORDER_5047,SELLER_ORDER_6436,PO-9596,2025-01-18 18:11:28,Amazon.ca,Amazon.de,LongLeadTimeOrder,PartiallyShipped,GC,145.690000,USD,2025-02-02 18:11:28,2025-01-07 18:11:28,2025-02-06 00:00:00,2025-02-02 00:00:00,1,6,2025-01-30 00:00:28.112,2025-01-24 00:00:28.112,LabelCanceled,Processing,MFN,Source-47,f,f,t,f,f,t,f,f,t,f,t,Same-Day,FreeEconomy,UPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,PointsAccount,1,75.060000,USD,6.840000,,6.490000,USD,0.220000,USD,19.470000,USD,2.060000,USD,1.460000,USD,3.340000,USD,1
amazon_selling_partner.public,ORDER00037,MPIDRANDOM,REPLACED_ORDER_5227,SELLER_ORDER_8943,PO-8339,2025-01-02 18:11:28,Amazon.ca,Amazon.ca,LongLeadTimeOrder,PartiallyShipped,GC,132.710000,USD,2025-01-28 18:11:28,2025-01-27 18:11:28,2025-02-07 00:00:00,2025-02-05 00:00:00,7,7,2025-02-06 00:00:28.112,2025-01-23 00:00:28.112,PendingPickUp,Processing,AFN,Source-52,t,f,f,f,f,t,t,f,f,f,f,Two-Day,FreeEconomy,USPS,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,PointsAccount,1,86.570000,USD,2.670000,,3.240000,USD,1.050000,USD,13.700000,USD,3.400000,USD,19.920000,USD,1.810000,USD,1
amazon_selling_partner.public,ORDER00038,MPIDRANDOM,REPLACED_ORDER_2647,SELLER_ORDER_1338,PO-2101,2025-01-06 18:11:28,Amazon.ca,Amazon.de,LongLeadTimeOrder,PartiallyShipped,GC,22.060000,USD,2025-01-30 18:11:28,2025-01-03 18:11:28,2025-02-07 00:00:00,2025-02-04 00:00:00,6,3,2025-02-01 00:00:28.112,2025-01-27 00:00:28.112,Damaged,NotRequired,AFN,Source-60,f,f,f,f,f,f,t,f,f,t,f,Two-Day,FreeEconomy,FedEx,Same-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,PointsAccount,1,55.930000,USD,6.390000,,1.420000,USD,1.050000,USD,4.050000,USD,0.770000,USD,9.920000,USD,1.430000,USD,1
amazon_selling_partner.public,ORDER00039,MPIDRANDOM,REPLACED_ORDER_3677,SELLER_ORDER_6524,PO-4690,2025-01-06 18:11:28,Amazon.de,Amazon.com,LongLeadTimeOrder,PartiallyShipped,GC,83.040000,USD,2025-01-30 18:11:28,2025-01-25 18:11:28,2025-01-30 00:00:00,2025-02-03 00:00:00,2,9,2025-02-05 00:00:28.112,2025-01-25 00:00:28.112,PickedUp,NotRequired,AFN,Source-25,f,f,f,t,t,t,f,t,t,t,f,Same-Day,FreeEconomy,USPS,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,PointsAccount,1,95.660000,USD,9.920000,,9.410000,USD,0.560000,USD,12.130000,USD,4.430000,USD,19.090000,USD,2.130000,USD,1
amazon_selling_partner.public,ORDER00040,MPIDRANDOM,REPLACED_ORDER_4577,SELLER_ORDER_8266,PO-1769,2025-01-11 18:11:28,Amazon.de,Amazon.de,LongLeadTimeOrder,Unfulfillable,GC,42.820000,USD,2025-02-01 18:11:28,2024-12-30 18:11:28,2025-01-30 00:00:00,2025-02-04 00:00:00,9,5,2025-02-03 00:00:28.112,2025-01-24 00:00:28.112,PickedUp,NotRequired,AFN,Source-64,f,t,f,t,f,f,t,f,f,t,f,Two-Day,NextDay,USPS,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,PointsAccount,1,48.440000,USD,4.880000,,5.210000,USD,0.750000,USD,9.990000,USD,2.200000,USD,15.570000,USD,1.000000,USD,1
amazon_selling_partner.public,ORDER00041,MPIDRANDOM,REPLACED_ORDER_5308,SELLER_ORDER_1748,PO-8471,2025-01-14 18:11:28,Amazon.ca,Amazon.de,LongLeadTimeOrder,Unfulfillable,GC,48.860000,USD,2025-02-01 18:11:28,2025-01-17 18:11:28,2025-01-29 00:00:00,2025-02-05 00:00:00,8,3,2025-02-03 00:00:28.112,2025-01-20 00:00:28.112,Delivered,NotRequired,MFN,Source-76,f,f,t,f,t,f,t,t,f,f,f,Two-Day,NextDay,DHL,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,PointsAccount,1,54.180000,USD,2.090000,,6.960000,USD,0.760000,USD,7.180000,USD,4.290000,USD,18.610000,USD,1.410000,USD,1
amazon_selling_partner.public,ORDER00042,MPIDRANDOM,REPLACED_ORDER_1742,SELLER_ORDER_8763,PO-3115,2025-01-23 18:11:28,Amazon.de,Amazon.de,LongLeadTimeOrder,Unfulfillable,GC,410.260000,USD,2025-01-28 18:11:28,2025-01-27 18:11:28,2025-01-30 00:00:00,2025-02-12 00:00:00,6,7,2025-02-03 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,NotRequired,AFN,Source-13,f,f,f,t,f,t,t,t,f,f,f,Standard,NextDay,UPS,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,PointsAccount,1,48.180000,USD,0.790000,,2.150000,USD,0.740000,USD,9.170000,USD,4.960000,USD,18.920000,USD,1.760000,USD,1
amazon_selling_partner.public,ORDER00043,MPIDRANDOM,REPLACED_ORDER_5613,SELLER_ORDER_5355,PO-5698,2025-01-26 18:11:28,Amazon.de,Amazon.ca,LongLeadTimeOrder,Unfulfillable,GC,331.240000,USD,2025-02-02 18:11:28,2025-01-23 18:11:28,2025-02-01 00:00:00,2025-02-12 00:00:00,10,4,2025-02-07 00:00:28.112,2025-01-26 00:00:28.112,PickedUp,NotRequired,MFN,Source-5,t,t,t,t,f,t,f,t,t,t,t,Expedited,NextDay,DHL,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,PointsAccount,1,16.930000,USD,8.560000,,6.430000,USD,0.660000,USD,10.820000,USD,4.530000,USD,10.050000,USD,3.850000,USD,1
amazon_selling_partner.public,ORDER00044,MPIDRANDOM,REPLACED_ORDER_7547,SELLER_ORDER_2021,PO-9452,2025-01-07 18:11:28,Amazon.com,Amazon.com,LongLeadTimeOrder,Unfulfillable,GC,96.880000,USD,2025-01-29 18:11:28,2025-01-24 18:11:28,2025-02-04 00:00:00,2025-02-06 00:00:00,8,0,2025-02-04 00:00:28.112,2025-01-27 00:00:28.112,Delivered,NotRequired,MFN,Source-44,t,f,f,f,t,t,f,f,f,t,f,Two-Day,NextDay,DHL,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,PointsAccount,1,78.880000,USD,6.750000,,7.610000,USD,0.670000,USD,19.400000,USD,4.800000,USD,3.150000,USD,3.730000,USD,1
amazon_selling_partner.public,ORDER00045,MPIDRANDOM,REPLACED_ORDER_2170,SELLER_ORDER_7898,PO-1769,2025-01-08 18:11:28,Amazon.com,Amazon.de,LongLeadTimeOrder,Unfulfillable,GC,174.270000,USD,2025-01-30 18:11:28,2025-01-13 18:11:28,2025-02-06 00:00:00,2025-02-09 00:00:00,5,0,2025-02-04 00:00:28.112,2025-01-26 00:00:28.112,Delivered,NotRequired,MFN,Source-82,f,t,t,f,f,f,t,t,f,t,t,Same-Day,NextDay,UPS,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,PointsAccount,1,23.310000,USD,2.560000,,8.730000,USD,0.160000,USD,13.110000,USD,4.630000,USD,13.930000,USD,4.600000,USD,1
amazon_selling_partner.public,ORDER00046,MPIDRANDOM,REPLACED_ORDER_2889,SELLER_ORDER_5150,PO-5100,2025-01-24 18:11:28,Amazon.com,Amazon.com,LongLeadTimeOrder,Unfulfillable,GC,18.410000,USD,2025-01-28 18:11:28,2025-01-28 18:11:28,2025-01-29 00:00:00,2025-02-05 00:00:00,7,2,2025-01-30 00:00:28.112,2025-01-23 00:00:28.112,PickedUp,NotRequired,AFN,Source-68,t,f,t,f,t,f,t,f,f,t,t,Expedited,NextDay,FedEx,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,PointsAccount,1,66.740000,USD,3.530000,,1.840000,USD,0.420000,USD,2.010000,USD,1.870000,USD,1.450000,USD,1.790000,USD,1
amazon_selling_partner.public,ORDER00047,MPIDRANDOM,REPLACED_ORDER_4603,SELLER_ORDER_6846,PO-8834,2025-01-01 18:11:28,Amazon.com,Amazon.de,LongLeadTimeOrder,Unfulfillable,GC,462.430000,USD,2025-02-01 18:11:28,2025-01-23 18:11:28,2025-02-06 00:00:00,2025-02-03 00:00:00,7,9,2025-01-30 00:00:28.112,2025-01-25 00:00:28.112,PickedUp,NotRequired,MFN,Source-59,f,t,f,t,t,f,f,f,f,f,t,Standard,NextDay,UPS,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,Invoice,1,84.090000,USD,9.170000,,3.850000,USD,1.350000,USD,19.220000,USD,2.320000,USD,16.810000,USD,3.070000,USD,1
amazon_selling_partner.public,ORDER00048,MPIDRANDOM,REPLACED_ORDER_1271,SELLER_ORDER_2304,PO-7484,2025-01-02 18:11:28,Amazon.ca,Amazon.com,LongLeadTimeOrder,InvoiceUnconfirmed,GC,152.830000,USD,2025-02-02 18:11:28,2025-01-08 18:11:28,2025-02-01 00:00:00,2025-02-04 00:00:00,0,5,2025-01-29 00:00:28.112,2025-01-27 00:00:28.112,PendingPickUp,NotRequired,MFN,Source-7,f,t,f,t,f,t,f,f,t,f,f,Two-Day,NextDay,UPS,Standard,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,Invoice,1,41.980000,USD,2.630000,,7.890000,USD,0.950000,USD,10.860000,USD,3.150000,USD,7.060000,USD,1.050000,USD,1
amazon_selling_partner.public,ORDER00049,MPIDRANDOM,REPLACED_ORDER_2235,SELLER_ORDER_7381,PO-1090,2025-01-04 18:11:28,Amazon.com,Amazon.com,LongLeadTimeOrder,InvoiceUnconfirmed,PointsAccount,79.070000,USD,2025-01-30 18:11:28,2025-01-19 18:11:28,2025-02-04 00:00:00,2025-02-10 00:00:00,3,3,2025-01-31 00:00:28.112,2025-01-22 00:00:28.112,PendingPickUp,NotRequired,MFN,Source-83,t,t,f,f,f,f,t,t,t,t,t,Standard,NextDay,UPS,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,Invoice,1,25.990000,USD,3.960000,,4.850000,USD,1.740000,USD,16.330000,USD,0.440000,USD,16.150000,USD,3.670000,USD,1
amazon_selling_partner.public,ORDER00050,MPIDRANDOM,REPLACED_ORDER_5676,SELLER_ORDER_9406,PO-5840,2025-01-02 18:11:28,Amazon.de,Amazon.de,LongLeadTimeOrder,InvoiceUnconfirmed,PointsAccount,114.360000,USD,2025-01-29 18:11:28,2025-01-04 18:11:28,2025-01-30 00:00:00,2025-02-09 00:00:00,10,0,2025-01-29 00:00:28.112,2025-01-25 00:00:28.112,PendingPickUp,NotRequired,AFN,Source-50,f,t,f,t,t,f,f,t,t,f,f,Standard,NextDay,UPS,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,Invoice,1,12.540000,USD,4.130000,,4.090000,USD,0.710000,USD,13.260000,USD,1.470000,USD,17.080000,USD,0.530000,USD,1
amazon_selling_partner.public,ORDER00051,MPIDRANDOM,REPLACED_ORDER_9916,SELLER_ORDER_3758,PO-9644,2025-01-16 18:11:28,Amazon.ca,Amazon.de,LongLeadTimeOrder,InvoiceUnconfirmed,PointsAccount,35.760000,USD,2025-01-28 18:11:28,2025-01-12 18:11:28,2025-01-31 00:00:00,2025-02-04 00:00:00,7,4,2025-02-06 00:00:28.112,2025-01-23 00:00:28.112,PickedUp,NotRequired,MFN,Source-22,f,f,f,t,t,f,f,f,f,f,f,Standard,NextDay,DHL,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,Invoice,1,56.310000,USD,9.610000,,4.560000,USD,0.660000,USD,16.950000,USD,2.370000,USD,16.860000,USD,1.910000,USD,1
amazon_selling_partner.public,ORDER00052,MPIDRANDOM,REPLACED_ORDER_7066,SELLER_ORDER_8458,PO-3900,2025-01-07 18:11:28,Amazon.ca,Amazon.com,LongLeadTimeOrder,InvoiceUnconfirmed,PointsAccount,78.680000,USD,2025-02-02 18:11:28,2025-01-25 18:11:28,2025-01-30 00:00:00,2025-02-10 00:00:00,9,2,2025-02-02 00:00:28.112,2025-01-22 00:00:28.112,ReturningToSeller,NotRequired,AFN,Source-62,f,f,f,t,f,f,t,t,t,f,t,Same-Day,NextDay,UPS,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA,Invoice,1,31.040000,USD,5.990000,,9.880000,USD,0.840000,USD,6.230000,USD,1.680000,USD,19.720000,USD,0.050000,USD,1
amazon_selling_partner.public,ORDER00053,MPIDRANDOM,REPLACED_ORDER_7064,SELLER_ORDER_7705,PO-3461,2025-01-19 18:11:28,Amazon.com,Amazon.ca,LongLeadTimeOrder,InvoiceUnconfirmed,PointsAccount,387.570000,USD,2025-02-01 18:11:28,2025-01-11 18:11:28,2025-02-03 00:00:00,2025-02-03 00:00:00,6,6,2025-02-05 00:00:28.112,2025-01-27 00:00:28.112,Delivered,NotRequired,AFN,Source-3,f,f,f,t,f,t,t,t,t,t,t,Same-Day,Priority,UPS,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,45.730000,USD,7.120000,,9.770000,USD,1.290000,USD,19.810000,USD,3.510000,USD,10.360000,USD,3.690000,USD,1
amazon_selling_partner.public,ORDER00054,MPIDRANDOM,REPLACED_ORDER_6219,SELLER_ORDER_7866,PO-8566,2025-01-05 18:11:28,Amazon.com,Amazon.com,Preorder,InvoiceUnconfirmed,PointsAccount,165.350000,USD,2025-01-28 18:11:28,2025-01-06 18:11:28,2025-02-07 00:00:00,2025-02-06 00:00:00,1,8,2025-01-30 00:00:28.112,2025-01-21 00:00:28.112,Delivered,NotRequired,AFN,Source-34,f,t,t,f,t,f,f,f,f,t,f,Standard,Priority,DHL,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,62.460000,USD,6.670000,,6.780000,USD,1.110000,USD,3.540000,USD,2.950000,USD,9.390000,USD,0.370000,USD,1
amazon_selling_partner.public,ORDER00055,MPIDRANDOM,REPLACED_ORDER_1589,SELLER_ORDER_1572,PO-1410,2025-01-17 18:11:28,Amazon.com,Amazon.com,Preorder,InvoiceUnconfirmed,PointsAccount,436.830000,USD,2025-01-28 18:11:28,2025-01-15 18:11:28,2025-02-07 00:00:00,2025-02-03 00:00:00,4,10,2025-02-06 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,NotRequired,AFN,Source-5,t,t,t,f,t,f,t,t,t,f,t,Same-Day,Priority,FedEx,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,36.930000,USD,5.790000,,0.020000,USD,1.280000,USD,7.970000,USD,1.260000,USD,10.110000,USD,4.690000,USD,1
amazon_selling_partner.public,ORDER00056,MPIDRANDOM,REPLACED_ORDER_6210,SELLER_ORDER_5580,PO-6568,2025-01-25 18:11:28,Amazon.ca,Amazon.ca,Preorder,InvoiceUnconfirmed,PointsAccount,256.620000,USD,2025-02-01 18:11:28,2025-01-13 18:11:28,2025-01-29 00:00:00,2025-02-05 00:00:00,9,3,2025-02-04 00:00:28.112,2025-01-19 00:00:28.112,Delivered,NotFound,AFN,Source-38,t,f,t,f,t,t,f,t,f,t,t,Two-Day,Priority,UPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,78.250000,USD,9.780000,,8.810000,USD,1.310000,USD,14.350000,USD,1.950000,USD,13.170000,USD,2.130000,USD,1
amazon_selling_partner.public,ORDER00057,MPIDRANDOM,REPLACED_ORDER_4580,SELLER_ORDER_1126,PO-9252,2025-01-16 18:11:28,Amazon.com,Amazon.de,Preorder,PendingAvailability,PointsAccount,91.350000,USD,2025-01-31 18:11:28,2025-01-06 18:11:28,2025-02-07 00:00:00,2025-02-10 00:00:00,10,6,2025-01-31 00:00:28.112,2025-01-20 00:00:28.112,PickedUp,NotFound,MFN,Source-41,t,f,t,t,t,f,t,t,f,t,f,Standard,Priority,FedEx,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,32.830000,USD,5.750000,,0.300000,USD,0.450000,USD,14.740000,USD,3.280000,USD,0.710000,USD,1.550000,USD,1
amazon_selling_partner.public,ORDER00058,MPIDRANDOM,REPLACED_ORDER_1417,SELLER_ORDER_3637,PO-5167,2025-01-22 18:11:28,Amazon.de,Amazon.com,Preorder,PendingAvailability,PointsAccount,449.180000,USD,2025-01-30 18:11:28,2025-01-23 18:11:28,2025-02-03 00:00:00,2025-02-05 00:00:00,3,3,2025-02-03 00:00:28.112,2025-01-23 00:00:28.112,Delivered,NotFound,MFN,Source-26,f,t,f,f,t,f,f,t,t,t,f,Two-Day,Priority,DHL,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,47.530000,USD,9.390000,,4.990000,USD,0.940000,USD,12.840000,USD,0.460000,USD,4.210000,USD,4.710000,USD,1
amazon_selling_partner.public,ORDER00059,MPIDRANDOM,REPLACED_ORDER_7853,SELLER_ORDER_9483,PO-6260,2025-01-19 18:11:28,Amazon.de,Amazon.ca,Preorder,PendingAvailability,PointsAccount,57.610000,USD,2025-01-30 18:11:28,2025-01-25 18:11:28,2025-01-31 00:00:00,2025-02-09 00:00:00,3,8,2025-02-03 00:00:28.112,2025-01-18 00:00:28.112,Delivered,NotFound,AFN,Source-61,t,f,t,t,t,f,f,t,t,t,t,Expedited,Priority,FedEx,Standard,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,25.910000,USD,3.650000,,2.000000,USD,1.670000,USD,1.760000,USD,0.020000,USD,12.260000,USD,1.480000,USD,1
amazon_selling_partner.public,ORDER00060,MPIDRANDOM,REPLACED_ORDER_8467,SELLER_ORDER_8003,PO-1730,2025-01-26 18:11:28,Amazon.ca,Amazon.ca,Preorder,PendingAvailability,PointsAccount,362.020000,USD,2025-02-01 18:11:28,2025-01-03 18:11:28,2025-02-01 00:00:00,2025-02-08 00:00:00,0,6,2025-01-30 00:00:28.112,2025-01-23 00:00:28.112,PendingPickUp,NotFound,MFN,Source-51,t,f,f,t,t,t,f,t,f,f,f,Standard,Priority,USPS,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,66.440000,USD,2.160000,,1.720000,USD,0.150000,USD,13.190000,USD,1.660000,USD,7.450000,USD,0.350000,USD,1
amazon_selling_partner.public,ORDER00061,MPIDRANDOM,REPLACED_ORDER_3261,SELLER_ORDER_7200,PO-5551,2025-01-10 18:11:28,Amazon.de,Amazon.de,Preorder,PendingAvailability,PointsAccount,459.960000,USD,2025-01-31 18:11:28,2025-01-10 18:11:28,2025-02-06 00:00:00,2025-02-05 00:00:00,9,1,2025-02-07 00:00:28.112,2025-01-24 00:00:28.112,Delivered,NotFound,AFN,Source-36,f,t,f,f,f,t,t,f,f,t,t,Same-Day,Priority,FedEx,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,39.050000,USD,4.970000,,0.950000,USD,1.110000,USD,17.010000,USD,4.460000,USD,17.250000,USD,3.850000,USD,1
amazon_selling_partner.public,ORDER00062,MPIDRANDOM,REPLACED_ORDER_6733,SELLER_ORDER_3544,PO-6686,2024-12-31 18:11:28,Amazon.ca,Amazon.de,Preorder,PendingAvailability,PointsAccount,156.390000,USD,2025-01-31 18:11:28,2025-01-05 18:11:28,2025-01-29 00:00:00,2025-02-09 00:00:00,0,3,2025-02-06 00:00:28.112,2025-01-24 00:00:28.112,ReturnedToSeller,NotFound,AFN,Source-53,f,t,f,t,t,f,t,t,t,t,t,Expedited,Priority,UPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,PointsAccount,1,60.870000,USD,1.290000,,6.580000,USD,1.920000,USD,5.230000,USD,4.630000,USD,14.910000,USD,0.030000,USD,1
