end_date,zip_code,procedure_name
2022-10-27T00:00:00.000,11212,VAT Protocol in NYCHA Apt
2024-11-19T00:00:00.000,10023,DEP Variance
2023-05-30T00:00:00.000,10019,Subchapter G
2026-11-03T00:00:00.000,11221,Exterior Vertical Surface
2024-04-18T00:00:00.000,10016,Tent
2019-07-29T00:00:00.000,10474,DEP Variance
2021-12-17T00:00:00.000,11216,DEP Variance
2021-04-16T00:00:00.000,10035,Exterior Vertical Surface
2023-09-18T00:00:00.000,10467,VAT Protocol in NYCHA Apt
2026-08-17T00:00:00.000,11236,DEP Variance
2026-05-28T00:00:00.000,11233,DEP Variance
2020-03-09T00:00:00.000,10075,Exterior Foam
2024-08-01T00:00:00.000,11433,VAT Protocol in NYCHA Apt
2019-08-08T00:00:00.000,10029,Tent
2024-05-08T00:00:00.000,10039,Tent
2023-09-13T00:00:00.000,11236,Exterior Vertical Surface
2025-09-22T00:00:00.000,10004,Exterior Vertical Surface
2024-05-21T00:00:00.000,11228,DEP Variance
2026-06-04T00:00:00.000,11208,DEP Variance
2020-12-03T00:00:00.000,10472,DEP Variance
2024-07-25T00:00:00.000,11206,Exterior Vertical Surface
2026-08-27T00:00:00.000,11233,Tent
2025-11-12T00:00:00.000,10128,Interior Foam
2025-12-29T00:00:00.000,10314,Exterior Vertical Surface
2021-07-30T00:00:00.000,10472,Exterior Vertical Surface
2021-10-28T00:00:00.000,10010,Subchapter G
2020-07-14T00:00:00.000,10011,Full Containment
2021-07-06T00:00:00.000,10017,DEP Variance
2025-07-10T00:00:00.000,10451,Exterior Vertical Surface
2025-08-12T00:00:00.000,11225,Exterior Vertical Surface
2022-04-15T00:00:00.000,10304,Tent
2023-04-21T00:00:00.000,11206,Tent
2019-02-21T00:00:00.000,10001,DEP Variance
2022-12-21T00:00:00.000,10016,Tent
2022-01-18T00:00:00.000,10462,Tent
2025-12-08T00:00:00.000,10027,Exterior Vertical Surface
2024-08-15T00:00:00.000,10016,Interior Foam
2026-03-05T00:00:00.000,10456,Exterior Vertical Surface
2024-07-19T00:00:00.000,10035,VAT Protocol in NYCHA Apt
2026-02-27T00:00:00.000,11212,VAT Protocol in NYCHA Apt
2020-03-31T00:00:00.000,11104,DEP Variance
2024-06-21T00:00:00.000,11219,DEP Variance
2025-07-23T00:00:00.000,10016,Exterior Vertical Surface
2025-04-07T00:00:00.000,11206,DEP Variance
2021-12-20T00:00:00.000,11230,Interior Foam
2020-09-23T00:00:00.000,10455,Interior Foam
2020-04-01T00:00:00.000,11219,Tent
2023-10-11T00:00:00.000,10456,VAT Protocol in NYCHA Apt
2019-03-15T00:00:00.000,10021,DEP Variance
2022-10-20T00:00:00.000,11355,Exterior Vertical Surface
2022-12-21T00:00:00.000,10038,Interior Foam
2024-03-04T00:00:00.000,11221,Exterior Vertical Surface
2024-12-04T00:00:00.000,10128,Exterior Vertical Surface
2026-01-23T00:00:00.000,10306,Tent
2025-01-24T00:00:00.000,10065,DEP Variance
2026-08-04T00:00:00.000,10027,Tent
2026-06-12T00:00:00.000,10035,DEP Variance
2026-10-15T00:00:00.000,11427,DEP Variance
2026-03-10T00:00:00.000,10452,Exterior Vertical Surface
2019-03-18T00:00:00.000,11101,Tent & Glovebag
2019-09-09T00:00:00.000,11231,Tent
2021-07-20T00:00:00.000,10024,DEP Variance
2024-03-15T00:00:00.000,10128,DEP Variance
2019-11-07T00:00:00.000,11238,DEP Variance
2024-05-02T00:00:00.000,10454,NYCHA VAT Spot Removal
2026-09-30T00:00:00.000,10021,DEP Variance
2022-12-22T00:00:00.000,10014,DEP Variance
2023-07-19T00:00:00.000,10009,Exterior Foam
2021-03-04T00:00:00.000,10009,DEP Variance
2019-12-06T00:00:00.000,10036,DEP Variance
2023-01-30T00:00:00.000,10463,Interior Foam
2025-04-07T00:00:00.000,10033,Exterior Vertical Surface
2026-03-09T00:00:00.000,10035,Tent
2019-05-10T00:00:00.000,10025,Interior Foam
2024-02-06T00:00:00.000,11221,Interior Foam
2023-11-03T00:00:00.000,11204,Exterior Vertical Surface
2024-01-09T00:00:00.000,10451,VAT Protocol in NYCHA Apt
2023-02-13T00:00:00.000,10023,Exterior Vertical Surface
2021-08-17T00:00:00.000,10472,VAT Protocol in NYCHA Apt
2023-11-08T00:00:00.000,11207,Exterior Vertical Surface
2022-01-03T00:00:00.000,10023,Tent & Glovebag
2026-09-21T00:00:00.000,10029,NYCHA VAT Spot Removal
2024-06-05T00:00:00.000,10022,Tent & Glovebag
2023-02-07T00:00:00.000,11206,Tent
2025-08-11T00:00:00.000,11209,Tent
2020-08-26T00:00:00.000,11691,Exterior Foam
2019-12-20T00:00:00.000,11221,Exterior Foam
2023-10-10T00:00:00.000,10028,Tent
2024-06-27T00:00:00.000,11201,DEP Variance
2023-07-31T00:00:00.000,11221,Exterior Vertical Surface
2026-07-15T00:00:00.000,11208,DEP Variance
2026-06-04T00:00:00.000,11208,DEP Variance
2019-01-22T00:00:00.000,11205,Exterior Vertical Surface
2026-07-09T00:00:00.000,10475,DEP Variance
2023-07-20T00:00:00.000,10475,DEP Variance
2019-10-01T00:00:00.000,11231,Exterior Foam
2024-11-10T00:00:00.000,11373,DEP Variance
2023-11-22T00:00:00.000,11415,Subchapter G
2020-01-09T00:00:00.000,11208,DEP Variance
2026-09-25T00:00:00.000,10032,Tent
2021-02-05T00:00:00.000,10463,Exterior Vertical Surface
2023-01-27T00:00:00.000,10016,DEP Variance
2025-09-15T00:00:00.000,11203,DEP Variance
2026-06-03T00:00:00.000,10456,VAT Protocol in NYCHA Apt
2019-07-05T00:00:00.000,10022,Interior Foam
2019-07-15T00:00:00.000,10468,Interior Foam
2024-01-19T00:00:00.000,11212,Exterior Vertical Surface
2025-09-25T00:00:00.000,10475,Tent
2019-05-30T00:00:00.000,10025,Tent
2022-01-05T00:00:00.000,11691,DEP Variance
2025-03-25T00:00:00.000,10032,Tent
2026-06-04T00:00:00.000,10312,Exterior Vertical Surface
2020-06-22T00:00:00.000,11228,DEP Variance
2019-02-13T00:00:00.000,10075,DEP Variance
2026-07-08T00:00:00.000,11226,Exterior Vertical Surface
2025-08-01T00:00:00.000,10466,DEP Variance
2025-08-25T00:00:00.000,10466,DEP Variance
2023-03-14T00:00:00.000,11217,Exterior Vertical Surface
2022-10-18T00:00:00.000,10029,DEP Variance
2020-11-04T00:00:00.000,11422,Emergency Cleanup
2020-08-14T00:00:00.000,10472,Full Containment
2026-03-27T00:00:00.000,11435,DEP Variance
2019-05-23T00:00:00.000,11231,Full Containment
2025-12-09T00:00:00.000,11208,DEP Variance
2019-06-14T00:00:00.000,11205,Interior Foam
2025-10-28T00:00:00.000,10314,DEP Variance
2026-09-28T00:00:00.000,11217,DEP Variance
2025-06-11T00:00:00.000,10473,DEP Variance
2023-10-06T00:00:00.000,10020,Full Containment
2026-06-15T00:00:00.000,10456,Exterior Vertical Surface
2025-11-06T00:00:00.000,10022,Subchapter G
2026-09-25T00:00:00.000,11225,DEP Variance
2021-08-05T00:00:00.000,10029,Tent & Glovebag
2026-03-31T00:00:00.000,10035,Exterior Vertical Surface
2022-10-24T00:00:00.000,10016,Interior Foam
2022-08-25T00:00:00.000,10473,Interior Foam
2019-11-15T00:00:00.000,11226,Full Containment
2026-09-25T00:00:00.000,11225,DEP Variance
2023-08-25T00:00:00.000,11212,Exterior Vertical Surface
2026-03-18T00:00:00.000,10456,Exterior Vertical Surface
2019-09-23T00:00:00.000,11434,DEP Variance
2022-11-21T00:00:00.000,10030,VAT Protocol in NYCHA Apt
2022-09-14T00:00:00.000,10022,Subchapter G
2025-12-18T00:00:00.000,10032,Tent
2021-12-07T00:00:00.000,11101,VAT Protocol in NYCHA Apt
2023-05-24T00:00:00.000,10025,VAT Protocol in NYCHA Apt
2021-10-27T00:00:00.000,10016,Interior Foam
2026-03-31T00:00:00.000,10456,Exterior Vertical Surface
2020-02-10T00:00:00.000,10451,Exterior Foam
2025-12-08T00:00:00.000,10027,Exterior Vertical Surface
