source_relation,date_day,account_name,account_id,campaign_name,campaign_id,ad_group_name,ad_group_id,ad_name,ad_id,ad_type,device_os,device_type,network,currency_code,clicks,impressions,spend,conversions,conversions_value,all_conversions,all_conversions_value
"",2019-05-19,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Android,Tablet,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-26,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Smartphone,Audience,USD,0,14,0.0,0,0,0,0
"",2019-04-23,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,4,0.0,0,0,0,0
"",2019-02-25,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-22,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Smartphone,Audience,USD,0,1,0.0,0,0,0,0
"",2019-05-24,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-05-23,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Android,Smartphone,Audience,USD,0,1,0.0,0,0,0,0
"",2018-11-21,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,27,0.0,0,0,0,0
"",2018-11-16,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-03-26,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Smartphone,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-09-21,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2018-12-04,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,3,0.0,0,0,0,0
"",2019-04-30,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,4,0.0,0,0,0,0
"",2019-01-10,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-11,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2018-11-21,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,3,0.0,0,0,0,0
"",2019-04-12,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,7Cmqte55GaD2sSkv932xhg==,1334807376555972,7Wzn6woQmbWz7u9JX7VLrQ==,83425489849364,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-02-15,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-05-25,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Smartphone,Audience,USD,0,17,0.0,0,0,0,0
"",2019-05-08,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Windows,Computer,AOL search,USD,0,3,0.0,0,0,0,0
"",2019-05-10,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,4,0.0,0,0,0,0
"",2019-05-17,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Android,Smartphone,Syndicated search partners,USD,0,1,0.0,0,0,0,0
"",2018-12-07,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-27,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Unknown,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-05-09,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Audience,USD,0,1,0.0,0,0,0,0
"",2019-04-19,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Smartphone,Audience,USD,0,1,0.0,0,0,0,0
"",2019-01-20,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Smartphone,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-14,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,7,0.0,0,0,0,0
"",2019-05-01,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-17,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-11-29,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Tablet,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-09,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,iOS,Tablet,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-28,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-12,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-12,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-09,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1340304934202281,LKxLUP62OMuqYOnH5orp0A==,83769087188948,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-02-05,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-06,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-11-22,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Smartphone,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-09,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-09,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Audience,USD,0,1,0.0,0,0,0,0
"",2019-03-15,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-18,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,1,3,3.15,0,0,0,0
"",2018-10-18,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-10-21,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-10-11,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-02-14,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-14,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-20,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,10,0.0,0,0,0,0
"",2018-12-09,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-07,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-02-27,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,3,0.0,0,0,0,0
"",2019-04-30,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Unknown,Computer,Syndicated search partners,USD,0,1,0.0,0,0,0,0
"",2019-03-04,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2018-11-27,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,3,0.0,0,0,0,0
"",2019-02-24,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-09,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,5,0.0,0,0,0,0
"",2019-02-03,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-01-28,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2018-10-16,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-15,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,1,5,6.5,1,0.01,3,0.02
"",2019-04-30,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Audience,USD,1,8,0.5,0,0,0,0
"",2019-04-24,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,13,0.0,0,0,0,0
"",2019-01-09,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-04-15,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-04-08,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Tablet,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-08,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,7Cmqte55GaD2sSkv932xhg==,1334807376555972,7Wzn6woQmbWz7u9JX7VLrQ==,83425489849364,Expanded Text Ad,iOS,Smartphone,Syndicated search partners,USD,0,1,0.0,0,0,0,0
"",2018-10-06,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-19,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,3,0.0,0,0,0,0
"",2019-05-22,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,iOS,Smartphone,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-11-30,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-06,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,3,0.0,0,0,0,0
"",2018-12-14,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-10-17,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-23,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,5,0.0,0,0,0,0
"",2019-05-10,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-10-23,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,iOS,Smartphone,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-26,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Smartphone,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-16,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,1,3,3.89,0,0,0,0
"",2019-04-10,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-01-20,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Unknown,Computer,Bing and Yahoo! search,USD,0,10,0.0,0,0,0,0
"",2018-11-25,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-09-25,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-26,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,3,0.0,0,0,0,0
"",2019-01-04,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-09,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,4,0.0,0,0,0,0
"",2019-05-22,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-02-22,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-09-27,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-19,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-01-22,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-02-23,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-03,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-11-08,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,1,2,8.79,0,0,0,0
"",2019-04-24,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-01-27,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-04-29,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,7Cmqte55GaD2sSkv932xhg==,1334807376555972,7Wzn6woQmbWz7u9JX7VLrQ==,83425489849364,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-01-10,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-03-14,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,2,9,22.26,0,0,0,0
"",2019-04-11,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Smartphone,Audience,USD,0,1,0.0,0,0,0,0
"",2019-05-27,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Smartphone,Audience,USD,0,4,0.0,0,0,0,0
"",2019-05-23,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,4,0.0,0,0,0,0
"",2019-04-15,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,7Cmqte55GaD2sSkv932xhg==,1334807376555972,7Wzn6woQmbWz7u9JX7VLrQ==,83425489849364,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-02-04,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-05,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,3,0.0,0,0,0,0
"",2018-11-26,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Android,Smartphone,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-11-23,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-17,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,7Cmqte55GaD2sSkv932xhg==,1334807376555972,7Wzn6woQmbWz7u9JX7VLrQ==,83425489849364,Expanded Text Ad,iOS,Smartphone,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-01-25,Fivetran,150175881,,349886459,,1346901938949055,WwfGmlh/43PQDdH8bbMi9Q==,84181395865934,Expanded Text Ad,Windows,Computer,Bing and Yahoo! search,USD,0,12,0.0,0,0,0,0
"",2018-09-20,Fivetran,150175881,,349886460,,1346901938949039,WwfGmlh/43PQDdH8bbMi9Q==,84181395865931,Expanded Text Ad,Windows,Smartphone,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
