source_relation,date_day,account_name,account_id,campaign_name,campaign_id,ad_group_name,ad_group_id,ad_name,ad_id,keyword_name,keyword_id,match_type,device_os,device_type,network,currency_code,clicks,impressions,spend,conversions,conversions_value,all_conversions,all_conversions_value
"",2019-03-28,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-02,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Unknown,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-04-09,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-02-10,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2021-08-02,TechAdvertiser,150175882,Retargeting Campaign,359751138,Retargeting Group,1350000001111114,Smart Retargeting,83769087188953,+retargeting +ads,83700472809473,Exact,Windows,Computer,Audience Network,USD,38,980,45.75,2,380,2,380
"",2019-01-04,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-27,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-30,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-13,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-02,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2018-11-26,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-02,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-02-11,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-03,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-21,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-30,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-02-07,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-09,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,5,6,0.0,1,0.01,3,0.02
"",2019-05-15,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-08,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-02-11,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-16,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-01,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2021-08-02,MarketingPro,150175883,Marketing Campaign Q3,359751137,Marketing Campaign Ads,1350000001111113,Marketing Solutions,83769087188952,+marketing +automation,83700472809472,Broad,Android,Tablet,Bing and Yahoo! search,USD,45,1120,58.60,2,320,2,320
"",2019-05-06,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,1,1,9.87,0,0,0,0
"",2019-02-14,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-14,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2021-08-01,TechAdvertiser,150175882,Tech Product Launch,359751136,Tech Product Group 1,1350000001111111,Advanced Features,83769087188951,+product +features,83700472809471,Phrase,Windows,Computer,Bing and Yahoo! search,USD,20,400,21.75,1,140,1,140
"",2019-04-05,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-04-11,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,1,1,15.53,0,0,0,0
"",2019-04-01,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2018-12-03,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-08,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
