date,id,avg_cpa_amount,avg_cpa_currency,avg_cpt_amount,avg_cpt_currency,conversion_rate,conversions,impressions,lat_off_installs,lat_on_installs,local_spend_amount,local_spend_currency,new_downloads,redownloads,tap_through_rate,taps,tap_installs,tap_new_downloads,tap_redownloads
2025-09-22,976093308,1.61,USD,0.805,USD,0.5,5,132,0,0,8.05,USD,5,0,0.0758,10,5,5,0
2024-07-17,976093308,9.47,USD,0.8609,USD,0.0909,1,102,0,0,9.47,USD,1,0,0.1078,11,1,1,0
2022-05-07,976093308,0,USD,3.18,USD,0,0,175,0,0,3.18,USD,0,0,0.0057,1,0,0,0
2024-09-20,976093309,0,USD,3.554,USD,0,0,35,0,0,17.77,USD,0,0,0.1429,5,0,0,0
2022-09-26,976093309,0,USD,0.3485,USD,0,0,148,0,0,6.97,USD,0,0,0.1351,20,0,0,0
2025-05-31,976093309,17.18,USD,5.7267,USD,0.3333,1,56,0,0,17.18,USD,1,0,0.0536,3,1,1,0
2023-10-06,976093309,15.95,USD,5.3167,USD,0.3333,1,36,0,0,15.95,USD,1,0,0.0833,3,1,1,0
2024-08-29,976093309,0,USD,1.3938,USD,0,0,112,0,0,18.12,USD,0,0,0.1161,13,0,0,0
2025-09-19,976093310,0,USD,1.3,USD,0,0,63,0,0,7.8,USD,0,0,0.0952,6,0,0,0
2022-11-07,976093310,2.74,USD,1.37,USD,0.5,1,41,0,0,2.74,USD,1,0,0.0488,2,1,1,0
2025-07-02,976093310,1.895,USD,0.758,USD,0.4,6,200,0,0,11.37,USD,6,0,0.075,15,6,6,0
2025-07-28,976093310,2.0357,USD,0.95,USD,0.4667,7,181,0,0,14.25,USD,7,0,0.0829,15,7,7,0
2024-05-01,976093310,1.588,USD,0.5881,USD,0.3704,10,193,0,0,15.88,USD,10,0,0.1399,27,10,10,0
2024-08-20,976093310,19.73,USD,1.7936,USD,0.0909,1,79,0,0,19.73,USD,1,0,0.1392,11,1,1,0
2025-12-03,976093310,15.17,USD,0.5418,USD,0.0357,1,191,0,0,15.17,USD,1,0,0.1466,28,1,1,0
2022-11-15,976093310,0.915,USD,0.4067,USD,0.4444,4,78,0,0,3.66,USD,4,0,0.1154,9,4,4,0
2025-05-23,976093307,3.256,USD,0.6512,USD,0.2,5,177,0,0,16.28,USD,5,0,0.1412,25,5,5,0
2025-11-13,976093307,13.25,USD,13.25,USD,1,1,72,0,0,13.25,USD,1,0,0.0139,1,1,1,0
2023-08-19,976093307,4.605,USD,1.535,USD,0.3333,2,50,0,0,9.21,USD,2,0,0.12,6,2,2,0
2025-02-12,976093307,3.7333,USD,0.56,USD,0.15,3,136,0,0,11.2,USD,3,0,0.1471,20,3,3,0
2022-01-25,976093307,4.05,USD,0.225,USD,0.0556,1,171,0,0,4.05,USD,1,0,0.1053,18,1,1,0
2023-06-08,976093307,2.38,USD,1.02,USD,0.4286,3,95,0,0,7.14,USD,3,0,0.0737,7,3,3,0
2023-10-13,976093307,12.71,USD,6.355,USD,0.5,1,29,0,0,12.71,USD,1,0,0.069,2,1,1,0
2023-09-09,976093307,0,USD,12.01,USD,0,0,115,0,0,12.01,USD,0,0,0.0087,1,0,0,0
2023-04-15,976093307,0,USD,15.96,USD,0,0,13,0,0,15.96,USD,0,0,0.0769,1,0,0,0
2022-05-25,976093306,16.32,USD,2.72,USD,0.1667,1,63,0,0,16.32,USD,1,0,0.0952,6,1,1,0
2024-06-30,976093306,0,USD,4.22,USD,0,0,14,0,0,4.22,USD,0,0,0.0714,1,0,0,0
2024-10-12,976093306,0,USD,3.64,USD,0,0,60,0,0,14.56,USD,0,0,0.0667,4,0,0,0
2025-06-17,976093306,0,USD,4.6233,USD,0,0,24,0,0,13.87,USD,0,0,0.125,3,0,0,0
2024-06-01,976093306,14.57,USD,14.57,USD,1,1,12,0,0,14.57,USD,1,0,0.0833,1,1,1,0
2023-10-25,976093305,11.5,USD,1.4375,USD,0.125,1,147,0,0,11.5,USD,1,0,0.0544,8,1,1,0
2022-08-28,976093305,0.3025,USD,0.055,USD,0.1818,4,174,0,0,1.21,USD,4,0,0.1264,22,4,4,0
2025-06-10,976093305,3.2567,USD,1.6283,USD,0.5,3,63,0,0,9.77,USD,3,0,0.0952,6,3,3,0
2023-09-06,976093305,0,USD,3.1833,USD,0,0,76,0,0,9.55,USD,0,0,0.0395,3,0,0,0
2022-01-07,976093305,0,USD,0.2,USD,0,0,93,0,0,2.4,USD,0,0,0.129,12,0,0,0
2022-01-11,976093305,7.54,USD,2.5133,USD,0.3333,1,26,0,0,7.54,USD,1,0,0.1154,3,1,1,0
2023-11-07,976093305,1.274,USD,0.2654,USD,0.2083,5,198,0,0,6.37,USD,5,0,0.1212,24,5,5,0
2022-02-15,976093305,0.85,USD,0.1417,USD,0.1667,2,171,0,0,1.7,USD,2,0,0.0702,12,2,2,0
2022-09-14,976093305,2.4933,USD,1.0686,USD,0.4286,3,77,0,0,7.48,USD,3,0,0.0909,7,3,3,0
2022-12-22,976093304,0.3617,USD,0.1447,USD,0.4,6,187,0,0,2.17,USD,6,0,0.0802,15,6,6,0
2025-09-03,976093304,3.05,USD,0.7625,USD,0.25,1,170,0,0,3.05,USD,1,0,0.0235,4,1,1,0
2024-11-29,976093304,0,USD,19.05,USD,0,0,46,0,0,19.05,USD,0,0,0.0217,1,0,0,0
2023-11-01,976093304,15.23,USD,7.615,USD,0.5,1,122,0,0,15.23,USD,1,0,0.0164,2,1,1,0
2022-11-14,976093304,0,USD,14.24,USD,0,0,71,0,0,14.24,USD,0,0,0.0141,1,0,0,0
2022-12-14,976093304,6.52,USD,0.815,USD,0.125,1,147,0,0,6.52,USD,1,0,0.0544,8,1,1,0
2025-09-20,976093304,4.78,USD,1.912,USD,0.4,2,105,0,0,9.56,USD,2,0,0.0476,5,2,2,0
2025-05-29,976093304,0.8,USD,0.1714,USD,0.2143,3,123,0,0,2.4,USD,3,0,0.1138,14,3,3,0
2024-02-27,976093313,1.82,USD,0.91,USD,0.5,4,167,0,0,7.28,USD,4,0,0.0479,8,4,4,0
2023-10-20,976093313,0,USD,1.33,USD,0,0,135,0,0,15.96,USD,0,0,0.0889,12,0,0,0
2024-05-21,976093313,13.47,USD,1.9243,USD,0.1429,1,105,0,0,13.47,USD,1,0,0.0667,7,1,1,0
2025-02-03,976093313,1.216,USD,0.5527,USD,0.4545,5,187,0,0,6.08,USD,5,0,0.0588,11,5,5,0
2024-11-18,976093313,1.8,USD,0.9,USD,0.5,8,145,0,0,14.4,USD,8,0,0.1103,16,8,8,0
2024-11-20,976093313,4.445,USD,0.5229,USD,0.1176,2,138,0,0,8.89,USD,2,0,0.1232,17,2,2,0
2021-12-08,976093313,5.7,USD,1.3154,USD,0.2308,3,191,0,0,17.1,USD,3,0,0.0681,13,3,3,0
2023-11-29,976093313,11.5,USD,11.5,USD,1,1,124,0,0,11.5,USD,1,0,0.0081,1,1,1,0
2021-12-25,976093313,9.59,USD,9.59,USD,1,1,86,0,0,9.59,USD,1,0,0.0116,1,1,1,0
2025-08-04,976093314,1.5292,USD,0.7363,USD,0.4815,13,195,0,0,19.88,USD,13,0,0.1385,27,13,13,0
2025-07-26,976093314,1.942,USD,0.6473,USD,0.3333,5,200,0,0,9.71,USD,5,0,0.075,15,5,5,0
2024-06-28,976093314,3.59,USD,1.795,USD,0.5,3,149,0,0,10.77,USD,3,0,0.0403,6,3,3,0
2022-10-16,976093314,4.32,USD,0.48,USD,0.1111,1,196,0,0,4.32,USD,1,0,0.0459,9,1,1,0
2023-01-28,976093314,0,USD,7.14,USD,0,0,16,0,0,7.14,USD,0,0,0.0625,1,0,0,0
2024-01-17,976093312,0,USD,2.6475,USD,0,0,31,0,0,10.59,USD,0,0,0.129,4,0,0,0
2023-01-01,976093312,14.28,USD,2.38,USD,0.1667,1,152,0,0,14.28,USD,1,0,0.0395,6,1,1,0
2025-12-01,976093312,9.67,USD,0.6044,USD,0.0625,1,153,0,0,9.67,USD,1,0,0.1046,16,1,1,0
2025-12-12,976093312,2.305,USD,1.1525,USD,0.5,4,88,0,0,9.22,USD,4,0,0.0909,8,4,4,0
2025-09-28,976093311,2.96,USD,1.48,USD,0.5,1,89,0,0,2.96,USD,1,0,0.0225,2,1,1,0
2023-10-20,976093311,16.62,USD,1.8467,USD,0.1111,1,128,0,0,16.62,USD,1,0,0.0703,9,1,1,0
2022-10-17,976093311,0,USD,3.5825,USD,0,0,47,0,0,14.33,USD,0,0,0.0851,4,0,0,0
2022-07-03,976093311,0,USD,1.3267,USD,0,0,175,0,0,3.98,USD,0,0,0.0171,3,0,0,0
2022-04-01,976093311,0.836,USD,0.2986,USD,0.3571,5,130,0,0,4.18,USD,5,0,0.1077,14,5,5,0
2024-02-24,976093311,9.33,USD,4.665,USD,0.5,1,20,0,0,9.33,USD,1,0,0.1,2,1,1,0
2022-05-03,976093311,10.1,USD,0.6312,USD,0.0625,1,157,0,0,10.1,USD,1,0,0.1019,16,1,1,0
2024-09-21,983951490,12.9,USD,3.225,USD,0.25,1,64,0,0,12.9,USD,1,0,0.0625,4,1,1,0
2024-04-12,983951490,1.31,USD,0.4913,USD,0.375,6,166,0,0,7.86,USD,6,0,0.0964,16,6,6,0
2022-01-22,983951490,9.37,USD,3.1233,USD,0.3333,1,97,0,0,9.37,USD,1,0,0.0309,3,1,1,0
2024-11-12,983951494,0,USD,10.95,USD,0,0,24,0,0,10.95,USD,0,0,0.0417,1,0,0,0
2024-08-22,983951494,2.26,USD,0.3229,USD,0.1429,1,152,0,0,2.26,USD,1,0,0.0461,7,1,1,0
2023-09-21,983951494,3.0067,USD,1.1275,USD,0.375,3,95,0,0,9.02,USD,3,0,0.0842,8,3,3,0
2024-01-27,983951494,13.01,USD,2.602,USD,0.2,1,86,0,0,13.01,USD,1,0,0.0581,5,1,1,0
2022-11-24,983951494,3.065,USD,0.8757,USD,0.2857,2,145,0,0,6.13,USD,2,0,0.0483,7,2,2,0
2022-09-15,983951494,7.945,USD,2.27,USD,0.2857,2,49,0,0,15.89,USD,2,0,0.1429,7,2,2,0
2024-05-12,983951494,0,USD,1.342,USD,0,0,79,0,0,13.42,USD,0,0,0.1266,10,0,0,0
2023-07-11,983951494,0,USD,9.98,USD,0,0,10,0,0,9.98,USD,0,0,0.1,1,0,0,0
2024-02-08,983951494,1.635,USD,0.654,USD,0.4,2,110,0,0,3.27,USD,2,0,0.0455,5,2,2,0
2023-07-05,983951492,9.125,USD,1.825,USD,0.2,2,142,0,0,18.25,USD,2,0,0.0704,10,2,2,0
2024-11-29,983951492,0,USD,1.6443,USD,0,0,71,0,0,11.51,USD,0,0,0.0986,7,0,0,0
2023-10-30,983951492,0,USD,0.58,USD,0,0,13,0,0,0.58,USD,0,0,0.0769,1,0,0,0
2023-08-12,983951492,0,USD,2.1357,USD,0,0,52,0,0,14.95,USD,0,0,0.1346,7,0,0,0
2025-05-23,983951492,3.42,USD,3.42,USD,1,1,56,0,0,3.42,USD,1,0,0.0179,1,1,1,0
2024-01-25,983951491,0,USD,17.25,USD,0,0,15,0,0,17.25,USD,0,0,0.0667,1,0,0,0
2023-03-19,983951491,1.804,USD,0.902,USD,0.5,5,113,0,0,9.02,USD,5,0,0.0885,10,5,5,0
2022-01-17,983951491,5.02,USD,2.008,USD,0.4,2,200,0,0,10.04,USD,2,0,0.025,5,2,2,0
2022-12-02,983951491,0,USD,3.774,USD,0,0,55,0,0,18.87,USD,0,0,0.0909,5,0,0,0
2024-02-07,983951491,0.1525,USD,0.061,USD,0.4,4,71,0,0,0.61,USD,4,0,0.1408,10,4,4,0
2022-07-02,983951491,0,USD,0.7057,USD,0,0,187,0,0,16.23,USD,0,0,0.123,23,0,0,0
2022-04-22,983951491,0,USD,7.4,USD,0,0,29,0,0,14.8,USD,0,0,0.069,2,0,0,0
2022-07-02,983951491,1.045,USD,0.209,USD,0.2,2,82,0,0,2.09,USD,2,0,0.122,10,2,2,0
2025-09-20,983951491,5.39,USD,0.77,USD,0.1429,1,155,0,0,5.39,USD,1,0,0.0452,7,1,1,0
2025-02-27,983951493,8.165,USD,1.8144,USD,0.2222,2,101,0,0,16.33,USD,2,0,0.0891,9,2,2,0
2024-07-06,983951493,8.155,USD,3.262,USD,0.4,2,115,0,0,16.31,USD,2,0,0.0435,5,2,2,0
2024-10-21,983951493,19.37,USD,19.37,USD,1,1,124,0,0,19.37,USD,1,0,0.0081,1,1,1,0
2023-03-17,983951493,0.46,USD,0.1725,USD,0.375,3,109,0,0,1.38,USD,3,0,0.0734,8,3,3,0
2022-11-06,983951493,16.13,USD,16.13,USD,1,1,43,0,0,16.13,USD,1,0,0.0233,1,1,1,0
2025-04-24,983951493,1.2189,USD,0.5224,USD,0.4286,9,177,0,0,10.97,USD,9,0,0.1186,21,9,9,0
2023-12-26,983951493,6.04,USD,1.0982,USD,0.1818,2,137,0,0,12.08,USD,2,0,0.0803,11,2,2,0
2024-04-18,983951495,0,USD,8.67,USD,0,0,17,0,0,8.67,USD,0,0,0.0588,1,0,0,0
2022-11-19,983951495,7.25,USD,2.4167,USD,0.3333,1,65,0,0,7.25,USD,1,0,0.0462,3,1,1,0
2024-06-12,983951495,12.35,USD,2.47,USD,0.2,1,39,0,0,12.35,USD,1,0,0.1282,5,1,1,0
2022-11-22,983951495,0,USD,0.508,USD,0,0,145,0,0,5.08,USD,0,0,0.069,10,0,0,0
2025-05-08,983951496,5.36,USD,5.36,USD,1,1,94,0,0,5.36,USD,1,0,0.0106,1,1,1,0
2022-06-05,983951496,4.5675,USD,2.2837,USD,0.5,4,82,0,0,18.27,USD,4,0,0.0976,8,4,4,0
2025-02-11,983951496,0.3,USD,0.125,USD,0.4167,5,111,0,0,1.5,USD,5,0,0.1081,12,5,5,0
2022-11-07,983951496,4.2875,USD,1.9056,USD,0.4444,4,117,0,0,17.15,USD,4,0,0.0769,9,4,4,0
2023-02-06,983951496,0,USD,0.1033,USD,0,0,198,0,0,0.93,USD,0,0,0.0455,9,0,0,0
2023-08-24,983951496,0.7775,USD,0.1728,USD,0.2222,4,139,0,0,3.11,USD,4,0,0.1295,18,4,4,0
2023-08-08,983951496,0,USD,5.12,USD,0,0,118,0,0,10.24,USD,0,0,0.0169,2,0,0,0
2025-03-23,983951496,2.5633,USD,0.8544,USD,0.3333,3,105,0,0,7.69,USD,3,0,0.0857,9,3,3,0
2024-02-19,983951496,6.65,USD,0.95,USD,0.1429,1,88,0,0,6.65,USD,1,0,0.0795,7,1,1,0
2023-12-04,983951496,0.2829,USD,0.0861,USD,0.3043,7,199,0,0,1.98,USD,7,0,0.1156,23,7,7,0
2025-08-23,983951497,9.19,USD,1.838,USD,0.2,1,123,0,0,9.19,USD,1,0,0.0407,5,1,1,0
2023-08-11,983951497,0,USD,0.3433,USD,0,0,59,0,0,1.03,USD,0,0,0.0508,3,0,0,0
2024-09-20,983951497,0,USD,0.7529,USD,0,0,53,0,0,5.27,USD,0,0,0.1321,7,0,0,0
2024-09-02,983951497,2.464,USD,0.9477,USD,0.3846,5,100,0,0,12.32,USD,5,0,0.13,13,5,5,0
2021-12-09,983951497,0,USD,2.09,USD,0,0,54,0,0,14.63,USD,0,0,0.1296,7,0,0,0
2024-10-10,983951497,0,USD,4.215,USD,0,0,98,0,0,8.43,USD,0,0,0.0204,2,0,0,0
2024-10-05,983951497,0,USD,0.39,USD,0,0,31,0,0,0.78,USD,0,0,0.0645,2,0,0,0
2025-09-02,983951498,1.7,USD,1.7,USD,1,1,30,0,0,1.7,USD,1,0,0.0333,1,1,1,0
2021-12-04,983951498,5.13,USD,1.71,USD,0.3333,1,77,0,0,5.13,USD,1,0,0.039,3,1,1,0
2025-11-27,983951498,0,USD,0.2067,USD,0,0,44,0,0,0.62,USD,0,0,0.0682,3,0,0,0
2024-05-23,983951499,3.44,USD,0.43,USD,0.125,1,103,0,0,3.44,USD,1,0,0.0777,8,1,1,0
2022-05-09,983951499,2.82,USD,0.705,USD,0.25,1,92,0,0,2.82,USD,1,0,0.0435,4,1,1,0
