id,modification_time,automated_keywords_opt_in,campaign_id,cpa_goal_amount,cpa_goal_currency,default_cpc_bid_amount,default_cpc_bid_currency,deleted,end_time,name,organization_id,serving_state_reasons,serving_status,start_time,status,storefronts
983960451,2025-12-23 00:11:43.722639,t,973923056,,,,,f,2025-12-07 23:59:00,Retargeting,3162550,,NOT_RUNNING,2025-10-17 00:00:00,ENABLED,
983960452,2025-12-10 00:11:43.722655,t,973923056,,,,,f,2025-12-07 23:59:00,Premium Users,3162550,,NOT_RUNNING,2025-10-17 00:00:00,PAUSED,
983960453,2025-11-29 00:11:43.722668,t,973923057,,,,,f,2025-12-11 23:59:00,High Value,3219110,,RUNNING,2025-10-30 00:00:00,PAUSED,
983960454,2025-12-14 00:11:43.722681,t,973923057,,,,,f,2025-12-11 23:59:00,Retargeting,3219110,,RUNNING,2025-10-30 00:00:00,PAUSED,
983960455,2025-12-02 00:11:43.722692,f,973923057,,,,,f,2025-12-11 23:59:00,Premium Users,3219110,,RUNNING,2025-10-30 00:00:00,ENABLED,
983960456,2025-12-22 00:11:43.722706,f,973923058,,,,,f,2025-12-01 23:59:00,Retargeting,3219110,,RUNNING,2025-10-20 00:00:00,PAUSED,
983960457,2025-12-02 00:11:43.722719,t,973923059,,,,,f,2025-11-12 23:59:00,High Value,3219110,,RUNNING,2025-10-02 00:00:00,PAUSED,
983960458,2025-12-12 00:11:43.722733,f,973923060,,,,,f,2025-12-06 23:59:00,New Users,3219110,,NOT_RUNNING,2025-11-01 00:00:00,ENABLED,
983960459,2025-11-28 00:11:43.722745,t,973923060,,,,,f,2025-12-06 23:59:00,New Users,3219110,,NOT_RUNNING,2025-11-01 00:00:00,PAUSED,
983960460,2025-12-24 00:11:43.722761,f,973923060,,,,,f,2025-12-06 23:59:00,Retargeting,3219110,,RUNNING,2025-11-01 00:00:00,PAUSED,
983960461,2025-12-22 00:11:43.722774,f,973923061,,,,,f,2026-01-01 23:59:00,Retargeting,3219111,,RUNNING,2025-11-23 00:00:00,ENABLED,
983960462,2025-12-20 00:11:43.722785,f,973923061,,,,,f,2026-01-01 23:59:00,Retargeting,3219111,,NOT_RUNNING,2025-11-23 00:00:00,PAUSED,
983960463,2025-12-06 00:11:43.722797,f,973923061,,,,,f,2026-01-01 23:59:00,Budget Segment,3219111,,NOT_RUNNING,2025-11-23 00:00:00,ENABLED,
983960464,2025-12-10 00:11:43.722811,t,973923062,,,,,f,2025-12-06 23:59:00,Premium Users,3219111,,RUNNING,2025-10-09 00:00:00,PAUSED,
983960465,2025-12-24 00:11:43.722824,t,973923063,,,,,f,2026-01-08 23:59:00,Retargeting,3219111,,RUNNING,2025-11-19 00:00:00,ENABLED,
983960466,2025-12-23 00:11:43.722838,t,973923063,,,,,f,2026-01-08 23:59:00,Premium Users,3219111,,RUNNING,2025-11-19 00:00:00,ENABLED,
983960467,2025-12-23 00:11:43.72285,f,973923063,,,,,f,2026-01-08 23:59:00,Premium Users,3219111,,NOT_RUNNING,2025-11-19 00:00:00,PAUSED,
983960468,2025-12-05 00:11:43.722864,t,973923064,,,,,f,2025-11-19 23:59:00,Budget Segment,3219111,,NOT_RUNNING,2025-10-14 00:00:00,ENABLED,
983960469,2025-12-11 00:11:43.722877,t,973923065,,,,,f,2025-12-19 23:59:00,High Value,3219112,,RUNNING,2025-11-12 00:00:00,ENABLED,
983960470,2025-12-23 00:11:43.722889,f,973923065,,,,,f,2025-12-19 23:59:00,Premium Users,3219112,,NOT_RUNNING,2025-11-12 00:00:00,ENABLED,
983960471,2025-12-02 00:11:43.7229,t,973923065,,,,,f,2025-12-19 23:59:00,Premium Users,3219112,,NOT_RUNNING,2025-11-12 00:00:00,PAUSED,
983960472,2025-12-21 00:11:43.722918,f,973923066,,,,,f,2025-12-21 23:59:00,High Value,3219112,,NOT_RUNNING,2025-11-07 00:00:00,ENABLED,
983960473,2025-12-18 00:11:43.722932,t,973923066,,,,,f,2025-12-21 23:59:00,Retargeting,3219112,,NOT_RUNNING,2025-11-07 00:00:00,ENABLED,
983960474,2025-11-28 00:11:43.722946,t,973923067,,,,,f,2025-12-21 23:59:00,Retargeting,3219112,,NOT_RUNNING,2025-11-06 00:00:00,PAUSED,
983960475,2025-12-04 00:11:43.72296,t,973923068,,,,,f,2025-11-29 23:59:00,Budget Segment,3219113,,RUNNING,2025-10-02 00:00:00,PAUSED,
983960476,2025-12-23 00:11:43.722973,t,973923069,,,,,f,2025-12-12 23:59:00,Budget Segment,3219113,,NOT_RUNNING,2025-11-12 00:00:00,ENABLED,
983960477,2025-12-08 00:11:43.722985,t,973923069,,,,,f,2025-12-12 23:59:00,Premium Users,3219113,,RUNNING,2025-11-12 00:00:00,ENABLED,
983960478,2025-11-28 00:11:43.722996,t,973923069,,,,,f,2025-12-12 23:59:00,Premium Users,3219113,,NOT_RUNNING,2025-11-12 00:00:00,PAUSED,
983960479,2025-12-18 00:11:43.72301,f,973923070,,,,,f,2025-11-12 23:59:00,Budget Segment,3219113,,RUNNING,2025-10-12 00:00:00,ENABLED,
983960480,2025-12-22 00:11:43.723024,t,973923070,,,,,f,2025-11-12 23:59:00,Premium Users,3219113,,NOT_RUNNING,2025-10-12 00:00:00,ENABLED,
983960481,2025-12-26 00:11:43.723036,t,973923070,,,,,f,2025-11-12 23:59:00,New Users,3219113,,NOT_RUNNING,2025-10-12 00:00:00,ENABLED,
983960482,2025-12-21 00:11:43.72305,f,973923071,,,,,f,2025-11-30 23:59:00,Premium Users,3219114,,NOT_RUNNING,2025-10-12 00:00:00,PAUSED,
983960483,2025-12-05 00:11:43.723061,t,973923071,,,,,f,2025-11-30 23:59:00,Premium Users,3219114,,RUNNING,2025-10-12 00:00:00,PAUSED,
983960484,2025-12-23 00:11:43.723074,t,973923072,,,,,f,2025-12-02 23:59:00,Budget Segment,3219114,,RUNNING,2025-10-05 00:00:00,ENABLED,
983960485,2025-11-28 00:11:43.723087,t,973923072,,,,,f,2025-12-02 23:59:00,Premium Users,3219114,,NOT_RUNNING,2025-10-05 00:00:00,ENABLED,
983960486,2025-12-25 00:11:43.7231,f,973923073,,,,,f,2025-12-06 23:59:00,High Value,3219115,,NOT_RUNNING,2025-11-05 00:00:00,PAUSED,
983960487,2025-12-25 00:11:43.723114,t,973923073,,,,,f,2025-12-06 23:59:00,Premium Users,3219115,,NOT_RUNNING,2025-11-05 00:00:00,PAUSED,
983960488,2025-12-15 00:11:43.723126,t,973923073,,,,,f,2025-12-06 23:59:00,Premium Users,3219115,,RUNNING,2025-11-05 00:00:00,PAUSED,
983960489,2025-12-06 00:11:43.723139,f,973923074,,,,,f,2025-12-25 23:59:00,High Value,3219115,,RUNNING,2025-11-12 00:00:00,ENABLED,
