ad_group_id,date,avg_cpa_amount,avg_cpa_currency,avg_cpt_amount,avg_cpt_currency,conversion_rate,conversions,impressions,lat_off_installs,lat_on_installs,local_spend_amount,local_spend_currency,new_downloads,redownloads,tap_through_rate,taps,tap_installs,tap_new_downloads,tap_redownloads
983960447,2022-11-11,3.4643,USD,0.9327,USD,0.2692,7,538,0,0,24.25,USD,7,0,0.0483,26,7,7,0
983960447,2023-01-26,4.756,USD,0.7671,USD,0.1613,5,553,0,0,23.78,USD,5,0,0.0561,31,5,5,0
983960447,2025-01-06,1.9968,USD,0.48,USD,0.2404,25,847,0,0,49.92,USD,25,0,0.1228,104,25,25,0
983960447,2023-08-12,2.9213,USD,1.0623,USD,0.3636,8,194,0,0,23.37,USD,8,0,0.1134,22,8,8,0
983960448,2022-01-24,26.44,USD,1.2018,USD,0.0455,1,161,0,0,26.44,USD,1,0,0.1366,22,1,1,0
983960448,2023-05-31,2.2625,USD,0.808,USD,0.3571,20,441,0,0,45.25,USD,20,0,0.127,56,20,20,0
983960448,2022-01-16,14.25,USD,0.5938,USD,0.0417,3,869,0,0,42.75,USD,3,0,0.0829,72,3,3,0
983960448,2022-10-02,6.3943,USD,0.8608,USD,0.1346,7,906,0,0,44.76,USD,7,0,0.0574,52,7,7,0
983960448,2023-08-06,5.1729,USD,0.3812,USD,0.0737,7,638,0,0,36.21,USD,7,0,0.1489,95,7,7,0
983960448,2022-03-20,11.05,USD,0.7367,USD,0.0667,1,168,0,0,11.05,USD,1,0,0.0893,15,1,1,0
983960448,2024-03-22,1.2986,USD,0.5454,USD,0.42,21,773,0,0,27.27,USD,21,0,0.0647,50,21,21,0
983960448,2025-07-11,0.7469,USD,0.2329,USD,0.3118,29,796,0,0,21.66,USD,29,0,0.1168,93,29,29,0
983960448,2022-01-09,1.41,USD,0.3021,USD,0.2143,3,607,0,0,4.23,USD,3,0,0.0231,14,3,3,0
983960449,2022-11-20,44.56,USD,8.912,USD,0.2,1,79,0,0,44.56,USD,1,0,0.0633,5,1,1,0
983960449,2023-01-13,0.9012,USD,0.243,USD,0.2697,24,751,0,0,21.63,USD,24,0,0.1185,89,24,24,0
983960449,2022-05-30,4.84,USD,2.3048,USD,0.4762,10,766,0,0,48.4,USD,10,0,0.0274,21,10,10,0
983960449,2024-01-13,4.952,USD,2.476,USD,0.5,5,199,0,0,24.76,USD,5,0,0.0503,10,5,5,0
983960449,2022-02-05,1.99,USD,0.2267,USD,0.1139,9,703,0,0,17.91,USD,9,0,0.1124,79,9,9,0
983960450,2025-07-23,3.6636,USD,0.4429,USD,0.1209,11,769,0,0,40.3,USD,11,0,0.1183,91,11,11,0
983960450,2023-12-04,7.1917,USD,1.8761,USD,0.2609,6,171,0,0,43.15,USD,6,0,0.1345,23,6,6,0
983960450,2023-05-31,13.215,USD,0.2617,USD,0.0198,2,831,0,0,26.43,USD,2,0,0.1215,101,2,2,0
983960450,2022-11-13,1.5327,USD,0.3769,USD,0.2459,15,505,0,0,22.99,USD,15,0,0.1208,61,15,15,0
983960450,2022-12-11,10.08,USD,2.016,USD,0.2,1,111,0,0,10.08,USD,1,0,0.045,5,1,1,0
983960450,2023-05-29,13.48,USD,0.9629,USD,0.0714,1,187,0,0,13.48,USD,1,0,0.0749,14,1,1,0
983960450,2025-09-02,0.1674,USD,0.0698,USD,0.4167,35,782,0,0,5.86,USD,35,0,0.1074,84,35,35,0
983960450,2023-12-31,0.3073,USD,0.1432,USD,0.4659,41,645,0,0,12.6,USD,41,0,0.1364,88,41,41,0
983960450,2025-10-26,5.5125,USD,1.3781,USD,0.25,8,319,0,0,44.1,USD,8,0,0.1003,32,8,8,0
983960450,2022-09-15,17.24,USD,1.9156,USD,0.1111,1,490,0,0,17.24,USD,1,0,0.0184,9,1,1,0
983960450,2025-02-06,5.9086,USD,1.3342,USD,0.2258,7,422,0,0,41.36,USD,7,0,0.0735,31,7,7,0
983960451,2023-01-11,9.964,USD,1.3839,USD,0.1389,5,966,0,0,49.82,USD,5,0,0.0373,36,5,5,0
983960451,2023-12-04,3.4625,USD,1.3403,USD,0.3871,12,298,0,0,41.55,USD,12,0,0.104,31,12,12,0
983960451,2025-10-11,0.2483,USD,0.1084,USD,0.4364,24,984,0,0,5.96,USD,24,0,0.0559,55,24,24,0
983960451,2025-09-16,1.603,USD,0.6286,USD,0.3922,20,513,0,0,32.06,USD,20,0,0.0994,51,20,20,0
983960451,2021-12-07,8.6133,USD,2.8711,USD,0.3333,3,88,0,0,25.84,USD,3,0,0.1023,9,3,3,0
983960451,2025-11-11,2.19,USD,0.876,USD,0.4,4,536,0,0,8.76,USD,4,0,0.0187,10,4,4,0
983960451,2023-07-18,6.5743,USD,2.8763,USD,0.4375,7,385,0,0,46.02,USD,7,0,0.0416,16,7,7,0
983960451,2023-04-28,9.196,USD,3.8317,USD,0.4167,5,529,0,0,45.98,USD,5,0,0.0227,12,5,5,0
983960451,2025-06-23,0,USD,3.6344,USD,0,0,84,0,0,32.71,USD,0,0,0.1071,9,0,0,0
983960451,2022-12-02,0.8841,USD,0.2343,USD,0.2651,22,743,0,0,19.45,USD,22,0,0.1117,83,22,22,0
983960451,2023-07-06,15.785,USD,1.9731,USD,0.125,2,703,0,0,31.57,USD,2,0,0.0228,16,2,2,0
983960452,2023-05-18,2.895,USD,0.3753,USD,0.1296,14,833,0,0,40.53,USD,14,0,0.1297,108,14,14,0
983960452,2022-04-26,13.495,USD,5.398,USD,0.4,2,95,0,0,26.99,USD,2,0,0.0526,5,2,2,0
983960452,2025-10-23,2.0229,USD,0.7867,USD,0.3889,7,121,0,0,14.16,USD,7,0,0.1488,18,7,7,0
983960452,2024-10-28,2.6907,USD,1.009,USD,0.375,15,380,0,0,40.36,USD,15,0,0.1053,40,15,15,0
983960452,2022-01-08,0.4169,USD,0.1834,USD,0.44,55,923,0,0,22.93,USD,55,0,0.1354,125,55,55,0
983960452,2023-05-05,1.5792,USD,0.3158,USD,0.2,24,873,0,0,37.9,USD,24,0,0.1375,120,24,24,0
983960453,2023-10-25,4.0867,USD,0.6811,USD,0.1667,3,122,0,0,12.26,USD,3,0,0.1475,18,3,3,0
983960453,2024-08-19,9.68,USD,0.3872,USD,0.04,1,330,0,0,9.68,USD,1,0,0.0758,25,1,1,0
983960453,2024-05-08,16.65,USD,1.0406,USD,0.0625,1,185,0,0,16.65,USD,1,0,0.0865,16,1,1,0
983960453,2021-12-06,3.467,USD,0.3768,USD,0.1087,10,831,0,0,34.67,USD,10,0,0.1107,92,10,10,0
983960453,2022-05-08,6.716,USD,1.2915,USD,0.1923,5,419,0,0,33.58,USD,5,0,0.0621,26,5,5,0
983960453,2023-01-28,0.8011,USD,0.3962,USD,0.4946,46,652,0,0,36.85,USD,46,0,0.1426,93,46,46,0
983960453,2022-08-08,2.2342,USD,0.6243,USD,0.2794,19,500,0,0,42.45,USD,19,0,0.136,68,19,19,0
983960453,2022-12-11,0,USD,1.1659,USD,0,0,533,0,0,45.47,USD,0,0,0.0732,39,0,0,0
983960454,2022-07-07,5.232,USD,1.1374,USD,0.2174,5,465,0,0,26.16,USD,5,0,0.0495,23,5,5,0
983960454,2022-03-10,4.61,USD,0.922,USD,0.2,2,167,0,0,9.22,USD,2,0,0.0599,10,2,2,0
983960454,2023-10-12,0.57,USD,0.1179,USD,0.2069,6,221,0,0,3.42,USD,6,0,0.1312,29,6,6,0
983960454,2023-04-15,3.0611,USD,1.45,USD,0.4737,9,946,0,0,27.55,USD,9,0,0.0201,19,9,9,0
983960454,2022-11-10,3.631,USD,1.3965,USD,0.3846,10,195,0,0,36.31,USD,10,0,0.1333,26,10,10,0
983960454,2024-05-29,0.4771,USD,0.2386,USD,0.5,7,137,0,0,3.34,USD,7,0,0.1022,14,7,7,0
983960454,2025-04-07,4.39,USD,0.4878,USD,0.1111,1,233,0,0,4.39,USD,1,0,0.0386,9,1,1,0
983960454,2024-10-13,5.4244,USD,1.8777,USD,0.3462,9,453,0,0,48.82,USD,9,0,0.0574,26,9,9,0
983960454,2024-03-01,5.6467,USD,0.9411,USD,0.1667,6,542,0,0,33.88,USD,6,0,0.0664,36,6,6,0
983960454,2024-09-04,8.21,USD,1.8946,USD,0.2308,3,295,0,0,24.63,USD,3,0,0.0441,13,3,3,0
983960455,2021-12-26,10.18,USD,0.7271,USD,0.0714,2,877,0,0,20.36,USD,2,0,0.0319,28,2,2,0
983960455,2025-02-14,0.9127,USD,0.3586,USD,0.3929,11,438,0,0,10.04,USD,11,0,0.0639,28,11,11,0
983960455,2022-01-21,12.0167,USD,4.5062,USD,0.375,3,701,0,0,36.05,USD,3,0,0.0114,8,3,3,0
983960455,2022-10-29,18.1,USD,2.5857,USD,0.1429,1,674,0,0,18.1,USD,1,0,0.0104,7,1,1,0
983960455,2025-02-25,8.13,USD,1.7421,USD,0.2143,6,279,0,0,48.78,USD,6,0,0.1004,28,6,6,0
983960455,2022-11-20,4.2855,USD,0.8571,USD,0.2,11,695,0,0,47.14,USD,11,0,0.0791,55,11,11,0
983960455,2024-10-20,0.3424,USD,0.1204,USD,0.3516,45,875,0,0,15.41,USD,45,0,0.1463,128,45,45,0
983960455,2022-09-30,1.915,USD,0.6603,USD,0.3448,10,389,0,0,19.15,USD,10,0,0.0746,29,10,10,0
983960455,2024-05-23,0,USD,0.123,USD,0,0,835,0,0,11.81,USD,0,0,0.115,96,0,0,0
983960455,2024-08-07,6.72,USD,0.8,USD,0.119,5,905,0,0,33.6,USD,5,0,0.0464,42,5,5,0
983960455,2022-09-28,0.654,USD,0.0711,USD,0.1087,5,869,0,0,3.27,USD,5,0,0.0529,46,5,5,0
983960456,2024-07-03,0,USD,0.2106,USD,0,0,913,0,0,7.37,USD,0,0,0.0383,35,0,0,0
983960456,2023-05-13,1.9004,USD,0.5204,USD,0.2738,23,864,0,0,43.71,USD,23,0,0.0972,84,23,23,0
983960456,2025-02-25,6.8671,USD,3.2047,USD,0.4667,7,446,0,0,48.07,USD,7,0,0.0336,15,7,7,0
983960456,2021-12-05,2.715,USD,0.4525,USD,0.1667,2,561,0,0,5.43,USD,2,0,0.0214,12,2,2,0
983960456,2022-04-29,3.435,USD,1.3358,USD,0.3889,14,687,0,0,48.09,USD,14,0,0.0524,36,14,14,0
983960457,2025-01-14,1.6767,USD,0.6288,USD,0.375,3,100,0,0,5.03,USD,3,0,0.08,8,3,3,0
983960457,2023-03-29,1.238,USD,0.3095,USD,0.25,5,739,0,0,6.19,USD,5,0,0.0271,20,5,5,0
983960457,2023-10-19,5.4575,USD,2.7287,USD,0.5,4,777,0,0,21.83,USD,4,0,0.0103,8,4,4,0
983960457,2022-09-03,1.3204,USD,0.3961,USD,0.3,24,951,0,0,31.69,USD,24,0,0.0841,80,24,24,0
983960457,2023-08-12,1.4632,USD,0.6461,USD,0.4416,34,790,0,0,49.75,USD,34,0,0.0975,77,34,34,0
983960457,2022-03-23,5.7637,USD,2.0048,USD,0.3478,8,239,0,0,46.11,USD,8,0,0.0962,23,8,8,0
983960458,2025-09-05,3.04,USD,0.8686,USD,0.2857,2,54,0,0,6.08,USD,2,0,0.1296,7,2,2,0
983960458,2022-03-20,0.5288,USD,0.0984,USD,0.186,16,647,0,0,8.46,USD,16,0,0.1329,86,16,16,0
983960458,2024-01-14,0.8737,USD,0.2693,USD,0.3083,41,907,0,0,35.82,USD,41,0,0.1466,133,41,41,0
983960458,2024-08-10,1.2997,USD,0.5643,USD,0.4342,33,536,0,0,42.89,USD,33,0,0.1418,76,33,33,0
983960458,2024-08-03,0,USD,1.8233,USD,0,0,78,0,0,16.41,USD,0,0,0.1154,9,0,0,0
983960458,2022-09-12,11.82,USD,0.2515,USD,0.0213,1,362,0,0,11.82,USD,1,0,0.1298,47,1,1,0
983960458,2025-09-27,11.785,USD,0.8571,USD,0.0727,4,455,0,0,47.14,USD,4,0,0.1209,55,4,4,0
983960458,2023-06-11,8.186,USD,0.7723,USD,0.0943,5,740,0,0,40.93,USD,5,0,0.0716,53,5,5,0
983960458,2022-04-24,0.7081,USD,0.1917,USD,0.2707,36,936,0,0,25.49,USD,36,0,0.1421,133,36,36,0
983960458,2025-09-08,5.1837,USD,2.0735,USD,0.4,8,179,0,0,41.47,USD,8,0,0.1117,20,8,8,0
983960458,2023-02-15,1.6989,USD,0.4077,USD,0.24,18,850,0,0,30.58,USD,18,0,0.0882,75,18,18,0
983960459,2025-02-14,0.2992,USD,0.1367,USD,0.4568,37,715,0,0,11.07,USD,37,0,0.1133,81,37,37,0
983960459,2022-11-23,2.5025,USD,0.4656,USD,0.186,8,730,0,0,20.02,USD,8,0,0.0589,43,8,8,0
983960459,2024-03-02,1.0208,USD,0.49,USD,0.48,12,848,0,0,12.25,USD,12,0,0.0295,25,12,12,0
983960459,2025-04-11,6.742,USD,2.2473,USD,0.3333,5,296,0,0,33.71,USD,5,0,0.0507,15,5,5,0
983960459,2024-09-08,9.7075,USD,1.2943,USD,0.1333,4,401,0,0,38.83,USD,4,0,0.0748,30,4,4,0
983960459,2025-01-01,0,USD,6.61,USD,0,0,248,0,0,33.05,USD,0,0,0.0202,5,0,0,0
983960459,2024-10-30,0.2192,USD,0.1046,USD,0.4771,52,812,0,0,11.4,USD,52,0,0.1342,109,52,52,0
983960459,2022-09-10,5.2275,USD,0.3802,USD,0.0727,4,429,0,0,20.91,USD,4,0,0.1282,55,4,4,0
983960459,2025-12-23,0,USD,0.7952,USD,0,0,333,0,0,24.65,USD,0,0,0.0931,31,0,0,0
983960459,2025-04-19,5.984,USD,0.2745,USD,0.0459,5,747,0,0,29.92,USD,5,0,0.1459,109,5,5,0
983960460,2025-09-08,0.5207,USD,0.2511,USD,0.4823,68,944,0,0,35.41,USD,68,0,0.1494,141,68,68,0
983960460,2024-11-09,2.8838,USD,0.5767,USD,0.2,8,577,0,0,23.07,USD,8,0,0.0693,40,8,8,0
983960460,2024-02-12,5.295,USD,1.765,USD,0.3333,4,500,0,0,21.18,USD,4,0,0.024,12,4,4,0
983960460,2023-03-02,1.3367,USD,0.5119,USD,0.383,18,634,0,0,24.06,USD,18,0,0.0741,47,18,18,0
983960460,2024-09-15,0.4114,USD,0.0984,USD,0.2391,22,645,0,0,9.05,USD,22,0,0.1426,92,22,22,0
983960460,2023-08-10,4.6775,USD,0.1485,USD,0.0317,4,859,0,0,18.71,USD,4,0,0.1467,126,4,4,0
983960460,2022-02-18,0,USD,0.6517,USD,0,0,782,0,0,46.92,USD,0,0,0.0921,72,0,0,0
983960460,2025-10-17,12.3967,USD,0.7152,USD,0.0577,3,458,0,0,37.19,USD,3,0,0.1135,52,3,3,0
983960460,2025-10-02,1.4078,USD,0.7039,USD,0.5,18,879,0,0,25.34,USD,18,0,0.041,36,18,18,0
983960460,2025-05-23,11.795,USD,1.8146,USD,0.1538,2,180,0,0,23.59,USD,2,0,0.0722,13,2,2,0
983960461,2024-05-09,9.832,USD,0.9454,USD,0.0962,5,479,0,0,49.16,USD,5,0,0.1086,52,5,5,0
983960461,2023-03-31,3.6483,USD,1.7512,USD,0.48,12,300,0,0,43.78,USD,12,0,0.0833,25,12,12,0
983960461,2024-07-27,0.92,USD,0.4515,USD,0.4907,53,733,0,0,48.76,USD,53,0,0.1473,108,53,53,0
983960461,2025-08-23,3.36,USD,1.56,USD,0.4643,13,329,0,0,43.68,USD,13,0,0.0851,28,13,13,0
983960461,2025-10-18,5.9463,USD,0.9327,USD,0.1569,8,385,0,0,47.57,USD,8,0,0.1325,51,8,8,0
983960461,2023-07-05,2.0005,USD,0.6335,USD,0.3167,19,800,0,0,38.01,USD,19,0,0.075,60,19,19,0
983960461,2023-07-28,4.53,USD,1.51,USD,0.3333,7,432,0,0,31.71,USD,7,0,0.0486,21,7,7,0
983960461,2023-12-02,1.72,USD,0.3486,USD,0.2027,15,701,0,0,25.8,USD,15,0,0.1056,74,15,15,0
983960461,2025-01-12,0.3162,USD,0.1028,USD,0.325,13,383,0,0,4.11,USD,13,0,0.1044,40,13,13,0
983960461,2023-04-19,1.2325,USD,0.186,USD,0.1509,16,825,0,0,19.72,USD,16,0,0.1285,106,16,16,0
983960461,2022-06-12,36.67,USD,5.2386,USD,0.1429,1,133,0,0,36.67,USD,1,0,0.0526,7,1,1,0
983960461,2023-12-24,20.525,USD,8.21,USD,0.4,2,287,0,0,41.05,USD,2,0,0.0174,5,2,2,0
983960462,2024-06-24,0.8222,USD,0.2349,USD,0.2857,18,472,0,0,14.8,USD,18,0,0.1335,63,18,18,0
983960462,2025-06-16,0,USD,6.492,USD,0,0,56,0,0,32.46,USD,0,0,0.0893,5,0,0,0
983960462,2025-12-21,0.5833,USD,0.25,USD,0.4286,9,586,0,0,5.25,USD,9,0,0.0358,21,9,9,0
983960462,2022-12-22,0.6364,USD,0.2412,USD,0.3789,36,647,0,0,22.91,USD,36,0,0.1468,95,36,36,0
983960462,2023-01-30,1.3967,USD,0.6983,USD,0.5,27,936,0,0,37.71,USD,27,0,0.0577,54,27,27,0
983960462,2022-10-13,4.394,USD,1.2206,USD,0.2778,5,625,0,0,21.97,USD,5,0,0.0288,18,5,5,0
983960463,2025-05-04,3.2646,USD,0.5372,USD,0.1646,13,576,0,0,42.44,USD,13,0,0.1372,79,13,13,0
983960463,2022-08-21,2.1231,USD,0.9181,USD,0.4324,16,512,0,0,33.97,USD,16,0,0.0723,37,16,16,0
983960463,2021-12-19,16.62,USD,4.986,USD,0.3,3,90,0,0,49.86,USD,3,0,0.1111,10,3,3,0
983960463,2022-09-18,8.89,USD,0.0839,USD,0.0094,1,738,0,0,8.89,USD,1,0,0.1436,106,1,1,0
983960463,2022-11-19,1.66,USD,0.1083,USD,0.0652,9,997,0,0,14.94,USD,9,0,0.1384,138,9,9,0
983960464,2022-06-18,18.28,USD,0.9374,USD,0.0513,2,734,0,0,36.56,USD,2,0,0.0531,39,2,2,0
983960464,2024-01-25,1.1188,USD,0.3183,USD,0.2845,33,904,0,0,36.92,USD,33,0,0.1283,116,33,33,0
983960464,2023-12-17,5.2033,USD,1.3008,USD,0.25,6,305,0,0,31.22,USD,6,0,0.0787,24,6,6,0
983960464,2023-07-12,1.1321,USD,0.1321,USD,0.1167,14,975,0,0,15.85,USD,14,0,0.1231,120,14,14,0
983960464,2024-03-20,19.435,USD,6.4783,USD,0.3333,2,95,0,0,38.87,USD,2,0,0.0632,6,2,2,0
983960464,2022-09-27,2.9,USD,0.4143,USD,0.1429,1,823,0,0,2.9,USD,1,0,0.0085,7,1,1,0
