uid,facname,latitude,ct2020,opabbrev,servarea,policeprct,longitude-facdomain
036217be20de740cbffb8ac85d978c3f,"WESTHAB, INC.",40.875074664,30900.0,,Local,50,"-73.9101670976-EDUCATION, CHILD WELFARE, AND YOUTH"
003289bd5abac8d32f751c40bebd986d,BUSHWICK CENTER FOR REHABILITATION AND HEALTH CARE,40.704689,58500.0,Non-public,Regional,104,-73.900902-HEALTH AND HUMAN SERVICES
032108b6f64e3f45f9046c37e20db0a2,PRATT INSTITUTE MANHATTAN CNTR,40.7379498736,7100.0,Non-public,Regional,6,"-73.9989441693-EDUCATION, CHILD WELFARE, AND YOUTH"
016a7829e55fc936ea49302322b4e9d5,"SILENT CINEMA PRESENTATIONS, INC.",40.7880347197,17300.0,Non-public,Regional,24,-73.9743897297-LIBRARIES AND CULTURAL PROGRAMS
04650d5953b1478b3093f28698ace43a,BNOS ZION OF BOBOV,40.6330964964,23600.0,Non-public,Local,66,"-73.9909412452-EDUCATION, CHILD WELFARE, AND YOUTH"
00af67c008a30963855c4a8b69a6387e,"GRANDPA`S BUS CO., INC.",40.8164714493,9000.0,Non-public,Regional,43,-73.8442600095-CORE INFRASTRUCTURE AND TRANSPORTATION
03c93e6d030f63a7677309e4d77a3838,BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,40.6148486317,25600.0,,Local,62,"-73.9869802747-EDUCATION, CHILD WELFARE, AND YOUTH"
01c62bab42d5658022d9c47bdea89b9b,MASPETH TOWN HALL INC.,40.7303738317,49700.0,,Local,104,"-73.8921428508-EDUCATION, CHILD WELFARE, AND YOUTH"
050e9cb526cc81fd3338b9fb2 b29e96a,NYU LANGONE PERLMUTTER CANCER CENTER-34TH STREET,40.7457188849,7200.0,Non-public,Regional,17,-73.9788265259-HEALTH AND HUMAN SERVICES
%03eb4d7e3eb7c6a7d6b43fdee98da19d,HOLY CROSS SCHOOL,40.8168690627,1600.0,Non-public,Local,43,"-73.8605933877-EDUCATION, CHILD WELFARE, AND YOUTH"
006d4995c302e75b925dc061e6b41de6,PS 14 ANNEX,40.7427348866,46700.0,Non-public,Local,110,"-73.8767080353-EDUCATION, CHILD WELFARE, AND YOUTH"
04e4b1a72552bb0eec035173674c5a0d,KINDERLAND DAY CARE INC.,40.632850224,47600.0,Non-public,Local,66,"-73.9819718886-EDUCATION, CHILD WELFARE, AND YOUTH"
011da44c69f6ae64c7f1775676ff8e2d,BLOCK INSTITUTE SCHOOL,40.587843045,31401.0,Non-public,Local,60,"-73.9939870095-EDUCATION, CHILD WELFARE, AND YOUTH"
0467d31b43f7faad5fb898c7033d25b1,RANDALL FAMILY RESIDENCE,40.8158232829,2001.0,Non-public,Local,43,"-73.8689949667-EDUCATION, CHILD WELFARE, AND YOUTH"
03464a76fb008f3539f195586193a622,BRONX LAB SCHOOL - 11X265,40.8751930398,37200.0,,Local,47,"-73.8616360226-EDUCATION, CHILD WELFARE, AND YOUTH"
02fc8f328db8c795b844f48686776217,VkSITING NURSE SERVICE OF NEW YORK HOMECARE II,40.8184244807,7100.0,,Regional,40,-73.9137485142-HEALTH AND HUMAN SERVICES
02b11c1011e1d07aa6a1996a19611c53,P.S. 226,40.8554995983,24900.0,NYCDOE,Local,46,"-73.9161893788-EDUCATION, CHILD WELFARE, AND YOUTH"
006519c2d77c9171d3f835d856e9c082,NOTORIOUS LIC PARK,40.7419282579,701.0,NYCDPR,Local,108,"-73.9513395888-PARKS, GARDENS, AND HISTORICAL SITES"
0414d6be2878c6b252c7019b7f7822e9,OFFICE BLDG,40.693609,900.0,NYCDOT,Regional,84,-73.990862-ADMINISTRATION OF GOVERNMENT
02137a374479df62770811bed4456e8c,SNIFFEN COURT HISTORIC DISTRICT,40.7470887397,8000.0,,Local,17,"-73.9779548803-PARKS, GARDENS, AND HISTORICAL SITES"
057fd2f523d464776052f42eb33f9d76,CASTLE HILL PARK,40.8119030303,400.0,NYCDPR,Local,43,"-73.847502756-PARKS, GARDENS, AND HISTORICAL SITES"
013bec35b2ae87f0eccc6ee07fd167da,BROOKLYN KINDERGARTEN SOCIETY,40.6765898831,30900.0,Non-public,Local,77,"-73.9345851459-EDUCATION, CHILD WELFARE, AND YOUTH"
0412dc269b3ba1f29ca8e06c5d6b36b4,P.S. 326,40.6284256355,72800.0,NYCDOE,Local,63,"-73.9282625343-EDUCATION, CHILD WELFARE, AND YOUTH"
039561b3a87acdcb9f532432c5d02496,COPO FOOD PANTRY,40.6313399634,52800.0,,Local,70,"-73.9662179895-EDUCATION, CHILD WELFARE, AND YOUTH"
0433c0cf90cb0bcf052bc2c4547b3c14,TOWN HALL,40.7560900465,11900.0,,Local,14,"-73.984380499-PARKS, GARDENS, AND HISTORICAL SITES"
0509e557aeb15867ce6238cb8aa9a905,LITCHHULT SQUARE,40.7159547569,56800.0,NYCDPR,Local,105,"-73.7448676431-PARKS, GARDENS, AND HISTORICAL SITES"
02be4bc10e09053c1b06e9a4d32f4de4,"BALTIC STREET AEH, INC",40.6861307275,4500.0,,Regional,76,-73.9947612172-HEALTH AND HUMAN SERVICES
04f33f72bceda4ad45316bc0a995b721,P.S. 019 THE CURTIS SCHOOL,40.6308363585,14100.0,NYCDOE,Local,120,"-74.1270798676-EDUCATION, CHILD WELFARE, AND YOUTH"
0036ce1e45c091e3a37ec7d4c8dcc45a,LITTLE RICHIE BUS SERVICE,40.6650120702,30600.0,Non-public,Regional,116,-73.7826952545-CORE INFRASTRUCTURE AND TRANSPORTATION
04bdc44f038f10a0e575234eb9c05258,AMPARK NEIGHBORHOOD,40.8831116568,28100.0,NYCDOE,Local,50,"-73.8915595235-EDUCATION, CHILD WELFARE, AND YOUTH"
0275c2d62d4070224a1f6aca701263e9,MIDTOWN CTR FOR TRTMENT & RESEARCH OP,40.7647485789,11600.0,,Regional,19,-73.9547306049-HEALTH AND HUMAN SERVICES
05ebc580d34f64111ff9d10c4a331128,LEGAL SER VICES NYC,40.703481871,24000.0,,Local,103,-73.8089236131-HEALTH AND HUMAN SERVICES
001425fed2ed0005ffb556c8d448fd8c,ACADEMY Ot ST. DOROTHY SCHOOL,40.5974110087,9601.0,Non-public,Local,122,"-74.0864997227-EDUCATION, CHILD WELFARE, AND YOUTH"
04863174e0d00fb6a112f4323cba29b5,FORENSICS,40.694621513,1100.0,Non-public,Regional,84,-73.9877074314-HEALTH AND HUMAN SERVICES
0216179d24cacafb8633b26278b021d4,CLINTON,40.7949335872,17200.0,NYCHA,Local,23,-73.9452804674-HEALTH AND HUMAN SERVICES
049a0582dbea84eaed25188d7c279fd9,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",40.6734306139,34700.0,Non-public,Local,77,"-73.9288358613-EDUCATION, CHILD WELFARE, AND YOUTH"
01d7cee2a2d8ea2796f206b2212c9f9a,BAY RIDGE SUNSET PARK DIALYSIS CENTER,40.6455077087,1804.0,Non-public,Regional,72,-74.0238996982-HEALTH AND HUMAN SERVICES
014453b76714561ee2c7d3bce4b3308c,!RIDGEWOOD PROPERTY OWNERS AND CIVIC ASSOCIATION INC,40.7018188937,55100.0,,Local,104,"-73.901190673-EDUCATION, CHILD WELFARE, AND YOUTH"
051d4b12d87f7c3bdaf50a02c2fa8411,INTERNATIONAL HOUSE,40.8137846041,21100.0,,Local,26,"-73.9615345806-PARKS, GARDENS, AND HISTORICAL SITES"
03aba7ea9cbf3a9abeea921b29200a9c,LITTLE PEOPLE LEARNING CENTER,40.6762334039,35800.0,Non-public,Local,116,"-73.7550579043-EDUCATION, CHILD WELFARE, AND YOUTH"
02eaf24e99a40931385454019d19999b,PARK ROCK-CROWN HGTS,40.6717252273,35900.0,Non-public,Local,77,"-73.9232256997-EDUCATION, CHILD WELFARE, AND YOUTH"
05b0c7c821a506da833fa818f080dcfa,CASSENA KIDNEY CARE AT PENINSULA,40.5945326295,97204.0,Non-public,Regional,101,-73.7815147837-HEALTH AND HUMAN SERVICES
061b2e6253e5cfd699f319d3417f12eb,CONEY ISLAND SNAP CENTER,40.5757811317,32600.0,NYCHRA,Local,60,-73.986243882-HEALTH AND HUMAN SERVICES
038afaefd5c838de9cb43910b08c5c38,HARLEM EDUCATION ACTIVITIES FUND,40.808761484,22200.0,Non-public,Local,28,"-73.9489296715-EDUCATION, CHILD WELFARE, AND YOUTH"
00538d0b3d13d3a37e1bc23b03a9981c,THE CORNER SCHOOL,40.7717573443,104700.0,Non-public,Local,109,"-73.8155863412-EDUCATION, CHILD WELFARE, AND YOUTH"
00acfcd3a83d7aa4884e2595972c04fc,CHN MOBILE VAN V,40.6969168339,20800.0,Non-public,Regional,103,-73.8059684349-HEALTH AND HUMAN SERVICES
00c3e465c183122a472d300bdf99852d,P.S. 288 THE SHIRLEY TANYHILL,40.5742642431,34200.0,NYCDOE,Local,60,"-73.9924418708-EDUCATION, CHILD WELFARE, AND YOUTH"
04dd35a2eb78546028524afb3a36fd15,"CREATE, INC. RR",40.8006793134,21600.0,,Regional,28,-73.9511172353-HEALTH AND HUMAN SERVICES
034180ba239f4776ddba6a2c0cadefc4,DISTRICT 2 PRE-K CENTER AT 355 EAST 76 STREET,40.7709277693,13400.0,Unknown,Local,19,"-73.9548058085-EDUCATION, CHILD WELFARE, AND YOUTH"
019d1d52d40a64e944b0db4162276b74,LITTLE LISA BUS CO. INC.,40.8102034182,9302.0,Non-public,Regional,41,-73.8849153864-CORE INFRASTRUCTURE AND TRANSPORTATION
03157f69910b8dd9a8586d3119abeb4d,MIDTOWN COMMUNITY COURT,40.764879,13300.0,NYCOCA,Regional,18,"-73.985455-PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE"
03c6b75fc68189e621bbce4efe60fc88,COMMUNITY ASSOCIATION OF PROGRESSIVE DOMINICIANS INC,40.8486044377,23301.0,,Local,46,"-73.9088552414-EDUCATION, CHILD WELFARE, AND YOUTH"
009f80322027c5a38e1697dde91d818f%,brooklyn center for psychotherapy inc.,40.6780107005,16100.0,Non-public,Regional,78,-73.9734287511-HEALTH AND HUMAN SERVICES
04c7dacf5ef23d3edd11b2d7d01ad299,POLICE ATHLETIC LEAGUE INC,0.0,,,Local,0,"0.0-EDUCATION, CHILD WELFARE, AND YOUTH"
006741f1ecd09a4e13d7ed103d38a86a,Y & M TRANSIT CORP (B2192),40.6808103899,40500.0,Non-public,Regional,83,-73.9052810638-CORE INFRASTRUCTURE AND TRANSPORTATION
051f697339cc0ed7a0018b8f7f2cc512,PARK NURSING HOME,40.5784839922,93800.0,,Regional,100,-73.8349931396-HEALTH AND HUMAN SERVICES
0536e8c1afd7c60d5510041d3bc78a26,"BORO TRANSIT, INC.",40.825161888,9800.0,Non-public,Regional,43,-73.8445141748-CORE INFRASTRUCTURE AND TRANSPORTATION
039aa3ebc47d62fc55f01ea25a8c9e5c,MAKE THE ROAD,40.6984700954,43300.0,,Local,83,"-73.9158873326-EDUCATION, CHILD WELFARE, AND YOUTH"
0663d9ecb66ca4d9c69443e133bcea39,DODGE YMCA,40.6900105739,4300.0,Non-public,Local,84,"-73.9893268145-EDUCATION, CHILD WELFARE, AND YOUTH"
069dcd0d33b44742812086f18bed3031,INGERSOLL COMMUNITY CENTER,40.694569,1501.0,,Local,88,"-73.981125-EDUCATION, CHILD WELFARE, AND YOUTH"
0061207d19a4e48ebb6070eee345ff67,JEWISH INSTITUTE OF QUEENS,40.7312218126,68700.0,,Local,112,"-73.8709582177-EDUCATION, CHILD WELFARE, AND YOUTH"
0044dad9cc9ef9acc1effbba08afa229,BRONX ACADEMY OF HEALTH CAREERS,40.8751930398,37200.0,NYCDOE,Local,47,"-73.8616360226-EDUCATION, CHILD WELFARE, AND YOUTH"
042537cb8bae980b4ef4dab85e805eb8,NEW YORK EDGE INC,40.6752358828,30300.0,,Local,73,"-73.9153639458-EDUCATION, CHILD WELFARE, AND YOUTH"
04732ff6a4b5b5e331c37a38989b7928,BARRY PLAZA,40.8431108753,16700.0,NYCDPR,Local,44,"-73.9048217116-PARKS, GARDENS, AND HISTORICAL SITES"
0154c706b89e9a4caa2728564c01aec9,P.S. 032 THE GIFFORD SCHOOL,40.558446306,14608.0,NYCDOE,Local,122,"-74.15512591-EDUCATION, CHILD WELFARE, AND YOUTH"
0165476eae4c88eddd9ede7c9804c4f1,SUPERIOR PARKING LLC,40.771028,13602.0,Non-public,Local,19,-73.948828-CORE INFRASTRUCTURE AND TRANSPORTATION
026283d53ea24dca20f1d7293d6af076,RAIL LINE,40.637549,21300.0,NYCSBS,Regional,121,-74.140502-CORE INFRASTRUCTURE AND TRANSPORTATION
035e138506485bfbcd5e208d16300856,L TRAIN LINE,40.680878,40500.0,MTA,Regional,83,-73.903916-CORE INFRASTRUCTURE AND TRANSPORTATION
03e16bc54cd3bb32c75e2836bca781b8,P.S. 189 THE BILINGUAL CENTER,40.6654338622,89200.0,,Local,67,"-73.9256715549-EDUCATION, CHILD WELFARE, AND YOUTH"
039882df6dd280d31053a818b5ddead4,RELLA'S SPIELHAUS,40.792808,18100.0,Non-public,Local,24,"-73.965908-EDUCATION, CHILD WELFARE, AND YOUTH"
04ac4d8bfb0725c35eee1eb8f71a82a2,BLOESSER'S POND STATE TIDAL WETLAND,40.5153830244,19800.0,NYSDEC,Regional,123,"-74.2089362433-PARKS, GARDENS, AND HISTORICAL SITES"
013a63a688a996dc13507d96ea89800b,P.S. 033 CHELSEA PREP,40.7489953875,9700.0,NYCDOE,Local,10,"-74.0002031727-EDUCATION, CHILD WELFARE, AND YOUTH"
041d8f3b0b62666c48fb02b6085314c7,"INSTITUTE OF CAREER CONTINUITY, INC.",40.7055389177,1300.0,Non-public,Local,1,"-74.0159786939-EDUCATION, CHILD WELFARE, AND YOUTH"
02db86fa1e3e8e8374d98e145a106052,UCP OF NYC - FOREST HILLS WEST SCHL,40.7216352032,66301.0,Non-public,Local,104,"-73.8737252518-EDUCATION, CHILD WELFARE, AND YOUTH"
03ae9f5ec2ff9f46f6889c16019b6d5a,I.S. 915,40.6954425594,1300.0,,Local,84,"-73.9856081887-EDUCATION, CHILD WELFARE, AND YOUTH"
02a2d23997cefb66cdf0908d8168578b,INDOOR PARKING GARAGE,40.830136,9600.0,NYCDSNY,Local,43,-73.845255-ADMINISTRATION OF GOVERNMENT
001f05131cec6b8bdc655e1a08aca598,CUYLER PRESBYTERIAN CHURCH,40.6865384374,4100.0,,Local,84,"-73.9865146468-PARKS, GARDENS, AND HISTORICAL SITES"
03c10d53eacc53c7ae165b11845333df,"XABK-CHURCH OF THE HOLY CROSS, CLASON POINT, NY",40.8168690627,1600.0,Non-public,Local,43,"-73.8605933877-EDUCATION, CHILD WELFARE, AND YOUTH"
01b22b5ce95bfed7c16fa558b66d5e03,"CHERRY LANE ALTERNATIVE, INC.",40.7312673084,6700.0,Non-public,Regional,6,-74.0053113255-LIBRARIES AND CULTURAL PROGRAMS
061763cd1b8e01df46b2a026ed4b47fd,JES GOOD REWARDS CHILDEREN'S GARDEN,40.666899532,90200.0,NYCDPR,Local,73,"-73.9136601223-PARKS, GARDENS, AND HISTORICAL SITES"
03b0bde80e6dcc757f7886a59b936441,BRIDGE STREET DEVELOPMENT CORPORATION,40.6915422392,900.0,,Local,84,"-73.9898420622-EDUCATION, CHILD WELFARE, AND YOUTH"
05d0cd8037ef78f2ef73073e80eea8e8,HIGHBRIDGE GARDENS,40.8381039737,19300.0,,Local,44,"-73.928746215-EDUCATION, CHILD WELFARE, AND YOUTH"
045af51ca638b6f9ee5377c8e2374baf,BELLTEL 365 PARKING LLC,40.692577,1502.0,Non-public,Local,84,-73.984974-CORE INFRASTRUCTURE AND TRANSPORTATION
06306ed48b981cc764658439c0c6227e,UNITING DISABLED INDIVIDUALS,40.6913823407,19600.0,Non-public,Local,103,-73.7986849348-HEALTH AND HUMAN SERVICES
01a2c22bcda80480abf264015b104dc7,OUR LADY STAR OF THE SEA PRESCHOOL,40.5331895395,17005.0,Non-public,Local,123,"-74.1908047023-EDUCATION, CHILD WELFARE, AND YOUTH"
01F,SAFE SPACE PREVENTIVE,40.6860142872,9800.0,Non-public,Local,106,"-73.8273156838-EDUCATION, CHILD WELFARE, AND YOUTH"
063396bf2a6b99766b74e433662f21d2,BHSHS,40.8741071657,46205.0,NYCDOE,Local,45,"-73.8323014604-EDUCATION, CHILD WELFARE, AND YOUTH"
060d31abee0c24c86c5b65502ba7ea8f,THE RICHMOND PRE-K CENTER AT 1275 WOODROW ROAD,40.542116341,20806.0,Unknown,Local,123,"-74.2074531925-EDUCATION, CHILD WELFARE, AND YOUTH"
04c5885039bec1a689dd434ae675a915,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,40.746576554,9300.0,,Local,10,-74.003088194-HEALTH AND HUMAN SERVICES
0298e55a0be8e54904a42f2ed1a61a8d,%BRONXCHESTER,40.819059011,7100.0,Non-public,Local,40,"-73.9113444872-EDUCATION, CHILD WELFARE, AND YOUTH"
054e73dc47827feb5ca16cb04683d734,SHEEPSHEAD BAY,40.5942784573,57200.0,Non-public,Local,61,"-73.9403629276-EDUCATION, CHILD WELFARE, AND YOUTH"
02fa9f043f77df16e95b3a0014edef60,LITTLE ONES,40.7443305688,101.0,Non-public,Local,108,"-73.9569566783-EDUCATION, CHILD WELFARE, AND YOUTH"
00a374f576553cf83c6851c93a7244b3,LANGSTON HUGHES PLAYGROUND,40.8122108373,22400.0,NYCDPR,Local,32,"-73.9463814519-PARKS, GARDENS, AND HISTORICAL SITES"
0418a4a08f04a00c61f9ac0e1d028744,STUDLEY TRIANGLE,40.7623835196,117100.0,NYCDPR,Local,109,"-73.8038562951-PARKS, GARDENS, AND HISTORICAL SITES"
0288f66482966a7b9082c31ec46b9449,BEDFORD MEDICAL FAMILY HEALTH CENTER - BEDFORD LOCATION,40.6941804561,23500.0,Non-public,Regional,79,-73.9563832598-HEALTH AND HUMAN SERVICES
0683e8e70a9be218b7ba5b49ae87b245,NYCT FACILITY,40.751162,25500.0,MTA,Regional,108,-73.907212-CORE INFRASTRUCTURE AND TRANSPORTATION
01566a8be09548cda2328f053ffdf85e,richmond medical center,40.6125579651,29102.0,,Regional,121,-74.176698266-HEALTH AND HUMAN SERVICES
0418e1555b2eac345f7fe9453e21fc7c,WILLIAMSBURG HOUSES,40.7099462381,49301.0,,Local,90,"-73.9433296424-PARKS, GARDENS, AND HISTORICAL SITES"
0044b7fdf6fecd0c88d9fda284544c6f,JHS 291 ROLAND HAYES - 32K291,40.6956687512,43300.0,,Local,83,"-73.9154297074-EDUCATION, CHILD WELFARE, AND YOUTH"
038c22b677a92c0ddb6de489b231db61,GROWING UP GREEN CHARTER SCHOOL,40.7531210622,3100.0,Non-public,Local,114,"-73.9357059245-EDUCATION, CHILD WELFARE, AND YOUTH"
05a256357349121e0dd93718ca788513,"ANTHROPOLOGISTS, INC.",40.8515531158,27500.0,Non-public,Regional,34,-73.9404520911-LIBRARIES AND CULTURAL PROGRAMS
00db7036c1f6ed36aa42a7a7b131cd44,ST. MARY'S PARK,40.6757855782,7700.0,NYCDPR,Local,76,"-73.9975404994-PARKS, GARDENS, AND HISTORICAL SITES"
013f9635fbe8a6e7ef69ac30265135d5,"BROOKLYN YOUTH CHORUS ACADEMY, INC.",40.6894661327,4500.0,Non-public,Regional,76,-73.9934245085-LIBRARIES AND CULTURAL PROGRAMS
033a06cf2f599fded1de06bd6651f4cc,CARIBBEING,40.6415729416,79002.0,Non-public,Regional,67,-73.9536441401-LIBRARIES AND CULTURAL PROGRAMS
016dafca40ad01343213762d4966a736,MOSHOLU MONTEFIORE COMMUNITY CENTER INC,40.8751930398,37200.0,,Local,47,-73.8616360226-HEALTH AND HUMAN SERVICES
0469cbae7bc4dd093d7002eef9848bc6,YESHIVAT LEV TORAH HIGH SCHOOL,40.6185998354,74600.0,Non-public,Local,63,"-73.9419152597-EDUCATION, CHILD WELFARE, AND YOUTH"
0249b89f6eecd87dc4d84a94d94f2410,CHINESE AMERICAN PLANNING COUNCIL INC,40.7571785496,84902.0,Non-public,Local,109,-73.831266963-HEALTH AND HUMAN SERVICES
057866c313a9d5c980c21d6f6fb47577,LIVING FAITH COM CHURCH VBS,40.7580924182,117500.0,Non-public,Local,109,"-73.7944357834-EDUCATION, CHILD WELFARE, AND YOUTH"
065f0fbf3916b81fda8292558dd67e84,SP PLUS CORPORATION,40.782493,14300.0,Non-public,Local,22,-73.965548-CORE INFRASTRUCTURE AND TRANSPORTATION
00d769ef2890a70c8c08915b1aff726d,FRICK COLLECTION,40.7712516147,13000.0,Non-public,Regional,19,-73.9671025673-LIBRARIES AND CULTURAL PROGRAMS
