account_id,feature_id,remote_ip,server_name,timestamp,user_agent,visitor_id,_fivetran_synced,app_id,num_events,num_minutes,param_parameter,_fivetran_id
RDV_00000006,PHW_00000000000000000000006,1595.242.98.97,fivetran.com5,2021-05-13 00:00:00,"Mozilla5/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, likE GecKo) Chrome/89.0.4389.128 Safari/537.36",RVU_0000000006,2021-04-27 00:00:00.000,-323236,8,12,val3156,val6036
RDV_00000007,PHW_00000000000000000000007,103.247.98.545,FivetRan.com2,2021-04-22 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) ApplEWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.106 Safari/537.36",RVU_0000000007,2021-04-24 00:00:00.000,-323230,-8,1,val5436,val4202
RDV_00000008,PHW_00000000000000000000008,159.442.98.96,fIvetran4.com3,2021-06-11 00:00:00,"Mozilla/5.0 (MaciNtosh; Intel Mac OS X 18_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.105 Safari/537.361",RVU_0000000008,2021-06-14 00:00:00.000,-323238,-3,5,val9548,val4794
RDV_00000009,PHW_00000000000000000000009,103.1471.78.545,fivetraN.com3,2021-04-27 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko6) Version/14.0.3 Safari/6052.1.159",RVU_0000000009,2021-06-17 00:00:00.000,-323240,-2,9,val1312,val5346
RDV_00000010,PHW_00000000000000000000010,103.246.78.54,fivEtran09.com9,2021-05-30 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppLeWebKit/537.36 (KHTML, like GecKo) Chrome/89.0.4389.128 Safari/537.369",RVU_0000000010,2021-05-19 00:00:00.000,-323240,10,1,val6497,val1354
RDV_00000011,PHW_00000000000000000000011,101.277.78.562,fivetran.com,2021-05-29 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ChroMe/89.0.4389.128 Safari/537.367",RVU_0000000011,2021-05-06 00:00:00.000,-323223,0,-1,val8663,val1654
RDV_00000012,PHW_00000000000000000000012,91.99.94.1029,fiVetran.com4,2021-05-16 00:00:00,"mozilla/5.06 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.106 Safari/537.384",RVU_0000000012,2021-05-17 00:00:00.000,-323239,11,2,val7828,val4377
RDV_00000013,PHW_00000000000000000000013,159.242.08.99,fiveTran.cOm,2021-04-27 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) appleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.364",RVU_0000000013,2021-05-19 00:00:00.000,-323228,10,-7,val5685,val4491
RDV_00000014,PHW_00000000000000000000014,103.2472.78.54,FiveTraN.com8,2021-06-21 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/508.365",RVU_0000000014,2021-04-23 00:00:00.000,-323226,-9,11,val5854,val9653
RDV_00000015,PHW_00000000000000000000015,95.29.549.1022,fiveTran8.cOm,2021-05-11 00:00:00,"Mozilla/5.00 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTMl, like Gecko) Version/14.0.3 Safari/605.1.158",RVU_0000000015,2021-05-14 00:00:00.000,-323238,9,-3,val1172,val8311
RDV_00000016,PHW_00000000000000000000016,05.29.54.112,fiveTraN.com8,2021-05-07 00:00:00,"Mozilla/5.0 (WinDows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, Like Gecko) Chrome/90.0.4430.85 Safari/537.363",RVU_0000000016,2021-05-31 00:00:00.000,-323228,5,7,val2969,val7000
RDV_00000017,PHW_00000000000000000000017,159.742.48.99,fiVEtran.com,2021-05-01 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHtML, like Gecko) Chrome/89.0.4389.128 Safari/537.362",RVU_0000000017,2021-05-29 00:00:00.000,-323240,-3,-3,val8312,val4228
RDV_00000018,PHW_00000000000000000000018,95.29.54.1420,fiVeTran7.com9,2021-06-03 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_72) AppleWebKit/537.36 (KHTML, like Gecko7) Chrome/91.0.4472.106 Safari/537.36",RVU_0000000018,2021-06-10 00:00:00.000,-323230,6,-8,val7154,val6680
RDV_00000019,PHW_00000000000000000000019,159.042.95.94,fIvetran.com9,2021-05-12 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like gecko) chrome/89.0.4389.128 Safari/537.36",RVU_0000000019,2021-06-12 00:00:00.000,-323225,6,2,val7680,val8747
RDV_00000020,PHW_00000000000000000000020,155.242.98.98,fIvetran.coM,2021-04-20 00:00:00,"Mozilla/5.0 (windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 SafarI/537.361",RVU_0000000020,2021-05-26 00:00:00.000,-323238,9,-7,val7568,val1943
RDV_00000021,PHW_00000000000000000000021,151.3429.98.99,fiVEtran7.com3,2021-05-20 00:00:00,"Mozilla/53.8 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.126 Safari/537.36",RVU_0000000021,2021-04-24 00:00:00.000,-323229,7,-2,val9087,val8154
RDV_00000022,PHW_00000000000000000000022,150.242.98.9,fIVetran.cOm0,2021-05-01 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.34 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.30",RVU_0000000022,2021-06-08 00:00:00.000,-323237,2,1,val5753,val2997
RDV_00000023,PHW_00000000000000000000023,139.242.98.91,fivetrAn.com7,2021-05-20 00:00:00,"Mozilla/5.0 (Windows NT 10.0; WIn64; x64) AppleWebKit5/537.36 (KHTML, like Gecko) Chrome/89.0.4319.128 Safari/537.36",RVU_0000000023,2021-06-18 00:00:00.000,-323238,3,1,val2420,val1713
RDV_00000024,PHW_00000000000000000000024,95.29.54.107,fivetRan.CoM9,2021-04-19 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x68) AppLeWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36",RVU_0000000024,2021-04-20 00:00:00.000,-323229,-1,10,val6386,val5017
RDV_00000025,PHW_00000000000000000000025,159.342.98.0,fiVetRan.com2,2021-04-26 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_152_6) AppleWebKIt/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.151",RVU_0000000025,2021-06-13 00:00:00.000,-323232,-6,6,val7333,val5876
RDV_00000026,PHW_00000000000000000000026,559.242.98.9,fivetran.com,2021-06-05 00:00:00,"MOzilla/5.0 (Windows NT 10.0; Win64;3 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36",RVU_0000000026,2021-05-19 00:00:00.000,-323235,-2,-8,val8192,val6746
RDV_00000027,PHW_00000000000000000000027,759.242.988.9,fivEtRan.com1,2021-05-04 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.9.15 (KHTML, like Gecko) Version1/14.0.3 Safari/605.1.15",RVU_0000000027,2021-05-01 00:00:00.000,-323238,12,3,val7923,val5412
RDV_00000028,PHW_00000000000000000000028,103.747.78.54,fivetRan.com,2021-06-12 00:00:00,"Mozilla/7.0 (Windows NT 10.0; Win64; x64) AppleWebKit/637.36 (KHTML, like Gecko) ChrOme/89.0.4389.128 Safari/537.369",RVU_0000000028,2021-06-08 00:00:00.000,-323230,3,5,val3083,val7500
RDV_00000029,PHW_00000000000000000000029,159.245.91.9,FIvetran.coM0,2021-05-30 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4472.106 Safari/537.36",RVU_0000000029,2021-05-30 00:00:00.000,-323222,-5,6,val5264,val8440
RDV_00000030,PHW_00000000000000000000030,159.242.78.98,fiVetraN.Com8,2021-06-06 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.2.4930.85 Safari/537.36",RVU_0000000030,2021-05-24 00:00:00.000,-323236,11,9,val7719,val4529
RDV_00000031,PHW_00000000000000000000031,179.242.939.92,Fivetran.com,2021-06-09 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win645; x64) AppleWEbKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.765",RVU_0000000031,2021-05-30 00:00:00.000,-323237,4,6,val8627,val6032
RDV_00000032,PHW_00000000000000000000032,159.272.98.9,fiveTran.com,2021-06-08 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/558.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.361",RVU_0000000032,2021-05-26 00:00:00.000,-323237,12,4,val9233,val4993
RDV_00000033,PHW_00000000000000000000033,159.842.97.91,fivetRan.com,2021-06-08 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.363 (KHTML, like Gecko) ChRome/90.0.4430.85 Safari0/537.369",RVU_0000000033,2021-05-01 00:00:00.000,-323222,8,-8,val9519,val6073
RDV_00000034,PHW_00000000000000000000034,559.240.98.4,fivetRan.com4,2021-06-06 00:00:00,"Mozilla/5.0 (Windows NT 10.01; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.363",RVU_0000000034,2021-06-18 00:00:00.000,-323230,9,3,val4988,val7898
RDV_00000035,PHW_00000000000000000000035,157.242.98.9,FiVetran.com,2021-05-31 00:00:00,"Mozilla/1.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like GEcko) Chrome/89.0.4389.128 Safari/537.369",RVU_0000000035,2021-04-19 00:00:00.000,-323230,-8,-1,val7899,val9338
