account_id,app_id,feature_id,num_events,num_minutes,remote_ip,server_name,occurred_at,user_agent,visitor_id,_fivetran_synced,_fivetran_id,feature_event_key,previous_feature_id,previous_feature_event_at,previous_feature_num_minutes,previous_feature_num_events,feature_name,page_id,page_name,product_area_name,product_area_id,app_display_name,app_platform,previous_feature_name,previous_feature_page_id,previous_feature_page_name,previous_feature_product_area_name,previous_feature_product_area_id
RDV_00000011,-323223,PHW_00000000000000000000011,0,-1,101.277.78.562,fivetran.com,2021-05-29 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) ChroMe/89.0.4389.128 Safari/537.367",RVU_0000000011,2021-05-06 00:00:00.000,val1654,4bac4e7c0742f0890a06e044621e5b86,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000012,-323239,PHW_00000000000000000000012,11,2,91.99.94.1029,fiVetran.com4,2021-05-16 00:00:00,"mozilla/5.06 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.106 Safari/537.384",RVU_0000000012,2021-05-17 00:00:00.000,val4377,f22083a8f163b9aff21238dbb0b32ce1,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000013,-323228,PHW_00000000000000000000013,10,-7,159.242.08.99,fiveTran.cOm,2021-04-27 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) appleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.364",RVU_0000000013,2021-05-19 00:00:00.000,val4491,4c02afa9fb5c04ff3df6150b86496286,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000014,-323226,PHW_00000000000000000000014,-9,11,103.2472.78.54,FiveTraN.com8,2021-06-21 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/508.365",RVU_0000000014,2021-04-23 00:00:00.000,val9653,ba7639a98a8f8ff94a67d45a3d4c9001,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000015,-323238,PHW_00000000000000000000015,9,-3,95.29.549.1022,fiveTran8.cOm,2021-05-11 00:00:00,"Mozilla/5.00 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTMl, like Gecko) Version/14.0.3 Safari/605.1.158",RVU_0000000015,2021-05-14 00:00:00.000,val8311,05ea73611a6f670394f218539fa9b357,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000016,-323228,PHW_00000000000000000000016,5,7,05.29.54.112,fiveTraN.com8,2021-05-07 00:00:00,"Mozilla/5.0 (WinDows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, Like Gecko) Chrome/90.0.4430.85 Safari/537.363",RVU_0000000016,2021-05-31 00:00:00.000,val7000,ed58336be992c4477f572e2f0173a780,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000017,-323240,PHW_00000000000000000000017,-3,-3,159.742.48.99,fiVEtran.com,2021-05-01 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHtML, like Gecko) Chrome/89.0.4389.128 Safari/537.362",RVU_0000000017,2021-05-29 00:00:00.000,val4228,7ff8963b7aafb3c45aef1e6e30c51d79,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000018,-323230,PHW_00000000000000000000018,6,-8,95.29.54.1420,fiVeTran7.com9,2021-06-03 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_72) AppleWebKit/537.36 (KHTML, like Gecko7) Chrome/91.0.4472.106 Safari/537.36",RVU_0000000018,2021-06-10 00:00:00.000,val6680,ca5d681d48393c47bf98f2251fdc678d,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000019,-323225,PHW_00000000000000000000019,6,2,159.042.95.94,fIvetran.com9,2021-05-12 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like gecko) chrome/89.0.4389.128 Safari/537.36",RVU_0000000019,2021-06-12 00:00:00.000,val8747,7e0b8b935b8458b8ef100094275731ee,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000020,-323238,PHW_00000000000000000000020,9,-7,155.242.98.98,fIvetran.coM,2021-04-20 00:00:00,"Mozilla/5.0 (windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 SafarI/537.361",RVU_0000000020,2021-05-26 00:00:00.000,val1943,b5f06b7c1029a4f68956aa4bb5c9f3bd,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000021,-323229,PHW_00000000000000000000021,7,-2,151.3429.98.99,fiVEtran7.com3,2021-05-20 00:00:00,"Mozilla/53.8 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.126 Safari/537.36",RVU_0000000021,2021-04-24 00:00:00.000,val8154,d5f8a332fe9bc1f911bc69a2c3970c60,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000022,-323237,PHW_00000000000000000000022,2,1,150.242.98.9,fIVetran.cOm0,2021-05-01 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.34 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.30",RVU_0000000022,2021-06-08 00:00:00.000,val2997,796d438140aceff0e19473122149a41a,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000023,-323238,PHW_00000000000000000000023,3,1,139.242.98.91,fivetrAn.com7,2021-05-20 00:00:00,"Mozilla/5.0 (Windows NT 10.0; WIn64; x64) AppleWebKit5/537.36 (KHTML, like Gecko) Chrome/89.0.4319.128 Safari/537.36",RVU_0000000023,2021-06-18 00:00:00.000,val1713,472961fa400e7db44e7c0713e581c661,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000024,-323229,PHW_00000000000000000000024,-1,10,95.29.54.107,fivetRan.CoM9,2021-04-19 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x68) AppLeWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36",RVU_0000000024,2021-04-20 00:00:00.000,val5017,c3cc8e9dff03affbc6f26931c084c3ab,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000025,-323232,PHW_00000000000000000000025,-6,6,159.342.98.0,fiVetRan.com2,2021-04-26 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_152_6) AppleWebKIt/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.151",RVU_0000000025,2021-06-13 00:00:00.000,val5876,a544e1e8828f2520c169717d335ca27c,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000026,-323235,PHW_00000000000000000000026,-2,-8,559.242.98.9,fivetran.com,2021-06-05 00:00:00,"MOzilla/5.0 (Windows NT 10.0; Win64;3 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36",RVU_0000000026,2021-05-19 00:00:00.000,val6746,6368c2b88398670b6666eea6205ad986,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000027,-323238,PHW_00000000000000000000027,12,3,759.242.988.9,fivEtRan.com1,2021-05-04 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.9.15 (KHTML, like Gecko) Version1/14.0.3 Safari/605.1.15",RVU_0000000027,2021-05-01 00:00:00.000,val5412,510862aecbbbfdeea62d7883e5349368,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000028,-323230,PHW_00000000000000000000028,3,5,103.747.78.54,fivetRan.com,2021-06-12 00:00:00,"Mozilla/7.0 (Windows NT 10.0; Win64; x64) AppleWebKit/637.36 (KHTML, like Gecko) ChrOme/89.0.4389.128 Safari/537.369",RVU_0000000028,2021-06-08 00:00:00.000,val7500,37f253cfdc1101ddec16d48b766e5457,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000029,-323222,PHW_00000000000000000000029,-5,6,159.245.91.9,FIvetran.coM0,2021-05-30 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4472.106 Safari/537.36",RVU_0000000029,2021-05-30 00:00:00.000,val8440,cab7c7d0bafac2a35008757d4e2eb421,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000030,-323236,PHW_00000000000000000000030,11,9,159.242.78.98,fiVetraN.Com8,2021-06-06 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.2.4930.85 Safari/537.36",RVU_0000000030,2021-05-24 00:00:00.000,val4529,4b97b57c2dceda6fae1f55ba8c132ab2,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000031,-323237,PHW_00000000000000000000031,4,6,179.242.939.92,Fivetran.com,2021-06-09 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win645; x64) AppleWEbKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.765",RVU_0000000031,2021-05-30 00:00:00.000,val6032,9754c4bb2ad682d6f3a183ffef3d6f6e,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000032,-323237,PHW_00000000000000000000032,12,4,159.272.98.9,fiveTran.com,2021-06-08 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/558.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.361",RVU_0000000032,2021-05-26 00:00:00.000,val4993,db5d6c4d5010d388d04349bcafee95da,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000033,-323222,PHW_00000000000000000000033,8,-8,159.842.97.91,fivetRan.com,2021-06-08 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.363 (KHTML, like Gecko) ChRome/90.0.4430.85 Safari0/537.369",RVU_0000000033,2021-05-01 00:00:00.000,val6073,0763bc565e33a9e150942b6adacc6d0f,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
eclipse_doormat,-323232,61muxsf-RhA7TGh34twJZxGGJ7U,2,2,159.242.98.9,fivetran.com,2021-04-19 10:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36",billy_idol_again,2021-04-19 20:09:21.266,,56dd916e33427be43f90a176713e9a25,,,,,Close Modal,,,,,Fivetran,web,,,,,
eclipse_doormat,-323232,FigN3vVXFCzXsH2qYlCerqmt8UY,1,1,159.242.98.9,fivetran.com,2021-04-19 11:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36",billy_idol_again,2021-04-19 20:09:37.502,,5f941445c32ed6b60065b9d30655a0c0,61muxsf-RhA7TGh34twJZxGGJ7U,2021-04-19 10:00:00,2,2,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,Close Modal,,,,
eclipse_doormat,-323232,pm9oA1KlCYL-MEbPxsCXDixEo6U,1,1,159.242.98.9,fivetran.com,2021-04-27 13:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36",billy_idol_again,2021-04-27 20:10:34.257,,062c5a3c0faa61f90fbcab6b13b17a75,FigN3vVXFCzXsH2qYlCerqmt8UY,2021-04-19 11:00:00,1,1,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo
extinguished_cool,-323232,84eKv2U6eGlGgQ7NYYURCkfkSxU,1,1,103.247.78.54,fivetran.com,2021-06-03 05:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",billy_idol_again,2021-06-03 08:15:06.070,,5cde0a65ef6c2938d9699f8bf8da46d9,pm9oA1KlCYL-MEbPxsCXDixEo6U,2021-04-27 13:00:00,1,1,Add New thing,MhndMcBS3TD14daYe45awBDyR6E,,shirts,_PENDO_DEFAULTGROUP_00_,Fivetran,web,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo
_winners_acc,-323232,bXVeoCb1HMYgp8qksMojl9wXhM4,1,1,95.29.54.102,fivetran.com,2021-06-21 08:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.106 Safari/537.36",nothing,2021-06-21 20:11:45.473,,e55b14f5a5d14a1282687fb69cda4b7f,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
