issue_id,merged_at,hours_request_review_to_first_review,hours_request_review_to_first_action,hours_request_review_to_merge
641484964,2019-08-03 16:31:47,49276.36472222222,-6081.276666666667,-4437.3525
701313136,2019-04-23 00:02:46,,,
735687734,2018-12-23 23:57:29,,,
736570836,,,,
740357555,2019-08-16 02:09:37,2201.9408333333336,-12969.636944444444,-7902.188055555555
745950516,,,,
739068016,2019-08-30 18:26:43,,,
691503822,2020-02-23 04:08:54,,,
664082678,2019-06-13 23:50:49,,,
734920581,2020-10-11 07:33:26,51602.36972222222,9185.928888888888,8319.68
629582418,2020-02-06 22:41:08,7346.108888888889,7346.108888888889,9396.393611111112
691505631,2019-04-26 04:13:46,,,
668162462,2020-04-19 03:02:03,,,
622855044,2020-02-05 15:48:05,,,
727742921,2019-10-22 02:38:03,,,
625272241,2020-05-07 10:24:57,57389.28,196.05694444444444,10341.44888888889
664071612,2019-03-04 22:57:17,,,
691501216,2019-04-13 16:05:11,,,
618550828,2020-07-27 18:28:20,,,
691498590,2019-02-13 21:20:21,,,
678034934,2020-09-22 06:24:20,,,
677204748,2020-11-14 03:22:50,,,
731828083,2020-08-21 12:35:58,,,
