source_relation,date_day,account_name,account_id,country_code,profile_id,portfolio_name,portfolio_id,campaign_name,campaign_id,ad_group_name,ad_group_id,ad_id,serving_status,state,advertised_asin,advertised_sku,campaign_budget_amount,campaign_budget_currency_code,campaign_budget_type,cost,clicks,impressions,purchases_30_d,sales_30_d
"",2022-11-28,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,8109,AD_STATUS_LIVE,enabled,VWX234,,250,USD,DAILY_BUDGET,27.2,16,5700,,
"",2022-12-10,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,8108,AD_STATUS_LIVE,enabled,ABC123,,250,USD,DAILY_BUDGET,30.6,18,6500,,
"",2022-07-13,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,77,CAMPAIGN_PAUSED,enabled,DEF456,,2000,USD,DAILY_BUDGET,47.6,28,20100,,
"",2022-07-13,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,88,CAMPAIGN_PAUSED,enabled,GHI789,,2000,USD,DAILY_BUDGET,30.6,18,8200,,
"",2022-07-24,Palpatine,ENTITY31174,US,66,Rebellion,1139,Blue Leader,2188,Blue 1,503,8112,AD_STATUS_LIVE,enabled,EFG123,,1500,USD,DAILY_BUDGET,23.8,14,5700,,
"",2022-07-16,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,90,AD_STATUS_LIVE,enabled,MNO345,,2000,USD,DAILY_BUDGET,18.7,11,5100,,
"",2022-08-22,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,88,CAMPAIGN_PAUSED,enabled,GHI789,,2000,USD,DAILY_BUDGET,23.8,14,6500,,
"",2022-11-30,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,8110,AD_STATUS_LIVE,enabled,YZA567,,250,USD,DAILY_BUDGET,25.5,15,5500,,
"",2022-07-15,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,88,CAMPAIGN_PAUSED,enabled,GHI789,,2000,USD,DAILY_BUDGET,25.5,15,7100,,
"",2022-08-17,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,77,CAMPAIGN_PAUSED,enabled,DEF456,,2000,USD,DAILY_BUDGET,11.9,7,3800,,
"",2022-07-20,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,89,AD_STATUS_LIVE,enabled,JKL012,,2000,USD,DAILY_BUDGET,22.1,13,5600,,
"",2022-07-30,Palpatine,ENTITY31174,US,66,Rebellion,1139,Blue Leader,2188,Blue 1,503,8112,AD_STATUS_LIVE,enabled,EFG123,,1800,USD,DAILY_BUDGET,28.9,17,6800,,
"",2022-07-12,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,77,CAMPAIGN_PAUSED,enabled,DEF456,,2000,USD,DAILY_BUDGET,42.5,25,18500,,
"",2022-12-03,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,8109,AD_STATUS_LIVE,enabled,VWX234,,250,USD,DAILY_BUDGET,23.8,14,5300,,
"",2022-11-20,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,8108,AD_STATUS_LIVE,enabled,ABC123,,250,USD,DAILY_BUDGET,23.8,14,5100,,
