job__,bin__,total_est_fee,owner_type,initial_cost,fee_status,sign_dist_from_highway,pre_filing_date,sign_illumination,job_description,job_type,sign_height_curb,sign_non_conforming,sign_sq_footage,sign_projection,house__
123341507,1012277,100.0,3,2850,STANDARD,0,2017-10-13T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN OCCUPANCY, USE OR EGRESS.",SG,234, ,19,5,85          
421560448,4437388,135.0,2,3000,STANDARD,150,2017-10-03T00:00:00.000,Y,"PROPOSED INSTALLATION OF A 12 SF FREESTANDING ILLUMINATED DIESEL PRICE SIGN ON EXISTING SIGN STRUCTURE (APPROVED UNDER JOB NUMBER 401467701). NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,156, ,12,0,65-10       
123185221,1075706,140.0,2,5000,STANDARD,0,2017-09-29T00:00:00.000,,"APPLICATION TO INCLUDE EXTERIOR GRAPHICS: KINDERCARE LEARNING CENTERS; WELCOMING NEW KIND ON THE BLOCK, COME IN FOR A TOUR AND ENROLL YOUR CHILD TODAY; KINDERCARE.COM/TRIBECA",SG,108, ,375,0,311         
123341446,1012277,120.0,3,3600,STANDARD,0,2017-10-13T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN OCCUPANCY, USE OR EGRESS.",SG,261, ,24,5,85          
220619338,2002456,150.3,2,5265,STANDARD,0,2017-10-13T00:00:00.000,Y,"ERECT ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL.  NOT WITHIN VIEW OF ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,192, ,45,0,220         
122899809,1037555,100.0,2,2640,STANDARD,0,2017-10-12T00:00:00.000,,"NON ILLUMINATED NON ADVERTISING ACCESSORY SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,200, ,60,2,685         
321661910,3424488,150.3,2,5733,STANDARD,0,2017-10-11T00:00:00.000,Y,"INDIRECTLY ILLUMINATED NON ADVERTISING ACCESSORY SIGN - INSIDE PROPERTY LINE. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,841, ,49,0,3054        
321639269,3169006,100.0,3,1000,STANDARD,0,2017-08-15T00:00:00.000,Y,PROPOSE TO INSTALL SIGN ON EXISTING BUILDING. SIGN-SHOP FACING BAY PARKWAY. ALL AS PER PLANS FILED HEREWITH. NO CHANGE IN USE EGRESS OR OCCUPANCY IS PROPOSED UNDER THIS APPLICATION.,SG,144, ,6,0,8775        
123136374,1003070,100.0,2,528,STANDARD,0,2017-08-29T00:00:00.000,,"ERECT A NON-ILLUMINATED BUSINESS ACCESSORY BANNER. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,288, ,12,18,200         
220601141,2013614,100.0,2,117,STANDARD,0,2017-08-08T00:00:00.000,Y,"ILLUMINATED NON ADVERTISING DOUBLE FACED PROJECTING ACCESSORY SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,142, ,1,10,263         
421525941,4279476,150.3,2,5850,STANDARD,0,2017-09-28T00:00:00.000,Y,"ILLUMINATED NON ADVERTISING ACCESSORY SIGN. NO CHANGE OF USE, EGRESS OR OCCUPANCY.",SG,211, ,50,12,231-35      
220591688,2070717,170.9,2,7500,STANDARD,0,2017-08-30T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE TO USE,EGRESS, OR OCCUPANCY",SG,204, ,50,12,4412        
123109073,1076192,100.0,2,1872,STANDARD,0,2017-08-31T00:00:00.000,Y,"ERECT ILLUMINATED ACCESSORY PROJECTING SIGN ON WALL.  COPY READING ""BAR OPEN ALL DAY"". NOT WITHIN VIEW/200' OF ARTERIAL HIGHWAY OR PUBLIC PARK OF 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,144, ,16,96,221         
321639624,3258604,100.0,2,900,STANDARD,0,2017-08-16T00:00:00.000,,"INSTALL ADVERTISING SIGN DESIGNED FOR CHANGEABLE COPY.  NO CHANGE IN USE, EGRESS OR OCCUPANCY. SIGN IS NOT WITHIN 200' AND WITHIN VIEW OF AN ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE OR MORE.",SG,288, ,360,1,146         
321663721,3424488,150.3,2,5733,STANDARD,0,2017-10-11T00:00:00.000,Y,"INDIRECTLY ILLUMINATED NON ADVERTISING ACCESSORY SIGN- INSIDE PROPERTY LINE. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",SG,851, ,49,0,3054        
421466611,4095040,212.1,2,11250,STANDARD,0,2017-08-01T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN OCCUPANCY, USE OR EGRESS.",SG,225, ,75,8,89-89       
421465328,4212912,100.0,2,2850,STANDARD,0,2017-08-28T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN OCCUPANCY, USE OR EGRESS.",SG,164, ,19,9,178-03      
321653359,3165826,150.3,2,5468,STANDARD,0,2017-09-13T00:00:00.000,Y,"ERECT ILLUMINATED ACCESSORY PROJECTING DOUBLE FACE BUSINESS SIGN ON WALL. COPY READING ""CHASE WITH LOGO"". NOT WITHIN VIEW/200 FT OF ARTERIAL HIGHWAY OR PUBLIC PARK OF 1/2 ACRE OR MORE. NO CHANGE IN USE, EGRESS OR OCCUPANCY",SG,171, ,8,0,8523        
520310887,5053192,120.0,3,3500,STANDARD,0,2017-08-15T00:00:00.000,,"ERECT NON-ILLUMINATED ACCESSORY WALL SIGN, NON ADVERTISING, NON FLASHING SIGN, NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",SG,192, ,70,0,2026        
123161363,1036901,135.0,2,2000,STANDARD,0,2017-10-10T00:00:00.000,Y,"TO LEGALIZE AN ILLUMINATED BUS. ACCESSORY SIGN THAT READS:  ""LEX AVENUE SHOPPING COURT""   NO CHANGE IN USE OR EGRESS.   THIS APPLICATION COVERS LOTS: 14,15,115,16,114,113,112 AND 13",SG,240, ,54,0,682         
123062602,1000017,100.0,2,2025,STANDARD,0,2017-08-22T00:00:00.000,,"INSTALL NON-ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN OCCUPANCY, USE OR EGRESS.",SG,215, ,27,3,6           
421547874,4148802,100.0,2,2175,STANDARD,0,2017-09-05T00:00:00.000,,"INSTALL NON-ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO  CHANGE IN OCCUPANCY, USE OR EGRESS.",SG,168, ,29,3,175-30      
321656766,3424488,100.0,2,484,STANDARD,0,2017-10-11T00:00:00.000,,"NON ILLUMINATED NON ADVERTISING ACCESSORY SIGN- INSIDE PROPERTY LINE. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",SG,195, ,11,0,3054        
321609531,3088276,100.0,2,1638,STANDARD,0,2017-09-14T00:00:00.000,Y,"ERECT ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NOT WITHIN VIEW/200' OF ARTERIAL HIGHWAY OR PUBLIC PARK OF 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,204, ,14,0,2800        
421556024,4607887,308.9,2,17640,STANDARD,0,2017-09-19T00:00:00.000,Y,"INDIRECTLY ILLUMINATED ADVERTISING SIGN. SIGN IS NOT WITHIN 200 FT FROM A ARTERIAL HIGHWAY OR PUBLIC PARK WITH AN AREA OF 1/2 ACRE. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,288, ,504,0,248-51      
421466602,4116510,150.3,2,6000,STANDARD,0,2017-08-28T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN OCCUPANCY, USE OR EGRESS.",SG,168, ,40,6,46-32       
520312536,5053172,120.0,3,3744,STANDARD,0,2017-08-25T00:00:00.000,Y,"ERECT AN ILLUMINATED BUSINESS ACCESSORY WALL SIGN. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,216, ,32,12,1976        
123084651,1043195,150.3,2,5499,STANDARD,0,2017-10-04T00:00:00.000,Y,"ILLUMINATED NON ADVERTISING ACCESSORY SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,150, ,47,12,1101        
421413982,4003540,100.0,2,1638,STANDARD,0,2017-10-12T00:00:00.000,Y,ERECT ACCESSORY BUILDING SIGN ON EXISTING MARQUEE.  NOT WITHIN VIEW OF ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE OR MORE.  NO CHANGE IN USE EGRESS OR OCCUPANCY.,SG,115, ,9,2,30-30       
123122432,1050025,120.0,11,3450,STANDARD,0,2017-08-29T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN  OCCUPANCY, USE OR EGRESS.",SG,144, ,23,10,305         
123109448,1003121,100.0,2,468,STANDARD,0,2017-08-31T00:00:00.000,Y,"ERECT AN ILLUMINATED BUSINESS ACCESSORY BLADE SIGN. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,141, ,4,18,100         
220614814,2027998,100.0,3,1000,STANDARD,0,2017-09-08T00:00:00.000,Y,PROPOSE TO INSTALL SIGN ON EXISTING METAL CANOPY. SIGN-BP HELIOS FACING LELAND AVE. ALL AS PER PLANS FILED HEREWITH. NO CHANGE IN USE EGRESS OR OCCUPANCY IS PROPOSED UNDER THIS APPLICATION,SG,186, ,10,0,1885        
321665907,3380467,100.0,3,3000,STANDARD,0,2017-10-06T00:00:00.000,Y,"PROPOSED INSTALLATION OF 12.6 SF ""BURGER KING"" WALL SIGN LOCATED ON THE NORTH ELEVATION OF BUILDING. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,42, ,13,0,2816        
123105674,1041804,100.0,2,500,STANDARD,0,2017-09-19T00:00:00.000,,"ERECT NON ILLUMINATED NON ADVERTISING SIGN ON WALL. NO CHANGE OF USE, EGRESS OR OCCUPANCY.",SG,120, ,7,1,987         
123335364,1076285,100.0,4,1300,STANDARD,0,2017-10-13T00:00:00.000,Y,"INSTALLATION OF ONE (1) NEW NON-ILLUMINATED, NON-ADVERTISING BUSINESS SIGN (KWIAT) AS INDICATED ON PLANS. NOT WITHIN VIEW OF ARTERIAL HIGHWAY O R PUBLIC PARK 1/2 ACRE OR MORE IN COMPLIANCE WITH ZR-32-64 AND ZR-32-64.",SG,130, ,3,0,773         
421536458,4122388,150.3,2,5850,STANDARD,0,2017-08-03T00:00:00.000,Y,"ERECT AN ILLUMINATED NON FLASHING BUSINESS ACCESSORY SIGN ON EXTERIOR WALL. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,174, ,50,9,43-14       
220615234,2017772,150.3,3,5148,STANDARD,0,2017-09-11T00:00:00.000,Y,"ERECT ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL.  NOT WITHIN VIEW OF ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,228, ,44,3,3466        
321503654,3061535,675.6,2,56250,STANDARD,0,2017-10-11T00:00:00.000,Y,"INSTALL INDIRECT ILLUMINATED PAINTED ADVERTISING SIGN ON WALL. NO CHANGE TO USE,OCCUPANCY OR EGRESS.",SG,222, ,750,0,74          
421543547,4597152,100.0,3,3000,STANDARD,0,2017-08-22T00:00:00.000,Y,"PROPOSED INSTALLATION OF A 14 SF INTERNALLY ILLUMINATED BOLLA MARKET WALL SIGN ON SOUTH ELEVATION OF BUILDING. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,144, ,14,0,54-55       
123121647,1015291,140.0,1,4400,STANDARD,0,2017-08-21T00:00:00.000,Y,FILING HEREWITH 37.5 SF WALL SIGN  NO CHANGE IN USE EGRESS OR OCCUPANCY,SG,156, ,38,0,90          
220620781,2122918,100.0,3,1872,STANDARD,0,2017-10-12T00:00:00.000,Y,"ILLUMINATED NON ADVERTISING ACCESSORY SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,161, ,16,5,3050        
520313081,5036645,100.0,3,3000,STANDARD,0,2017-09-11T00:00:00.000,,"PROPOSED INSTALLATION OF 13 SF NON-ILLUMINATED ""BURGER KING"" LOGO WALL SIGN ON EAST ELEVATION OF BUILDING. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,154, ,13,0,1680        
421545901,4111794,135.0,3,1000,STANDARD,0,2017-08-28T00:00:00.000,Y,"PROPOSE TO REPLACE SIGN FACE WITH NEW SIGN FACE ON EXISTING GROUND SIGN AND SIGN STRUCTURE. SIGN-BP LOGO,SIGN LOCATED ON S/E/C OF FRANCIS LEWIS BLVD  AND 172ND STREET. ALL AS PER PLANS FILED HEREWITH. NO CHANGE IN USE EGRESS OR OCCUPANCY IS PROPOSED UNDER THIS APPLICATION.",SG,208, ,29,0,29-16       
520316471,5013239,135.0,2,3000,STANDARD,0,2017-10-11T00:00:00.000,Y,"FILING HEREWITH FOR THE INSTALLATION OF A 1'X3' DIESEL PRICE SIGN MOUNTED TO EXISTING SIGN POLE. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,144, ,3,0,248         
421544467,4439472,100.0,2,1989,STANDARD,0,2017-08-23T00:00:00.000,Y,"ERECT AN ILLUMINATED BUSINESS ACCESSORY WALL SIGN. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,156, ,17,8,212-01      
123084633,1016966,100.0,2,88,STANDARD,0,2017-08-21T00:00:00.000,,"NON ILLUMINATED NON ADVERTISING ACCESSORY SIGN ON MARQUEE FILED UNDER APPLICATION # 123311727. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,199, ,2,135,444         
421492414,4001962,100.0,3,2500,STANDARD,0,2017-08-30T00:00:00.000,Y,"ILLUMINATED BUSINESS ACCESSORY WALL SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY",SG,176, ,50,6,45-06       
123353058,1015602,100.0,2,88,STANDARD,0,2017-09-07T00:00:00.000,,"NON ILLUMINATED NON ADVERTISING DOUBLE FACED PROJECTING ACCESSORY SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,134, ,2,18,1107        
421492423,4047197,100.0,2,2500,STANDARD,0,2017-08-02T00:00:00.000,,"NON ILLUMINATED BUSINESS ACCESSORY WALL SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY",SG,151, ,32,0,97-27       
220603194,2005824,191.5,3,9500,STANDARD,0,2017-08-25T00:00:00.000,Y,"ERECT ILLUMINATED NON ADVERTISING SIGN ON WALL. NO CHANGE OF USE, EGRESS OR OCCUPANCY.",SG,192, ,81,0,766         
321639018,3242363,100.0,2,1500,STANDARD,0,2017-08-14T00:00:00.000,Y,"ERECT ILLUMINATED ACCESSORY BUSINESS WALL SIGN,NON ADVERTISING, NON FLASHING SIGN, NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",SG,138, ,10,10,2506        
123137765,1011985,222.4,2,12500,STANDARD,110,2017-08-30T00:00:00.000,,"NON-ILLUMINATED NON-ADVERTISING ACCESSORY BANNER SIGN - ""212.206.1725, THE GOURMET BODEGA, HEERMANCE FARM PURVEYORS, 183 CHRISTOPHER STREET, NEW YORK, NY 10014",SG,300, ,100,18,183         
123105709,1009393,201.8,3,10530,STANDARD,0,2017-10-10T00:00:00.000,Y,"ERECT ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NOT WITHIN VIEW/200' OF ARTERIAL HIGHWAY OR PUBLIC PARK OF 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,192, ,90,5,20          
123135525,1025143,243.0,1,15000,STANDARD,0,2017-10-12T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN OCCUPANCY, USE OR EGRESS.",SG,180, ,100,10,797         
421492405,4442231,100.0,2,2500,STANDARD,0,2017-08-30T00:00:00.000,,"NON-ILLUMINATED BUSINESS ACCESSORY SIGN, NO CHANGE TO USE, EGRESS OR OCCUPANCY",SG,202, ,52,10,161-01      
421563837,4098311,150.3,1,5616,STANDARD,0,2017-10-10T00:00:00.000,Y,"ILLUMINATED NON ADVERTISING ACCESSORY SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,158, ,48,7,18-22       
421554222,4462104,100.0,3,1000,STANDARD,0,2017-09-14T00:00:00.000,Y,PROPOSE TO INSTALL SIGN ON EXISTING METAL CANOPY. SIGN-AMOCO FACING LEFFERTS BLVD. ALL AS PER PLANS FILED HEREWITH. NO CHANGE IN USE EGRESS OR OCCUPANCY IS PROPOSED UNDER THIS APPLICATION,SG,174, ,24,0,118-11      
220615369,2049396,100.0,2,234,STANDARD,0,2017-10-13T00:00:00.000,Y,"ERECT ILLUMINATED D/F ACCESSORY BUSINESS SIGN ON WALL.  NOT WITHIN VIEW OF ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,136, ,2,18,2188        
421543645,4597152,100.0,3,3000,STANDARD,0,2017-08-22T00:00:00.000,Y,"PROPOSED INSTALLATION OF A 6 SF INTERNALLY ILLUMINATED SHELL LOGO ON THE SOUTH ELEVATION OF CANOPY. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,180, ,6,0,54-55       
421544038,4086903,160.6,2,6612,STANDARD,0,2017-08-24T00:00:00.000,,"INSTALLATION OF A NON-ILLUMINATED SIGN WORDING 'GLENDALE GOURMET DELI INC HOT & COLD SANDWICHES' ON MYRTLE AVENUE. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,144, ,76,12,64-20       
421553713,4204297,120.0,1,3159,STANDARD,0,2017-09-11T00:00:00.000,,"INSTALL NON-ILLUMINATED WALL AWNING SIGN AT STOREFRONT BUSINESS SIGN WORD SENSATIONAL HAIR STUDIO ON STREET 121 ST IN CONJUNCTION WITH ALT1 #402514356, NO CHANGE IN USE, EGRESS OR OCCUPANCY",SG,96, ,27,0,120-20      
321645029,3231519,100.0,3,1000,STANDARD,0,2017-08-24T00:00:00.000,Y,PROPOSE TO INSTALL SIGN ON EXISTING BUILDING. SIGN-SHOP FACING EAST 108TH STREET. ALL AS PER PLANS FILED HEREWITH. NO CHANGE IN USE EGRESS OR OCCUPANCY IS PROPOSED UNDER THIS APPLICATION.,SG,144, ,6,0,10824       
122899818,1015862,100.0,2,351,STANDARD,0,2017-10-02T00:00:00.000,Y,"ILLUMINATED NON ADVERTISING ACCESSORY SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,188, ,3,2,350         
321609684,3414141,140.0,2,4095,STANDARD,0,2017-10-11T00:00:00.000,Y,"ERECT ILLUMINATED NON ADVERTISING SIGN ON WALL. NOT WITHIN VIEW/200' OF ARTERIAL HIGHWAY OR PUBLIC PARK OF 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,168, ,35,0,2859        
123353995,1015265,100.0,3,1892,STANDARD,0,2017-09-18T00:00:00.000,,"NON ILLUMINATED NON ADVERTISING ACCESSORY SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,208, ,43,3,1407        
321649720,3119596,150.3,1,5265,STANDARD,0,2017-09-05T00:00:00.000,Y,"ERECT AN ILLUMINATED SIGN ON WALL.NOT WITHIN VIEW OF ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE OR MORE. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,168, ,45,12,1148        
321650352,3110195,135.0,3,1000,STANDARD,0,2017-09-06T00:00:00.000,Y,"PROPOSE TO REPLACE SIGN FACE WITH NEW SIGN FACE ON EXISTING GROUND SIGN AND SIGN STRUCTURE. SIGN-BP LOGO,SIGN LOCATED ON S/E/C OF BROOKLYN AVE AND  SNYDER AVE. ALL AS PER PLANS FILED HEREWITH. NO CHANGE IN USE EGRESS OR OCCUPANCY IS PROPOSED UNDER THIS APPLICATION.",SG,240, ,32,0,1007        
321656757,3424488,191.5,2,9009,STANDARD,0,2017-10-11T00:00:00.000,Y,"ILLUMINATED NON ADVERTISING ACCESSORY SIGN - INSIDE PROPERTY LINE. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,216, ,77,0,3054        
220591713,2013624,170.9,2,7350,STANDARD,0,2017-09-28T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN OCCUPANCY, USE OR EGRESS.",SG,427, ,49,12,301         
220614716,2057273,100.0,3,1000,STANDARD,0,2017-09-08T00:00:00.000,Y,PROPOSE TO INSTALL SIGN ON EXISTING METAL CANOPY. SIGN-BP HELIOS FACING OLINVILLE AVE. ALL AS PER PLANS FILED HEREWITH. NO CHANGE IN USE EGRESS OR OCCUPANCY IS PROPOSED UNDER THIS APPLICATION.,SG,174, ,10,0,641         
123335195,1087745,160.6,2,6201,STANDARD,0,2017-10-11T00:00:00.000,Y,"ILLUMINATED NON ADVERTISING ACCESSORY SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,192, ,53,11,130         
123331368,1007248,150.3,2,5653,STANDARD,0,2017-10-12T00:00:00.000,Y,"INSTALL ILLUMINATED ""CHASE"" ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",SG,218, ,27,5,525         
321502708,3000349,120.0,2,3276,STANDARD,0,2017-10-12T00:00:00.000,Y,"ERECT ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL.  NOT WITHIN VIEW OF ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,144, ,28,7,360         
123079694,1088760,562.3,2,45981,STANDARD,0,2017-08-18T00:00:00.000,Y,"ERECT ILLUMINATED LED FLASHING ACCESSORY BUSINESS SIGN ON WALL.  NOT WITHIN VIEW/200' OF ARTERIAL HIGHWAY OR PUBLIC PARK OF 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,623, ,393,23,226         
220608938,2094608,100.0,2,3000,STANDARD,0,2017-07-28T00:00:00.000,,"ERECT NON-ADVERTISING, NON-ILLUMINATED, BUSINESS ACCESSORY SIGN FACING E 189 ST ON 1 FL. NO CHANGE IN USE, MEANS OF EGRESS OR OCCUPANCY.",SG,156, ,73,4,2494        
123351853,1057837,100.0,2,2574,STANDARD,0,2017-08-02T00:00:00.000,Y,"ERECT AN ILLUMINATED BUSINESS ACCESSORY WALL SIGN. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,168, ,22,5,166         
321633005,3062364,100.0,3,2500,STANDARD,0,2017-08-03T00:00:00.000,Y,"INSTALL ILLUMINATED, NON-ADVERTISING, NON-FLASHING SIGN "" REPUBLIC OF BOOZA"". NO CHANGE  IN OCCUPANCY, USE OR EGRESS.",SG,120, ,13,0,76          
123141377,1079295,100.0,3,1128,STANDARD,0,2017-09-11T00:00:00.000,,"ERECT AN NON-ILLUMINATED BUSINESS SIGN ON WALL.NOT WITHIN VIEW OF ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE OR MORE. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,132, ,24,4,67          
321609639,3414141,140.0,2,4095,STANDARD,0,2017-10-11T00:00:00.000,Y,"ERECT ILLUMINATED NON ADVERTISING SIGN ON WALL. NOT WITHIN VIEW/200' OF ARTERIAL HIGHWAY OR PUBLIC PARK OF 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,168, ,35,0,2859        
123105362,1024742,170.9,2,7956,STANDARD,0,2017-08-07T00:00:00.000,Y,"ERECT AN ILLUMINATED BUSINESS ACCESSORY WALL SIGN. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,168, ,68,9,1567        
421547151,4114054,100.0,2,3000,STANDARD,0,2017-08-30T00:00:00.000,Y,"ERECT ILLUMINATED BUSINESS ACCESSORY SIGN, NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,196, ,21,4,150-24      
421542076,4119459,100.0,2,2900,STANDARD,0,2017-08-17T00:00:00.000,Y,"ERECT ILLUMINATED BUSINESS ACCESSORY SIGN, NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,200, ,33,10,162-05      
321651672,3413889,100.0,3,1638,STANDARD,0,2017-10-11T00:00:00.000,Y,"ERECT ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NOT WITHIN VIEW/200' OF ARTERIAL HIGHWAY OR PUBLIC PARK OF 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,157, ,14,0,503         
520307141,5039658,100.0,3,1872,STANDARD,0,2017-09-13T00:00:00.000,Y,"ERECT ILLUMINATED ACCESSORY LIGHT BOXES ON WALL. NOT WITHIN VIEW/200' OF ARTERIAL HIGHWAY OR PUBLIC PARK OF 1/2 ACRE OR MORE. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,84, ,16,0,2655        
321667941,3082631,100.0,3,495,STANDARD,0,2017-10-11T00:00:00.000,,"ERECT NON-ILLUMINATED ACCESSORY D/F BLADE WALL SIGN @ NEWPORT ST ELEVATION,INSIDE OF PROPERTY LINE, NON ADVERTISING, NON FLASHING SIGN, NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",SG,240, ,11,0,252         
123302782,1057688,100.0,1,3000,STANDARD,0,2017-07-28T00:00:00.000,,INSTALL NEW SIGN WORDING IN EXTG. AWNING.,SG,108, ,5,0,231         
421071887,4003587,100.0,1,2100,STANDARD,0,2015-01-05T00:00:00.000,,NON ILLUMINATED ADVERTISING WALL SIGN,SG,126, ,84,0,53-07       
421536751,4242070,150.3,1,5900,STANDARD,0,2017-09-21T00:00:00.000,Y,"ERECT ILLUMINATED NON ADVERTISING SIGN ON WALL. NO CHANGE OF USE, EGRESS OR OCCUPANCY..",SG,144, ,50,12,113-35      
321651636,3037551,212.1,3,12000,STANDARD,0,2017-10-11T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN OCCUPANCY, USE OR EGRESS.",SG,189, ,80,5,1110        
123341516,1012277,100.0,3,2550,STANDARD,0,2017-10-13T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN OCCUPANCY, USE OR EGRESS.",SG,234, ,17,5,85          
421562302,4587857,140.0,2,4446,STANDARD,0,2017-10-06T00:00:00.000,Y,"REPLACE ILLUMINATED ACCESSORY BUSINESS WALL SIGN @HORTON AVE ELEVATION,  A PREVIOUS JOB #410066725, NON-FLASHING, NON-ADVERTISING SIGN, NO CHANGE IN USE, EGRESS, OR OCCUPANCY, NOT WITHIN 200FT OF AN ARTERIAL HIGHWAY OR PARKS.",SG,192, ,38,0,14-79       
123113004,1064280,160.6,2,6552,STANDARD,0,2017-09-07T00:00:00.000,Y,INSTALLATION OF AN ILLUMINATED ACCESSORY BUSINESS WALL SIGN  READING : HOUSE CALLS HOME CARE,SG,120, ,56,12,4253        
123109064,1076192,222.4,2,12636,STANDARD,0,2017-08-31T00:00:00.000,Y,"ERECT ILLUMINATED ACCESSORY DOUBLE FACED BLADE SIGN ON WALL.  COPY READING ""BOND 45 BREAKFAST ALL DAY"". NOT WITHIN VIEW/200' OF ARTERIAL HIGHWAY OR PUBLIC PARK OF 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,470, ,108,59,221         
