account_id,name,class,_fivetran_synced,code-type
caeaa15d-9533-484b-a6f8-1b5d01905ea7,Travel,EXPENSE,2021-01-31 19:13:19.656 UTC,440-EXPENSE
325bfcbe-4f35-4c66-863b-d7c032cc9898,Printing & Stationery,EXPENSE,2021-01-31 19:13:19.659 UTC,461-EXPENSE
649d3661-a429-43f7-8793-953fcf36f830,Subscriptions,EXPENSE,2021-01-31 19:13:19.661 UTC,485-EXPENSE
846fc57d-1fb6-41e5-a501-ab4bf83a240a,Bank Fees,EXPENSE,2021-01-31 19:13:19.647 UTC,404-EXPENSE
7e158fd3-d67a-4963-8bd5-84dbbbc88a44,"Light, Power, Heating",EXPENSE,2021-01-31 19:13:19.658 UTC,445-EXPENSE
feda547a-d26b-4165-9cad-22d9b9766872,Provision for Income Tax,EXPENSE,2021-01-31 19:13:19.642 UTC,1100-EXPENSE
c1aca209-b12a-4992-82f9-2cd40aa3dab2,Accounting,EXPENSE,2021-01-31 19:13:19.649 UTC,410-EXPENSE
69876bb6-fc18-46cc-a171-c1387c1346fb,Telephone & Internet,EXPENSE,2021-01-31 19:13:19.662 UTC,489-EXPENSE
8ddf810c-5e31-4ae7-ac60-44404f56a41a,Occupancy,EXPENSE,2021-01-31 19:13:19.660 UTC,475-EXPENSE
1fb5b5ba-bf8f-4223-998a-76a709165e17,Food - Canada,EXPENSE,2021-01-31 19:13:19.652 UTC,430-EXPENSE
98447e21-5fff-49f1-be46-62da5fc741b3,Subcontracting,EXPENSE,2021-01-31 19:13:19.648 UTC,405-EXPENSE
14078a36-ff96-440a-9950-866aeff91e3b,Office Expenses,EXPENSE,2021-01-31 19:13:19.659 UTC,453-EXPENSE
a5400969-5a6d-48f7-a3cf-4a3e311ea987,Food - International,EXPENSE,2021-01-31 19:13:19.654 UTC,431-EXPENSE
69e4fde1-4bcb-4536-ae26-36281b79668a,Cleaning,EXPENSE,2021-01-31 19:13:19.648 UTC,408-EXPENSE
2fba3bae-0206-44f9-904e-74fb890e0fd0,Depreciation,EXPENSE,2021-01-31 19:13:19.649 UTC,416-EXPENSE
a38825e1-577a-414b-a8ad-5241ac3182be,Wages and Salaries,EXPENSE,2021-01-31 19:13:19.660 UTC,477-EXPENSE
1b215552-a208-48fc-b6ee-34b50499ba85,Entertainment,EXPENSE,2021-01-31 19:13:19.650 UTC,420-EXPENSE
0afec4c5-b80b-40f5-aa95-efe43a83b78a,Bank Revaluations,EXPENSE,2021-01-31 19:13:19.663 UTC,497-EXPENSE
f651deec-164f-426a-9e38-53f58ade710b,Income Tax Expense,EXPENSE,2021-01-31 19:13:19.664 UTC,505-EXPENSE
99020251-fb54-4f65-9660-bab1609a547d,Insurance,EXPENSE,2021-01-31 19:13:19.655 UTC,433-EXPENSE
b1fc9c86-60c1-4527-9d93-1336c0e3401c,Interest Expense,EXPENSE,2021-01-31 19:13:19.655 UTC,437-EXPENSE
33b01efa-5617-481a-9902-cda486e56d9a,Legal expenses,EXPENSE,2021-01-31 19:13:19.657 UTC,441-EXPENSE
6653dbb0-603c-4436-8a2e-c7a65a15d5a6,Consulting & Accounting,EXPENSE,2021-01-31 19:13:19.649 UTC,412-EXPENSE
6769b6f7-4a07-4b1f-8c71-5bd85a42c83e,Rent,EXPENSE,2021-01-31 19:13:19.659 UTC,469-EXPENSE
96441d0a-55dc-4ddf-af2d-2d1839b4b2ac,Repairs and Maintenance,EXPENSE,2021-01-31 19:13:19.660 UTC,473-EXPENSE
6d0c9a61-0613-440c-a011-00228f559a23,Travel - International,EXPENSE,2021-01-31 19:13:19.663 UTC,494-EXPENSE
c867a284-39b9-469a-9e3c-da80a9003c9d,Travel - National,EXPENSE,2021-01-31 19:13:19.662 UTC,493-EXPENSE
8f9ffb55-eb62-4cee-975f-6f1909cb5736,Motor Vehicle Expenses,EXPENSE,2021-01-31 19:13:19.658 UTC,449-EXPENSE
d974b986-d76a-4801-9fc8-cfd4b187155d,Superannuation,EXPENSE,2021-01-31 19:13:19.661 UTC,478-EXPENSE
3b2e9087-9e1b-4091-b0cb-2dc7f760dfd8,Realised Currency Gains,EXPENSE,2021-01-31 19:13:19.664 UTC,499-EXPENSE
b4e38714-ac53-4eab-ac9c-3419f0537030,Unrealised Currency Gains,EXPENSE,2021-01-31 19:13:19.664 UTC,498-EXPENSE
c699fc99-6a27-4415-a2ab-51a84c8e58ae,Other Revenue,REVENUE,2021-01-31 19:13:19.645 UTC,260-REVENUE
f58efeea-e39e-4a7a-8d5b-3276a05bffd2,Interest Income,REVENUE,2021-01-31 19:13:19.646 UTC,270-REVENUE
2852bb10-c600-4d14-a4c0-68289738f686,Sales,REVENUE,2021-01-31 19:13:19.645 UTC,200-REVENUE
324b4c38-4428-4913-8e27-2db5c96c83a0,Accrued Liabilites,LIABILITY,2021-01-31 19:13:19.668 UTC,802-CURRLIAB
1a154447-60b9-4ef7-b7ad-d9fe84480bdc,Owner A Funds Introduced,LIABILITY,2021-01-31 19:13:19.672 UTC,881-CURRLIAB
3d047457-230f-46a4-9320-74f5b7772859,Owner A Drawings,LIABILITY,2021-01-31 19:13:19.672 UTC,880-CURRLIAB
76b7b132-eb28-4faa-b453-bc814428827b,Rounding,LIABILITY,2021-01-31 19:13:19.671 UTC,860-CURRLIAB
ba96a39b-dd50-41e2-8b65-e40c8ee73170,Tracking Transfers,LIABILITY,2021-01-31 19:13:19.671 UTC,877-CURRLIAB
4a492608-89e8-4121-a78e-6b4c0a56245c,Suspense,LIABILITY,2021-01-31 19:13:19.671 UTC,850-CURRLIAB
bfd1e9fa-956e-4336-abd0-5db94daa4409,Historical Adjustment,LIABILITY,2021-01-31 19:13:19.670 UTC,840-CURRLIAB
0399e145-be20-487b-ac8f-b43179959c12,Superannuation Payable,LIABILITY,2021-01-31 19:13:19.670 UTC,826-CURRLIAB
eadab0bb-9d11-46ef-91c9-99e7ca2a4825,Wages Payable,LIABILITY,2021-01-31 19:13:19.669 UTC,803-CURRLIAB
fe429007-e8f8-4ddd-b99b-a81e2fc90997,Unpaid Expense Claims,LIABILITY,2021-01-31 19:13:19.668 UTC,801-CURRLIAB
747ba43e-ed07-42b0-b9cf-5718544b66ca,Employee Tax Payable,LIABILITY,2021-01-31 19:13:19.669 UTC,825-CURRLIAB
2279e376-30cc-40d0-8715-21ae95286fb3,Accounts Payable,LIABILITY,2021-01-31 19:13:19.668 UTC,800-CURRLIAB
fd2e481e-3933-4ef9-81bc-0c8500ba031e,Income Tax Payable,LIABILITY,2021-01-31 19:13:19.670 UTC,830-CURRLIAB
b32c4064-cec9-4536-a0a3-bdbcb977eaa2,Sales Tax,LIABILITY,2021-01-31 19:13:19.669 UTC,820-CURRLIAB
77292b82-c6b8-4a42-b686-7e9ea86e6956,Loan,LIABILITY,2021-01-31 19:13:19.672 UTC,900-TERMLIAB
c8ad4f51-7682-4bfc-a72d-911de3498c9d,Inventory,ASSET,2021-01-31 19:13:19.666 UTC,630-INVENTORY
0ae47185-8d89-4ede-8267-36c4ba01677c,Cost of Goods Sold,EXPENSE,2021-01-31 19:13:19.646 UTC,310-DIRECTCOSTS
