section_id,task_id,_fivetran_synced
1140999422113332,1138074657673006,2021-02-04 02:24:35
1140999424217513,1138074657674006,2021-02-04 02:24:35
1140999424217513,1138074657675006,2021-02-04 02:24:35
1140999307646896,1138074657676006,2021-02-04 02:24:35
1140999307427051,1138074657677006,2021-02-04 02:24:35
1140999306720518,1138074657678006,2021-02-04 02:24:35
1140999307201834,1138074657679006,2021-02-04 02:24:35
1140999307646896,1138074657680006,2021-02-04 02:24:35
1140999424217513,1138074657683006,2021-02-04 02:24:35
1140999307646897,1138074657685006,2021-02-04 02:24:35
1140999307646897,1138074657686006,2021-02-04 02:24:35
1140999307926262,1138074657687006,2021-02-04 02:24:35
1140999307427051,1138074657688006,2021-02-04 02:24:35
1140999422891922,1138074657689006,2021-02-04 02:24:35
1140999423455392,1138074657690006,2021-02-04 02:24:35
1140999422891922,1138074657691006,2021-02-04 02:24:35
1140999307926262,1138074657692006,2021-02-04 02:24:35
1140999307201834,1138074657693006,2021-02-04 02:24:35
1140999428608188,1138074657694006,2021-02-04 02:24:35
1140999307646897,1138074657696006,2021-02-04 02:24:35
1140999422113332,1138074657698006,2021-02-04 02:24:35
1140999422113332,1138074657699006,2021-02-04 02:24:35
1140999422113332,1138074657700006,2021-02-04 02:24:35
1140999428608188,1138074657701006,2021-02-04 02:24:35
1140999422891922,1138074657702006,2021-02-04 02:24:35
1140999307646897,1138074657703006,2021-02-04 02:24:35
1140999307201834,1138074657710006,2021-02-04 02:24:35
1140999424217513,1138074657711006,2021-02-04 02:24:35
1140999307201834,1138074657712006,2021-02-04 02:24:35
1140999423455392,1138074657715006,2021-02-04 02:24:35
1140999307201834,1138074657717006,2021-02-04 02:24:35
1140999307646896,1138074657718006,2021-02-04 02:24:35
1140999307201834,1138074657720006,2021-02-04 02:24:35
1140999305179192,1138074657722006,2021-02-04 02:24:35
1140999307201834,1138074657723006,2021-02-04 02:24:35
1140999422891922,1138074657724006,2021-02-04 02:24:35
1140999306720518,1138074657725006,2021-02-04 02:24:35
1140999423455392,1138074657727006,2021-02-04 02:24:35
1140999306720518,1138074657728006,2021-02-04 02:24:35
1140999424217513,1138074657729006,2021-02-04 02:24:35
1140999307427051,1138074657730006,2021-02-04 02:24:35
1140999427143974,1138074657733006,2021-02-04 02:24:35
1140999307646896,1138074657734006,2021-02-04 02:24:35
1140999307646897,1138074657735006,2021-02-04 02:24:35
1140999307646897,1138074657736006,2021-02-04 02:24:35
1140999424217513,1138074657740006,2021-02-04 02:24:35
1140999305179192,1138074657741006,2021-02-04 02:24:35
1140999427143974,1138074657742006,2021-02-04 02:24:35
1140999306720518,1138074657743006,2021-02-04 02:24:35
1140999306720518,1138074657746006,2021-02-04 02:24:35
1140999307427051,1138074657747006,2021-02-04 02:24:35
1140999307646896,1138074657750006,2021-02-04 02:24:35
1140999307427051,1138074657751006,2021-02-04 02:24:35
1140999307201834,1138074657752006,2021-02-04 02:24:35
1140999427143974,1138074657754006,2021-02-04 02:24:35
1140999428608188,1138074657755006,2021-02-04 02:24:35
1140999422891922,1138074657756006,2021-02-04 02:24:35
1140999424217513,1138074657759006,2021-02-04 02:24:35
1140999307926262,1138074657760006,2021-02-04 02:24:35
1140999307646897,1138074657762006,2021-02-04 02:24:35
1140999424217513,1138074657763006,2021-02-04 02:24:35
1140999422113332,1138074657765006,2021-02-04 02:24:35
1140999307201834,1138074657766006,2021-02-04 02:24:35
1140999422891922,1138074657767006,2021-02-04 02:24:35
1140999423455392,1138074657768006,2021-02-04 02:24:35
1140999307646897,1138074657769006,2021-02-04 02:24:35
1140999423455392,1138074657771006,2021-02-04 02:24:35
1140999305179192,1138074657773006,2021-02-04 02:24:35
1140999305179192,1138074657774006,2021-02-04 02:24:35
1140999422891922,1138074657775006,2021-02-04 02:24:35
1140999423455392,1138074657778006,2021-02-04 02:24:35
1140999307926262,1138074657779006,2021-02-04 02:24:35
1140999307646897,1138074657780006,2021-02-04 02:24:35
1140999307926262,1138074657781006,2021-02-04 02:24:35
1140999422113332,1138074657782006,2021-02-04 02:24:35
1140999422113332,1138074657785006,2021-02-04 02:24:35
1140999307427051,1138074657786006,2021-02-04 02:24:35
1140999307646896,1138074657788006,2021-02-04 02:24:35
1140999307201834,1138074657789006,2021-02-04 02:24:35
1140999307926262,1138074657790006,2021-02-04 02:24:35
1140999424217513,1138074657791006,2021-02-04 02:24:35
1140999306720518,1138074657792006,2021-02-04 02:24:35
1140999305179192,1138074657793006,2021-02-04 02:24:35
1140999307201834,1138074657796006,2021-02-04 02:24:35
1140999307201834,1138074657800006,2021-02-04 02:24:35
1140999428608188,1138074657801006,2021-02-04 02:24:35
1140999427143974,1138074657802006,2021-02-04 02:24:35
