latitude,longitude,phone,borocd,police_precinct,ntaname,:@computed_region_sbqj_enih,:@computed_region_yeji_bk3q,assembly_district,pickupstatus
40.795342,-73.972636,(212) 865-1667,Manhattan,24.0,Upper West Side (Central),15.0,4.0,69.0,
40.713559,-73.778133,(718) 297-2613,Queens,103.0,Jamaica,61.0,3.0,29.0,
40.703907,-73.929667,(718) 381-5703,Brooklyn,83.0,Bushwick (West),53.0,2.0,53.0,
40.657291,-73.918288,(718) 385-7305,Brooklyn,67.0,East Flatbush-Remsen Village,40.0,2.0,58.0,Pickup
40.694846,-73.936369,(718) 455-6864,Brooklyn,81.0,Bedford-Stuyvesant (East),52.0,2.0,56.0,
40.66756,-73.766114,(516) 802-7171,Queens,116.0,Springfield Gardens (North)-Rochdale Village,71.0,3.0,31.0,
40.719265,-73.955952,(646) 389-1335,Brooklyn,94.0,Williamsburg,57.0,2.0,50.0,
40.746743,-73.902695,(718) 458-1526,Queens,108.0,Woodside,66.0,3.0,30.0,Pickup
40.743484,-73.989626,(212) 206-1174,Manhattan,13.0,Midtown South-Flatiron-Union Square,7.0,4.0,75.0,
40.852108,-73.88949,(646) 408-3909,Bronx,48.0,Belmont,31.0,5.0,78.0,
40.811547,-73.859549,(347) 703-3241,Bronx,43.0,Soundview-Clason Point,26.0,5.0,85.0,Pickup
40.6781,-73.983322,(718) 858-4906,,78.0,,50.0,2.0,52.0,
40.817098,-73.944398,(914) 257-3635,Manhattan,32.0,Harlem (North),20.0,4.0,70.0,
40.733935,-74.005895,(212) 352-1618,Manhattan,6.0,West Village,3.0,4.0,66.0,
40.733032,-73.998574,(212) 477-7024,,6.0,,3.0,4.0,66.0,Pickup
40.752447,-73.880636,(718) 335-3693,Queens,115.0,Jackson Heights,73.0,3.0,34.0,
40.696376,-73.782606,(718) 526-4018,Queens,103.0,South Jamaica,61.0,3.0,29.0,
40.612882,-74.061911,(718) 815-0800,Staten Island,120.0,Rosebank-Shore Acres-Park Hill,74.0,1.0,63.0,
40.715165,-73.990268,(646) 858-0042,Manhattan,7.0,Chinatown-Two Bridges,4.0,4.0,65.0,
40.720103,-73.843734,(929) 290-9790,Queens,112.0,Forest Hills,70.0,3.0,28.0,
40.808541,-73.917014,(718) 585-5632-,Bronx,40.0,Mott Haven-Port Morris,23.0,5.0,84.0,
40.694569,-73.847374,(718) 847-5930,Queens,102.0,Richmond Hill,60.0,3.0,38.0,
40.725006,-73.954148,(111) 111-1111,Brooklyn,94.0,Greenpoint,57.0,2.0,50.0,
40.880725,-73.825181,(914) 698-3600,Bronx,45.0,Co-op City,28.0,5.0,82.0,
40.759987,-73.991234,(212) 741-6591,Manhattan,14.0,Hell's Kitchen,8.0,4.0,75.0,
40.669287,-73.986024,(718) 499-8483,Brooklyn,78.0,Park Slope,50.0,2.0,44.0,
40.713407,-73.784358,(917) 288-7600,,107.0,,65.0,3.0,29.0,Pickup
40.680114,-73.946493,(347) 685-6002,,79.0,,51.0,2.0,56.0,
40.763373,-73.910998,(646) 598-7297,Queens,114.0,Astoria (East)-Woodside (North),72.0,3.0,34.0,
40.713321,-73.767714,(646) 733-8201,Queens,103.0,Hollis,61.0,3.0,29.0,
40.69108,-73.908517,(917) 353-0790,Brooklyn,83.0,Bushwick (East),53.0,2.0,54.0,
40.733316,-73.990954,(212) 473-1452,Manhattan,9.0,Greenwich Village,5.0,4.0,66.0,
40.841636,-73.878311,(212) 219-1618,Bronx,48.0,West Farms,31.0,5.0,87.0,Pickup
40.731011,-73.999857,(212) 228-9333,,6.0,,3.0,4.0,66.0,
40.76485,-73.93178,(347) 506-0633,Queens,114.0,Queensbridge-Ravenswood-Dutch Kills,72.0,3.0,36.0,
40.648752,-73.957267,(718) 282-3082,Brooklyn,70.0,East Flatbush-Erasmus,43.0,2.0,42.0,
40.775079,-73.993287,(929) 430-9868,Manhattan,,Upper West Side-Lincoln Square,,,67.0,Pickup
40.778455,-73.980581,(212) 799-2723,Manhattan,20.0,Upper West Side-Lincoln Square,12.0,4.0,67.0,Pickup
40.687331,-73.955155,(646) 239-2996,,79.0,,51.0,2.0,57.0,
40.742852,-73.895313,(718) 803-0849,Queens,108.0,Woodside,66.0,3.0,30.0,
40.626801,-74.128469,(718) 612-2010,Staten Island,120.0,Port Richmond,74.0,1.0,61.0,
40.669287,-73.986024,(718) 499-8483,Brooklyn,78.0,Park Slope,50.0,2.0,44.0,
40.770271,-73.833544,(718) 353-6300,,109.0,,67.0,3.0,40.0,
40.632243,-74.133571,(718) 720-4047,Staten Island,121.0,Port Richmond,75.0,1.0,61.0,
40.678853,-73.798398,(646) 552-6989,Queens,,Baisley Park,71.0,3.0,32.0,
40.744874,-73.919816,(718) 361-1694,Queens,108.0,Sunnyside,66.0,3.0,37.0,Pickup
40.856453,-73.868324,(718) 863-9200,Bronx,49.0,Pelham Parkway-Van Nest,32.0,5.0,80.0,
40.625211,-74.138886,(516) 869-7275,Staten Island,121.0,Port Richmond,75.0,1.0,61.0,
40.763972,-73.933338,(718) 626-6354,Queens,114.0,Queensbridge-Ravenswood-Dutch Kills,72.0,3.0,36.0,
40.723492,-73.947933,(917)  776-3786,Brooklyn,94.0,Greenpoint,57.0,2.0,50.0,
40.784856,-73.841859,(718) 353-1549,Queens,109.0,College Point,67.0,3.0,27.0,
40.878736,-73.864074,!(646) 714-4665,Bronx,47.0,Williamsbridge-Olinville,30.0,5.0,83.0,Pickup
40.686703,-73.774696,(718) 723-1119,Queens,,Baisley Park,71.0,3.0,32.0,
40.746982,-73.761587,(516) 476-5585,Queens,111.0,Oakland Gardens-Hollis Hills,69.0,3.0,25.0,
40.591743,-73.992208,(347) 974-1133,Brooklyn,62.0,Gravesend (West),37.0,2.0,47.0,Pickup
40.681217,-73.777203,(888) 204-3186,Queens,,Baisley Park,71.0,3.0,32.0,Pickup
40.734914,-73.721306,(4,Queens,105.0,Bellerose,63.0,3.0,33.0,
40.758453,-73.996004,(212) 613-0300,Manhattan,10.0,Hell's Kitchen,6.0,4.0,75.0,
40.671428,-73.84356,(347) 466-2290,Queens,106.0,Ozone Park,64.0,3.0,23.0,
40.527919,-74.237856,(212) 788-4000,,,,77.0,1.0,62.0,Pickup
40.636194,-74.026067,(718) 833-6894,Brooklyn,68.0,Bay Ridge,41.0,2.0,64.0,Pickup
40.605162,-73.97838,(718) 251-7845,Brooklyn,62.0,Gravesend (West),37.0,2.0,47.0,
40.621308,-74.151153,(718) 273-2597,Staten Island,121.0,Mariner's Harbor-Arlington-Graniteville,75.0,1.0,63.0,
40.66551,-73.89189,(347) 946-2914,Brooklyn,75.0,East New York-New Lots,47.0,2.0,60.0,
40.769522,-73.955504,(212) 288-6743,Manhattan,19.0,Upper East Side-Lenox Hill-Roosevelt Island,11.0,4.0,76.0,
40.723902,-73.951428,(929) 276-3002,Brooklyn,94.0,Greenpoint,57.0,2.0,50.0,
40.747997,-73.882849,(347) 738-6989,Queens,115.0,Jackson Heights,73.0,3.0,39.0,
40.735734,-73.994251,(212) 243-2292,,6.0,,3.0,4.0,66.0,
40.755595,-73.945306,(718) 787-1427,,114.0,,72.0,3.0,36.0,
40.666146,-73.886332,(718) 342-1305,Brooklyn,75.0,East New York-New Lots,47.0,2.0,60.0,Pickup
40.723717,-73.952556,(718) 486-0816,Brooklyn,94.0,Greenpoint,57.0,2.0,50.0,
40.693255,-73.945604,(347) 240-2466,,79.0,,51.0,2.0,56.0,
40.856464,-73.867403,(718) 513-3577,Bronx,49.0,Pelham Parkway-Van Nest,32.0,5.0,80.0,
40.764252,-73.96672,(212) 599-0339,Manhattan,19.0,Upper East Side-Carnegie Hill,11.0,4.0,73.0,
40.684804,-73.974348,(718) 399-7513,,88.0,,55.0,2.0,57.0,
40.714246,-73.960371,(718) 599-3525,Brooklyn,90.0,Williamsburg,56.0,2.0,50.0,
40.683642,-73.946911,(718) 789-7050,Brooklyn,79.0,Bedford-Stuyvesant (West),51.0,2.0,56.0,
40.755755,-73.881312,(516) 708-7007,Queens,115.0,Jackson Heights,73.0,3.0,34.0,
40.69164,-73.866648,(917) 217-5717,Queens,102.0,Woodhaven,60.0,3.0,38.0,
40.838128,-73.90397,(929) 344-6693,Bronx,42.0,Claremont Village-Claremont (East),25.0,5.0,79.0,Pickup
40.697594,-73.924937,(718) 574-2200,Brooklyn,83.0,Bushwick (West),53.0,2.0,53.0,Pickup
40.704774,-73.94186,(718) 302-2057,,90.0,,56.0,2.0,53.0,Pickup
40.677737,-74.012765,(347) 668-8285,Brooklyn,76.0,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,48.0,2.0,51.0,
40.759363,-73.826347,(718) 961-0295,Queens,109.0,Flushing-Willets Point,67.0,3.0,40.0,
40.758565,-73.970383,(212) 691-8100,Manhattan,17.0,East Midtown-Turtle Bay,9.0,4.0,73.0,
40.59447,-74.078593,(718) 808-1840,,122.0,,76.0,1.0,64.0,
40.721452,-73.88578,(718) 429-5438,Queens,104.0,Middle Village,62.0,3.0,28.0,
40.638725,-73.923712,(718) 763-5318,Brooklyn,63.0,Flatlands,38.0,2.0,41.0,
40.667178,-73.896805,(347) 425-9349,Brooklyn,75.0,East New York (North),47.0,2.0,60.0,
40.690197,-73.950448,(718) 622-0614,,79.0,,51.0,2.0,56.0,
40.646916,-73.980822,(718) 253-2285,Brooklyn,66.0,Kensington,39.0,2.0,44.0,
40.730279,-73.744257,(516) 362-1960,Queens,105.0,Queens Village,63.0,3.0,24.0,Pickup
40.861678,-73.899134,(718) 367-1754,Bronx,46.0,Fordham Heights,29.0,5.0,86.0,
40.604574,-74.092306,(718) 273-5850,Staten Island,122.0,Grasmere-Arrochar-South Beach-Dongan Hills,76.0,1.0,64.0,
40.656604,-74.00784,(718) 635-1119,Brooklyn,72.0,Sunset Park (West),45.0,2.0,51.0,Pickup
40.695649,-73.917657,(718) 455-1100,Brooklyn,83.0,Bushwick (East),53.0,2.0,53.0,
40.725239,-73.990719,(212) 989-8962,Manhattan,9.0,East Village,5.0,4.0,66.0,
40.510501,-74.248676,(718) 808-1840,,,,77.0,1.0,62.0,
40.707652,-73.915419,(718) 781-6017,,104.0,,62.0,3.0,37.0,
40.727017,-73.986286,(212) 466-0844,Manhattan,9.0,East Village,5.0,4.0,66.0,
40.885108,-73.858994,(718) 882-3060,,47.0,,30.0,5.0,83.0,
40.710424,-73.951615,(718) 218-8567,Brooklyn,90.0,Williamsburg,56.0,2.0,53.0,Pickup
40.68818,-73.991214,(718) 403-0490,,84.0,,54.0,2.0,52.0,
40.698472,-73.977765,(646) 850-3611,,88.0,,55.0,2.0,52.0,
40.738087,-74.001046,(212) 337-8043,Manhattan,6.0,West Village,3.0,4.0,66.0,Pickup
40.714933,-74.009211,(212) 587-1011,Manhattan,1.0,Tribeca-Civic Center,1.0,4.0,66.0,
40.726143,-73.728306,(718) 470-1180,Queens,105.0,Bellerose,63.0,3.0,33.0,
40.675544,-73.897078,(646) 292-7740,,75.0,,47.0,2.0,55.0,
40.645978,-74.02424,(718) 715-4111,,72.0,,45.0,2.0,51.0,
40.672931,-73.94519,(7,Brooklyn,77.0,Crown Heights (North),49.0,2.0,43.0,Pickup
40.674498,-73.941613,(718) 221-9718,Brooklyn,77.0,Crown Heights (North),49.0,2.0,43.0,
40.677014,-73.90629,(718) 675-3353,Brooklyn,73.0,Ocean Hill,46.0,2.0,55.0,
40.891291,-73.849878,(646) 938-4891,Bronx,47.0,Eastchester-Edenwald-Baychester,30.0,5.0,83.0,
40.622794,-73.917087,(516) 869-7275,Brooklyn,63.0,Marine Park-Mill Basin-Bergen Beach,38.0,2.0,59.0,
40.736295,-73.959295,(646) 807-5109,Brooklyn,94.0,Greenpoint,57.0,2.0,50.0,Pickup
40.566458,-74.113691,(718) 808-1840,Staten Island,122.0,Oakwood-Richmondtown,76.0,1.0,64.0,
40.654844,-73.739029,(715) 525-9099,Queens,116.0,Rosedale,63.0,3.0,29.0,
40.733266,-73.804425,(718) 762-1112,Queens,107.0,Pomonok-Electchester-Hillcrest,65.0,3.0,25.0,
40.750071,-74.003412,(212) 684-5344,Manhattan,10.0,Chelsea-Hudson Yards,6.0,4.0,75.0,Pickup
40.564494,-74.097642,(718) 815-0800,Staten Island,122.0,New Dorp-Midland Beach,76.0,1.0,64.0,
40.808202,-73.921323,(347) 766-1686,Bronx,40.0,Mott Haven-Port Morris,23.0,5.0,84.0,
40.591141,-74.164246,(718) 616-2000,Staten Island,121.0,New Springville-Willowbrook-Bulls Head-Travis,75.0,1.0,63.0,
40.687575,-73.985815,(718) 522-3522,Brooklyn,84.0,Downtown Brooklyn-DUMBO-Boerum Hill,54.0,2.0,52.0,
40.847937,-73.853094,(718) 892-3330,Bronx,49.0,Morris Park,32.0,5.0,82.0,
40.865275,-73.859067,(347) 843-04 20,Bronx,49.0,Pelham Gardens,32.0,5.0,80.0,
40.724231,-73.949818,(347) 599-0046,Brooklyn,94.0,Greenpoint,57.0,2.0,50.0,
40.63907,-74.012605,(718) 439-0809,Brooklyn,72.0,Sunset Park (Central),45.0,2.0,49.0,
40.680361,-73.913648,(917) 604-9644,,73.0,,46.0,2.0,55.0,
40.756292,-73.997656,(212) 582-0620,Manhattan,10.0,Chelsea-Hudson Yards,6.0,4.0,75.0,
40.645529,-73.951549,(718) 518-7384,Brooklyn,67.0,East Flatbush-Erasmus,40.0,2.0,42.0,
40.691453,-73.788009,(718) 297-2301,Queens,,South Jamaica,71.0,3.0,32.0,
40.754816,-73.925375,(347) 458-3031,Queens,114.0,Astoria (Central),72.0,3.0,36.0,
40.715093,-73.831557,(917) 819-2447,Queens,112.0,Forest Hills,70.0,3.0,27.0,
40.722944,-73.994347,(212) 334-9048,Manhattan,5.0,SoHo-Little Italy-Hudson Square,2.0,4.0,65.0,
40.648279,-74.018842,(646) 412-0758,,72.0,,45.0,2.0,51.0,Pickup
40.68992,-73.914429,(718) 473-1595,Brooklyn,83.0,Bushwick (East),53.0,2.0,54.0,
40.709521,-73.720433,(516) 216-5196,,,,,,,Pickup
40.724709,-73.996391,(7,Manhattan,5.0,SoHo-Little Italy-Hudson Square,2.0,4.0,66.0,
40.706349,-74.012522,(917) 305-7921,Manhattan,1.0,Financial District-Battery Park City,1.0,4.0,65.0,
40.626391,-74.133513,(111) 111-1111,Staten Island,121.0,Westerleigh-Castleton Corners,75.0,1.0,61.0,
40.873796,-73.889441,(718) 295-8888,Bronx,52.0,Bedford Park,34.0,5.0,78.0,
40.853564,-73.908472,(718) 731-6360,Bronx,46.0,University Heights (South)-Morris Heights,29.0,5.0,86.0,
40.779816,-73.94763,(212) 288-6743,Manhattan,19.0,Upper East Side-Yorkville,11.0,4.0,76.0,Pickup
40.636158,-74.13503,(718) 816-5565,Staten Island,121.0,Port Richmond,75.0,1.0,61.0,
40.637406,-74.081209,(718) 273-7139,Staten Island,120.0,St. George-New Brighton,74.0,1.0,61.0,
40.744976,-73.992422,(212) 675-3535,Manhattan,13.0,Chelsea-Hudson Yards,7.0,4.0,75.0,
