source_relation,_fivetran_synced,is_adult_product,asin,is_autographed,brand,classification_id,color,contributors,display_name,item_classification,item_name,manufacturer,marketplace_id,is_memorabilia,model_number,package_quantity,part_number,release_date,size,style,is_trade_in_eligible,website_display_group,website_display_group_name
amazon_selling_partner.public,2024-08-18 22:23:23,f,B0E7STG6452,f,Waystar Royco,100534840,bronze,,product_2,BASE_PRODUCT,standing desk,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534840,1,GHP-BGGF-100534840,2024-07-11,10,Modern,t,amazon.com/GHP-BGGF-100534840,Stuff
amazon_selling_partner.public,2024-10-16 15:44:54,f,B0E7STG8651,f,Waystar Royco,100534841,claret,,product_2,OTHER,water bottle,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534841,1,GHP-BGGF-100534841,2024-07-11,11,"Modern, Elegant",t,amazon.com/GHP-BGGF-100534841,Stuff
amazon_selling_partner.public,2024-04-08 04:51:04,f,B0E7STG2962,f,Waystar Royco,100534842,straw,,product_2,PRODUCT_BUNDLE,iphone 16s,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534842,1,GHP-BGGF-100534842,2024-07-11,12,Heritage,t,amazon.com/GHP-BGGF-100534842,Stuff
amazon_selling_partner.public,2024-06-03 07:31:20,f,B0E7STG1843,f,Waystar Royco,100534843,azure,,product_2,VARIATION_PARENT,golden doodle puppy,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534843,1,GHP-BGGF-100534843,2024-07-11,13,Traditional,t,amazon.com/GHP-BGGF-100534843,Stuff
amazon_selling_partner.public,2024-10-31 00:05:54,f,B0E7STG2877,f,Waystar Royco,100534844,emerald,,product_2,BASE_PRODUCT,flatscreen TV,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534844,1,GHP-BGGF-100534844,2024-07-11,14,Horizon,t,amazon.com/GHP-BGGF-100534844,Stuff
amazon_selling_partner.public,2024-05-29 01:22:00,f,B0E7STG5820,f,Waystar Royco,100534845,jade,,product_2,OTHER,massage chair,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534845,1,GHP-BGGF-100534845,2024-07-11,15,Vertical,t,amazon.com/GHP-BGGF-100534845,Stuff
amazon_selling_partner.public,2024-05-13 01:18:35,f,B0E7STG4583,f,Waystar Royco,100534846,lime,,product_2,PRODUCT_BUNDLE,jacket,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534846,1,GHP-BGGF-100534846,2024-07-11,16,Ugly,t,amazon.com/GHP-BGGF-100534846,Stuff
amazon_selling_partner.public,2024-08-28 21:48:51,f,B0E7STG8517,f,Waystar Royco,100534847,mint,,product_2,VARIATION_PARENT,cable subscription,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534847,1,GHP-BGGF-100534847,2024-07-11,17,Sleek,t,amazon.com/GHP-BGGF-100534847,Stuff
amazon_selling_partner.public,2024-07-07 11:56:55,f,B0E7STG4890,f,Waystar Royco,100534848,kelly,,product_2,BASE_PRODUCT,laptop,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534848,1,GHP-BGGF-100534848,2024-07-11,32,"Cool, Sleek",t,amazon.com/GHP-BGGF-100534848,Stuff
amazon_selling_partner.public,2024-07-01 04:26:22,f,B0E7STG9714,f,Waystar Royco,100534849,pistachio,,product_2,OTHER,banker's lamp,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534849,1,GHP-BGGF-100534849,2024-07-11,33,Awful,t,amazon.com/GHP-BGGF-100534849,Stuff
amazon_selling_partner.public,2024-05-04 17:23:14,f,B0E7STG4951,f,Waystar Royco,100534850,steel,,product_2,PRODUCT_BUNDLE,standing desk,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534850,1,GHP-BGGF-100534850,2024-07-11,Gifting Sizing Kit,Smelly,t,amazon.com/GHP-BGGF-100534850,Stuff
amazon_selling_partner.public,2024-06-15 21:07:01,f,B0E7STG9825,f,Waystar Royco,100534851,aqua,,product_2,VARIATION_PARENT,water bottle,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534851,1,GHP-BGGF-100534851,2024-07-11,Sizing Kit,Nice,t,amazon.com/GHP-BGGF-100534851,Stuff
amazon_selling_partner.public,2024-10-28 19:07:17,f,B0E7STG6668,f,Waystar Royco,100534852,denim,,product_2,BASE_PRODUCT,iphone 16s,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534852,1,GHP-BGGF-100534852,2024-07-11,1,Brutalist,t,amazon.com/GHP-BGGF-100534852,Stuff
amazon_selling_partner.public,2024-04-23 18:32:00,t,B0E7STG6940,t,Waystar Royco,100534853,sky,,product_2,OTHER,golden doodle puppy,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534853,1,GHP-BGGF-100534853,2024-07-11,2,Minimalist,t,amazon.com/GHP-BGGF-100534853,Stuff
amazon_selling_partner.public,2024-03-19 00:09:06,f,B0E7STG1464,f,Waystar Royco,100534854,sapphire,,product_3,PRODUCT_BUNDLE,flatscreen TV,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534854,1,GHP-BGGF-100534854,2024-07-11,3,Maximilist,t,amazon.com/GHP-BGGF-100534854,Stuff
amazon_selling_partner.public,2024-10-13 08:01:43,t,B0E7STG2635,t,Waystar Royco,100534855,eggplant,,product_3,VARIATION_PARENT,massage chair,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534855,1,GHP-BGGF-100534855,2024-07-11,4,Postmodern,t,amazon.com/GHP-BGGF-100534855,Stuff
amazon_selling_partner.public,2024-05-09 20:14:09,t,B0E7STG6311,t,Waystar Royco,100534856,mulberry,,product_3,BASE_PRODUCT,jacket,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534856,1,GHP-BGGF-100534856,2024-07-11,5,Elegant,t,amazon.com/GHP-BGGF-100534856,Stuff
amazon_selling_partner.public,2024-03-07 03:51:58,t,B0E7STG2301,t,Waystar Royco,100534857,lilac,,product_3,OTHER,cable subscription,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534857,1,GHP-BGGF-100534857,2024-07-11,6,Modern,t,amazon.com/GHP-BGGF-100534857,Stuff
amazon_selling_partner.public,2024-09-06 05:38:55,t,B0E7STG7800,t,Waystar Royco,100534858,lavender,,product_3,PRODUCT_BUNDLE,laptop,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534858,1,GHP-BGGF-100534858,2024-07-11,7,"Modern, Elegant",t,amazon.com/GHP-BGGF-100534858,Stuff
amazon_selling_partner.public,2024-02-18 06:59:09,t,B0E7STG6338,t,Waystar Royco,100534859,amethyst,,product_3,VARIATION_PARENT,banker's lamp,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534859,1,GHP-BGGF-100534859,2024-07-11,8,Heritage,t,amazon.com/GHP-BGGF-100534859,Stuff
amazon_selling_partner.public,2024-06-01 13:31:17,t,B0E7STG6512,t,Waystar Royco,100534860,plum,,product_3,BASE_PRODUCT,standing desk,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534860,1,GHP-BGGF-100534860,2024-07-11,8,Traditional,t,amazon.com/GHP-BGGF-100534860,Stuff
amazon_selling_partner.public,2024-08-21 00:54:01,t,B0E7STG5084,t,Waystar Royco,100534861,grape,,product_3,OTHER,water bottle,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534861,1,GHP-BGGF-100534861,2024-07-11,9,Horizon,t,amazon.com/GHP-BGGF-100534861,Stuff
amazon_selling_partner.public,2024-01-28 00:12:26,t,B0E7STG1689,t,Waystar Royco,100534862,heather,,product_3,PRODUCT_BUNDLE,iphone 16s,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534862,1,GHP-BGGF-100534862,2024-07-11,10,Vertical,t,amazon.com/GHP-BGGF-100534862,Stuff
amazon_selling_partner.public,2024-04-29 16:33:51,t,B0E7STG1501,t,Waystar Royco,100534863,iris,,product_3,VARIATION_PARENT,golden doodle puppy,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534863,1,GHP-BGGF-100534863,2024-07-11,11,Ugly,t,amazon.com/GHP-BGGF-100534863,Stuff
amazon_selling_partner.public,2024-08-25 07:18:42,t,B0E7STG3302,t,Waystar Royco,100534864,fuschia,,product_3,BASE_PRODUCT,flatscreen TV,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534864,1,GHP-BGGF-100534864,2024-07-11,12,Sleek,t,amazon.com/GHP-BGGF-100534864,Stuff
amazon_selling_partner.public,2024-02-10 21:33:05,f,B0E7STG4846,f,Waystar Royco,100534865,hyacinth,,product_3,OTHER,massage chair,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534865,1,GHP-BGGF-100534865,2024-07-11,13,"Ugly, Sleek",t,amazon.com/GHP-BGGF-100534865,Stuff
amazon_selling_partner.public,2025-01-01 11:48:59,f,B0E7STG1857,f,Waystar Royco,100534866,berry,,product_3,PRODUCT_BUNDLE,jacket,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534866,1,GHP-BGGF-100534866,2024-07-11,14,Awful,t,amazon.com/GHP-BGGF-100534866,Stuff
amazon_selling_partner.public,2024-05-25 01:25:09,f,B0E7STG9484,f,Waystar Royco,100534867,wisteria,,product_3,VARIATION_PARENT,cable subscription,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534867,1,GHP-BGGF-100534867,2024-07-11,15,Smelly,t,amazon.com/GHP-BGGF-100534867,Stuff
