source_relation,amazon_order_id,order_item_id,promotion_id
amazon_selling_partner.public,ORDER00043,ITEM00043,promo2024
amazon_selling_partner.public,ORDER00044,ITEM00044,promo2024
amazon_selling_partner.public,ORDER00045,ITEM00045,promo2024
amazon_selling_partner.public,ORDER00046,ITEM00046,promo2024
amazon_selling_partner.public,ORDER00047,ITEM00047,promo2024
amazon_selling_partner.public,ORDER00048,ITEM00048,promo2024
amazon_selling_partner.public,ORDER00049,ITEM00049,promo2024
amazon_selling_partner.public,ORDER00050,ITEM00050,promo2024
amazon_selling_partner.public,ORDER00051,ITEM00051,promo2024
amazon_selling_partner.public,ORDER00052,ITEM00052,promo2024
amazon_selling_partner.public,ORDER00053,ITEM00053,promo2024
amazon_selling_partner.public,ORDER00054,ITEM00054,promo2024
amazon_selling_partner.public,ORDER00055,ITEM00055,promo2024
amazon_selling_partner.public,ORDER00056,ITEM00056,promo2024
amazon_selling_partner.public,ORDER00057,ITEM00057,promo2024
amazon_selling_partner.public,ORDER00058,ITEM00058,promo2024
amazon_selling_partner.public,ORDER00059,ITEM00059,promo2024
amazon_selling_partner.public,ORDER00060,ITEM00060,promo2024
amazon_selling_partner.public,ORDER00061,ITEM00061,promo2024
amazon_selling_partner.public,ORDER00062,ITEM00062,promo2024
amazon_selling_partner.public,ORDER00063,ITEM00063,promo2024
amazon_selling_partner.public,ORDER00064,ITEM00064,promo2024
amazon_selling_partner.public,ORDER00065,ITEM00065,promo2024
amazon_selling_partner.public,ORDER00066,ITEM00066,promo2024
amazon_selling_partner.public,ORDER00067,ITEM00067,promo2024
amazon_selling_partner.public,ORDER00068,ITEM00068,promo2024
amazon_selling_partner.public,ORDER00069,ITEM00069,promo2024
amazon_selling_partner.public,ORDER00070,ITEM00070,promo2024
amazon_selling_partner.public,ORDER00071,ITEM00071,promo2024
amazon_selling_partner.public,ORDER00072,ITEM00072,promo2024
amazon_selling_partner.public,ORDER00073,ITEM00073,promo2024
amazon_selling_partner.public,ORDER00074,ITEM00074,promo2024
amazon_selling_partner.public,ORDER00075,ITEM00075,promo2024
amazon_selling_partner.public,ORDER00076,ITEM00076,promo2024
amazon_selling_partner.public,ORDER00077,ITEM00077,promo2024
amazon_selling_partner.public,ORDER00078,ITEM00078,promo2024
amazon_selling_partner.public,ORDER00079,ITEM00079,promo2024
amazon_selling_partner.public,ORDER00080,ITEM00080,promo2024
amazon_selling_partner.public,ORDER00081,ITEM00081,promo2024
amazon_selling_partner.public,ORDER00082,ITEM00082,promo2024
amazon_selling_partner.public,ORDER00083,ITEM00083,promo2024
amazon_selling_partner.public,ORDER00084,ITEM00084,promo2024
amazon_selling_partner.public,ORDER00085,ITEM00085,promo2024
amazon_selling_partner.public,ORDER00086,ITEM00086,promo2024
amazon_selling_partner.public,ORDER00087,ITEM00087,promo2024
amazon_selling_partner.public,ORDER00088,ITEM00088,promo2024
amazon_selling_partner.public,ORDER00089,ITEM00089,promo2024
amazon_selling_partner.public,ORDER00090,ITEM00090,promo2024
amazon_selling_partner.public,ORDER00091,ITEM00091,promo2024
amazon_selling_partner.public,ORDER00092,ITEM00092,promo2024
amazon_selling_partner.public,ORDER00093,ITEM00093,promo2024
amazon_selling_partner.public,ORDER00094,ITEM00094,promo2024
amazon_selling_partner.public,ORDER00095,ITEM00095,promo2024
amazon_selling_partner.public,ORDER00096,ITEM00096,promo2024
amazon_selling_partner.public,ORDER00097,ITEM00097,promo2024
amazon_selling_partner.public,ORDER00098,ITEM00098,promo2024
amazon_selling_partner.public,ORDER00099,ITEM00099,promo2024
