source_relation,marketplace_id,asin,item_name,display_name,brand,color,size,style,package_quantity,manufacturer,contributors,product_type,item_classification,classification_id,classification_sales_rank_link,classification_sales_rank,website_display_group,website_display_group_name,website_display_group_sales_rank_link,website_display_group_sales_rank,release_date,is_memorabilia,is_adult_product,is_autographed,is_trade_in_eligible,model_number,part_number,parent_variation_asin,parent_package_container_asin,sku,ean,gtin,isbn,jan,minsan,upc,count_images,count_swatch_images,item_height_unit,item_height_value,item_length_unit,item_length_value,item_weight_unit,item_weight_value,item_width_unit,item_width_value,package_height_unit,package_height_value,package_length_unit,package_length_value,package_weight_unit,package_weight_value,package_width_unit,package_width_value
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9062,massage chair,product_3,Waystar Royco,pearl,2,"Modern, Elegant",1,waystar royco,,CAMPING,VARIATION_PARENT,100534875,,,amazon.com/GHP-BGGF-100534875,Stuff,,,2024-07-11,t,t,t,f,GHP-BGGF-100534875,GHP-BGGF-100534875,,B095PARENT,,,,5948076,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG8651,water bottle,product_2,Waystar Royco,claret,11,"Modern, Elegant",1,waystar royco,,ELECTRONIC_ADAPTER,OTHER,100534841,,,amazon.com/GHP-BGGF-100534841,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534841,GHP-BGGF-100534841,B095PARENT,,,5948042,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5688,laptop,product_5,Waystar Royco,taupe,12,Awful,1,waystar royco,,ELECTRONIC_ADAPTER,PRODUCT_BUNDLE,100534798,,,amazon.com/GHP-BGGF-100534798,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534798,GHP-BGGF-100534798,B095PARENT,,5947999,,,,,,,1,0,inches,,,,,,,,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4870,banker's lamp,product_5,Waystar Royco,yellow,2,Traditional,1,waystar royco,,PET_SUPPLIES,OTHER,100534809,,,amazon.com/GHP-BGGF-100534809,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534809,GHP-BGGF-100534809,B095PARENT,,,5948010,,,,,,1,0,inches,,,,,,,,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9465,massage chair,product_2,Waystar Royco,copper,6,Brutalist,1,waystar royco,,CLOTHING,VARIATION_PARENT,100534835,,,amazon.com/GHP-BGGF-100534835,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534835,GHP-BGGF-100534835,B095PARENT,,,,,5948036,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6228,standing desk,product_5,Waystar Royco,beige,3,Horizon,1,waystar royco,,FOOD,PRODUCT_BUNDLE,100534810,,,amazon.com/GHP-BGGF-100534810,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534810,GHP-BGGF-100534810,B095PARENT,,,,5948011,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9714,banker's lamp,product_2,Waystar Royco,pistachio,33,Awful,1,waystar royco,,CAMPING,OTHER,100534849,,,amazon.com/GHP-BGGF-100534849,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534849,GHP-BGGF-100534849,B095PARENT,,,5948050,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5084,water bottle,product_3,Waystar Royco,grape,9,Horizon,1,waystar royco,,PET_SUPPLIES,OTHER,100534861,,,amazon.com/GHP-BGGF-100534861,Stuff,,,2024-07-11,t,t,t,t,GHP-BGGF-100534861,GHP-BGGF-100534861,B095PARENT,,,,,,,5948062,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG8292,jacket,product_5,Waystar Royco,blue,Gifting Sizing Kit,Modern,1,waystar royco,,CLOTHING,PRODUCT_BUNDLE,100534806,,,amazon.com/GHP-BGGF-100534806,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534806,GHP-BGGF-100534806,B095PARENT,,5948007,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3370,water bottle,product_1,Waystar Royco,brown,4,Vertical,1,waystar royco,,FOOD,VARIATION_PARENT,100534811,,,amazon.com/GHP-BGGF-100534811,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534811,GHP-BGGF-100534811,B095PARENT,,,,,5948012,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6940,golden doodle puppy,product_2,Waystar Royco,sky,2,Minimalist,1,waystar royco,,FOOD,OTHER,100534853,,,amazon.com/GHP-BGGF-100534853,Stuff,,,2024-07-11,t,t,t,t,GHP-BGGF-100534853,GHP-BGGF-100534853,B095PARENT,,,,,,,5948054,,1,0,inches,,,,,,,,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1464,flatscreen TV,product_3,Waystar Royco,sapphire,3,Maximilist,1,waystar royco,,PET_SUPPLIES,PRODUCT_BUNDLE,100534854,,,amazon.com/GHP-BGGF-100534854,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534854,GHP-BGGF-100534854,B095PARENT,,5948055,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9484,cable subscription,product_3,Waystar Royco,wisteria,15,Smelly,1,waystar royco,,FOOD,VARIATION_PARENT,100534867,,,amazon.com/GHP-BGGF-100534867,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534867,GHP-BGGF-100534867,,B095PARENT,,,,5948068,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG8517,cable subscription,product_2,Waystar Royco,mint,17,Sleek,1,waystar royco,,PET_SUPPLIES,VARIATION_PARENT,100534847,,,amazon.com/GHP-BGGF-100534847,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534847,GHP-BGGF-100534847,B095PARENT,,,,,,,,5948048,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9825,water bottle,product_2,Waystar Royco,aqua,Sizing Kit,Nice,1,waystar royco,,CAMPING,VARIATION_PARENT,100534851,,,amazon.com/GHP-BGGF-100534851,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534851,GHP-BGGF-100534851,B095PARENT,,,,,5948052,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1246,iphone 16s,product_2,Waystar Royco,pink,14,Elegant,1,waystar royco,,PET_SUPPLIES,PRODUCT_BUNDLE,100534822,,,amazon.com/GHP-BGGF-100534822,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534822,GHP-BGGF-100534822,B095PARENT,,5948023,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1446,flatscreen TV,product_1,Waystar Royco,puce,8,Vertical,1,waystar royco,,ELECTRONIC_ADAPTER,PRODUCT_BUNDLE,100534794,,,amazon.com/GHP-BGGF-100534794,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534794,GHP-BGGF-100534794,B095PARENT,,,,5947995,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2301,cable subscription,product_3,Waystar Royco,lilac,6,Modern,1,waystar royco,,ELECTRONIC_ADAPTER,OTHER,100534857,,,amazon.com/GHP-BGGF-100534857,Stuff,,,2024-07-11,t,t,t,t,GHP-BGGF-100534857,GHP-BGGF-100534857,B095PARENT,,,5948058,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4397,water bottle,product_1,Waystar Royco,salmon,6,Heritage,1,waystar royco,,CAMPING,VARIATION_PARENT,100534791,,,amazon.com/GHP-BGGF-100534791,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534791,GHP-BGGF-100534791,B095PARENT,,,,,,,,5947992,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3510,standing desk,product_4,Waystar Royco,parchment,7,Ugly,1,waystar royco,,CLOTHING,BASE_PRODUCT,100534880,,,amazon.com/GHP-BGGF-100534880,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534880,GHP-BGGF-100534880,,B095PARENT,,,,,5948081,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4686,laptop,product_1,Waystar Royco,peach,10,Brutalist,1,waystar royco,,CLOTHING,PRODUCT_BUNDLE,100534818,,,amazon.com/GHP-BGGF-100534818,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534818,GHP-BGGF-100534818,B095PARENT,,,,5948019,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6802,iphone 16s,product_2,Waystar Royco,raspberry,3,Awful,1,waystar royco,,CAMPING,BASE_PRODUCT,100534832,,,amazon.com/GHP-BGGF-100534832,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534832,GHP-BGGF-100534832,B095PARENT,,,,,,,,,1,0,inches,,,,,,,,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4721,jacket,product_1,Waystar Royco,Charteuse,1,Maximilist,1,waystar royco,,PET_SUPPLIES,PRODUCT_BUNDLE,100534786,,,amazon.com/GHP-BGGF-100534786,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534786,GHP-BGGF-100534786,B095PARENT,,,,5947987,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1689,iphone 16s,product_3,Waystar Royco,heather,10,Vertical,1,waystar royco,,ELECTRONIC_ADAPTER,PRODUCT_BUNDLE,100534862,,,amazon.com/GHP-BGGF-100534862,Stuff,,,2024-07-11,t,t,t,t,GHP-BGGF-100534862,GHP-BGGF-100534862,B095PARENT,,5948063,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6452,standing desk,product_2,Waystar Royco,bronze,10,Modern,1,waystar royco,,ELECTRONIC_ADAPTER,BASE_PRODUCT,100534840,,,amazon.com/GHP-BGGF-100534840,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534840,GHP-BGGF-100534840,B095PARENT,,,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5396,massage chair,product_1,Waystar Royco,falu,9,Ugly,1,waystar royco,,FOOD,VARIATION_PARENT,100534795,,,amazon.com/GHP-BGGF-100534795,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534795,GHP-BGGF-100534795,B095PARENT,,,,,5947996,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4557,standing desk,product_3,Waystar Royco,tiffany blue,32,Minimalist,1,waystar royco,,CLOTHING,PRODUCT_BUNDLE,100534870,,,amazon.com/GHP-BGGF-100534870,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534870,GHP-BGGF-100534870,,B095PARENT,5948071,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6463,massage chair,product_1,Waystar Royco,pearl,8,Awful,1,waystar royco,,FOOD,VARIATION_PARENT,100534815,,,amazon.com/GHP-BGGF-100534815,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534815,GHP-BGGF-100534815,B095PARENT,,,,,,,,5948016,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1444,banker's lamp,product_3,Waystar Royco,hunter green,17,Brutalist,1,waystar royco,,CAMPING,OTHER,100534869,,,amazon.com/GHP-BGGF-100534869,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534869,GHP-BGGF-100534869,,B095PARENT,,,,,,5948070,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3434,jacket,product_1,Waystar Royco,smaragdine,10,Sleek,1,waystar royco,,FOOD,BASE_PRODUCT,100534796,,,amazon.com/GHP-BGGF-100534796,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534796,GHP-BGGF-100534796,B095PARENT,,,,,,5947997,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4612,water bottle,product_2,Waystar Royco,royal blue,13,Postmodern,1,waystar royco,,ELECTRONIC_ADAPTER,OTHER,100534821,,,amazon.com/GHP-BGGF-100534821,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534821,GHP-BGGF-100534821,B095PARENT,,,,,,,5948022,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4368,golden doodle puppy,product_3,Waystar Royco,ebony,Sizing Kit,Elegant,1,waystar royco,,PET_SUPPLIES,OTHER,100534873,,,amazon.com/GHP-BGGF-100534873,Stuff,,,2024-07-11,t,t,t,t,GHP-BGGF-100534873,GHP-BGGF-100534873,,B095PARENT,,5948074,,,,,,1,0,inches,,,,,,,,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6075,flatscreen TV,product_5,Waystar Royco,purple,32,Postmodern,1,waystar royco,,CAMPING,BASE_PRODUCT,100534804,,,amazon.com/GHP-BGGF-100534804,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534804,GHP-BGGF-100534804,B095PARENT,,,,,,5948005,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1307,jacket,product_1,Waystar Royco,teal,8,Smelly,1,waystar royco,,FOOD,BASE_PRODUCT,100534816,,,amazon.com/GHP-BGGF-100534816,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534816,GHP-BGGF-100534816,B095PARENT,,,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6311,jacket,product_3,Waystar Royco,mulberry,5,Elegant,1,waystar royco,,PET_SUPPLIES,BASE_PRODUCT,100534856,,,amazon.com/GHP-BGGF-100534856,Stuff,,,2024-07-11,t,t,t,t,GHP-BGGF-100534856,GHP-BGGF-100534856,B095PARENT,,,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6605,flatscreen TV,product_1,Waystar Royco,Gold,Gifting Sizing Kit,Brutalist,1,waystar royco,,FOOD,BASE_PRODUCT,100534784,,,amazon.com/GHP-BGGF-100534784,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534784,GHP-BGGF-100534784,B095PARENT,,,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
