source_relation,amazon_order_id,order_item_id,asin,seller_sku,title,product_info_detail_number_of_items,scheduled_delivery_start_date,scheduled_delivery_end_date,quantity_ordered,quantity_shipped,item_price_amount,item_price_currency_code,item_tax_amount,item_tax_currency_code,shipping_discount_amount,shipping_discount_currency_code,shipping_discount_tax_amount,shipping_discount_tax_currency_code,shipping_price_amount,shipping_price_currency_code,shipping_tax_amount,shipping_tax_currency_code,promotion_discount_amount,promotion_discount_currency_code,promotion_discount_tax_amount,promotion_discount_tax_currency_code,condition_id,condition_note,condition_subtype_id,buyer_requested_cancel_reason,is_buyer_requested_cancel,deemed_reseller_category,ioss_number,is_gift,is_transparency,is_serial_number_required,store_chain_store_id,tax_collection_model,tax_collection_responsible_party,order_purchase_date,order_total_amount,order_total_currency_code,order_status,marketplace_id,order_total_number_of_items_shipped,order_total_number_of_items_unshipped,count_promotions_used,item_name,display_name,brand,color,size,style,product_type,package_quantity,item_classification
amazon_selling_partner.public,ORDER00010,ITEM00010,B0E7STG1446,SKU-8113,Phone Case,3,2025-01-27,2025-01-31,4,10,39.180000,USD,2.790000,,8.410000,USD,0.040000,USD,14.350000,USD,0.530000,USD,5.290000,USD,3.040000,USD,New,Note for condition 10,Open Box,Delayed delivery,f,IOSS,IOSS-63914,t,f,t,Store-54,MarketplaceFacilitator,Amazon Services,2025-01-27 18:11:28,227.710000,USD,Canceled,MPIDRANDOM,5,6,1,flatscreen TV,product_1,Waystar Royco,puce,8,Vertical,ELECTRONIC_ADAPTER,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00011,ITEM00011,B0E7STG5396,SKU-2315,Bluetooth Speaker,4,2025-01-26,2025-01-30,5,10,16.860000,USD,6.480000,,2.330000,USD,1.180000,USD,11.890000,USD,0.100000,USD,18.730000,USD,0.470000,USD,Club,Note for condition 11,Any,Changed mind,t,IOSS,IOSS-90169,t,f,t,Store-74,MarketplaceFacilitator,Amazon Services,2025-01-08 18:11:28,277.890000,USD,Canceled,MPIDRANDOM,9,2,1,massage chair,product_1,Waystar Royco,falu,9,Ugly,FOOD,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00012,ITEM00012,B0E7STG3434,SKU-8790,Phone Case,1,2025-01-27,2025-02-02,7,1,28.550000,USD,4.460000,,7.550000,USD,0.840000,USD,2.190000,USD,0.260000,USD,14.690000,USD,4.850000,USD,Club,Note for condition 12,Other,Delayed delivery,f,IOSS,IOSS-56140,f,t,f,Store-39,MarketplaceFacilitator,Amazon Services,2025-01-21 18:11:28,128.630000,USD,Shipped,MPIDRANDOM,0,7,1,jacket,product_1,Waystar Royco,smaragdine,10,Sleek,FOOD,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00013,ITEM00013,B0E7STG5263,SKU-4580,Laptop Stand,8,2025-01-27,2025-02-01,9,1,65.940000,USD,7.460000,,2.870000,USD,0.940000,USD,3.930000,USD,3.680000,USD,19.210000,USD,4.580000,USD,Club,Note for condition 13,New,Found cheaper,f,IOSS,IOSS-42781,t,t,f,Store-78,MarketplaceFacilitator,Amazon Services,2025-01-10 18:11:28,322.390000,USD,Pending,MPIDRANDOM,2,1,1,cable subscription,product_1,Waystar Royco,xanadu,11,"Cool, Sleek",PET_SUPPLIES,1,OTHER
amazon_selling_partner.public,ORDER00014,ITEM00014,B0E7STG5688,SKU-6127,Bluetooth Speaker,6,2025-01-28,2025-02-02,3,4,74.550000,USD,9.560000,,5.180000,USD,1.410000,USD,8.870000,USD,4.050000,USD,8.220000,USD,1.530000,USD,Club,Note for condition 14,Mint,Found cheaper,f,IOSS,IOSS-15530,t,f,t,Store-45,MarketplaceFacilitator,Amazon Services,2025-01-23 18:11:28,88.280000,USD,Canceled,MPIDRANDOM,0,4,1,laptop,product_5,Waystar Royco,taupe,12,Awful,ELECTRONIC_ADAPTER,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00015,ITEM00015,B0E7STG7997,SKU-2443,Phone Case,5,2025-01-26,2025-01-30,4,3,50.740000,USD,5.610000,,7.080000,USD,0.250000,USD,0.260000,USD,2.710000,USD,3.120000,USD,0.860000,USD,New,Note for condition 15,Very Good,Found cheaper,f,IOSS,IOSS-27259,t,t,f,Store-82,MarketplaceFacilitator,Amazon Services,2025-01-22 18:11:28,242.400000,USD,Pending,MPIDRANDOM,6,5,1,banker's lamp,product_5,Waystar Royco,amaranth,13,Smelly,CLOTHING,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00016,ITEM00016,B0E7STG6585,SKU-2878,Bluetooth Speaker,5,2025-01-26,2025-01-29,6,7,50.090000,USD,2.490000,,6.980000,USD,1.720000,USD,18.820000,USD,2.630000,USD,10.040000,USD,0.560000,USD,New,Note for condition 16,Acceptable,Found cheaper,f,IOSS,IOSS-47794,t,t,f,Store-49,MarketplaceFacilitator,Amazon Services,2025-01-08 18:11:28,241.040000,USD,Shipped,MPIDRANDOM,1,1,1,standing desk,product_5,Waystar Royco,vermillion,14,Nice,FOOD,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00017,ITEM00017,B0E7STG2159,SKU-1791,Laptop Stand,2,2025-01-28,2025-01-31,3,1,11.040000,USD,7.740000,,8.020000,USD,0.180000,USD,3.010000,USD,0.980000,USD,8.340000,USD,1.470000,USD,New,Note for condition 17,Poor,Changed mind,t,IOSS,IOSS-69979,t,t,t,Store-19,MarketplaceFacilitator,Amazon Services,2025-01-22 18:11:28,174.620000,USD,Canceled,MPIDRANDOM,3,0,1,water bottle,product_5,Waystar Royco,white,15,Brutalist,CAMPING,1,OTHER
amazon_selling_partner.public,ORDER00018,ITEM00018,B0E7STG5684,SKU-9091,Wireless Mouse,6,2025-01-24,2025-02-02,4,9,16.240000,USD,8.740000,,1.140000,USD,1.910000,USD,15.270000,USD,2.250000,USD,11.410000,USD,2.950000,USD,New,Note for condition 18,Club,Changed mind,f,IOSS,IOSS-42187,f,t,f,Store-45,MarketplaceFacilitator,Amazon Services,2025-01-23 18:11:28,184.640000,USD,Canceled,MPIDRANDOM,10,6,1,iphone 16s,product_5,Waystar Royco,periwinkle,16,Minimalist,PET_SUPPLIES,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00019,ITEM00019,B0E7STG6114,SKU-3190,Phone Case,7,2025-01-24,2025-02-01,9,1,49.780000,USD,8.140000,,0.150000,USD,1.450000,USD,1.000000,USD,4.080000,USD,7.560000,USD,2.750000,USD,New,Note for condition 19,OEM,Changed mind,t,IOSS,IOSS-91076,t,f,t,Store-71,MarketplaceFacilitator,Amazon Services,2025-01-17 18:11:28,374.680000,USD,Pending,MPIDRANDOM,2,1,1,golden doodle puppy,product_5,Waystar Royco,burnt orange,17,Maximilist,CAMPING,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00020,ITEM00020,B0E7STG6075,SKU-8312,Bluetooth Speaker,4,2025-01-24,2025-02-02,10,8,7.190000,USD,4.510000,,4.480000,USD,1.450000,USD,19.770000,USD,2.160000,USD,2.750000,USD,4.480000,USD,Used,Note for condition 20,Warranty,Delayed delivery,f,IOSS,IOSS-40234,t,t,f,Store-23,MarketplaceFacilitator,Amazon Services,2025-01-13 18:11:28,84.320000,USD,Pending,MPIDRANDOM,7,8,1,flatscreen TV,product_5,Waystar Royco,purple,32,Postmodern,CAMPING,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00021,ITEM00021,B0E7STG7881,SKU-3586,Laptop Stand,4,2025-01-28,2025-01-31,2,0,57.560000,USD,7.540000,,2.500000,USD,1.270000,USD,16.510000,USD,0.410000,USD,5.250000,USD,3.240000,USD,Used,Note for condition 21,Refurbished Warrnty,Changed mind,f,IOSS,IOSS-94857,f,t,t,Store-69,MarketplaceFacilitator,Amazon Services,2024-12-31 18:11:28,158.980000,USD,Pending,MPIDRANDOM,9,1,1,massage chair,product_5,Waystar Royco,violet,33,Elegant,ELECTRONIC_ADAPTER,1,OTHER
amazon_selling_partner.public,ORDER00022,ITEM00022,B0E7STG8292,SKU-6048,Phone Case,8,2025-01-23,2025-02-02,9,6,17.240000,USD,4.220000,,3.360000,USD,1.430000,USD,7.050000,USD,3.960000,USD,7.950000,USD,2.770000,USD,Used,Note for condition 22,Refurbished,Delayed delivery,t,IOSS,IOSS-12197,t,t,t,Store-76,MarketplaceFacilitator,Amazon Services,2025-01-02 18:11:28,232.220000,USD,Unshipped,MPIDRANDOM,6,10,1,jacket,product_5,Waystar Royco,blue,Gifting Sizing Kit,Modern,CLOTHING,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00023,ITEM00023,B0E7STG8471,SKU-8716,Phone Case,2,2025-01-24,2025-01-31,3,7,77.920000,USD,3.980000,,7.400000,USD,1.590000,USD,13.750000,USD,1.700000,USD,14.950000,USD,2.850000,USD,Used,Note for condition 23,Open Box,Changed mind,f,IOSS,IOSS-19534,t,f,t,Store-37,MarketplaceFacilitator,Amazon Services,2025-01-22 18:11:28,429.850000,USD,PartiallyShipped,MPIDRANDOM,10,6,1,cable subscription,product_5,Waystar Royco,turquoise,Sizing Kit,"Modern, Elegant",CAMPING,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00024,ITEM00024,B0E7STG9249,SKU-5608,Laptop Stand,1,2025-01-27,2025-02-02,10,9,23.440000,USD,4.430000,,0.890000,USD,0.450000,USD,19.140000,USD,3.010000,USD,12.240000,USD,4.560000,USD,Used,Note for condition 24,Any,Found cheaper,t,IOSS,IOSS-71047,f,f,t,Store-58,MarketplaceFacilitator,Amazon Services,2025-01-18 18:11:28,347.770000,USD,PartiallyShipped,MPIDRANDOM,9,0,1,laptop,product_5,Waystar Royco,green,1,Heritage,ELECTRONIC_ADAPTER,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00025,ITEM00025,B0E7STG4870,SKU-7467,Wireless Mouse,10,2025-01-25,2025-02-02,10,4,88.540000,USD,2.390000,,5.380000,USD,0.230000,USD,12.260000,USD,4.780000,USD,7.950000,USD,2.010000,USD,Used,Note for condition 25,Other,Changed mind,f,IOSS,IOSS-26701,f,t,t,Store-67,MarketplaceFacilitator,Amazon Services,2025-01-19 18:11:28,232.420000,USD,PartiallyShipped,MPIDRANDOM,10,9,1,banker's lamp,product_5,Waystar Royco,yellow,2,Traditional,PET_SUPPLIES,1,OTHER
amazon_selling_partner.public,ORDER00026,ITEM00026,B0E7STG6228,SKU-9441,Laptop Stand,8,2025-01-28,2025-01-31,6,1,13.710000,USD,7.430000,,8.910000,USD,0.210000,USD,11.110000,USD,2.120000,USD,5.160000,USD,2.250000,USD,Used,Note for condition 26,New,Changed mind,t,IOSS,IOSS-23171,t,f,f,Store-50,MarketplaceFacilitator,Amazon Services,2025-01-18 18:11:28,396.000000,USD,PartiallyShipped,MPIDRANDOM,0,3,1,standing desk,product_5,Waystar Royco,beige,3,Horizon,FOOD,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00027,ITEM00027,B0E7STG3370,SKU-6840,Laptop Stand,3,2025-01-27,2025-01-30,1,3,31.630000,USD,6.940000,,1.830000,USD,1.760000,USD,12.870000,USD,4.390000,USD,14.460000,USD,0.250000,USD,Used,Note for condition 27,New,Found cheaper,f,IOSS,IOSS-61231,f,f,f,Store-4,MarketplaceFacilitator,Amazon Services,2025-01-17 18:11:28,237.940000,USD,PartiallyShipped,MPIDRANDOM,1,6,1,water bottle,product_1,Waystar Royco,brown,4,Vertical,FOOD,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00028,ITEM00028,B0E7STG6880,SKU-2287,Phone Case,7,2025-01-23,2025-02-02,3,6,69.740000,USD,1.520000,,6.830000,USD,1.240000,USD,13.880000,USD,3.630000,USD,2.650000,USD,4.890000,USD,Used,Note for condition 28,Mint,Found cheaper,t,IOSS,IOSS-43779,f,f,t,Store-39,MarketplaceFacilitator,Amazon Services,2025-01-20 18:11:28,465.260000,USD,PartiallyShipped,MPIDRANDOM,8,0,1,iphone 16s,product_1,Waystar Royco,black,5,Ugly,PET_SUPPLIES,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00029,ITEM00029,B0E7STG6108,SKU-8166,Bluetooth Speaker,1,2025-01-27,2025-01-29,8,2,42.980000,USD,8.150000,,0.110000,USD,1.610000,USD,0.230000,USD,3.340000,USD,3.980000,USD,4.580000,USD,Used,Note for condition 29,Very Good,Found cheaper,t,IOSS,IOSS-86958,f,t,f,Store-2,MarketplaceFacilitator,Amazon Services,2025-01-10 18:11:28,410.120000,USD,PartiallyShipped,MPIDRANDOM,9,2,1,golden doodle puppy,product_1,Waystar Royco,orange,6,Sleek,CAMPING,1,OTHER
amazon_selling_partner.public,ORDER00030,ITEM00030,B0E7STG3881,SKU-5774,Bluetooth Speaker,4,2025-01-24,2025-01-29,1,8,7.910000,USD,9.950000,,7.800000,USD,0.660000,USD,1.030000,USD,2.320000,USD,13.850000,USD,2.310000,USD,Used,Note for condition 30,Acceptable,Changed mind,t,IOSS,IOSS-41846,f,t,f,Store-84,MarketplaceFacilitator,Amazon Services,2025-01-23 18:11:28,93.620000,USD,PartiallyShipped,MPIDRANDOM,3,6,1,flatscreen TV,product_1,Waystar Royco,topaz,7,"Cool, Sleek",FOOD,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00031,ITEM00031,B0E7STG6463,SKU-1958,Bluetooth Speaker,1,2025-01-23,2025-01-29,4,6,60.690000,USD,2.470000,,0.900000,USD,1.670000,USD,7.040000,USD,3.990000,USD,11.590000,USD,1.150000,USD,Used,Note for condition 31,Poor,Delayed delivery,f,IOSS,IOSS-17820,t,t,t,Store-2,MarketplaceFacilitator,Amazon Services,2025-01-20 18:11:28,32.030000,USD,PartiallyShipped,MPIDRANDOM,2,3,1,massage chair,product_1,Waystar Royco,pearl,8,Awful,FOOD,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00032,ITEM00032,B0E7STG1307,SKU-7614,Bluetooth Speaker,2,2025-01-25,2025-01-29,7,6,31.310000,USD,8.040000,,3.660000,USD,1.030000,USD,13.920000,USD,2.870000,USD,17.820000,USD,1.190000,USD,Used,Note for condition 32,Club,Delayed delivery,t,IOSS,IOSS-67307,t,f,f,Store-97,MarketplaceFacilitator,Amazon Services,2024-12-31 18:11:28,262.960000,USD,PartiallyShipped,MPIDRANDOM,4,8,1,jacket,product_1,Waystar Royco,teal,8,Smelly,FOOD,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00033,ITEM00033,B0E2STG2962,SKU-3393,Wireless Mouse,1,2025-01-23,2025-01-29,7,2,25.670000,USD,4.650000,,0.660000,USD,1.460000,USD,10.250000,USD,0.540000,USD,14.650000,USD,3.310000,USD,Used,Note for condition 33,OEM,Delayed delivery,f,IOSS,IOSS-49892,t,t,f,Store-82,MarketplaceFacilitator,Amazon Services,2025-01-05 18:11:28,264.480000,USD,PartiallyShipped,MPIDRANDOM,4,3,1,cable subscription,product_1,Waystar Royco,sage,9,Nice,FOOD,1,OTHER
amazon_selling_partner.public,ORDER00034,ITEM00034,B0E7STG4686,SKU-6358,Bluetooth Speaker,8,2025-01-26,2025-02-02,2,3,36.740000,USD,9.040000,,0.700000,USD,0.710000,USD,1.090000,USD,3.460000,USD,2.330000,USD,0.990000,USD,Used,Note for condition 34,Warranty,Found cheaper,t,IOSS,IOSS-30255,f,t,t,Store-82,MarketplaceFacilitator,Amazon Services,2025-01-23 18:11:28,455.390000,USD,PartiallyShipped,MPIDRANDOM,4,7,1,laptop,product_1,Waystar Royco,peach,10,Brutalist,CLOTHING,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00035,ITEM00035,B0E7STG7897,SKU-6477,Bluetooth Speaker,6,2025-01-24,2025-02-02,6,0,46.670000,USD,3.890000,,1.230000,USD,1.950000,USD,14.050000,USD,1.520000,USD,18.790000,USD,1.290000,USD,Used,Note for condition 35,Refurbished Warrnty,Delayed delivery,t,IOSS,IOSS-23883,t,f,f,Store-2,MarketplaceFacilitator,Amazon Services,2025-01-27 18:11:28,461.860000,USD,PartiallyShipped,MPIDRANDOM,4,0,1,banker's lamp,product_1,Waystar Royco,indigo,11,Minimalist,PET_SUPPLIES,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00036,ITEM00036,B0E7STG1150,SKU-8433,Laptop Stand,1,2025-01-28,2025-01-30,1,8,75.060000,USD,6.840000,,6.490000,USD,0.220000,USD,19.470000,USD,2.060000,USD,1.460000,USD,3.340000,USD,Used,Note for condition 36,Refurbished,Found cheaper,f,IOSS,IOSS-98530,f,t,f,Store-77,MarketplaceFacilitator,Amazon Services,2025-01-18 18:11:28,145.690000,USD,PartiallyShipped,MPIDRANDOM,1,6,1,standing desk,product_1,Waystar Royco,navy blue,12,Maximilist,ELECTRONIC_ADAPTER,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00037,ITEM00037,B0E7STG4612,SKU-4439,Wireless Mouse,2,2025-01-24,2025-02-01,7,9,86.570000,USD,2.670000,,3.240000,USD,1.050000,USD,13.700000,USD,3.400000,USD,19.920000,USD,1.810000,USD,Used,Note for condition 37,Open Box,Found cheaper,t,IOSS,IOSS-77124,f,t,t,Store-32,MarketplaceFacilitator,Amazon Services,2025-01-02 18:11:28,132.710000,USD,PartiallyShipped,MPIDRANDOM,7,7,1,water bottle,product_2,Waystar Royco,royal blue,13,Postmodern,ELECTRONIC_ADAPTER,1,OTHER
amazon_selling_partner.public,ORDER00038,ITEM00038,B0E7STG1246,SKU-3843,Bluetooth Speaker,4,2025-01-25,2025-02-02,10,6,55.930000,USD,6.390000,,1.420000,USD,1.050000,USD,4.050000,USD,0.770000,USD,9.920000,USD,1.430000,USD,Used,Note for condition 38,Any,Delayed delivery,f,IOSS,IOSS-30498,f,t,f,Store-5,MarketplaceFacilitator,Amazon Services,2025-01-06 18:11:28,22.060000,USD,PartiallyShipped,MPIDRANDOM,6,3,1,iphone 16s,product_2,Waystar Royco,pink,14,Elegant,PET_SUPPLIES,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00039,ITEM00039,B0E7STG5474,SKU-8888,Laptop Stand,2,2025-01-26,2025-01-31,7,3,95.660000,USD,9.920000,,9.410000,USD,0.560000,USD,12.130000,USD,4.430000,USD,19.090000,USD,2.130000,USD,Used,Note for condition 39,Other,Delayed delivery,t,IOSS,IOSS-58617,f,f,f,Store-19,MarketplaceFacilitator,Amazon Services,2025-01-06 18:11:28,83.040000,USD,PartiallyShipped,MPIDRANDOM,2,9,1,golden doodle puppy,product_2,Waystar Royco,baby blue,15,Modern,CLOTHING,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00040,ITEM00040,B0E7STG6072,SKU-2125,Wireless Mouse,7,2025-01-24,2025-01-31,10,9,48.440000,USD,4.880000,,5.210000,USD,0.750000,USD,9.990000,USD,2.200000,USD,15.570000,USD,1.000000,USD,Used,Note for condition 40,New,Found cheaper,t,IOSS,IOSS-61753,f,t,f,Store-3,MarketplaceFacilitator,Amazon Services,2025-01-11 18:11:28,42.820000,USD,Unfulfillable,MPIDRANDOM,9,5,1,flatscreen TV,product_2,Waystar Royco,rose,16,"Modern, Elegant",FOOD,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00041,ITEM00041,B0E7STG4480,SKU-4855,Wireless Mouse,1,2025-01-23,2025-01-29,5,1,54.180000,USD,2.090000,,6.960000,USD,0.760000,USD,7.180000,USD,4.290000,USD,18.610000,USD,1.410000,USD,Used,Note for condition 41,Mint,Found cheaper,f,IOSS,IOSS-82549,t,t,f,Store-80,MarketplaceFacilitator,Amazon Services,2025-01-14 18:11:28,48.860000,USD,Unfulfillable,MPIDRANDOM,8,3,1,massage chair,product_2,Waystar Royco,grey,17,Heritage,CAMPING,1,OTHER
amazon_selling_partner.public,ORDER00042,ITEM00042,B0E7STG5204,SKU-4873,Phone Case,6,2025-01-25,2025-02-01,8,10,48.180000,USD,0.790000,,2.150000,USD,0.740000,USD,9.170000,USD,4.960000,USD,18.920000,USD,1.760000,USD,Used,Note for condition 42,Very Good,Changed mind,t,IOSS,IOSS-36633,f,f,t,Store-80,MarketplaceFacilitator,Amazon Services,2025-01-23 18:11:28,410.260000,USD,Unfulfillable,MPIDRANDOM,6,7,1,jacket,product_2,Waystar Royco,citrine,32,Traditional,CLOTHING,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00043,ITEM00043,B0E7STG2857,SKU-6298,Wireless Mouse,5,2025-01-23,2025-02-01,5,2,16.930000,USD,8.560000,,6.430000,USD,0.660000,USD,10.820000,USD,4.530000,USD,10.050000,USD,3.850000,USD,Used,Note for condition 43,Acceptable,Found cheaper,t,UOSS,IOSS-60775,t,t,t,Store-92,MarketplaceFacilitator,Amazon Services,2025-01-26 18:11:28,331.240000,USD,Unfulfillable,MPIDRANDOM,10,4,1,cable subscription,product_2,Waystar Royco,coral,33,Horizon,CLOTHING,1,VARIATION_PARENT
