maprojid,projectid,adopt_citycost,spent_ccexempt,plannedcommit_noncitycost,allocate_citycost,spent_total_checkbooknyc,spent_noncitycost,magency,adopt_ccexempt,plannedcommit_citycost,plannedcommit_nccother,allocate_nccother,commit_total,allocate_total,adopt_nccfederal,description,spent_nccstate,maxdate,spent_nccfederal,commit_citycost,magencyacro
071HLCN014,HLCN014,0.0,0.0,0.0,0.0,0.0,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PROJECT RENEWAL , INC. - NEW PROVIDENCE BACKUP GENERATOR",0.0,2027-06-01T00:00:00.000,0.0,0.0,DHS
850HLDNSICT2,HLDNSICT2,173000.0,0.0,0.0,173000.0,0.0,0.0,850,0.0,173000.0,0.0,0.0,0.0,173000.0,0.0,MOUNT SINAI HOSPITAL OF QUEENS RADIATION-ONCOLOGY CT SIMULAT,0.0,2029-06-01T00:00:00.000,0.0,0.0,DDC
111PO187-PR4,PO187-PR4,179000.0,0.0,0.0,179000.0,0.0,0.0,111,0.0,121000.0,0.0,0.0,0.0,179000.0,0.0,HALM JPWOD SINGLE COLOR JET PRESS,0.0,2032-06-01T00:00:00.000,0.0,0.0,UK
841HBBA24138,HBBA24138,41467000.0,0.0,0.0,39758003.36,443767.37,0.0,841,0.0,39758000.0,0.0,0.0,831617.96,39758003.36,0.0,Pelham Bay Park Equestrian over Amtrak- CSX BIN 2241380,0.0,2030-06-01T00:00:00.000,0.0,831617.96,DOT
801PV394WSBD,PV394WSBD,4800000.0,0.0,0.0,25722.0,4229524.0,0.0,801,0.0,26000.0,0.0,0.0,210788.86,25722.0,0.0,South Street Seaport - Water Street Bldg. Renovation,0.0,2026-06-01T00:00:00.000,0.0,210788.86,SBS
071HH115UNEU,HH115UNEU,2706000.0,0.0,0.0,1761178.57,944821.43,0.0,71,0.0,1350000.0,0.0,0.0,0.0,1761178.57,0.0,UNIVERSITY FAMILY RESIDENCE ROOF REPLACEMENT,0.0,2031-06-01T00:00:00.000,0.0,0.0,DHS
111PO187-25,PO187-25,347000.0,0.0,0.0,253284.0,0.0,0.0,111,0.0,234000.0,0.0,0.0,0.0,253284.0,0.0,OCCB PHOTO,0.0,2032-06-01T00:00:00.000,0.0,0.0,UK
806HAM21UPCC,HAM21UPCC,165000.0,0.0,0.0,165000.0,0.0,0.0,806,0.0,165000.0,0.0,0.0,0.0,165000.0,0.0,BATHROOM RENOVATION AT UNITY PLAZA COMMUNITY CENTER,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
850LQD122RO2,LQD122RO2,4141000.0,0.0,0.0,531863.65,169450.87,0.0,850,0.0,327000.0,0.0,0.0,2688621.56,531863.65,0.0,ROCHDALE VILLAGE - HVAC & Controls,0.0,2033-06-01T00:00:00.000,0.0,2688621.56,DDC
801PWDNCAH2,PWDNCAH2,0.0,0.0,0.0,0.0,0.0,0.0,801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Campaign Against Hunger -- Warehouse/Food Hub Acq,0.0,2026-06-01T00:00:00.000,0.0,0.0,SBS
850PWDNFOCHE,PWDNFOCHE,64000.0,0.0,0.0,-143.0,0.0,0.0,850,0.0,0.0,0.0,0.0,64143.0,-143.0,0.0,Friends of Crown Heights - Audio Visual Equipment,0.0,2029-06-01T00:00:00.000,0.0,64143.0,DDC
846P-408VAND,P-408VAND,2359000.0,0.0,0.0,1254.22,1798255.02,0.0,846,0.0,0.0,0.0,0.0,147299.96,1254.22,0.0,Vanderbilt Motor Parkway Repaving QG-718M,0.0,2028-06-01T00:00:00.000,0.0,147299.96,DPR
846P-1BILYRF,P-1BILYRF,208000.0,0.0,0.0,33156.13,132237.15,0.0,846,0.0,25000.0,0.0,0.0,7562.85,33156.13,0.0,Bailey Plgd public restroom building Roof Recon CNYG-1018MA1,0.0,2032-06-01T00:00:00.000,0.0,7562.85,DPR
850HLMTSIN,HLMTSIN,228000.0,0.0,0.0,18600.0,209400.0,0.0,850,0.0,0.0,0.0,0.0,0.0,18600.0,0.0,"MOUNT SINAI HOSPITAL,QUEENS CAMPUS",0.0,2027-06-01T00:00:00.000,0.0,0.0,DDC
826PR-136-L,PR-136-L,0.0,0.0,0.0,0.0,0.0,0.0,826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECON. DIGESTER MIXING EQUIPT/PIPING & GRINDERS @ PT.RICMOND,0.0,2026-06-01T00:00:00.000,0.0,0.0,DEP
801P-209MTPP,P-209MTPP,10915000.0,0.0,0.0,8863906.46,2487.54,0.0,801,0.0,9882000.0,0.0,0.0,1880223.24,8863906.46,0.0,Mount Prospect Park Improvements,0.0,2027-06-01T00:00:00.000,0.0,1880223.24,SBS
856PWD998MYA,PWD998MYA,0.0,0.0,0.0,0.0,0.0,0.0,856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANHATTAN YOUTH AEROSPACE,0.0,2027-06-01T00:00:00.000,0.0,0.0,DCAS
81937201301,37201301,9354000.0,0.0,0.0,1337988.78,6593032.9,0.0,819,0.0,1360000.0,0.0,0.0,991834.97,1337988.78,0.0,METROPOLITAN COMPLETE RENOVATION OF SIXTH FLOOR 6C MAIN BLDG,0.0,2031-06-01T00:00:00.000,0.0,991834.97,HHC
856PW293125D,PW293125D,67984000.0,0.0,0.0,67984000.0,0.0,0.0,856,0.0,67984000.0,0.0,0.0,0.0,67984000.0,0.0,125 WORTH STREET - FIRE ALARM -SPRINKLERS,0.0,2032-06-01T00:00:00.000,0.0,0.0,DCAS
850HL82JHMC,HL82JHMC,1364000.0,0.0,0.0,-200.3,1364200.3,0.0,850,0.0,0.0,0.0,0.0,0.0,-200.3,0.0,JAMAICA HOSPITAL MEDICAL CENTER,0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
826CSO-GC-SP,CSO-GC-SP,332000.0,28487.39,0.0,-261673.87,859046.02,519873.93,826,30000.0,116000.0,0.0,0.0,44984.11,-261673.87,0.0,CONSTRUCTION OF GOWANUS CANAL PILOT SPONGE PARK,519873.93,2026-06-01T00:00:00.000,0.0,29858.04,DEP
826R-156-L,R-156-L,100458000.0,909607.06,0.0,92000117.0,687266.01,0.0,826,100458000.0,92000000.0,0.0,0.0,7548275.94,92000117.0,0.0,RECONSTRUCT POWER DISTRIBUTION EQUIPMENT @ ROCKAWAY WWTP,0.0,2035-06-01T00:00:00.000,0.0,7548275.94,DEP
071HH112AUBR,HH112AUBR,9208000.0,0.0,0.0,4377210.1,4820179.71,0.0,71,0.0,8000.0,0.0,0.0,10610.19,4377210.1,0.0,AUBURN ADULT RESIDENCE - BATHROOM UPGRADE,0.0,2027-06-01T00:00:00.000,0.0,10610.19,DHS
806RAMALG,RAMALG,1000000.0,0.0,0.0,1000000.0,0.0,0.0,806,0.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,"AMALGAMATED WARBASSE HOUSES, INC.",0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
068JJZROSSLB,JJZROSSLB,250000.0,0.0,0.0,176941.99,73058.01,0.0,68,0.0,100000.0,0.0,0.0,0.0,176941.99,0.0,THE CROSSROADS JUVENILE CENTER - LIBRARY RENOVATION,0.0,2026-06-01T00:00:00.000,0.0,0.0,ACS
846P-312ITRY,P-312ITRY,1231000.0,0.0,0.0,31438.56,696786.19,0.0,846,0.0,0.0,0.0,0.0,0.0,31438.56,0.0,INWOOD HILL & FT TRYON PARKS M029-210M,0.0,2028-06-01T00:00:00.000,0.0,0.0,DPR
850LQWSADA,LQWSADA,45000.0,0.0,0.0,210.9,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,210.9,0.0,WOODSIDE ADA,0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
039LQLASEC,LQLASEC,97000.0,0.0,0.0,97000.0,0.0,0.0,39,0.0,97000.0,0.0,0.0,0.0,97000.0,0.0,LAURELTON - Security System Upgrade,0.0,2029-06-01T00:00:00.000,0.0,0.0,QPL
841HB1070BX,HB1070BX,17200000.0,0.0,0.0,17200000.0,0.0,0.0,841,0.0,12200000.0,0.0,0.0,0.0,17200000.0,0.0,Protective Coating of Various Bridges in the Bronx,0.0,2030-06-01T00:00:00.000,0.0,0.0,DOT
856PWD78SSCT,PWD78SSCT,232000.0,0.0,0.0,232000.0,0.0,0.0,856,0.0,200000.0,0.0,0.0,0.0,232000.0,0.0,360 ADAMS ST.- HVAC STATE SUPREME COURT,0.0,2028-06-01T00:00:00.000,0.0,0.0,DCAS
806HAM15SHGC,HAM15SHGC,560000.0,0.0,0.0,473.2,559526.8,0.0,806,0.0,0.0,0.0,0.0,0.0,473.2,0.0,STEBBINS AVENUE-HEWITT  PLACE INFRASTRUCTURE IMPROVEMENTS,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
850HH115UNFA,HH115UNFA,1802000.0,0.0,0.0,308975.77,598752.38,0.0,850,0.0,45000.0,0.0,0.0,580499.6,308975.77,0.0,UNIVERSITY FAMILY RESIDENCE - FIRE ALARM SYSTEM UPGRADE,0.0,2027-06-01T00:00:00.000,0.0,580499.6,DDC
819SAND67E,SAND67E,1783000.0,0.0,0.0,45078.0,18052789.67,16314867.67,819,0.0,44000.0,0.0,0.0,0.0,49210.33,16319000.0,COLER RECONSTRUCTION AS A RESULT OF SANDY - CATEGORY E,0.0,2026-06-01T00:00:00.000,16314867.67,0.0,HHC
801REDHOOK,REDHOOK,22422000.0,0.0,0.0,955628.59,11859499.75,0.0,801,0.0,2526000.0,0.0,0.0,5802256.02,955628.59,0.0,Red Hook Library,0.0,2026-06-01T00:00:00.000,0.0,5802256.02,SBS
850LNCL15CAS,LNCL15CAS,18867000.0,0.0,0.0,2353055.05,875925.71,0.0,850,0.0,2448000.0,0.0,0.0,13761515.95,2353055.05,0.0,CASTLE HILL: Partial Interior Renovation,0.0,2027-06-01T00:00:00.000,0.0,13761515.95,DDC
806LACONIA,LACONIA,250000.0,0.0,0.0,250000.0,0.0,0.0,806,0.0,250000.0,0.0,0.0,0.0,250000.0,0.0,NHS HOMEOWNERSHIP - LACONIA AVENUE,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
856PW77CONED,PW77CONED,13851000.0,0.0,0.0,145191.01,13705808.99,0.0,856,0.0,145000.0,0.0,0.0,0.0,145191.01,0.0,Network Operations Center & Network Protector for 11 MTC,0.0,2033-06-01T00:00:00.000,0.0,0.0,DCAS
850P-413QCF1,P-413QCF1,11445000.0,0.0,0.0,1766083.38,362513.36,0.0,850,0.0,1834000.0,0.0,0.0,7985793.99,1766083.38,0.0,QUEENS CTY FARM MUSEUM PHASE 2 FARMLAND RESTORATION,0.0,2027-06-01T00:00:00.000,0.0,7985793.99,DDC
806RDAMPSIP,RDAMPSIP,500000.0,0.0,0.0,500000.0,0.0,0.0,806,0.0,2668000.0,0.0,0.0,0.0,500000.0,0.0,"Banana Kelly Community Improvement Association -  DAMP SIP |CONS|CONSTRUCTION                            |500000|0|0|0|0|202606|PRV|PRESERVATION                                                               |
2026|CPS FP    |HD|DN852|806|AP5|DAYTON TOWE",0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
850LNCA10YRK,LNCA10YRK,736000.0,0.0,0.0,44181.85,277309.28,0.0,850,0.0,1000.0,0.0,0.0,200.07,44181.85,0.0,YORKVILLE - New Boiler,0.0,2026-06-01T00:00:00.000,0.0,200.07,DDC
826PS-295,PS-295,93346000.0,3166552.62,0.0,28081731.72,0.0,0.0,826,93346000.0,28080000.0,0.0,0.0,62097715.66,28081731.72,0.0,RECONSTRUCTION AT MERSEREAU PUMPING STATION,0.0,2035-06-01T00:00:00.000,0.0,62097715.66,DEP
856PW266TOIL,PW266TOIL,19798000.0,0.0,0.0,19798000.0,0.0,0.0,856,0.0,19798000.0,0.0,0.0,0.0,19798000.0,0.0,125 WORTH ST.- CODE COMPLIANT TOILET UPGRADES,0.0,2031-06-01T00:00:00.000,0.0,0.0,DCAS
801HUNTLUMP,HUNTLUMP,420000.0,0.0,10320000.0,420000.0,0.0,0.0,801,0.0,420000.0,0.0,0.0,0.0,10740000.0,10320000.0,Lump Sum - Hunts Point,0.0,2033-06-01T00:00:00.000,0.0,0.0,SBS
126PV409SYM4,PV409SYM4,15564000.0,0.0,0.0,15564000.0,0.0,0.0,126,0.0,15564000.0,0.0,0.0,0.0,15564000.0,0.0,"SSP - Sym. Space - Lobby, Cafe and Patrons Lounge Renovation",0.0,2034-06-01T00:00:00.000,0.0,0.0,DCLA
846P-1CROALG,P-1CROALG,789000.0,0.0,0.0,52200.0,221492.35,0.0,846,0.0,2000.0,0.0,0.0,271329.28,52200.0,0.0,CROTONA PARK INDIAN LAKE ALGAE REDUCTION,0.0,2032-06-01T00:00:00.000,0.0,271329.28,DPR
806RBRYANT,RBRYANT,500000.0,0.0,0.0,500000.0,0.0,0.0,806,0.0,500000.0,0.0,0.0,0.0,500000.0,0.0,"1553-55 Bryant Avenue, Bronx",0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
856PW77207EL,PW77207EL,9831000.0,0.0,0.0,9831000.0,0.0,0.0,856,0.0,9831000.0,0.0,0.0,0.0,9831000.0,0.0,1932 ARTHUR AVE.- ELECTRICAL UPGRADES,0.0,2031-06-01T00:00:00.000,0.0,0.0,DCAS
806HAM24MRTA,HAM24MRTA,11215000.0,0.0,0.0,9645279.58,0.0,0.0,806,0.0,11215000.0,0.0,0.0,1569720.42,9645279.58,0.0,ROOF WORK AT THROGGS NECK ADDITION,0.0,2026-06-01T00:00:00.000,0.0,1569720.42,HPD
850HLDNCATHL,HLDNCATHL,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CATHOLIC MANAGED LONG TERM CARE,0.0,2032-06-01T00:00:00.000,0.0,0.0,DDC
850PWDNMSOUP,PWDNMSOUP,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,St. John's Bread and Life Program-Mobile Soup Kitchen Vehicl,0.0,2032-06-01T00:00:00.000,0.0,0.0,DDC
126PV274ELV2,PV274ELV2,0.0,0.0,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYHOS - New York Hall of Science - Elevator,0.0,2028-06-01T00:00:00.000,0.0,0.0,DCLA
850PV262-AUD,PV262-AUD,10262000.0,0.0,0.0,1119545.23,7571025.26,0.0,850,0.0,959000.0,0.0,0.0,206945.65,1119545.23,0.0,Brooklyn Children's Museum Auditorium,0.0,2033-06-01T00:00:00.000,0.0,206945.65,DDC
826WI-284-L,WI-284-L,195280000.0,90949685.06,0.0,34785997.75,62898759.8,0.0,826,195280000.0,37977000.0,0.0,0.0,69544317.19,34785997.75,0.0,RECONSTRUCTION OF PRIMARY TANKS AT WARDS ISLAND WPCP,0.0,2033-06-01T00:00:00.000,0.0,69544317.19,DEP
850PV467-CRG,PV467-CRG,31133000.0,0.0,0.0,1634616.9,25220626.91,0.0,850,0.0,1560000.0,0.0,0.0,784391.58,1634616.9,0.0,CLG - MANHATTAN CLASS COMPANY - Initial Outfitting,0.0,2026-06-01T00:00:00.000,0.0,784391.58,DDC
846P-312JHFA,P-312JHFA,384000.0,0.0,0.0,104000.0,165201.35,0.0,846,0.0,113000.0,0.0,0.0,101612.04,104000.0,0.0,J. Hood Wright Rec. Center: Fire Alarm Reconstruction,0.0,2032-06-01T00:00:00.000,0.0,101612.04,DPR
056SANDCD2,SANDCD2,21000.0,0.0,128000.0,10874.18,77584.0,67458.18,56,0.0,11000.0,0.0,0.0,23674.2,93741.8,174000.0,MOUNTED TROOP E,0.0,2026-06-01T00:00:00.000,67458.18,0.0,NYPD
846P-201MDLT,P-201MDLT,1506000.0,0.0,0.0,250304.39,691914.07,0.0,846,0.0,250000.0,0.0,0.0,47500.95,250304.39,0.0,Middleton Playground - Phase 1 Renovations B022-121M,0.0,2029-06-01T00:00:00.000,0.0,47500.95,DPR
039LQHBW/D,LQHBW/D,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOWARD BEACH WINDOWS/DOORS,0.0,2026-06-01T00:00:00.000,0.0,0.0,QPL
111PO163CASE,PO163CASE,12725000.0,0.0,0.0,2409.48,9935468.02,0.0,111,0.0,0.0,0.0,0.0,0.0,2409.48,0.0,CASE MANAGEMENT PROJECT,0.0,2033-06-01T00:00:00.000,0.0,0.0,UK
125AGHAMVEH,AGHAMVEH,54000.0,0.0,0.0,54000.0,0.0,0.0,125,0.0,54000.0,0.0,0.0,0.0,54000.0,0.0,Hamilton Madison Transportation Vehicles,0.0,2027-06-01T00:00:00.000,0.0,0.0,DFTA
846P-1RNQRMP,P-1RNQRMP,7283000.0,0.0,0.0,773200.28,370002.49,0.0,846,0.0,724000.0,0.0,0.0,5694404.62,773200.28,0.0,Reconstruction of Ranaqua M&O Storehouse Ramp - X002-220M,0.0,2032-06-01T00:00:00.000,0.0,5694404.62,DPR
111PO187-PR3,PO187-PR3,319000.0,0.0,0.0,214733.0,104267.0,0.0,111,0.0,146000.0,0.0,0.0,0.0,214733.0,0.0,"MBO FOLDER 26"" X 50""",0.0,2031-06-01T00:00:00.000,0.0,0.0,UK
850LBM08WBRF,LBM08WBRF,1650000.0,0.0,0.0,14173.85,1342112.23,0.0,850,0.0,0.0,0.0,0.0,18711.0,14173.85,0.0,WILLIAMSBURG - Roof Replacment,0.0,2029-06-01T00:00:00.000,0.0,18711.0,DDC
801WILLETINF,WILLETINF,51939000.0,18771156.51,0.0,-324524.87,51938524.87,0.0,801,18771000.0,0.0,0.0,0.0,325000.0,-324524.87,0.0,Willets Point Redevelopment Infrastructure,0.0,2033-06-01T00:00:00.000,0.0,325000.0,SBS
042BA017-015,BA017-015,75000.0,0.0,0.0,604.0,74396.0,0.0,42,0.0,1000.0,0.0,0.0,0.0,604.0,0.0,25th Street Plaza Security Cameras,0.0,2027-06-01T00:00:00.000,0.0,0.0,CUNY
038LBC16RHIT,LBC16RHIT,200000.0,0.0,0.0,200000.0,0.0,0.0,38,0.0,200000.0,0.0,0.0,0.0,200000.0,0.0,RED HOOK MULTIMEDIA ROOM,0.0,2026-06-01T00:00:00.000,0.0,0.0,BPL
856CO283SG,CO283SG,0.0,0.0,0.0,0.0,0.0,0.0,856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100 CENTRE ST. - SAFETY GRATINGS,0.0,2026-06-01T00:00:00.000,0.0,0.0,DCAS
806HAM20PSCC,HAM20PSCC,1869000.0,0.0,0.0,1638252.0,0.0,0.0,806,0.0,1638000.0,0.0,0.0,230748.0,1638252.0,0.0,PARKSIDE COMMUNITY CENTER UPGRADE,0.0,2026-06-01T00:00:00.000,0.0,230748.0,HPD
850HL82AIDSC,HL82AIDSC,58000.0,0.0,0.0,-52.0,58052.0,0.0,850,0.0,0.0,0.0,0.0,0.0,-52.0,0.0,AIDS Service Center of NY,0.0,2027-06-01T00:00:00.000,0.0,0.0,DDC
806HAM25MARB,HAM25MARB,300000.0,0.0,0.0,300000.0,0.0,0.0,806,0.0,300000.0,0.0,0.0,0.0,300000.0,0.0,MARBLE HILL COMMUNITY CENTER RENOVATION,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
826SF-BNR-CI,SF-BNR-CI,91888000.0,63172693.78,0.0,26064244.24,54003544.78,0.0,826,91888000.0,21000000.0,0.0,0.0,2651061.98,26064244.24,0.0,STEP FEED BNR AT CONEY ISLAND & ROCKAWAY WPCPs,0.0,2027-06-01T00:00:00.000,0.0,2651061.98,DEP
850CO272ELC2,CO272ELC2,2861000.0,0.0,0.0,700515.56,8591994.55,8216818.17,850,0.0,550000.0,0.0,0.0,292453.37,1341552.08,0.0,45 MONROE PL - ELECTRICAL / FA UPGRADE,8216818.17,2026-06-01T00:00:00.000,0.0,3308.06,DDC
801C5215AB2,C5215AB2,148631000.0,0.0,0.0,16398409.7,65484.63,8466507.8,801,0.0,0.0,0.0,0.0,35707.91,19880901.9,9681000.0,St. George Ferry Terminal,1023782.8,2027-06-01T00:00:00.000,7442725.0,35707.91,SBS
846P-1CPIDPG,P-1CPIDPG,3927000.0,0.0,0.0,1266632.0,0.0,0.0,846,0.0,1052000.0,0.0,0.0,1665757.9,1266632.0,0.0,CPI- Ph 3 Dawson Playground RC,0.0,2032-06-01T00:00:00.000,0.0,1665757.9,DPR
071HH112FAFC,HH112FAFC,1693000.0,0.0,0.0,1693000.0,0.0,0.0,71,0.0,1693000.0,0.0,0.0,0.0,1693000.0,0.0,FRANKLIN'S WOMEN'S SHELTER - FACADE REHABILITATION,0.0,2034-06-01T00:00:00.000,0.0,0.0,DHS
856PW77417SW,PW77417SW,5719000.0,0.0,0.0,5313816.62,0.0,0.0,856,0.0,5244000.0,0.0,0.0,316282.6,5313816.62,0.0,120-55 QUEENS BLVD.- SITE WORK,0.0,2031-06-01T00:00:00.000,0.0,316282.6,DCAS
071HH112HMED,HH112HMED,500000.0,0.0,0.0,460000.0,25000.0,0.0,71,0.0,460000.0,0.0,0.0,15000.0,460000.0,0.0,HARLEM 1 - ELECTRICAL PANEL UPGRADE,0.0,2028-06-01T00:00:00.000,0.0,15000.0,DHS
846P-1ARAELV,P-1ARAELV,895000.0,0.0,0.0,275000.0,0.0,0.0,846,0.0,214000.0,0.0,0.0,600905.23,275000.0,0.0,Citywide Services Shops Elevator Recon X360-121MA,0.0,2032-06-01T00:00:00.000,0.0,600905.23,DPR
039LQHOQVTEC,LQHOQVTEC,530000.0,0.0,0.0,530000.0,0.0,0.0,39,0.0,530000.0,0.0,0.0,0.0,530000.0,0.0,HOLLIS AND QUEENS VILLAGE TECHNOLOGY UPGRADE,0.0,2029-06-01T00:00:00.000,0.0,0.0,QPL
846P-105GRNW,P-105GRNW,1174000.0,0.0,0.0,1090258.01,0.0,0.0,846,0.0,1090000.0,0.0,0.0,4233.22,1090258.01,0.0,Greenpatch on Walton Upgrades,0.0,2028-06-01T00:00:00.000,0.0,4233.22,DPR
850LNCA13HAM,LNCA13HAM,22381000.0,0.0,0.0,3576564.19,5496378.07,0.0,850,0.0,3517000.0,0.0,0.0,8556584.05,3576564.19,0.0,HAMILTON FISH: REHABILITATION,0.0,2031-06-01T00:00:00.000,0.0,8556584.05,DDC
056SANDWARE,SANDWARE,1562000.0,0.0,14047000.0,1562000.0,0.0,0.0,56,0.0,1562000.0,0.0,0.0,0.0,15609000.0,14047000.0,23RD STR WAREHOUSE RECONSTRUCTION,0.0,2028-06-01T00:00:00.000,0.0,0.0,NYPD
846P-202CPST,P-202CPST,748000.0,0.0,0.0,323091.32,369167.11,0.0,846,0.0,65000.0,0.0,0.0,0.0,323091.32,0.0,Cadman Plaza Turf -- To replace the turf at Cadman Plaza.,0.0,2029-06-01T00:00:00.000,0.0,0.0,DPR
056SANDCD08,SANDCD08,86000.0,0.0,638000.0,70099.72,121326.8,105426.52,56,0.0,71000.0,0.0,0.0,37676.0,694997.2,768000.0,TRANSIT DISTRICT 23 ELECTRICAL,0.0,2026-06-01T00:00:00.000,105426.52,0.0,NYPD
806HAM09SINB,HAM09SINB,326000.0,0.0,0.0,10761.0,272523.06,0.0,806,0.0,10000.0,0.0,0.0,42715.94,10761.0,0.0,STANLEY ISAACS NEIGHBORHOOD CENTER SENIOR CENTER KITCHEN,0.0,2026-06-01T00:00:00.000,0.0,42715.94,HPD
850HHDNWOMAN,HHDNWOMAN,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Women In Need, Inc. - I/O",0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
856PW326DOF4,PW326DOF4,16499000.0,0.0,0.0,183033.52,13264048.97,0.0,856,0.0,0.0,0.0,0.0,2970966.82,183033.52,0.0,"DOF - 144-06 94TH AVENUE, QUEENS - LEASE RENEWAL",0.0,2029-06-01T00:00:00.000,0.0,2970966.82,DCAS
