latitude,location_type,city,address_type,x_coordinate_state_plane,borough,landmark,complaint_type,created_date,:@computed_region_efsh_h5xi,community_board,longitude-open_data_channel_type
40.723345,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-15T09:35:52.000,14508,08 QUEENS,-73.799873-ONLINE
40.698146,Street/Sidewalk,BROOKLYN,ADDRESS,1007848,BROOKLYN,LINDEN STREET,Illegal Parking,2025-12-11T23:08:22.000,13828,04 BROOKLYN,-73.915092-MOBILE
40.699458,Street/Sidewalk,WOODHAVEN,ADDRESS,1024887,QUEENS,WOODHAVEN BOULEVARD,Illegal Parking,2025-12-12T17:34:22.000,24017,09 QUEENS,-73.85266-MOBILE
40.675399,Street/Sidewalk,BROOKLYN,ADDRESS,1013692,BROOKLYN,WYONA STREET,Illegal Parking,2025-12-22T13:19:05.000,17214,05 BROOKLYN,-73.894096-ONLINE
40.742489,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,997535,QUEENS,50 AVENUE,Illegal Parking,2025-12-21T13:56:11.000,16858,02 QUEENS,-73.951848-MOBILE
40.669873,Street/Sidewalk,JAMAICA,ADDRESS,1039614,QUEENS,132 AVENUE,Illegal Parking,2025-12-15T07:21:19.000,24671,12 QUEENS,-73.800422-ONLINE
40.723345,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-11T08:35:33.000,14508,08 QUEENS,-73.799873-ONLINE
40.616119,Street/Sidewalk,BROOKLYN,ADDRESS,996035,BROOKLYN,AVENUE N,Illegal Parking,2025-12-14T22:13:17.000,13513,14 BROOKLYN,-73.957242-ONLINE
40.623412,Street/Sidewalk,BROOKLYN,ADDRESS,981875,BROOKLYN,72 STREET,Illegal Parking,2025-12-10T10:17:40.000,13511,10 BROOKLYN,-74.008386-MOBILE
40.730733,Street/Sidewalk,BROOKLYN,ADDRESS,997815,BROOKLYN,GREENPOINT AVENUE,Illegal Parking,2025-12-11T09:25:59.000,18182,01 BROOKLYN,-73.95111-MOBILE
40.672731,Street/Sidewalk,BROOKLYN,ADDRESS,1011845,BROOKLYN,GLENMORE AVENUE,Illegal Parking,2025-12-22T18:50:34.000,17214,05 BROOKLYN,-73.90056-MOBILE
40.695749,Street/Sidewalk,JAMAICA,ADDRESS,1040719,QUEENS,157 STREET,Illegal Parking,2025-12-12T16:35:54.000,24668,12 QUEENS,-73.796555-MOBILE
40.805901,Street/Sidewalk,NEW YORK,ADDRESS,999427,MANHATTAN,WEST 123 STREET,Illegal Parking,2025-12-23T09:05:43.000,12424,10 MANHATTAN,-73.945683-ONLINE
40.743072,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,996424,QUEENS,50 AVENUE,Illegal Parking,2025-12-22T13:27:02.000,16858,02 QUEENS,-73.954735-MOBILE
40.68058,Street/Sidewalk,BROOKLYN,ADDRESS,986524,BROOKLYN,HOYT STREET,Illegal Parking,2025-12-18T11:02:34.000,13514,06 BROOKLYN,-73.992018-MOBILE
40.75842,Street/Sidewalk,NEW YORK,ADDRESS,989654,MANHATTAN,WEST 48 STREET,Illegal Parking,2025-12-19T20:31:13.000,12082,05 MANHATTAN,-73.97984-MOBILE
40.723345,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-13T13:01:48.000,14508,08 QUEENS,-73.799873-ONLINE
40.741886,Street/Sidewalk,NEW YORK,ADDRESS,987985,MANHATTAN,EAST 25 STREET,Illegal Parking,2025-12-11T08:25:16.000,12073,05 MANHATTAN,-73.985803-MOBILE
40.760364,Street/Sidewalk,BAYSIDE,ADDRESS,1044640,QUEENS,42 AVENUE,Illegal Parking,2025-12-10T13:59:06.000,14196,11 QUEENS,-73.782056-ONLINE
40.758602,Street/Sidewalk,ASTORIA,ADDRESS,1006386,QUEENS,38 STREET,Illegal Parking,2025-12-16T10:42:28.000,16860,01 QUEENS,-73.920079-MOBILE
40.691478,Street/Sidewalk,BROOKLYN,ADDRESS,1004506,BROOKLYN,GREENE AVENUE,Illegal Parking,2025-12-21T12:30:13.000,18181,03 BROOKLYN,-73.926391-MOBILE
40.692909,Street/Sidewalk,BROOKLYN,ADDRESS,987780,BROOKLYN,JAY STREET,Illegal Parking,2025-12-17T16:54:24.000,16865,02 BROOKLYN,-73.98766-MOBILE
40.827935,Street/Sidewalk,BRONX,ADDRESS,1006304,BRONX,SHERIDAN AVENUE,Illegal Parking,2025-12-12T09:08:12.000,10929,04 BRONX,-73.920643-ONLINE
40.758238,Street/Sidewalk,NEW YORK,ADDRESS,985690,MANHATTAN,WEST 41 STREET,Illegal Parking,2025-12-12T07:51:59.000,12080,04 MANHATTAN,-73.994831-ONLINE
40.581817,Street/Sidewalk,BROOKLYN,ADDRESS,996354,BROOKLYN,BRIGHTON 11 STREET,Illegal Parking,2025-12-22T10:43:29.000,13826,13 BROOKLYN,-73.956022-MOBILE
40.730759,Street/Sidewalk,NEW YORK,ADDRESS,988318,MANHATTAN,EAST 12 STREET,Illegal Parking,2025-12-19T08:29:36.000,11724,03 MANHATTAN,-73.985322-MOBILE
40.735714,Street/Sidewalk,NEW YORK,ADDRESS,982036,MANHATTAN,WEST 11 STREET,Illegal Parking,2025-12-15T07:36:43.000,12077,02 MANHATTAN,-74.008061-ONLINE
40.726699,Street/Sidewalk,BROOKLYN,ADDRESS,997282,BROOKLYN,MESEROLE AVENUE,Illegal Parking,2025-12-13T04:41:35.000,18182,01 BROOKLYN,-73.95318-MOBILE
40.751985,Street/Sidewalk,NEW YORK,ADDRESS,983929,MANHATTAN,WEST 30 STREET,Illegal Parking,2025-12-23T16:22:28.000,11722,04 MANHATTAN,-74.001704-MOBILE
40.754756,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,1006938,QUEENS,44 STREET,Illegal Parking,2025-12-14T18:20:49.000,16858,01 QUEENS,-73.918355-ONLINE
40.754603,Street/Sidewalk,CORONA,ADDRESS,1021161,QUEENS,35 AVENUE,Illegal Parking,2025-12-21T01:54:47.000,14510,03 QUEENS,-73.866813-MOBILE
40.586968,Street/Sidewalk,BROOKLYN,ADDRESS,1003058,BROOKLYN,SHORE PARKWAY,Illegal Parking,2025-12-13T15:57:38.000,13826,15 BROOKLYN,-73.93209-MOBILE
40.699026,Street/Sidewalk,BROOKLYN,ADDRESS,1005730,BROOKLYN,WILSON AVENUE,Illegal Parking,2025-12-18T13:08:49.000,13828,04 BROOKLYN,-73.922268-MOBILE
40.68852,Street/Sidewalk,BROOKLYN,ADDRESS,995018,BROOKLYN,LAFAYETTE AVENUE,Illegal Parking,2025-12-17T08:09:12.000,13829,02 BROOKLYN,-73.961136-MOBILE
40.755645,Street/Sidewalk,CORONA,ADDRESS,1023159,QUEENS,109 STREET,Illegal Parking,2025-12-16T14:11:20.000,14510,03 QUEENS,-73.85905-MOBILE
40.730733,Street/Sidewalk,BROOKLYN,ADDRESS,997815,BROOKLYN,GREENPOINT AVENUE,Illegal Parking,2025-12-11T09:24:00.000,18182,01 BROOKLYN,-73.95111-MOBILE
40.704036,Street/Sidewalk,NEW YORK,ADDRESS,980580,MANHATTAN,BOWLING GREEN,Illegal Parking,2025-12-18T13:42:27.000,11725,01 MANHATTAN,-74.013749-ONLINE
40.620886,Street/Sidewalk,STATEN ISLAND,ADDRESS,960575,STATEN ISLAND,YOUNG STREET,Illegal Parking,2025-12-20T09:52:24.000,10691,01 STATEN ISLAND,-74.08463-ONLINE
40.75588,Street/Sidewalk,CORONA,ADDRESS,1021098,QUEENS,34 AVENUE,Illegal Parking,2025-12-21T01:52:47.000,14510,03 QUEENS,-73.867056-MOBILE
40.634109,Street/Sidewalk,,INTERSECTION,975203,BROOKLYN,,Illegal Parking,2025-12-19T09:19:30.000,17216,10 BROOKLYN,-74.032595-MOBILE
40.617562,Street/Sidewalk,BROOKLYN,ADDRESS,976445,BROOKLYN,GELSTON AVENUE,Illegal Parking,2025-12-15T22:00:40.000,17216,10 BROOKLYN,-74.028117-MOBILE
40.704587,Street/Sidewalk,BROOKLYN,ADDRESS,999631,BROOKLYN,MANHATTAN AVENUE,Illegal Parking,2025-12-16T00:14:49.000,17213,01 BROOKLYN,-73.945297-ONLINE
40.825933,Street/Sidewalk,BRONX,ADDRESS,1013298,BRONX,EAST 167 STREET,Illegal Parking,2025-12-18T07:49:24.000,10937,02 BRONX,-73.895197-ONLINE
40.754153,Street/Sidewalk,NEW YORK,ADDRESS,983450,MANHATTAN,11 AVENUE,Illegal Parking,2025-12-18T21:49:14.000,11722,04 MANHATTAN,-74.005075-MOBILE
40.613054,Street/Sidewalk,BROOKLYN,ADDRESS,989872,BROOKLYN,65 STREET,Illegal Parking,2025-12-15T12:34:49.000,16867,11 BROOKLYN,-73.979546-MOBILE
40.753267,Street/Sidewalk,NEW YORK,ADDRESS,983356,MANHATTAN,WEST 30 STREET,Illegal Parking,2025-12-16T20:52:57.000,11722,04 MANHATTAN,-74.002841-MOBILE
40.746562,Street/Sidewalk,WOODSIDE,ADDRESS,1010084,QUEENS,57 STREET,Illegal Parking,2025-12-22T09:19:29.000,14787,02 QUEENS,-73.906658-ONLINE
40.675399,Street/Sidewalk,BROOKLYN,ADDRESS,1013692,BROOKLYN,WYONA STREET,Illegal Parking,2025-12-22T08:55:29.000,17214,05 BROOKLYN,-73.894096-ONLINE
40.703859,Street/Sidewalk,JAMAICA,ADDRESS,1040660,QUEENS,GUY R BREWER BOULEVARD,Illegal Parking,2025-12-13T18:19:58.000,24340,12 QUEENS,-73.795967-MOBILE
40.767047,Street/Sidewalk,FLUSHING,ADDRESS,1040626,QUEENS,169 STREET,Illegal Parking,2025-12-18T12:55:20.000,14193,07 QUEENS,-73.796759-ONLINE
40.752432,Street/Sidewalk,NEW YORK,ADDRESS,983629,MANHATTAN,WEST 30 STREET,Illegal Parking,2025-12-23T16:20:18.000,11722,04 MANHATTAN,-74.002436-MOBILE
40.745384,Street/Sidewalk,ELMHURST,ADDRESS,1014415,QUEENS,74 STREET,Illegal Parking,2025-12-14T19:49:39.000,14784,04 QUEENS,-73.890874-ONLINE
40.704535,Street/Sidewalk,BROOKLYN,ADDRESS,999205,BROOKLYN,LEONARD STREET,Illegal Parking,2025-12-23T23:55:42.000,17213,01 BROOKLYN,-73.946891-ONLINE
40.874268,Street/Sidewalk,BRONX,ADDRESS,1011177,BRONX,KINGSBRIDGE TERRACE,Illegal Parking,2025-12-16T14:35:36.000,11606,08 BRONX,-73.90236-MOBILE
40.606769,Street/Sidewalk,BROOKLYN,ADDRESS,987811,BROOKLYN,STILLWELL AVENUE,Illegal Parking,2025-12-18T09:22:01.000,17616,11 BROOKLYN,-73.987492-MOBILE
40.725646,Street/Sidewalk,MASPETH,ADDRESS,1010450,QUEENS,55 DRIVE,Illegal Parking,2025-12-12T08:09:19.000,14788,05 QUEENS,-73.905579-MOBILE
40.852479,Street/Sidewalk,BRONX,ADDRESS,1030679,BRONX,EAST 194 STREET,Illegal Parking,2025-12-13T01:17:56.000,11270,10 BRONX,-73.832172-MOBILE
40.60017,Street/Sidewalk,BROOKLYN,ADDRESS,997093,BROOKLYN,EAST 18 STREET,Illegal Parking,2025-12-23T18:08:22.000,13512,15 BROOKLYN,-73.953453-ONLINE
40.696135,Street/Sidewalk,CAMBRIA HEIGHTS,ADDRESS,1055045,QUEENS,NASHVILLE BOULEVARD,Illegal Parking,2025-12-19T13:08:34.000,15311,13 QUEENS,-73.745031-MOBILE
40.743072,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,996424,QUEENS,50 AVENUE,Illegal Parking,2025-12-23T13:26:09.000,16858,02 QUEENS,-73.954735-MOBILE
40.703208,Street/Sidewalk,RIDGEWOOD,ADDRESS,1014685,QUEENS,65 PLACE,Illegal Parking,2025-12-18T13:03:16.000,15310,05 QUEENS,-73.890402-MOBILE
40.704036,Street/Sidewalk,NEW YORK,ADDRESS,980580,MANHATTAN,BOWLING GREEN,Illegal Parking,2025-12-12T15:02:01.000,11725,01 MANHATTAN,-74.013749-ONLINE
40.859345,Street/Sidewalk,BRONX,ADDRESS,1009366,BRONX,ANDREWS AVENUE,Illegal Parking,2025-12-17T08:04:32.000,10931,07 BRONX,-73.908885-MOBILE
40.806291,Street/Sidewalk,NEW YORK,ADDRESS,999424,MANHATTAN,WEST 123 STREET,Illegal Parking,2025-12-19T08:53:50.000,12424,10 MANHATTAN,-73.945434-PHONE
40.680278,Street/Sidewalk,BROOKLYN,ADDRESS,991632,BROOKLYN,BERGEN STREET,Illegal Parking,2025-12-15T08:05:39.000,17619,08 BROOKLYN,-73.973688-MOBILE
40.829985,Street/Sidewalk,BRONX,ADDRESS,1022439,BRONX,UNDERHILL AVENUE,Illegal Parking,2025-12-19T13:09:40.000,11610,09 BRONX,-73.862402-ONLINE
40.729931,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1036658,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-22T09:45:37.000,14507,08 QUEENS,-73.810428-ONLINE
40.75024,Street/Sidewalk,OAKLAND GARDENS,ADDRESS,1051721,QUEENS,HORACE HARDING EXPRESSWAY,Illegal Parking,2025-12-19T18:56:29.000,14506,11 QUEENS,-73.75524-ONLINE
40.626176,Street/Sidewalk,BROOKLYN,ADDRESS,977748,BROOKLYN,79 STREET,Illegal Parking,2025-12-13T21:49:50.000,17216,10 BROOKLYN,-74.023535-MOBILE
40.659843,Street/Sidewalk,BROOKLYN,ADDRESS,1014689,BROOKLYN,HEGEMAN AVENUE,Illegal Parking,2025-12-12T07:12:23.000,17214,05 BROOKLYN,-73.889968-MOBILE
40.61877,Street/Sidewalk,BROOKLYN,ADDRESS,987999,BROOKLYN,63 STREET,Illegal Parking,2025-12-12T16:46:00.000,16867,11 BROOKLYN,-73.98687-MOBILE
40.626176,Street/Sidewalk,BROOKLYN,ADDRESS,977748,BROOKLYN,79 STREET,Illegal Parking,2025-12-21T03:25:03.000,17216,10 BROOKLYN,-74.023535-MOBILE
40.808631,Street/Sidewalk,BRONX,ADDRESS,1005050,BRONX,EAST 137 STREET,Illegal Parking,2025-12-10T18:07:48.000,10932,01 BRONX,-73.924401-MOBILE
40.729931,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1036658,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-20T09:15:47.000,14507,08 QUEENS,-73.810428-ONLINE
40.785297,Street/Sidewalk,COLLEGE POINT,ADDRESS,1025680,QUEENS,117 STREET,Illegal Parking,2025-12-18T20:14:43.000,14191,07 QUEENS,-73.85065-MOBILE
40.726138,Street/Sidewalk,NEW YORK,ADDRESS,982166,MANHATTAN,HUDSON STREET,Illegal Parking,2025-12-13T15:08:04.000,12076,02 MANHATTAN,-74.00662-MOBILE
40.632536,Street/Sidewalk,BROOKLYN,ADDRESS,999598,BROOKLYN,NEW YORK AVENUE,Illegal Parking,2025-12-14T18:38:05.000,17217,17 BROOKLYN,-73.944398-MOBILE
40.59919,Street/Sidewalk,BROOKLYN,ADDRESS,999633,BROOKLYN,EAST 27 STREET,Illegal Parking,2025-12-16T18:47:08.000,13512,15 BROOKLYN,-73.944854-MOBILE
40.758822,Street/Sidewalk,ASTORIA,ADDRESS,1006380,QUEENS,38 STREET,Illegal Parking,2025-12-14T21:36:52.000,16860,01 QUEENS,-73.920563-MOBILE
40.812779,Street/Sidewalk,BRONX,ADDRESS,1008122,BRONX,EAST 147 STREET,Illegal Parking,2025-12-17T10:00:31.000,10933,01 BRONX,-73.914256-ONLINE
40.673013,Street/Sidewalk,BROOKLYN,ADDRESS,1019773,BROOKLYN,SUTTER AVENUE,Illegal Parking,2025-12-21T11:52:14.000,17215,05 BROOKLYN,-73.871713-MOBILE
40.743072,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,996424,QUEENS,50 AVENUE,Illegal Parking,2025-12-18T04:32:19.000,16858,02 QUEENS,-73.954735-MOBILE
40.672731,Street/Sidewalk,BROOKLYN,ADDRESS,1011845,BROOKLYN,GLENMORE AVENUE,Illegal Parking,2025-12-23T07:23:48.000,17214,05 BROOKLYN,-73.90056-MOBILE
40.755182,Street/Sidewalk,CORONA,ADDRESS,1020560,QUEENS,34 AVENUE,Illegal Parking,2025-12-20T22:46:09.000,14510,03 QUEENS,-73.868725-ONLINE
40.755651,Street/Sidewalk,WOODSIDE,ADDRESS,1009780,QUEENS,32 AVENUE,Illegal Parking,2025-12-18T18:50:49.000,14787,01 QUEENS,-73.907904-ONLINE
40.627149,Street/Sidewalk,BROOKLYN,ADDRESS,1004307,BROOKLYN,UTICA AVENUE,Illegal Parking,2025-12-23T10:29:02.000,13825,18 BROOKLYN,-73.927395-MOBILE
40.797282,Street/Sidewalk,NEW YORK,ADDRESS,993849,MANHATTAN,COLUMBUS AVENUE,Illegal Parking,2025-12-16T13:48:08.000,12422,07 MANHATTAN,-73.965772-ONLINE
40.723345,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-10T16:33:34.000,14508,08 QUEENS,-73.799873-ONLINE
40.787073,Street/Sidewalk,COLLEGE POINT,ADDRESS,1025647,QUEENS,117 STREET,Illegal Parking,2025-12-22T12:33:09.000,14191,07 QUEENS,-73.850758-ONLINE
40.762815,Street/Sidewalk,FLUSHING,ADDRESS,1039681,QUEENS,166 STREET,Illegal Parking,2025-12-18T00:58:27.000,14193,07 QUEENS,-73.800083-MOBILE
40.634946,Street/Sidewalk,BROOKLYN,ADDRESS,1006278,BROOKLYN,FARRAGUT ROAD,Illegal Parking,2025-12-22T13:42:47.000,13825,18 BROOKLYN,-73.920865-MOBILE
40.758655,Street/Sidewalk,EAST ELMHURST,ADDRESS,1019821,QUEENS,97 STREET,Illegal Parking,2025-12-13T23:14:40.000,14511,03 QUEENS,-73.871743-MOBILE
40.703003,Street/Sidewalk,BROOKLYN,ADDRESS,1007940,BROOKLYN,GREENE AVENUE,Illegal Parking,2025-12-14T22:40:41.000,13828,04 BROOKLYN,-73.914455-MOBILE
40.878753,Street/Sidewalk,BRONX,ADDRESS,1010119,BRONX,GODWIN TERRACE,Illegal Parking,2025-12-23T06:20:05.000,11272,08 BRONX,-73.906624-ONLINE
40.726699,Street/Sidewalk,BROOKLYN,ADDRESS,997282,BROOKLYN,MESEROLE AVENUE,Illegal Parking,2025-12-11T10:14:11.000,18182,01 BROOKLYN,-73.95318-MOBILE
40.686201,Street/Sidewalk,BROOKLYN,ADDRESS,985922,BROOKLYN,COURT STREET,Illegal Parking,2025-12-18T07:58:33.000,16865,06 BROOKLYN,-73.993751-MOBILE
40.814416,Street/Sidewalk,NEW YORK,ADDRESS,998950,MANHATTAN,WEST 132 STREET,Illegal Parking,2025-12-23T12:35:15.000,12424,10 MANHATTAN,-73.94697-ONLINE
40.59919,Street/Sidewalk,BROOKLYN,ADDRESS,999633,BROOKLYN,EAST 27 STREET,Illegal Parking,2025-12-17T08:51:41.000,13512,15 BROOKLYN,-73.944854-MOBILE
40.773364,Street/Sidewalk,ASTORIA,ADDRESS,1011105,QUEENS,42 STREET,Illegal Parking,2025-12-17T07:32:05.000,16862,01 QUEENS,-73.903168-MOBILE
40.83415,Street/Sidewalk,BRONX,ADDRESS,1011685,BRONX,EAST 170 STREET,Illegal Parking,2025-12-14T22:31:56.000,10934,03 BRONX,-73.900991-MOBILE
40.729931,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1036658,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-23T08:50:45.000,14507,08 QUEENS,-73.810428-ONLINE
40.824615,Street/Sidewalk,NEW YORK,ADDRESS,1000630,MANHATTAN,8 AVENUE,Illegal Parking,2025-12-20T13:34:35.000,13097,10 MANHATTAN,-73.941412-MOBILE
40.775193,Street/Sidewalk,LITTLE NECK,ADDRESS,1055162,QUEENS,BROOKSIDE STREET,Illegal Parking,2025-12-17T05:19:16.000,14505,11 QUEENS,-73.744082-MOBILE
40.726699,Street/Sidewalk,BROOKLYN,ADDRESS,997282,BROOKLYN,MESEROLE AVENUE,Illegal Parking,2025-12-17T04:43:18.000,18182,01 BROOKLYN,-73.95318-MOBILE
40.612056,Street/Sidewalk,BROOKLYN,ADDRESS,981886,BROOKLYN,85 STREET,Illegal Parking,2025-12-15T09:27:06.000,13511,11 BROOKLYN,-74.008504-MOBILE
40.759971,Street/Sidewalk,NEW YORK,ADDRESS,989372,MANHATTAN,WEST 49 STREET,Illegal Parking,2025-12-13T15:38:33.000,12082,05 MANHATTAN,-73.981612-MOBILE
40.581629,Street/Sidewalk,,INTERSECTION,1033276,QUEENS,,Illegal Parking,2025-12-22T08:49:28.000,20532,14 QUEENS,-73.823503-ONLINE
40.874268,Street/Sidewalk,BRONX,ADDRESS,1011177,BRONX,KINGSBRIDGE TERRACE,Illegal Parking,2025-12-16T14:31:16.000,11606,08 BRONX,-73.90236-MOBILE
40.771384,Street/Sidewalk,NEW YORK,ADDRESS,988904,MANHATTAN,COLUMBUS AVENUE,Illegal Parking,2025-12-11T16:22:16.000,12420,07 MANHATTAN,-73.983198-MOBILE
40.591528,Street/Sidewalk,STATEN ISLAND,ADDRESS,931301,STATEN ISLAND,VICTORY BOULEVARD,Illegal Parking,2025-12-15T08:30:41.000,10700,02 STATEN ISLAND,-74.19009-ONLINE
40.798499,Street/Sidewalk,NEW YORK,ADDRESS,992475,MANHATTAN,WEST 101 STREET,Illegal Parking,2025-12-20T15:46:58.000,12422,07 MANHATTAN,-73.970438-MOBILE
