source_relation,date_day,keyword_id,impressions,spend,currency,conversions,tap_installs,new_downloads,tap_new_downloads,redownloads,tap_redownloads,taps
"",2021-12-19,976093308,25,0,USD,0,0,0,0,0,0,0
"",2021-12-16,976093308,18,0,USD,0,0,0,0,0,0,0
"",2021-12-13,976093308,49,0,USD,0,0,0,0,0,0,0
"",2021-12-18,976093308,29,0,USD,0,0,0,0,0,0,0
"",2021-12-09,976093308,119,2.47,USD,0,0,0,0,0,0,4
"",2021-12-15,976093308,56,0.82,USD,0,0,0,0,0,0,1
"",2021-12-17,976093308,7,1.49,USD,0,0,0,0,0,0,1
"",2021-12-13,976093309,35,0,USD,0,0,0,0,0,0,0
"",2021-12-14,976093309,1,0,USD,0,0,0,0,0,0,0
"",2021-12-15,976093309,34,0,USD,0,0,0,0,0,0,0
"",2021-12-16,976093309,49,0,USD,0,0,0,0,0,0,0
"",2021-12-09,976093309,10,0,USD,0,0,0,0,0,0,0
"",2021-12-11,976093309,15,0,USD,0,0,0,0,0,0,0
"",2021-12-19,976093309,11,0,USD,0,0,0,0,0,0,0
"",2021-12-12,976093309,25,0,USD,0,0,0,0,0,0,0
"",2021-12-17,976093309,7,0,USD,0,0,0,0,0,0,0
"",2021-12-18,976093309,28,0.13,USD,0,0,0,0,0,0,1
"",2021-12-10,976093309,23,0.77,USD,0,0,0,0,0,0,1
"",2021-12-15,976093310,45,0,USD,0,0,0,0,0,0,0
"",2021-12-18,976093310,38,0,USD,0,0,0,0,0,0,0
"",2021-12-12,976093310,30,0,USD,0,0,0,0,0,0,0
"",2021-12-17,976093310,5,0,USD,0,0,0,0,0,0,0
"",2021-12-13,976093310,74,0,USD,0,0,0,0,0,0,0
"",2021-12-20,976093310,9,0,USD,0,0,0,0,0,0,0
"",2021-12-19,976093310,57,0,USD,0,0,0,0,0,0,0
"",2021-12-16,976093310,49,0.97,USD,0,0,0,0,0,0,1
"",2021-12-11,976093310,28,1.14,USD,0,0,0,0,0,0,1
"",2021-12-09,976093310,134,0.78,USD,0,0,0,0,0,0,2
"",2021-12-11,976093311,1,0,USD,0,0,0,0,0,0,0
"",2021-12-19,976093311,2,0,USD,0,0,0,0,0,0,0
"",2021-12-16,976093311,4,0,USD,0,0,0,0,0,0,0
"",2021-12-15,976093311,1,0,USD,0,0,0,0,0,0,0
"",2021-12-10,976093311,7,0,USD,0,0,0,0,0,0,0
"",2021-12-09,976093311,14,0,USD,0,0,0,0,0,0,0
"",2021-12-18,976093311,1,0,USD,0,0,0,0,0,0,0
"",2021-12-13,976093311,11,1,USD,0,0,0,0,0,0,1
"",2021-12-12,976093311,5,1.39,USD,0,0,0,0,0,0,1
"",2021-12-12,976093312,6,0,USD,0,0,0,0,0,0,0
"",2021-12-13,976093312,38,0,USD,0,0,0,0,0,0,0
"",2021-12-15,976093312,57,0.66,USD,0,0,0,0,0,0,2
"",2021-12-14,976093312,29,0.05,USD,0,0,0,0,0,0,1
"",2021-12-11,976093312,13,0.56,USD,0,0,0,0,0,0,1
"",2021-12-09,976093312,199,4.24,USD,0,0,0,0,0,0,4
"",2021-12-20,976093312,10,0.13,USD,0,0,0,0,0,0,1
"",2021-12-17,976093312,8,0.13,USD,0,0,0,0,0,0,1
"",2021-12-16,976093312,31,1.43,USD,0,0,0,0,0,0,1
"",2021-12-15,976093314,1,0,USD,0,0,0,0,0,0,0
"",2021-12-19,983951492,1,0,USD,0,0,0,0,0,0,0
"",2023-06-08,976093308,112,14.91,USD,6,6,6,6,0,0,14
"",2024-12-03,976093308,81,10.94,USD,5,5,5,5,0,0,10
"",2023-05-14,976093308,139,13.6,USD,6,6,6,6,0,0,12
"",2021-12-17,976093308,28,8.31,USD,1,1,1,1,0,0,2
"",2024-12-23,976093308,72,15.9,USD,2,2,2,2,0,0,5
"",2025-06-27,976093308,115,6.03,USD,3,3,3,3,0,0,6
"",2023-04-17,976093308,19,11.83,USD,1,1,1,1,0,0,1
"",2025-09-22,976093308,132,8.05,USD,5,5,5,5,0,0,10
"",2024-07-17,976093308,102,9.47,USD,1,1,1,1,0,0,11
"",2022-05-07,976093308,175,3.18,USD,0,0,0,0,0,0,1
"",2024-09-20,976093309,35,17.77,USD,0,0,0,0,0,0,5
"",2022-09-26,976093309,148,6.97,USD,0,0,0,0,0,0,20
"",2025-05-31,976093309,56,17.18,USD,1,1,1,1,0,0,3
"",2023-10-06,976093309,36,15.95,USD,1,1,1,1,0,0,3
"",2024-08-29,976093309,112,18.12,USD,0,0,0,0,0,0,13
"",2025-09-19,976093310,63,7.8,USD,0,0,0,0,0,0,6
"",2022-11-07,976093310,41,2.74,USD,1,1,1,1,0,0,2
"",2025-07-02,976093310,200,11.37,USD,6,6,6,6,0,0,15
"",2025-07-28,976093310,181,14.25,USD,7,7,7,7,0,0,15
"",2024-05-01,976093310,193,15.88,USD,10,10,10,10,0,0,27
"",2024-08-20,976093310,79,19.73,USD,1,1,1,1,0,0,11
"",2025-12-03,976093310,191,15.17,USD,1,1,1,1,0,0,28
"",2022-11-15,976093310,78,3.66,USD,4,4,4,4,0,0,9
"",2025-05-23,976093307,177,16.28,USD,5,5,5,5,0,0,25
"",2025-11-13,976093307,72,13.25,USD,1,1,1,1,0,0,1
"",2023-08-19,976093307,50,9.21,USD,2,2,2,2,0,0,6
"",2025-02-12,976093307,136,11.2,USD,3,3,3,3,0,0,20
"",2022-01-25,976093307,171,4.05,USD,1,1,1,1,0,0,18
"",2023-06-08,976093307,95,7.14,USD,3,3,3,3,0,0,7
"",2023-10-13,976093307,29,12.71,USD,1,1,1,1,0,0,2
"",2023-09-09,976093307,115,12.01,USD,0,0,0,0,0,0,1
"",2023-04-15,976093307,13,15.96,USD,0,0,0,0,0,0,1
"",2022-05-25,976093306,63,16.32,USD,1,1,1,1,0,0,6
"",2024-06-30,976093306,14,4.22,USD,0,0,0,0,0,0,1
"",2024-10-12,976093306,60,14.56,USD,0,0,0,0,0,0,4
"",2025-06-17,976093306,24,13.87,USD,0,0,0,0,0,0,3
"",2024-06-01,976093306,12,14.57,USD,1,1,1,1,0,0,1
"",2023-10-25,976093305,147,11.5,USD,1,1,1,1,0,0,8
"",2022-08-28,976093305,174,1.21,USD,4,4,4,4,0,0,22
"",2025-06-10,976093305,63,9.77,USD,3,3,3,3,0,0,6
"",2023-09-06,976093305,76,9.55,USD,0,0,0,0,0,0,3
"",2022-01-07,976093305,93,2.4,USD,0,0,0,0,0,0,12
"",2022-01-11,976093305,26,7.54,USD,1,1,1,1,0,0,3
"",2023-11-07,976093305,198,6.37,USD,5,5,5,5,0,0,24
"",2022-02-15,976093305,171,1.7,USD,2,2,2,2,0,0,12
"",2022-09-14,976093305,77,7.48,USD,3,3,3,3,0,0,7
"",2022-12-22,976093304,187,2.17,USD,6,6,6,6,0,0,15
"",2025-09-03,976093304,170,3.05,USD,1,1,1,1,0,0,4
"",2024-11-29,976093304,46,19.05,USD,0,0,0,0,0,0,1
"",2023-11-01,976093304,122,15.23,USD,1,1,1,1,0,0,2
"",2022-11-14,976093304,71,14.24,USD,0,0,0,0,0,0,1
"",2022-12-14,976093304,147,6.52,USD,1,1,1,1,0,0,8
"",2025-09-20,976093304,105,9.56,USD,2,2,2,2,0,0,5
"",2025-05-29,976093304,123,2.4,USD,3,3,3,3,0,0,14
"",2024-02-27,976093313,167,7.28,USD,4,4,4,4,0,0,8
"",2023-10-20,976093313,135,15.96,USD,0,0,0,0,0,0,12
"",2024-05-21,976093313,105,13.47,USD,1,1,1,1,0,0,7
"",2025-02-03,976093313,187,6.08,USD,5,5,5,5,0,0,11
"",2024-11-18,976093313,145,14.4,USD,8,8,8,8,0,0,16
"",2024-11-20,976093313,138,8.89,USD,2,2,2,2,0,0,17
"",2021-12-08,976093313,191,17.1,USD,3,3,3,3,0,0,13
"",2023-11-29,976093313,124,11.5,USD,1,1,1,1,0,0,1
"",2021-12-25,976093313,86,9.59,USD,1,1,1,1,0,0,1
"",2025-08-04,976093314,195,19.88,USD,13,13,13,13,0,0,27
"",2025-07-26,976093314,200,9.71,USD,5,5,5,5,0,0,15
"",2024-06-28,976093314,149,10.77,USD,3,3,3,3,0,0,6
"",2022-10-16,976093314,196,4.32,USD,1,1,1,1,0,0,9
"",2023-01-28,976093314,16,7.14,USD,0,0,0,0,0,0,1
"",2024-01-17,976093312,31,10.59,USD,0,0,0,0,0,0,4
"",2023-01-01,976093312,152,14.28,USD,1,1,1,1,0,0,6
"",2025-12-01,976093312,153,9.67,USD,1,1,1,1,0,0,16
"",2025-12-12,976093312,88,9.22,USD,4,4,4,4,0,0,8
"",2025-09-28,976093311,89,2.96,USD,1,1,1,1,0,0,2
"",2023-10-20,976093311,128,16.62,USD,1,1,1,1,0,0,9
"",2022-10-17,976093311,47,14.33,USD,0,0,0,0,0,0,4
"",2022-07-03,976093311,175,3.98,USD,0,0,0,0,0,0,3
"",2022-04-01,976093311,130,4.18,USD,5,5,5,5,0,0,14
"",2024-02-24,976093311,20,9.33,USD,1,1,1,1,0,0,2
"",2022-05-03,976093311,157,10.1,USD,1,1,1,1,0,0,16
"",2024-09-21,983951490,64,12.9,USD,1,1,1,1,0,0,4
"",2024-04-12,983951490,166,7.86,USD,6,6,6,6,0,0,16
"",2022-01-22,983951490,97,9.37,USD,1,1,1,1,0,0,3
"",2024-11-12,983951494,24,10.95,USD,0,0,0,0,0,0,1
"",2024-08-22,983951494,152,2.26,USD,1,1,1,1,0,0,7
"",2023-09-21,983951494,95,9.02,USD,3,3,3,3,0,0,8
"",2024-01-27,983951494,86,13.01,USD,1,1,1,1,0,0,5
"",2022-11-24,983951494,145,6.13,USD,2,2,2,2,0,0,7
"",2022-09-15,983951494,49,15.89,USD,2,2,2,2,0,0,7
"",2024-05-12,983951494,79,13.42,USD,0,0,0,0,0,0,10
"",2023-07-11,983951494,10,9.98,USD,0,0,0,0,0,0,1
"",2024-02-08,983951494,110,3.27,USD,2,2,2,2,0,0,5
"",2023-07-05,983951492,142,18.25,USD,2,2,2,2,0,0,10
"",2024-11-29,983951492,71,11.51,USD,0,0,0,0,0,0,7
"",2023-10-30,983951492,13,0.58,USD,0,0,0,0,0,0,1
"",2023-08-12,983951492,52,14.95,USD,0,0,0,0,0,0,7
"",2025-05-23,983951492,56,3.42,USD,1,1,1,1,0,0,1
"",2024-01-25,983951491,15,17.25,USD,0,0,0,0,0,0,1
"",2023-03-19,983951491,113,9.02,USD,5,5,5,5,0,0,10
"",2022-01-17,983951491,200,10.04,USD,2,2,2,2,0,0,5
"",2022-12-02,983951491,55,18.87,USD,0,0,0,0,0,0,5
"",2024-02-07,983951491,71,0.61,USD,4,4,4,4,0,0,10
"",2022-07-02,983951491,187,16.23,USD,0,0,0,0,0,0,23
"",2022-04-22,983951491,29,14.8,USD,0,0,0,0,0,0,2
"",2022-07-02,983951491,82,2.09,USD,2,2,2,2,0,0,10
"",2025-09-20,983951491,155,5.39,USD,1,1,1,1,0,0,7
"",2025-02-27,983951493,101,16.33,USD,2,2,2,2,0,0,9
"",2024-07-06,983951493,115,16.31,USD,2,2,2,2,0,0,5
"",2024-10-21,983951493,124,19.37,USD,1,1,1,1,0,0,1
"",2023-03-17,983951493,109,1.38,USD,3,3,3,3,0,0,8
"",2022-11-06,983951493,43,16.13,USD,1,1,1,1,0,0,1
"",2025-04-24,983951493,177,10.97,USD,9,9,9,9,0,0,21
"",2023-12-26,983951493,137,12.08,USD,2,2,2,2,0,0,11
"",2024-04-18,983951495,17,8.67,USD,0,0,0,0,0,0,1
"",2022-11-19,983951495,65,7.25,USD,1,1,1,1,0,0,3
"",2024-06-12,983951495,39,12.35,USD,1,1,1,1,0,0,5
"",2022-11-22,983951495,145,5.08,USD,0,0,0,0,0,0,10
"",2025-05-08,983951496,94,5.36,USD,1,1,1,1,0,0,1
"",2022-06-05,983951496,82,18.27,USD,4,4,4,4,0,0,8
"",2025-02-11,983951496,111,1.5,USD,5,5,5,5,0,0,12
"",2022-11-07,983951496,117,17.15,USD,4,4,4,4,0,0,9
"",2023-02-06,983951496,198,0.93,USD,0,0,0,0,0,0,9
"",2023-08-24,983951496,139,3.11,USD,4,4,4,4,0,0,18
"",2023-08-08,983951496,118,10.24,USD,0,0,0,0,0,0,2
"",2025-03-23,983951496,105,7.69,USD,3,3,3,3,0,0,9
"",2024-02-19,983951496,88,6.65,USD,1,1,1,1,0,0,7
"",2023-12-04,983951496,199,1.98,USD,7,7,7,7,0,0,23
"",2025-08-23,983951497,123,9.19,USD,1,1,1,1,0,0,5
"",2023-08-11,983951497,59,1.03,USD,0,0,0,0,0,0,3
"",2024-09-20,983951497,53,5.27,USD,0,0,0,0,0,0,7
"",2024-09-02,983951497,100,12.32,USD,5,5,5,5,0,0,13
"",2021-12-09,983951497,54,14.63,USD,0,0,0,0,0,0,7
"",2024-10-10,983951497,98,8.43,USD,0,0,0,0,0,0,2
"",2024-10-05,983951497,31,0.78,USD,0,0,0,0,0,0,2
"",2025-09-02,983951498,30,1.7,USD,1,1,1,1,0,0,1
"",2021-12-04,983951498,77,5.13,USD,1,1,1,1,0,0,3
"",2025-11-27,983951498,44,0.62,USD,0,0,0,0,0,0,3
"",2024-05-23,983951499,103,3.44,USD,1,1,1,1,0,0,8
"",2022-05-09,983951499,92,2.82,USD,1,1,1,1,0,0,4
"",2022-11-14,983951499,113,13.76,USD,3,3,3,3,0,0,12
"",2024-01-17,983951499,45,10.13,USD,1,1,1,1,0,0,3
"",2023-08-25,983951499,112,2.13,USD,1,1,1,1,0,0,2
"",2022-12-12,983951499,73,2.01,USD,5,5,5,5,0,0,10
"",2025-12-22,983951499,71,1.65,USD,1,1,1,1,0,0,7
"",2024-04-12,983951499,132,5.26,USD,2,2,2,2,0,0,16
"",2024-04-06,983951499,180,10.69,USD,3,3,3,3,0,0,6
"",2024-02-22,983951499,35,1.04,USD,0,0,0,0,0,0,3
"",2022-05-10,983951500,116,19.8,USD,2,2,2,2,0,0,10
"",2022-10-13,983951500,138,0.54,USD,4,4,4,4,0,0,10
"",2025-07-29,983951500,42,8.58,USD,0,0,0,0,0,0,1
"",2023-07-29,983951500,70,11.96,USD,1,1,1,1,0,0,10
"",2023-08-01,983951500,159,9.32,USD,2,2,2,2,0,0,15
"",2022-01-15,983951500,19,4.8,USD,1,1,1,1,0,0,1
"",2025-05-08,983951500,162,8.74,USD,4,4,4,4,0,0,14
"",2023-05-16,983951500,119,16.99,USD,1,1,1,1,0,0,6
"",2022-02-20,983951501,158,18.2,USD,5,5,5,5,0,0,13
"",2022-04-14,983951501,17,2.92,USD,0,0,0,0,0,0,2
"",2024-12-27,983951501,147,13.01,USD,3,3,3,3,0,0,13
"",2022-10-25,983951501,97,5.28,USD,4,4,4,4,0,0,11
"",2024-11-01,983951501,187,14.41,USD,0,0,0,0,0,0,10
"",2022-11-01,983951501,156,6.14,USD,11,11,11,11,0,0,22
"",2023-07-29,983951502,177,14.34,USD,1,1,1,1,0,0,24
"",2024-10-30,983951502,69,5.23,USD,1,1,1,1,0,0,10
"",2022-05-30,983951502,41,4.6,USD,1,1,1,1,0,0,3
"",2023-06-17,983951502,151,14.9,USD,1,1,1,1,0,0,8
"",2025-01-18,983951503,152,18.75,USD,1,1,1,1,0,0,6
"",2024-12-09,983951503,186,5.87,USD,0,0,0,0,0,0,3
"",2024-04-08,983951503,131,6.2,USD,1,1,1,1,0,0,16
"",2022-10-16,983951503,154,17.24,USD,0,0,0,0,0,0,13
"",2025-10-14,983951503,180,6.69,USD,0,0,0,0,0,0,3
"",2022-10-01,983951503,148,15.69,USD,3,3,3,3,0,0,12
"",2022-07-14,983951503,32,11.92,USD,0,0,0,0,0,0,2
"",2023-06-04,983951504,186,14.47,USD,3,3,3,3,0,0,19
"",2025-02-11,983951504,187,8.18,USD,4,4,4,4,0,0,16
"",2024-03-25,983951504,114,11.6,USD,1,1,1,1,0,0,10
"",2023-09-23,983951504,160,4.32,USD,1,1,1,1,0,0,6
"",2024-05-29,983951504,152,15.9,USD,6,6,6,6,0,0,15
"",2023-02-11,983951504,167,13.19,USD,9,9,9,9,0,0,19
"",2022-03-12,983951504,53,12.92,USD,0,0,0,0,0,0,4
"",2023-01-12,983951505,193,6.46,USD,0,0,0,0,0,0,14
"",2025-06-16,983951505,49,5.38,USD,0,0,0,0,0,0,6
"",2024-04-18,983951505,146,12.23,USD,4,4,4,4,0,0,11
"",2024-02-19,983951505,159,14.13,USD,1,1,1,1,0,0,12
"",2024-07-05,983951505,199,15.09,USD,0,0,0,0,0,0,20
"",2025-04-26,983951505,147,3.87,USD,2,2,2,2,0,0,10
"",2023-07-04,983951505,200,16.6,USD,0,0,0,0,0,0,3
"",2025-07-07,983951505,184,6.74,USD,6,6,6,6,0,0,17
"",2025-01-21,983951506,178,19.32,USD,10,10,10,10,0,0,24
"",2023-12-31,983951506,195,16.23,USD,5,5,5,5,0,0,14
"",2023-04-04,983951506,131,7.04,USD,1,1,1,1,0,0,12
"",2023-04-27,983951506,36,15.61,USD,1,1,1,1,0,0,2
"",2025-08-27,983951506,176,7.74,USD,4,4,4,4,0,0,11
"",2022-08-10,983951506,38,6.79,USD,0,0,0,0,0,0,1
"",2022-10-30,983951507,190,9.23,USD,3,3,3,3,0,0,18
"",2024-08-23,983951507,141,11.03,USD,2,2,2,2,0,0,5
"",2023-09-19,983951507,121,13,USD,3,3,3,3,0,0,10
"",2025-02-20,983951508,197,11.22,USD,7,7,7,7,0,0,15
"",2024-10-09,983951508,191,5.7,USD,9,9,9,9,0,0,22
"",2024-05-11,983951508,104,9.4,USD,1,1,1,1,0,0,1
"",2023-11-21,983951509,142,10.2,USD,5,5,5,5,0,0,16
"",2023-05-23,983951509,200,9.48,USD,3,3,3,3,0,0,16
"",2023-04-03,983951509,197,18.57,USD,2,2,2,2,0,0,10
"",2025-09-26,983951509,154,12.45,USD,0,0,0,0,0,0,23
"",2024-03-27,983951509,134,5.2,USD,2,2,2,2,0,0,12
"",2022-10-06,983951509,129,5.34,USD,3,3,3,3,0,0,15
"",2021-12-16,983951509,134,14.3,USD,5,5,5,5,0,0,14
"",2022-03-01,983951510,35,15.49,USD,2,2,2,2,0,0,4
"",2024-11-16,983951510,143,3.83,USD,1,1,1,1,0,0,6
"",2024-05-19,983951510,175,0.55,USD,1,1,1,1,0,0,1
"",2024-09-17,983951510,119,11.19,USD,2,2,2,2,0,0,17
"",2024-02-08,983951510,20,6.74,USD,0,0,0,0,0,0,3
"",2025-03-29,983951511,163,12.32,USD,1,1,1,1,0,0,2
"",2025-01-04,983951511,118,2.93,USD,0,0,0,0,0,0,1
"",2024-01-04,983951511,94,15.98,USD,1,1,1,1,0,0,1
"",2024-08-05,983951511,183,13.19,USD,10,10,10,10,0,0,20
"",2025-07-02,983951511,157,6.07,USD,5,5,5,5,0,0,16
"",2023-10-25,983951511,185,10.1,USD,3,3,3,3,0,0,10
"",2022-03-26,983951511,111,5.86,USD,1,1,1,1,0,0,15
"",2024-05-10,983951511,126,13.05,USD,3,3,3,3,0,0,16
"",2023-05-12,983951511,134,5.03,USD,5,5,5,5,0,0,15
"",2025-12-26,983951511,76,17.65,USD,5,5,5,5,0,0,11
"",2022-12-22,983951512,14,7.66,USD,1,1,1,1,0,0,2
"",2022-11-14,983951512,190,11.32,USD,4,4,4,4,0,0,16
"",2022-11-16,983951512,31,10.78,USD,0,0,0,0,0,0,3
"",2024-08-20,983951512,23,18.94,USD,0,0,0,0,0,0,1
"",2022-06-18,983951512,165,14.63,USD,0,0,0,0,0,0,3
"",2023-12-23,983951512,84,8.64,USD,2,2,2,2,0,0,11
"",2023-08-16,983951512,199,12.32,USD,2,2,2,2,0,0,5
"",2023-08-16,983951513,181,0.51,USD,11,11,11,11,0,0,23
"",2024-07-03,983951513,41,11.88,USD,2,2,2,2,0,0,6
"",2021-12-10,983951513,195,12.46,USD,6,6,6,6,0,0,15
"",2022-10-01,983951513,173,10.66,USD,3,3,3,3,0,0,8
"",2025-05-15,983951513,124,2.09,USD,0,0,0,0,0,0,15
"",2023-11-13,983951513,84,12.32,USD,3,3,3,3,0,0,11
"",2022-06-08,983951513,37,10.55,USD,1,1,1,1,0,0,4
"",2023-12-10,983951513,59,9.05,USD,0,0,0,0,0,0,5
"",2022-09-28,983951513,92,5.45,USD,1,1,1,1,0,0,7
"",2023-11-17,983951514,44,19.73,USD,1,1,1,1,0,0,3
"",2024-10-28,983951514,88,10.69,USD,4,4,4,4,0,0,11
"",2022-11-26,983951514,172,11.58,USD,7,7,7,7,0,0,24
"",2025-07-19,983951514,172,15.66,USD,0,0,0,0,0,0,21
"",2025-08-08,983951514,121,17.04,USD,0,0,0,0,0,0,11
"",2025-02-05,983951514,175,14.73,USD,1,1,1,1,0,0,17
"",2025-08-03,983951514,184,10.15,USD,1,1,1,1,0,0,22
"",2022-07-19,983951514,167,5.74,USD,4,4,4,4,0,0,13
"",2023-12-04,983951514,194,9.9,USD,1,1,1,1,0,0,28
"",2024-01-16,983951515,190,2.72,USD,5,5,5,5,0,0,21
"",2023-07-02,983951515,15,6.33,USD,1,1,1,1,0,0,1
"",2024-07-05,983951515,22,2.15,USD,1,1,1,1,0,0,1
"",2024-10-21,983951515,189,18.11,USD,4,4,4,4,0,0,12
"",2023-06-18,983951515,143,17.44,USD,3,3,3,3,0,0,11
"",2025-09-24,983951515,47,16.71,USD,1,1,1,1,0,0,3
"",2023-06-14,983951515,142,6.57,USD,0,0,0,0,0,0,2
"",2022-07-10,983951515,115,2.37,USD,0,0,0,0,0,0,3
"",2023-11-05,983951516,96,8.99,USD,2,2,2,2,0,0,10
"",2022-12-18,983951516,34,17.54,USD,0,0,0,0,0,0,5
"",2023-12-17,983951516,193,17.57,USD,0,0,0,0,0,0,14
"",2022-05-08,983951517,191,18.71,USD,11,11,11,11,0,0,23
"",2022-06-15,983951517,199,5.56,USD,6,6,6,6,0,0,20
"",2025-11-27,983951517,80,6.96,USD,3,3,3,3,0,0,12
"",2023-10-20,983951517,113,19.98,USD,0,0,0,0,0,0,1
"",2024-06-14,983951517,136,7.99,USD,2,2,2,2,0,0,6
"",2022-03-12,983951517,140,16.92,USD,7,7,7,7,0,0,15
"",2023-10-22,983951517,121,14.44,USD,3,3,3,3,0,0,9
"",2025-05-04,983951517,55,5.69,USD,0,0,0,0,0,0,1
"",2022-10-16,983951518,178,16.42,USD,2,2,2,2,0,0,13
"",2022-10-01,983951518,167,9.19,USD,4,4,4,4,0,0,19
"",2023-08-11,983951518,145,17.68,USD,5,5,5,5,0,0,19
"",2022-12-24,983951519,63,2.24,USD,1,1,1,1,0,0,7
"",2024-07-04,983951519,139,4.78,USD,1,1,1,1,0,0,1
"",2025-03-27,983951519,146,0.56,USD,7,7,7,7,0,0,18
"",2025-09-22,983951520,97,11.84,USD,1,1,1,1,0,0,3
"",2023-02-05,983951520,107,18.81,USD,1,1,1,1,0,0,13
"",2025-06-30,983951520,90,17.94,USD,3,3,3,3,0,0,7
"",2024-03-15,983951520,176,13.27,USD,0,0,0,0,0,0,6
"",2023-02-23,983951521,107,11.66,USD,0,0,0,0,0,0,7
"",2024-12-04,983951521,102,10.57,USD,0,0,0,0,0,0,3
"",2025-08-10,983951521,151,3.64,USD,2,2,2,2,0,0,16
"",2022-04-20,983951521,151,10.06,USD,0,0,0,0,0,0,1
"",2025-06-21,983951521,49,9.72,USD,2,2,2,2,0,0,4
"",2023-10-24,983951521,178,18.61,USD,5,5,5,5,0,0,18
"",2024-10-26,983951521,156,13.72,USD,2,2,2,2,0,0,4
"",2022-08-24,983951521,128,6.46,USD,1,1,1,1,0,0,10
"",2023-09-01,983951522,104,17.37,USD,1,1,1,1,0,0,9
"",2025-11-21,983951522,167,2.36,USD,3,3,3,3,0,0,7
"",2023-02-16,983951522,52,9.88,USD,1,1,1,1,0,0,7
"",2022-04-03,983951522,148,15.24,USD,8,8,8,8,0,0,20
"",2022-10-21,983951522,152,10.54,USD,2,2,2,2,0,0,21
"",2022-09-04,983951522,61,16.34,USD,1,1,1,1,0,0,3
"",2022-12-24,983951522,183,17.77,USD,3,3,3,3,0,0,23
