appseq,curtxyrate,calctxpsf,mintxyrate,precnsttax,yrenddt,owner_rndt,appliedabt,rate_pct,baseyrtxbl,installcost
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
12,0.0,7.563,0.0,0.0,2022-09-30T00:00:00.000,,2551.55,0.0,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
20,0.0,8.2309,0.0,0.0,2024-11-30T00:00:00.000,2022-06-10T00:00:00.000,4733.78,0.0,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
3,0.0,15.7962,0.0,0.0,2022-08-31T00:00:00.000,,1269.9,0.0,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
5,0.0,7.7065,0.0,0.0,2023-03-31T00:00:00.000,2022-04-19T00:00:00.000,5762.13,0.0,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,14.39,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
