document_id,document_item_id,document_type,entry_date_at,entry_description,amount,currency,due_in_days,item_id,item_name,line_no,line_item,customer_id,customer_name,department_id,department_name,location_id,location_name,vendor_id,vendor_name,account_no,account_title,class_id,class_name,created_at,modified_at,total_due,total_entered,total_paid,number_of_items,total_item_paid,offset_gl_account_no,offset_gl_account_title,record_id
195501,1807990,invoice,2021-12-23,,350000,USD,,,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,C-000432,x/sa+CO+vXwLpWMgPddipQ==,D-11000,YxGuF8HuUrNuaKr0rQZjhw==,L-100,qFYGTc7Rk2KYsk4x06L/9g==,,1B2M2Y8AsgTpgAmY7PhCfg==,18400,x/sa+CO+vXwLpWMgPddipQ==,,1B2M2Y8AsgTpgAmY7PhCfg==,2021-12-23 20:03:30,2021-12-23 20:20:34,,,,1,350000,12000,lgzyYPEqhe0uNIe9CHj2NQ==,
195502,1807992,invoice,2021-12-23,,3500000,USD,,,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,C-000006,dZ9+CHdAj4Ig231jX8axhQ==,D-11000,YxGuF8HuUrNuaKr0rQZjhw==,L-100,qFYGTc7Rk2KYsk4x06L/9g==,,1B2M2Y8AsgTpgAmY7PhCfg==,18020-02,Vx/GvZdFq1acJ605gA97GA==,,1B2M2Y8AsgTpgAmY7PhCfg==,2021-12-23 20:07:33,2021-12-23 20:08:26,,,,1,3500000,12000,lgzyYPEqhe0uNIe9CHj2NQ==,
195512,1808212,invoice,2021-12-23,,300000,USD,,,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,C-000304,p/9hRqTSIfa7o07f8nCxHw==,D-11000,YxGuF8HuUrNuaKr0rQZjhw==,L-100,qFYGTc7Rk2KYsk4x06L/9g==,,1B2M2Y8AsgTpgAmY7PhCfg==,18070,f2XQ+CC7HU1nELD66WnI0g==,,1B2M2Y8AsgTpgAmY7PhCfg==,2021-12-23 20:12:09,2021-12-23 20:21:49,,,,1,300000,12000,lgzyYPEqhe0uNIe9CHj2NQ==,
195514,1808216,invoice,2021-12-23,,600000,USD,,,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,C-000346,c/tQumxkKKj4XcjhJgUnBw==,D-11000,YxGuF8HuUrNuaKr0rQZjhw==,L-100,qFYGTc7Rk2KYsk4x06L/9g==,,1B2M2Y8AsgTpgAmY7PhCfg==,18060-06,XM0crCkkb7/muKZqH9y8qA==,,1B2M2Y8AsgTpgAmY7PhCfg==,2021-12-23 20:14:17,2021-12-23 20:18:45,,,,1,600000,12000,lgzyYPEqhe0uNIe9CHj2NQ==,
195523,1808236,invoice,2021-12-23,,200000,USD,,,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,C-000750,0ldhgrdOiYUGk8/LN92u0A==,D-11000,YxGuF8HuUrNuaKr0rQZjhw==,L-100,qFYGTc7Rk2KYsk4x06L/9g==,,1B2M2Y8AsgTpgAmY7PhCfg==,18060-06,XM0crCkkb7/muKZqH9y8qA==,,1B2M2Y8AsgTpgAmY7PhCfg==,2021-12-23 20:24:20,2021-12-23 20:25:31,,,,1,200000,12000,lgzyYPEqhe0uNIe9CHj2NQ==,
195537,1808272,invoice,2021-12-23,,500000,USD,,,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,C-000432,x/sa+CO+vXwLpWMgPddipQ==,D-11000,YxGuF8HuUrNuaKr0rQZjhw==,L-100,qFYGTc7Rk2KYsk4x06L/9g==,,1B2M2Y8AsgTpgAmY7PhCfg==,18400,x/sa+CO+vXwLpWMgPddipQ==,,1B2M2Y8AsgTpgAmY7PhCfg==,2021-12-23 20:41:25,2021-12-23 20:42:37,,,,1,500000,12000,lgzyYPEqhe0uNIe9CHj2NQ==,
195547,1808292,invoice,2021-12-23,,300000,USD,,,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,C-001063,U3hRRh4iCFBcoZW97enHqA==,,1B2M2Y8AsgTpgAmY7PhCfg==,L-100,qFYGTc7Rk2KYsk4x06L/9g==,,1B2M2Y8AsgTpgAmY7PhCfg==,18170-17,U3hRRh4iCFBcoZW97enHqA==,,1B2M2Y8AsgTpgAmY7PhCfg==,2021-12-23 20:47:39,2021-12-23 20:49:11,,,,1,300000,12000,lgzyYPEqhe0uNIe9CHj2NQ==,
195550,1808298,invoice,2021-12-23,,300000,USD,,,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,C-000368,EE+L99Wplte8kbgw+F5EJQ==,D-11000,YxGuF8HuUrNuaKr0rQZjhw==,L-100,qFYGTc7Rk2KYsk4x06L/9g==,,1B2M2Y8AsgTpgAmY7PhCfg==,18340,w66nRds5U9MA5A2Lb1FkzQ==,,1B2M2Y8AsgTpgAmY7PhCfg==,2021-12-23 20:49:54,2021-12-23 20:50:39,,,,1,300000,12000,lgzyYPEqhe0uNIe9CHj2NQ==,
195555,1808308,invoice,2021-12-23,,700000,USD,,,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,C-000752,RwOn6ADDG3KXfV7ZDq6AoQ==,D-11000,YxGuF8HuUrNuaKr0rQZjhw==,L-100,qFYGTc7Rk2KYsk4x06L/9g==,,1B2M2Y8AsgTpgAmY7PhCfg==,18360,RwOn6ADDG3KXfV7ZDq6AoQ==,,1B2M2Y8AsgTpgAmY7PhCfg==,2021-12-23 20:51:08,2021-12-23 20:51:48,,,,1,700000,12000,lgzyYPEqhe0uNIe9CHj2NQ==,
195559,1808316,invoice,2021-12-23,,400000,USD,,,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,C-001047,dh76crQJJOmFlnC1MMt27Q==,D-11000,YxGuF8HuUrNuaKr0rQZjhw==,L-100,qFYGTc7Rk2KYsk4x06L/9g==,,1B2M2Y8AsgTpgAmY7PhCfg==,18280,znZ4bC8qEj6RKzEj1Xy+ig==,,1B2M2Y8AsgTpgAmY7PhCfg==,2021-12-23 20:52:21,2021-12-23 20:52:57,,,,1,400000,12000,lgzyYPEqhe0uNIe9CHj2NQ==,
