latitude,longitude,address,condominium_number,contact,nta,school_dist,bin,factory_floor_area,residential_and_non_residential_units,residential_units,sp_dist_1,structure_completed,number_structures,year_alter_2,allowable_building_to_floor_area,total_gross_area_structures,bbl,landmark
40.708658,-74.0079821,59 MAIDEN LANE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1079043.0,0,57,0,LM,1965.0,1,,15.0,1073000,1000670001,
40.768189,-73.9942924,601 WEST 52 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Hell's Kitchen,2.0,1027153.0,0,0,0,,1940.0,1,,0.0,600,1011000001,
40.725827,-73.9915685,331 BOWERY,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1079828.0,0,100,100,,1900.0,1,2004.0,6.5,23492,1004580004,
40.751782,-73.9815387,453 5 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown-Times Square,2.0,1017602.0,0,1,0,MiD,1915.0,1,,15.0,177136,1008690074,
40.762208,-74.0032922,465 12 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chelsea-Hudson Yards,2.0,1087586.0,0,2,0,,1968.0,1,,0.0,42000,1011070005,
40.701779,-74.0136327,PETER MINUIT PLAZA,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1089623.0,0,0,0,LM,,3,,0.0,0,1000030002,
40.729152,-73.9824758,418 EAST 12 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1005974.0,0,3,0,,1923.0,1,,4.0,180688,1004390017,
40.703182,-74.0091536,43 WATER STREET,997,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1083346.0,0,52,0,LM,1973.0,1,,15.0,3583167,1000327501,
40.756661,-73.999307,WEST 36TH STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chelsea-Hudson Yards,2.0,,0,0,0,HY,,0,,6.5,0,1007080149,
40.72445,-73.9821522,EAST 6 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1004010031,
40.714233,-74.0056524,280 BROADWAY,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Tribeca-Civic Center,2.0,1079215.0,0,5,0,,1846.0,1,2017.0,10.0,239671,1001530001,INDIVIDUAL LANDMARK
40.784663,-73.9430756,1918 1 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,,0,204,203,,1962.0,1,2017.0,6.5,188368,1016910002,
40.716182,-73.993615,36 FORSYTH STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1082489.0,0,2,0,,1983.0,1,,4.8,196082,1003010003,
40.728058,-74.0034924,227 AVENUE OF THE AMER,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,SoHo-Little Italy-Hudson Square,2.0,1080044.0,0,0,0,,1974.0,1,,6.5,9368,1005200037,
40.724648,-73.9796376,215 EAST 7 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1003900046,
40.738019,-74.0045647,36 JANE STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,West Village,2.0,1000000.0,0,0,0,,,0,,6.5,0,1006250034,
40.736628,-73.9758596,495 EAST 23 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Murray Hill-Kips Bay,2.0,1000000.0,0,0,0,,,0,,0.0,0,1009810005,
40.723868,-73.9807418,EAST 6 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1003870121,
40.752742,-73.9637048,EAST 50 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Midtown-Turtle Bay,,1000000.0,0,0,0,,,0,,4.0,0,1013610060,
40.73907,-74.0047957,638 HUDSON STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,West Village,2.0,1000000.0,0,1,0,,1920.0,1,,0.0,400,1006270025,
40.745139,-73.9737092,613 1 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Murray Hill-Kips Bay,2.0,1021912.0,0,1,0,,1910.0,1,,0.0,2500,1009410011,
40.788818,-73.949399,123 EAST 100 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1000000.0,0,0,0,,,0,,6.5,0,1016280012,
40.801211,-73.9384598,142 EAST 121 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),4.0,1054382.0,0,1,0,,1893.0,1,,3.0,40368,1017690045,INDIVIDUAL LANDMARK
40.70952,-74.0057963,81 FULTON STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1001280.0,0,24,0,LM,1927.0,1,,10.0,463679,1000930001,
40.702608,-74.0099,24 SOUTH STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1000000.0,0,0,0,,,0,,0.0,0,1000060001,
40.721222,-73.980151,282 EAST 3 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1004357.0,0,1,0,,1975.0,1,,4.0,23530,1003720014,
40.761445,-73.9893512,WEST 47 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Hell's Kitchen,2.0,1000000.0,0,0,0,CL,,0,,6.5,0,1010380008,
40.716844,-73.9771005,326 DELANCEY STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,1.0,1004059.0,0,1,0,,1910.0,1,,0.0,19000,1003230002,
40.754808,-73.9619675,EAST 54 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Midtown-Turtle Bay,2.0,1000000.0,0,0,0,,,0,,10.0,0,1013650060,
40.789691,-73.9484448,1612 LEXINGTON AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1000000.0,0,0,0,,,0,,6.5,0,1016290059,
40.718682,-73.9939286,117 CHRYSTIE STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,2.0,1005645.0,0,1,0,,1930.0,1,1988.0,7.5,42960,1004230022,
40.796043,-73.9445611,115 EAST 111 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1081346.0,0,4,0,EHC,1926.0,1,,6.5,116560,1016390003,
40.719137,-73.9876371,116 DELANCEY STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,1.0,1004297.0,0,1,0,,1939.0,1,,4.0,20616,1003530044,
40.784051,-73.975019,110 WEST 82 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side (Central),3.0,1032028.0,0,0,0,,1972.0,2,,4.0,28000,1012120038,
40.792118,-73.9509963,1516 MADISON AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1000000.0,0,0,0,,,0,,6.5,0,1016090014,
40.728408,-73.9811049,509 EAST 11 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1005194.0,0,8,8,,1910.0,1,,4.0,7375,1004050057,
40.714248,-73.9838613,271 HENRY STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,1.0,1000000.0,0,0,0,,,1,,6.5,0,1002880001,
40.796741,-73.9466625,MADISON AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,,0,0,0,,,0,,10.0,0,1016170125,
40.737955,-73.991004,14 EAST 18 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown South-Flatiron-Union Square,2.0,1016141.0,0,1,0,,1895.0,1,,6.5,5623,1008460066,
40.759446,-73.9606112,405 EAST 59 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Lenox Hill-Roosevelt Island,2.0,1045270.0,0,2,0,,1920.0,3,,6.5,64360,1014540001,INDIVIDUAL LANDMARK
40.716231,-74.0116409,292 GREENWICH STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Tribeca-Civic Center,2.0,1086584.0,0,0,0,,1988.0,1,,10.0,66820,1001420001,
40.724084,-73.9775597,EAST 8 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1003770018,
40.740187,-73.9736245,500 EAST 30 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Murray Hill-Kips Bay,2.0,1000000.0,0,0,0,,,0,,6.5,0,1009620098,
40.756125,-73.9878649,216 WEST 42 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown-Times Square,2.0,1024661.0,0,1,0,MiD,1920.0,1,,15.0,6907,1010130040,
40.785525,-73.943472,1937 1 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1000000.0,0,0,0,,,0,,6.5,0,1016710025,
40.791236,-73.9365585,F D R DRIVE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1089063.0,0,0,0,,,1,,6.5,0,1017010029,
40.757843,-73.9593272,RIVERVIEW TERRACE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Midtown-Turtle Bay,2.0,1000000.0,0,0,0,,,0,,4.0,0,1013720050,
40.819527,-73.933746,2 WEST 145 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Harlem (North),,1000000.0,0,0,0,,,0,,0.0,0,1017660045,
40.713086,-74.0019912,122 PARK ROW,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Tribeca-Civic Center,2.0,1001679.0,0,0,0,,,1,,6.5,0,1001590051,
40.733453,-73.9835534,EAST 15 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Gramercy,2.0,1020417.0,0,0,0,,1936.0,1,,0.0,600,1009220001,
40.803138,-73.9379524,151 EAST 123 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),5.0,1000000.0,0,0,0,EHC,,0,,4.2,0,1017720022,
40.75669,-73.9602122,EAST 57 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Midtown-Turtle Bay,2.0,1000000.0,0,0,0,,,0,,10.0,0,1013720010,
40.712457,-74.0083288,233 BROADWAY,1514,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Tribeca-Civic Center,2.0,1087167.0,0,91,31,LM,1913.0,1,2003.0,15.0,880371,1001237501,INDIVIDUAL AND INTERIOR LANDMARK
40.728177,-73.97977,532 EAST 12 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,1,0,,1935.0,1,,0.0,1024,1004050024,
40.759963,-73.9637838,317 EAST 58 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Midtown-Turtle Bay,2.0,1000000.0,0,0,0,TA,,0,,10.0,0,1013510008,
40.76219,-73.9806549,126 WEST 53 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown-Times Square,2.0,1023162.0,0,0,0,MiD,,1,,12.0,0,1010050049,
40.716876,-73.9940189,263 GRAND STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1000000.0,0,2,0,,1960.0,1,,0.0,6160,1003020001,
40.753762,-73.9633757,EAST 52 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Midtown-Turtle Bay,2.0,1000000.0,0,0,0,,,0,,0.0,0,1013630061,
40.800979,-73.9415084,104 EAST 119 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),4.0,1000000.0,0,0,0,EHC,,0,,10.0,0,1017670169,
40.70958,-73.9863512,MARGINAL STREET WHARF,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,1.0,1079600.0,0,1,0,,1963.0,3,,6.5,365687,1002410013,
40.738481,-73.9813582,225 EAST 23 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Gramercy,2.0,1000000.0,0,1,0,TA,1925.0,1,,10.0,28876,1009040024,
40.776404,-73.9894101,JOE DIMAGGIO HIGHWAY,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side-Lincoln Square,3.0,1000000.0,0,0,0,,,0,,10.0,0,1011710034,
40.705441,-74.0014824,95 SOUTH STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1000000.0,0,17,0,LM,2015.0,1,,10.0,242074,1000730010,
40.744581,-73.9704578,MARGINAL STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Murray Hill-Kips Bay,2.0,1000000.0,0,0,0,,,0,,0.0,0,1009680050,
40.770288,-73.9532796,411 EAST 76 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Lenox Hill-Roosevelt Island,2.0,1045949.0,0,2,0,,1950.0,1,,4.0,68760,1014710005,
40.712742,-73.9936947,72 HENRY STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1079607.0,0,3,0,,1910.0,2,,6.5,21010,1002750003,
40.757624,-73.9834464,114 WEST 46 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown-Times Square,2.0,1069583.0,0,1,0,MiD,1894.0,1,,12.0,54649,1009980041,INDIVIDUAL LANDMARK
40.713195,-73.987786,227 MADISON STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1003224.0,0,2,0,,1970.0,1,2009.0,6.5,550232,1002700032,
40.735683,-73.9880923,35 IRVING PLACE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Gramercy,2.0,1017821.0,0,1,0,,1909.0,1,,6.5,288402,1008720013,
40.708265,-74.0141246,99 WASHINGTON STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,,0,1,0,LM,2012.0,1,,15.0,142236,1000530002,
40.71886,-74.0148374,MARGINAL STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,,1000000.0,0,0,0,,,0,,0.0,0,1000160012,
40.787089,-73.9709265,WEST 87 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side (Central),3.0,1000000.0,0,0,0,,,0,,6.5,0,1012010006,
40.721646,-73.9961145,44 SPRING STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,SoHo-Little Italy-Hudson Square,2.0,1000000.0,0,0,0,,,0,,0.0,0,1004800017,
40.794083,-73.9329407,260 PLEASANT AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),4.0,1053152.0,0,3,0,,1942.0,1,2005.0,6.5,285012,1017130001,INDIVIDUAL LANDMARK
40.736133,-74.0010896,61 GREENWICH AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,West Village,2.0,1080207.0,0,1,0,,,1,,6.5,5000,1006130059,
40.79015,-73.944761,203 EAST 104 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1000000.0,0,0,0,,,0,,4.0,0,1016540005,
40.757884,-73.9592911,RIVERVIEW TERRACE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Midtown-Turtle Bay,2.0,1000000.0,0,0,0,,,0,,4.0,0,1013720051,
40.720979,-73.9986544,415 BROOME STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,SoHo-Little Italy-Hudson Square,2.0,1007022.0,0,0,0,SNX,1968.0,1,,5.0,0,1004730038,
40.727538,-73.9782584,604 EAST 12 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1079053.0,0,1,0,,1940.0,1,,4.0,72200,1003940012,
40.716867,-73.9828109,10 PITT STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,1.0,1066530.0,0,1,0,,,1,,6.5,144,1003360013,
40.709832,-74.0126027,141 GREENWICH STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1075700.0,0,1,0,LM,1980.0,1,,15.0,8008,1000520022,
40.749046,-73.9711523,328 EAST 42 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Murray Hill-Kips Bay,2.0,1000000.0,0,0,0,,,0,,0.0,0,1013340037,
40.775064,-73.9888253,101 WEST END AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side-Lincoln Square,3.0,1000000.0,0,0,0,,,0,,10.0,0,1011710162,
40.788439,-73.9477272,192 EAST 101 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1074205.0,0,0,0,,,1,,4.0,0,1016280042,
40.715322,-74.0062298,104 DUANE STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Tribeca-Civic Center,2.0,1001647.0,0,2,0,,1905.0,1,,6.5,19381,1001500025,INDIVIDUAL LANDMARK
40.780698,-73.9775731,149 WEST 76 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side (Central),3.0,1030178.0,0,2,0,EC-2,1959.0,1,,4.0,144228,1011480014,
40.765993,-73.9913576,501 WEST 51 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Hell's Kitchen,2.0,1070111.0,0,54,22,CL,1900.0,3,2011.0,10.0,78334,1010800028,
40.793333,-73.9419594,205 EAST 109 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),4.0,1052436.0,0,2,0,,1965.0,1,,4.0,84500,1016590012,
40.700368,-74.0129112,4 SOUTH STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1085792.0,0,1,0,LM,1908.0,1,2006.0,6.5,280000,1000020001,
40.768941,-73.9980974,WEST 52 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Hell's Kitchen,2.0,1087587.0,0,0,0,,,1,,0.0,0,1011090030,
40.717919,-73.9880485,125 DELANCEY STREET,2626,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,2.0,1090554.0,0,199,195,,2016.0,1,,6.5,320601,1003527501,
40.704996,-74.0136406,WHITEHALL STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1000000.0,0,0,0,,,0,,0.0,0,1000120028,INDIVIDUAL LANDMARK
40.747419,-73.990566,120 WEST 30 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown South-Flatiron-Union Square,2.0,1015148.0,0,2,0,,1920.0,1,,10.0,36366,1008050071,
40.758986,-73.9912862,341 WEST 43 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Hell's Kitchen,2.0,1000000.0,0,1,0,,1960.0,1,,0.0,750,1010340005,
40.706423,-74.0147192,56 GREENWICH STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1085946.0,0,1,0,LM,1949.0,2,,15.0,193026,1000180100,
40.776099,-73.9896774,WEST END AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side-Lincoln Square,3.0,1000000.0,0,0,0,,,0,,10.0,0,1011710136,
40.713387,-73.9940085,75 EAST BROADWAY,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1081960.0,0,1,0,,2000.0,1,,4.8,35358,1002820003,
40.806709,-73.9439201,35 WEST 124 STREET,2662,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Harlem (South),5.0,1053473.0,0,3,0,125th,2010.0,1,2010.0,10.0,66539,1017227501,
40.74117,-73.9968784,148 WEST 19 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chelsea-Hudson Yards,2.0,1014724.0,0,0,0,,1965.0,1,,7.5,9000,1007940066,
40.802408,-73.9381517,163 EAST 122 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),4.0,1000000.0,0,0,0,,,0,,6.5,0,1017710025,
40.760416,-73.9629354,1130 2 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Lenox Hill-Roosevelt Island,2.0,1000000.0,0,0,0,TA,,1,,6.5,52000,1014340001,INDIVIDUAL LANDMARK
40.71042,-73.9933702,169 CHERRY STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1078941.0,0,1,0,,1950.0,1,,6.5,4500,1002490078,
40.788225,-73.947991,191 EAST 100 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1051800.0,0,16,16,,1910.0,1,,4.0,9205,1016280030,
40.764825,-73.9520813,FDR DRIVE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Lenox Hill-Roosevelt Island,2.0,1000000.0,0,0,0,,,0,,10.0,0,1014820060,
40.710102,-74.0032427,100 GOLD STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1001289.0,0,1,0,LM,1970.0,1,,10.0,655775,1000940025,
40.808505,-73.9399161,EAST 129 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),5.0,1000000.0,0,0,0,,,0,,3.0,0,1017530067,
40.728505,-73.990262,41 COOPER SQUARE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1006642.0,0,1,0,,2008.0,1,,6.5,180000,1004620001,
40.791444,-73.9474503,127 EAST 104 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1081340.0,0,2,0,EHC,1924.0,2,,6.5,104643,1016320011,
40.78633,-73.9792216,460 WEST END AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side (Central),3.0,1032754.0,0,2,0,,1896.0,1,,10.0,48200,1012300001,INDIVIDUAL LANDMARK
40.723605,-73.9808646,EAST 5 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1003870155,
40.753727,-73.9978308,WEST 34 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chelsea-Hudson Yards,2.0,1000000.0,0,0,0,HY,,0,,10.0,0,1007310164,
40.740616,-73.974761,400 EAST 30 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Murray Hill-Kips Bay,2.0,1087298.0,0,1,0,,1931.0,1,,6.5,480000,1009620097,
40.722284,-73.9788843,EAST 5 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1003740018,
40.756087,-73.9843817,113 WEST 43 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown-Times Square,2.0,1022615.0,0,1,0,MiD,1921.0,1,,12.0,60750,1009960021,INDIVIDUAL AND INTERIOR LANDMARK
40.725449,-73.9789339,EAST 9 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1003910024,
40.722076,-73.9841877,EAST 2 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1003970028,
40.75494,-73.9566291,WEST LOOP ROAD,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Lenox Hill-Roosevelt Island,2.0,1000000.0,0,0,0,SRI,,0,,6.5,0,1013730025,
40.752193,-73.9651559,436 EAST 49 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Midtown-Turtle Bay,2.0,1000000.0,0,0,0,,,1,,0.0,400,1013600020,
