latitude,longitude,address,phone,bin,categoriesaccepted,hours,categoriesavailable,rank,dense_rank
40.852108,-73.88949,"609 E 182nd St, Bronx, NY 10457, USA",(646) 408-3909,2012068.0,Food/Beverage,"Monday Closed, Tuesday 12:00 PM-08:00 PM, Wednesday 12:00 PM-08:00 PM, Thursday 12:00 PM-08:00 PM, Friday 12:00 PM-08:00 PM, Saturday 12:00 PM-08:00 PM, Sunday 12:00 PM-06:30 PM",Food/Beverage,1,3
40.865275,-73.859067,"950 Allerton Avenue, The Bronx, NY, USA",(347) 843-0420,2051712.0,"Clothing/Personal Accessories, Footwear",,,1,3
40.856453,-73.868324,"626 Pelham Parkway South, The Bronx, NY, USA",(718) 863-9200,2049390.0,HealthCare,,,1,3
40.856464,-73.867403,"2196a White Plains Rd, The Bronx, NY 10462, USA",(718) 513-3577,2049397.0,HealthCare,,,1,3
40.878736,-73.864074,"726 E 213th St, Bronx, NY 10467, USA",(646) 714-4665,2057701.0,"Appliances, Sports Equipment, Personal Care/Hygiene, Office Supplies/Stationary, Office Furniture/Furnishings, Musical Instruments, Kitchen Items, Household Furniture/Furnishings, HealthCare, Footwear, Food/Beverage, Electronics, Clothing/Personal Access",,,1,4
40.732531,-73.997357,"14 West 8th Street, New York, NY, USA",(646) 478-7301,1008860.0,,,,3,1
40.727017,-73.986286,"84 East 7th Street, New York, NY, USA",(212) 466-0844,1006282.0,,"Friday 8:00 AM-8:00 PM, Thursday 8:00 AM-8:00 PM, Wednesday 8:00 AM-8:00 PM, Tuesday 8:00 AM-8:00 PM, Monday 8:00 AM-8:00 PM, Sunday 2:00 PM-4:00 PM, Wednesday Closed, Friday Closed, Thursday Closed, Saturday Closed, Tuesday Closed, Monday Closed, Saturd","Clothing/Personal Accessories, Footwear",1,1
40.724709,-73.996391,"130 Crosby Street, New York, NY 10012, USA",(646) 786-1200,1007944.0,"Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Arts/Crafts, Musical Instruments, Office Furniture/Furnishings",,"Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Arts/Crafts, Musical Instruments, Office Furniture/Furnishings",1,1
40.715165,-73.990268,"13 Essex Street, New York, NY, USA",(646) 858-0042,1083703.0,,,Clothing/Personal Accessories,1,1
40.733935,-74.005895,"245 West 10th Street, New York, NY 10014, USA",(212) 352-1618,1011183.0,"Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Arts/Crafts, Musical Instruments, Office Furniture/Furnishings",,"Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Arts/Crafts, Musical Instruments, Office Furniture/Furnishings",1,1
40.863083,-73.920252,"265 Nagle Avenue, New York, NY, USA",(201) 519-2384,1064706.0,"Clothing/Personal Accessories, Footwear",,,1,2
40.638725,-73.923712,"5361 Preston Ct, Brooklyn, NY, USA",(718) 763-5318,3350216.0,,,Food/Beverage,1,1
40.648279,-74.018842,"150 52nd Street, Brooklyn, NY, USA",(646) 412-0758,3337255.0,"Food/Beverage, Baby Care","Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Saturday Closed, Sunday Closed",Baby Care,2,2
40.677737,-74.012765,"360 Van Brunt Street, Brooklyn, NY, USA",(347) 668-8285,3336621.0,,,Books/Media,1,2
40.713407,-73.784358,"178-36 Wexford Terrace, Jamaica, NY, USA",(917) 288-7600,4534092.0,"Appliances, Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Footwear, Musical Instruments, Office Furniture/Furnishings, Toys/Games",,"Books/Media, Clothing/Personal Accessories, Food/Beverage, Footwear, Toys/Games",3,1
40.784856,-73.841859,"126-06 15th Avenue, College Point, NY, USA",(718) 353-1549,4437977.0,"Clothing/Personal Accessories, Footwear",,,1,1
40.784856,-73.841859,"126-06 15th Avenue, College Point, NY, USA",(718) 353-1549,4437977.0,"Clothing/Personal Accessories, Footwear",,,1,1
40.784856,-73.841859,"126-06 15th Avenue, College Point, NY, USA",(718) 353-1549,4437977.0,"Clothing/Personal Accessories, Footwear",,,1,1
40.713559,-73.778133,"183-14 Hillside Avenue, Jamaica, NY, USA",(718) 297-2613,4212730.0,"Clothing/Personal Accessories, Footwear",,,1,1
40.66659,-73.744995,"231-02 Mentone Ave, Jamaica, NY 11413, USA",(347) 973-9655,4283794.0,Clothing/Personal Accessories,"Monday 12:00 PM-08:00 PM, Tuesday 12:00 PM-08:00 PM, Wednesday 12:00 PM-08:00 PM, Thursday 12:00 PM-08:00 PM, Friday 12:00 PM-08:00 PM, Saturday 12:00 PM-08:00 PM, Sunday 12:00 PM-08:00 PM",Clothing/Personal Accessories,1,2
40.770271,-73.833544,"30-05 Whitestone Expy, Flushing, NY, USA",(718) 353-6300,4100748.0,"Clothing/Personal Accessories, Footwear",,,3,3
40.693131,-73.843549,"102-16 89th Ave, Jamaica, NY 11418, USA",(212) 354-1056,4194447.0,"Clothing/Personal Accessories, Food/Beverage, Footwear, Baby Care, Cleaning Products, Household Furniture/Furnishings, Personal Care/Hygiene, Pet Care/Food","Monday 10:00 AM-08:00 PM, Tuesday 10:00 AM-08:00 PM, Wednesday 10:00 AM-08:00 PM, Thursday 10:00 AM-08:00 PM, Friday 10:00 AM-08:00 PM, Saturday 10:00 AM-06:00 PM, Sunday Closed","Clothing/Personal Accessories, Food/Beverage, Footwear, Baby Care, Cleaning Products, Household Furniture/Furnishings, Personal Care/Hygiene, Pet Care/Food",1,1
40.69164,-73.866648,"74-39 Jamaica Avenue, Woodhaven, NY, USA",(917) 217-5717,4180778.0,"Clothing/Personal Accessories, Footwear",,,1,1
40.763972,-73.933338,"33-34 21st Street, Long Island City, NY, USA",(718) 626-6354,4005788.0,"Clothing/Personal Accessories, Footwear",,,1,2
