work_id,floor_ac_receptacles,item_detail,item_quantity,floor_kva,floor_hpkw,floor_outlets,fee_amount
0017299E-3F17-E811-8117-005056B627E4,1,'',242.0,0,1,55,60.5
003D98CE-2B2E-E911-811E-005056B627E6,0,'#3AWG',15.0,0,0,0,2280.0
003D98CE-2B2E-E911-811E-005056B627E6,0,'#3AWG',15.0,0,0,0,1935.0
003D98CE-2B2E-E911-811E-005056B627E6,0,'#3AWG',15.0,0,0,0,1200.0
00086258-6E46-E911-8120-005056B627E4,0,'42 circuit breaker panels',4.0,0,0,0,2280.0
00086258-6E46-E911-8120-005056B627E4,0,'42 circuit breaker panels',4.0,0,0,0,1935.0
00086258-6E46-E911-8120-005056B627E4,0,'42 circuit breaker panels',4.0,0,0,0,1200.0
0094CA44-FADD-E811-811A-005056B627E6,0,'',251.0,20,0,80,62.75
013ACB35-B7FB-E711-8116-005056B627E6,0,'3#2',1.0,0,0,0,2280.0
013ACB35-B7FB-E711-8116-005056B627E6,0,'3#2',1.0,0,0,0,1935.0
013ACB35-B7FB-E711-8116-005056B627E6,0,'3#2',1.0,0,0,0,1200.0
006B5383-4B79-E811-811A-005056B627E4,0,"'36sets2/0, 3sets3/0, 4 sets4/0'",43.0,0,0,0,2280.0
006B5383-4B79-E811-811A-005056B627E4,0,"'36sets2/0, 3sets3/0, 4 sets4/0'",43.0,0,0,0,1935.0
006B5383-4B79-E811-811A-005056B627E4,0,"'36sets2/0, 3sets3/0, 4 sets4/0'",43.0,0,0,0,1200.0
012BF73A-F319-E911-811D-8CFAEDA547D3,0,'',93.0,0,5,101,23.25
000FE78B-5164-E811-8119-005056B627E4,0,"'(1) 200A, (3) 100A'",4.0,0,0,0,2280.0
000FE78B-5164-E811-8119-005056B627E4,0,"'(1) 200A, (3) 100A'",4.0,0,0,0,1935.0
000FE78B-5164-E811-8119-005056B627E4,0,"'(1) 200A, (3) 100A'",4.0,0,0,0,1200.0
0091011B-0D52-E911-8120-005056B627E4,2,'',169.0,0,2,177,42.25
0095562C-3BC7-E811-811B-005056B627E4,2,'',205.0,0,1,87,51.25
00D611FC-252A-E811-8117-005056B627E4,0,'',157.0,0,1,59,39.25
