source_relation,date_day,account_name,account_id,country_code,profile_id,portfolio_name,portfolio_id,campaign_name,campaign_id,ad_group_name,ad_group_id,keyword_id,keyword_text,match_type,serving_status,state,search_term,targeting,cost,clicks,impressions,purchases_30_d,sales_30_d
"",2022-07-21,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,1236,fighter pilot,broad,TARGETING_CLAUSE_STATUS_LIVE,enabled,fighter pilot,fighter pilot,42.5,25,9300,,
"",2022-11-24,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,1242,fast ship,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,fast ship,fast ship,30.6,18,7100,,
"",2022-08-16,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,1235,starfighter parts,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,starfighter parts,starfighter parts,30.6,18,7300,,
"",2022-07-14,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,exact,CAMPAIGN_PAUSED,enabled,x wing parts,x wing parts,51,30,10800,,
"",2022-07-19,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,5678,y wing parts,exact,CAMPAIGN_PAUSED,enabled,y wing parts,y wing parts,28.9,17,7000,,
"",2022-07-22,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,1237,space combat,phrase,TARGETING_CLAUSE_STATUS_LIVE,enabled,space combat,space combat,45.9,27,9900,,
"",2022-12-06,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,1242,fast ship,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,fast ship,fast ship,34,20,7700,,
"",2022-07-13,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,1234,b wing parts,exact,CAMPAIGN_PAUSED,enabled,b wing parts,b wing parts,30.6,18,7200,,
"",2022-11-28,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1240,smuggler ship,broad,TARGETING_CLAUSE_STATUS_LIVE,enabled,smuggler ship,smuggler ship,30.6,18,7000,,
"",2022-12-01,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1239,millennium falcon,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,millennium falcon,millennium falcon,30.6,18,7100,,
"",2022-11-25,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1239,millennium falcon,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,millennium falcon,millennium falcon,34,20,7700,,
"",2022-08-18,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,1237,space combat,phrase,TARGETING_CLAUSE_STATUS_LIVE,enabled,space combat,space combat,37.4,22,8200,,
"",2022-08-17,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,5678,y wing parts,exact,CAMPAIGN_PAUSED,enabled,y wing parts,y wing parts,22.1,13,5800,,
"",2022-08-25,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,exact,CAMPAIGN_PAUSED,enabled,x wing parts,x wing parts,37.4,22,8600,,
"",2022-07-12,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,exact,CAMPAIGN_PAUSED,enabled,x wing parts,x wing parts,59.5,35,12500,,
"",2022-08-24,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,5678,y wing parts,exact,CAMPAIGN_PAUSED,enabled,y wing parts,y wing parts,23.8,14,6100,,
