source_relation,keyword_id,ad_group_id,bid,campaign_id,creation_date,keyword_text,last_updated_date,match_type,native_language_keyword,serving_status,state,native_language_locale,is_most_recent_record
"",1243,503,5.3,2188,2022-07-15 10:20:00.000000,blue squadron,2022-07-15 10:20:00.000000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1244,503,5.7,2188,2022-07-15 10:20:00.000000,navy fighter,2022-07-15 10:20:00.000000,broad,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1245,504,6.1,2188,2022-07-15 10:20:00.000000,aerial combat,2022-07-15 10:20:00.000000,phrase,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1246,505,5.9,2189,2022-07-20 14:00:00.000000,green team,2022-07-20 14:00:00.000000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1247,506,6.3,2189,2022-07-20 14:00:00.000000,tactical unit,2022-07-20 14:00:00.000000,broad,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1248,507,6.5,2190,2022-08-01 09:00:00.000000,rogue mission,2022-08-01 09:00:00.000000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1249,508,6.2,2190,2022-08-01 09:00:00.000000,stealth operation,2022-08-01 09:00:00.000000,phrase,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1250,509,7,2191,2022-08-05 11:00:00.000000,imperial walker,2022-08-05 11:00:00.000000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1251,510,6.8,2191,2022-08-05 11:00:00.000000,ground assault,2022-08-05 11:00:00.000000,broad,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1252,511,5.5,2192,2022-08-10 13:00:00.000000,tie fighter,2022-08-10 13:00:00.000000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1253,512,5.8,2192,2022-08-10 13:00:00.000000,imperial fighter,2022-08-10 13:00:00.000000,phrase,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1254,513,6.9,2193,2022-08-12 15:00:00.000000,star destroyer,2022-08-12 15:00:00.000000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1255,514,6.6,2193,2022-08-12 15:00:00.000000,capital ship,2022-08-12 15:00:00.000000,broad,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1256,515,7.5,2194,2022-08-15 10:00:00.000000,death star,2022-08-15 10:00:00.000000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1257,516,7.2,2194,2022-08-15 10:00:00.000000,super weapon,2022-08-15 10:00:00.000000,phrase,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1258,517,5.4,2195,2022-08-18 12:00:00.000000,lightsaber,2022-08-18 12:00:00.000000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1259,518,5.6,2195,2022-08-18 12:00:00.000000,jedi weapon,2022-08-18 12:00:00.000000,broad,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1260,519,6.7,2196,2022-08-20 14:00:00.000000,force power,2022-08-20 14:00:00.000000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1261,520,6.4,2196,2022-08-20 14:00:00.000000,jedi ability,2022-08-20 14:00:00.000000,phrase,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1262,521,5.9,2197,2022-08-22 16:00:00.000000,jedi training,2022-08-22 16:00:00.000000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1263,522,6.1,2197,2022-08-22 16:00:00.000000,force training,2022-08-22 16:00:00.000000,broad,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1264,523,7.1,2198,2022-08-25 11:00:00.000000,clone trooper,2022-08-25 11:00:00.000000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1265,524,7.3,2198,2022-08-25 11:00:00.000000,clone army,2022-08-25 11:00:00.000000,phrase,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",5678,421,5,2187,2022-07-11 22:38:16.771000,y wing parts,2022-07-11 22:38:16.771000,exact,,CAMPAIGN_PAUSED,enabled,,t
"",9101112,421,6,2187,2022-07-11 22:38:16.770000,x wing parts,2022-07-13 19:41:32.006000,exact,,CAMPAIGN_PAUSED,enabled,,t
"",9101112,421,5.5,2187,2022-07-11 22:38:16.770000,x wing parts,2022-07-13 15:21:15.063000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,f
"",9101112,421,4.5,2187,2022-07-11 22:38:16.770000,x wing parts,2022-07-12 21:16:58.353000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,f
"",9101112,421,6,2187,2022-07-11 22:38:16.770000,x wing parts,2022-07-12 16:31:54.290000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,f
"",9101112,421,8,2187,2022-07-11 22:38:16.770000,x wing parts,2022-07-12 08:44:49.919000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,f
"",9101112,421,5,2187,2022-07-11 22:38:16.770000,x wing parts,2022-07-11 22:38:16.770000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,f
