ppt_id,site_id,city,tablet_status,wifi_status_date,latitude,longitude,address,corner,rank,dense_rank
145849,qu-02-145849,New York,up,2023-04-17 06:00:00.629,40.739922,-73.895296,69-02 QUEENS BOULEVARD,MIDBLOCK,1,1
135041,mn-12-135041,New York,up,2023-04-17 06:00:00.629,40.84844385,-73.934241,1398 ST. NICHOLAS AVENUE,SE,1,1
121256,mn-07-121256,New York,up,2023-04-17 06:00:00.629,40.78633453,-73.97205515,80 WEST 86 STREET,SE,1,1
125016,qu-02-125016,New York,up,2023-04-17 06:00:00.629,40.74188244,-73.95447974,51-04 VERNON BOULEVARD,SW,1,1
124204,qu-06-124204,New York,up,2023-04-17 06:00:00.629,40.72624127,-73.85251864,101-10 QUEENS BOULEVARD,SE,1,1
120995,mn-08-120995,New York,up,2023-04-17 06:00:00.629,40.76893883,-73.96096732,200 EAST 71 STREET,SE,1,1
134075,qu-04-134075,New York,up,2023-04-17 06:00:00.629,40.74671112,-73.89214477,73-02 ROOSEVELT AVENUE,SE,1,1
118519,qu-12-118519,New York,up,2023-04-17 06:00:00.629,40.6980506,-73.802253,150-05 LIBERTY AVENUE,NE,1,1
120843,mn-08-120843,New York,up,2023-04-17 06:00:00.629,40.76777013,-73.95569057,399 EAST 72 STREET,NE,1,1
121708,mn-08-121708,New York,up,2023-04-17 06:00:00.629,40.76035998,-73.96166314,351 EAST 60 STREET,NW,1,1
121036,mn-08-121036,New York,up,2023-04-17 06:00:00.629,40.77428147,-73.96346015,30 EAST 76 STREET,SE,1,1
121224,mn-07-121224,New York,up,2023-04-17 06:00:00.629,40.78094218,-73.98096599,215 WEST 75 STREET,NE,1,1
134750,mn-08-134750,New York,up,2023-04-17 06:00:00.629,40.762896,-73.965443,1031 3 AVENUE,NE,1,1
120365,mn-09-120365,New York,up,2023-04-17 06:00:00.629,40.82076419,-73.95480753,3359 BROADWAY,SW,1,1
125088,qu-01-125088,New York,up,2023-04-17 06:00:00.629,40.760713,-73.922879,34-02 BROADWAY,SE,1,1
145732,si-02-145732,New York,up,2023-04-17 06:00:00.629,40.59771508,-74.08382835,1232 HYLAN BOULEVARD,SW,1,1
134742,mn-08-134742,New York,up,2023-04-17 06:00:00.629,40.7724771,-73.95876684,1330 3 AVENUE,NW,1,1
121191,mn-07-121191,New York,up,2023-04-17 06:00:00.629,40.77653006,-73.98301515,197 AMSTERDAM AVENUE,SE,1,1
120842,mn-08-120842,New York,up,2023-04-17 06:00:00.629,40.76837393,-73.95536175,400 EAST 73 STREET,SE,1,1
124792,qu-09-124792,New York,up,2023-04-17 06:00:00.629,40.695205,-73.845595,101-21 JAMAICA AVENUE,NW,1,1
119941,mn-10-119941,New York,up,2023-04-17 06:00:00.629,40.8192929,-73.94101785,2430 ADAM CLAYTON POWELL JR. BOULEVARD,NW,1,1
146037,qu-01-146037,New York,up,2023-04-17 06:00:00.629,40.762073,-73.918518,37-01 31 AVENUE,NE,1,1
138165,mn-06-138165,New York,down,2023-04-17 06:00:00.629,40.747672,-73.976965,164 EAST 37 STREET,SW,1,1
125399,qu-03-125399,New York,down,2023-04-17 06:00:00.629,40.755835,-73.881778,85-10 NORTHERN BOULEVARD,SW,1,1
145452,qu-01-145452,New York,down,2023-04-17 06:00:00.629,40.75881765,-73.91849412,40-13 BROADWAY,MIDBLOCK,1,1
