latitude,longitude,building,itin,wednesdayclose,tuesdayclose,citycouncildistrict,phone,isundayclose,:@computed_region_sbqj_enih,extension,communitydistrict,closedateiso,ithursdayopen,isaturdayopen,sundayopen,imondayclose,ycoordinate,tuesdayopen,saturdayopen
40.61038709965921,-73.97328685188212,1741,Non-CAA ITIN,,4:00 PM,44,(718) 951-6059,,39,,312,2019-04-15T00:00:00.000,,,,,161658,10:00 AM,
40.830887688787,-73.8904950583833,1290,Non-CAA ITIN,5:00 PM,5:00 PM,17,(917) 982-2700,,25,,203,2019-04-10T00:00:00.000,9.0,9.0,,,242011,9:00 AM,9:00 AM
40.70130413244252,-73.98176181526577,228,Non-CAA ITIN,2:00 PM,2:00 PM,35,(347) 529-6216,,54,,302,2019-04-10T00:00:00.000,11.0,,,,194781,11:00 AM,
40.77862340518477,-73.97952727261506,141,,,2:00 PM,6,(212) 787-7710,,12,,107,2019-04-09T00:00:00.000,,,,,222951,10:00 AM,
40.84622696084992,-73.8984901214957,1866,Non-CAA ITIN,,1:00 PM,15,(718) 299-5177,,31,,206,2019-04-15T00:00:00.000,10.0,,,13.0,247597,10:00 AM,
40.72389934534457,-73.98400325708894,206,,8:00 PM,,2,(212) 777-1010,,5,,103,2019-04-13T00:00:00.000,12.0,,,,203013,,
40.6818983857664,-73.85429555563475,85-12,Non-CAA ITIN,8:00 PM,3:00 PM,32,(718) 322-1200,,60,,409,2019-04-10T00:00:00.000,11.0,,,,187744,11:00 AM,
40.68018559555126,-73.94593010588461,1360,Non-CAA ITIN,8:00 PM,8:00 PM,36,(646) 981-6111,17.0,51,,303,2019-04-15T00:00:00.000,17.0,10.0,9:00 AM,20.0,187091,5:00 PM,10:00 AM
40.86327596882396,-73.89421972525903,310,Non-CAA ITIN,8:00 PM,8:00 PM,15,(718) 579-4244,17.0,34,,207,2019-04-15T00:00:00.000,,,12:00 PM,20.0,253810,4:00 PM,
40.846186142125525,-73.93762306696817,45,Non-CAA ITIN,4:00 PM,,10,(646) 981-6111,16.0,21,,112,2019-04-15T00:00:00.000,12.0,9.0,9:00 AM,,247572,,9:00 AM
40.8123215737788,-73.92348642578499,337,,,,8,(718) 665-5250,16.0,23,,201,2019-03-09T00:00:00.000,,,10:00 AM,,235237,,
40.801207341032914,-73.9525500038924,71,Certified Acceptance Agent,7:00 PM,7:00 PM,9,(646) 981-6111,,18,,110,2019-04-15T00:00:00.000,12.0,9.0,,17.0,231182,12:00 PM,9:00 AM
40.73054548227934,-74.00261226813663,238,,,2:00 PM,3,(212) 989-3620,,3,,102,2019-04-09T00:00:00.000,,,,,205434,10:00 AM,
40.74529249153288,-73.90521573141751,59-26,,4:00 PM,,26,(718) 784-0877,,66,7,402,2019-04-15T00:00:00.000,,,,16.0,210821,,
40.72078856920548,-73.97813447592229,24,Non-CAA ITIN,5:00 PM,5:00 PM,2,(212) 254-4333,,5,,103,2019-04-10T00:00:00.000,12.0,,,17.0,201880,12:00 PM,
40.57650206052423,-73.98599324164717,1901,,,4:00 PM,47,,,35,,313,2019-04-12T00:00:00.000,,,,,149312,10:00 AM,
40.88617438601892,-73.84510662944348,1150,Non-CAA ITIN,,,12,(718) 882-4000,,30,208,212,2019-04-08T00:00:00.000,,,,21.0,262173,,
40.834317690890245,-73.88956068289208,1522,Non-CAA ITIN,,,17,,,25,,203,2019-04-12T00:00:00.000,,,,,243261,,
40.76692496422546,-73.95794983271793,331,,1:00 PM,,5,(212) 744-5022,,11,,108,2019-04-10T00:00:00.000,,,,,218691,,
