id,_fivetran_deleted,_fivetran_synced,created_date,header_from_email,header_from_name,header_reply_to_email,header_subject,message_library_id,message_message_id,message_message_text,modified_date,organization_id,owner_id,parent_distribution_id,recipient_contact_id,recipient_library_id,recipient_mailing_list_id,recipient_sample_id,request_status,request_type,send_date,survey_link_expiration_date,survey_link_link_type,survey_link_survey_id
6,False,2023-05-02 00:00:00.000,2021-03-21 00:00:00,norepLy@QemailserVEr.cOm188,DEVelopers,deVelopers@puppy.com3,Test Survey2,VAl79,Val01,val40,2021-03-03 00:00:00,puPpydev4,UR_cYdNGSrFUemldbD,Val4,CGC_kKkUtJVs6mfXeaK32,Ur_cYdngsrFUemlDbD6,CG_6nynmPWonC4JziN6,cG_3DVV5DaI3GYD8KD04,DONe8,GeneRatEdInvite92,2021-04-23 00:00:00,2022-06-05 00:00:00,IndiVIduaL3,SV_afwZkDnyaANAL5j2
7,False,2023-05-02 00:00:00.000,2022-07-23 00:00:00,nOreply@qemailseRver.coM2,DEVeLopers,developers@pUppy.com16,Test SurVey26,val11,VAl550,vAl009,2021-05-08 00:00:00,puPPydev4,Ur_cYdNGsrFUemldbD4,vaL8,CGC_kKkutJVs3mfxeaK3,UR_cYdNGsrFUEMlDbD,CG5_2B4IIbgp8zC0Nvn46,cG_3DVV4DaI0GYD8KD045,GEnerateD1,GEneratedinvite0,2022-05-28 00:00:00,2021-06-09 00:00:00,InDividUaL2,SV_6JcjA71TpOIHjdx70
8,False,2023-05-02 00:00:00.000,2021-11-02 00:00:00,noreply@qemailSeRver.com14,dEVelopers5,deVeloPers@pUppy4.com3,Test SurvEy29,VAl291,VaL35,vAL68,2022-04-27 00:00:00,puPpydEv4,UR_cYdNGsRFUemlDBD,vAL05,CGC8_kKkUtJVs6mfXeaK32,UR2_CYdNGsrFUeMlDbD,cG5_2B4IIbgp6zC7Nvn467,cG_3DVV1daI3GYD8KD048,gEnErated90,GeNeRatEDINvitE,2021-09-22 00:00:00,2022-04-04 00:00:00,InDIvidUaL23,sV_8mKTxTK2OWjjool453
9,False,2023-05-02 00:00:00.000,2021-06-24 00:00:00,noRepLy@QEmailserVEr.cOm1864,DEveLopers1,dEveLopers@puppy.com16,Test8 SuRvEy5,vAL67,VaL35,val132,2022-05-18 00:00:00,PuppydEV0,Ur_cydNGsrFuemLDbD1,vAL83,CgC_kKkutJVs0MFxeAK48,UR2_cYdNGsrFUeMlDbD1,CG_6NynmpWonC4JziN6,CG_3dVV0daI3GYD1Kd18,GenerATed,GeneraTEDInvite5,2022-04-09 00:00:00,2021-03-10 00:00:00,IndividUal2,SV_6Jcja71TpOIHJdX7
10,False,2023-05-02 00:00:00.000,2020-12-05 00:00:00,noreply@qemailservEr.coM12,DEVeloPeRs,develoPers@pUppy.com166,Test8 sUrvEy30,vAL609,Val94,val1,2021-09-26 00:00:00,puPpYdev6,ur1_cYdNGsrFUemlDbD,val7,CgC_kKkutJVs3mFXeaK37,UR_cyDNGsrFueMlDbD1,CG_6B4IIbgp8ZC0Nvn45,CG_3dVV5dAI3GYd8KD,GeNeratEd1,GenerAtedINviTe,2022-07-25 00:00:00,2021-06-14 00:00:00,IndiVIduAl53,sV_djzINkbJIFjUs373
11,False,2023-05-02 00:00:00.000,2022-04-25 00:00:00,noRepLy@QEmailserVer.cOm18641,DEvElopers0,deVeloPers@pUpPy.com1965,Test SurVeY364,VAl845,val3,val083,2022-02-26 00:00:00,puPpydEv1,UR_cydNGsrFUemLDbD,val2,CGC_kKkutjVS0mFxeAK48,UR8_cYdNGsrFUemLDbD,CG8_6nyNmPWONC4JziN,CG_1dvV3DaI3GYD1Kd2,GeneRated,GenEratEdInviTe,2021-09-23 00:00:00,2021-03-21 00:00:00,IndIviDuaL4,SV_6Jcja31TpOIHJdX78
12,False,2023-05-02 00:00:00.000,2021-05-27 00:00:00,norepLy@qemailservEr.cOm183,DEVeloPERs,deVeloPeRs@pUpPy.com19658,TEst6 SUrvEy21,val60,VAl65,val6,2022-05-22 00:00:00,puPPydev63,Ur_cydNGsrFuemlDbD16,VAl6,CgC_kKkUTjVs3MFxeAK46,UR_cYdNGsRfUemlDBD11,CG_0B4Iibgp8ZC0NVn45,cG_3dVV5dai3GYD8KD05,gEnerAtED07,GEneratedinvIte0,2022-03-05 00:00:00,2022-11-26 00:00:00,inDividual,SV_djzINkbJIFJUs85
13,False,2023-05-02 00:00:00.000,2022-10-17 00:00:00,noReply@QEmaiLserVer.cOm18641,DEVEloPeRs,DevEloperS@puppy.COm581,TeSt2 SurvEY248,vAL609,val197,vaL66,2022-07-30 00:00:00,PuPpydEV03,UR_cYDNGsrFUemlDBD09,VAL8,CGC_kKKutJVs3mfxeaK38,UR_cyDNGsrfueMlDbD13,CG_6NYnMPWONC1JziN8,CG_2dvv3daI3GYD1KD26,donE8,gEneratedInVite7,2021-05-11 00:00:00,2020-09-18 00:00:00,INdivIdual4,SV_1mKTxTk2oWJjool451
14,False,2023-05-02 00:00:00.000,2021-11-03 00:00:00,norepLy@QEmailserVEr.cOm188,DEVeloPERs8,DevElOpers2@puppy.com581,test SUrvey54,val63,Val5508,VaL64,2021-08-13 00:00:00,puPPYdEV1,UR5_cYdNGsRFuemLDbD,VaL756,CGC_kKkutjVs3mFXeAK8,UR9_cYDNGsRfUemlDBD114,CG_6NYnMPWONC1JzIN49,CG6_3dVv5daI3Gyd1KD097,GenErated,GeneratedINVite7,2021-08-21 00:00:00,2022-11-27 00:00:00,INdiViDual6,SV_djzINkbJIFJUs955
15,False,2023-05-02 00:00:00.000,2022-01-08 00:00:00,norePly@QemailservEr.cOm580,deVeloPERs,deVeloPers@pUpPy.Com10659,TEst6 SUrvEy210,vAl943,vAl427,vAl132,2021-05-07 00:00:00,puPPYdeV1,uR5_cYdnGsrFuemLDbD,VAL9,cGC8_kKkUtJVs3mFxeAK2,UR3_cYdNgsrFUemLDbD1,CG_6NYnMPWonC6JziN82,cG2_3dVV5dai6GyD8KD05,generAted,GeNeRatedInvite92,2022-11-20 00:00:00,2022-07-12 00:00:00,INdividuaL,sv_8mKTxTK2OWjjool4535
16,False,2023-05-02 00:00:00.000,2022-12-01 00:00:00,norepLy@QEmailserVEr6.cOM1881,deVeloperS5,deVeloPers@pUpPy.CoM106593,Test13 sUrvey306,vAl3230,Val550,vAl15,2021-09-01 00:00:00,puPpydEv14,UR_cYdnGSrFUemldbd4,VAL66,CGC_kKkUTjvs3mfxeaK8,UR_CYdNGsRfUemldBD11,Cg_6NYnMPWONC1JzIN490,cG2_3dVV5dai6Gyd7KD044,genErateD4,GeneRAtedinvite,2020-09-16 00:00:00,2022-08-15 00:00:00,IndividuaL2,SV_6mKTxTk2oWJjool451
17,False,2023-05-02 00:00:00.000,2021-01-25 00:00:00,noreplY@qemailserver.com,devEloPeRS,deVeLoPeRs@pupPy.com19659,Test13 sUrvey3042,VAL67,VaL377,Val63,2020-10-26 00:00:00,pUPpyDEv16,Ur4_cydNGsrFueMlDbd162,VAl9,CGC_kKkutjvS0mFxeAK484,UR_cYdNGsRfUemlDBD416,CG_2B4IIbgp8Zc0NvN70,cG_3dvV5daI3GYD8KD00,GeNErated9,TestEMail3,2022-02-14 00:00:00,2022-11-29 00:00:00,Individual26,Sv_djzInkbJIFjUs85
18,False,2023-05-02 00:00:00.000,2022-02-10 00:00:00,noreply@qemailSeRVer.Com14,DEVeLOpers50,DevElopers@puppy6.com585,TEst1 sUrvEy210,vAl003,VAl7787,val63,2020-11-11 00:00:00,puPpYdEV43,uR5_cYdnGsrFUemLDbD,vaL25,CGc_kKkUtJVs6mfXeaK326,Ur_cYDngsrFUEmldbD6,CG_6nYnmPWOnC4JziN,cG2_3dVV5dai6GyD9KD057,GeNeRated,GeNeratEdinviTe,2022-02-23 00:00:00,2022-12-03 00:00:00,indiVIduAL5,sv_0mKTxTk2oWjjool457
19,False,2023-05-02 00:00:00.000,2021-04-03 00:00:00,noreply@QemaiLServEr.com3,DeVElopeRS,dEveLopers3@puppy.Com164,TeSt9 SurvEy29,vAL72,VAl55089,vaL628,2021-08-02 00:00:00,pupPYdev9,Ur_cYdNGsrfUemlDbd0,VAL84,CGC8_kkkUTJVs6mfXeaK320,UR_cYdNGsrFuemLDbD,CG_8NYnMPWOnC6JziN85,cG9_3dVV5daI3GYD8KD007,GeNERated99,TEstemaiL,2022-02-14 00:00:00,2021-05-03 00:00:00,individuaL8,SV_6JcjA71TpOIHjdx604
20,False,2023-05-02 00:00:00.000,2020-11-14 00:00:00,noreply@qemailseRvEr.coM21,DEvelopers9,DevEloPerS@puppy.COm581,TeSt6 SurvEY61,VaL403,val1982,vAl059,2022-02-01 00:00:00,pupPYDeV9,UR_cYdNgsRFUemldbD,VAL956,CgC_kKkutJVs0MfxeAK489,Ur8_cYdNGsrFUemLDbD,CG_8NynMPWOnC6JziN85,cG_3DVV5DaI2GYD8KD007,generated3,GeNeratedInVite9,2021-08-12 00:00:00,2021-11-14 00:00:00,InDividUal20,SV_1MKtxtk2owJjool
21,False,2023-05-02 00:00:00.000,2022-03-27 00:00:00,nOrepLy@QEmailservEr6.cOM18819,DEvelopers1,developers@pUPpy.com16,TEst0 SUrvey2103,vaL796,VAL77074,vAl1359,2022-03-09 00:00:00,Puppydev9,UR_cydNGsrFuemlDbD16,VaL106,CgC_kKkutJVs0MFxeAK68,Ur_cYdnGsrfUemlDbD1,CG_6b4IIbgp8Zc0Nvn458,CG_3DVv1daI3GYD8KD0987,GEneRaTeD15,GeNerAtEdInvite,2021-12-24 00:00:00,2022-10-18 00:00:00,INdivIdUal44,sv_0mKTxTk2oWjjooL457
22,False,2023-05-02 00:00:00.000,2021-06-11 00:00:00,nOreply@qemailseRvEr.coM416,DeVeLoPERS8,DEveLopers@pUppy.com168,test SUrvEy51,val671,val1781,val668,2022-09-05 00:00:00,PuPpYdev9,Ur7_cYdNGsrFUemlDbd2,vAL602,CGC5_kKkUtjVs3MFxeAK42,Ur_cYdNGsrFUemlDbD10,CG5_2B4IIbgp8zC0Nvn48,CG_3DVv1daI3GYD8kD0987,GEneRAted98,GeneRatedInvite920,2022-11-20 00:00:00,2021-08-06 00:00:00,IndIvIduaL3,SV_6JcjA71tpOIHjDX700
23,False,2023-05-02 00:00:00.000,2022-07-03 00:00:00,NorepLy@QEmailsErVEr.cOM1885,DEvELoperS90,developers@pUPpy0.coM169,TeSt SuRVey263,VaL6099,vaL3,vaL261,2020-09-16 00:00:00,PUppYdev7,Ur_cydNGSrFuemLDbD167,VaL39,CGC_kKKutjvS0MFxeAK4843,Ur_cYDngsRFUEMldbD69,CG_8NynMPWOnC6JziN857,cG_3DVV5DaI2GYD8KD7016,generATeD070,generatedINVite8,2022-03-07 00:00:00,2022-10-17 00:00:00,IndIVIduAl5,sV_6JCJa72TpOiHjdX
24,False,2023-05-02 00:00:00.000,2020-11-22 00:00:00,noRepLy@QEmailSerVer.cOm186416,dEVELopeRs4,dEvelopers@pUppy.Com165,TEst8 survey34,vAL71,VAL9,Val90,2021-01-30 00:00:00,puPPYdeV707,UR_cYDNGsrFUemlDbD3,Val05,CGC_KKkUtjVs3MfxeAK43,uR_cYdnGsrFUemLDbD2,CG_8NynMPWOnC6jziN8570,CG2_3Dvv0daI3Gyd1Kd09,geneRaTeD25,GENeRateDinvIte0,2022-02-07 00:00:00,2020-12-14 00:00:00,indIviDual3,sv_0mKTxTK6oWjjool4541
25,False,2023-05-02 00:00:00.000,2022-05-12 00:00:00,nOreply@QemailServEr6.com1,devEloPeRs,DEveLopErs@pUppy.com168,test SUrveY549,vAl52307,vAl30,vaL697,2022-07-17 00:00:00,pUppYDev6,UR_cYdNGsrfuemlDbD,vAl86,CgC_kkkUtjVS3MFxeAK48,UR_CYdNGsrFuemlDbD5,CG_2B4iIbgp2zC0NVn9,CG_1dvV3DaI3GyD1Kd2,Generated9,generaTedinvItE06,2020-07-26 00:00:00,2021-10-18 00:00:00,INdividual,SV_1mKtXTk2owjjool46
26,False,2023-05-02 00:00:00.000,2021-10-14 00:00:00,norePly@qemailseRvEr.com21,DEVeloPErs2,developErs9@puppy.com64,test SUrvEy11,vAl114,vaL018,vaL62,2021-07-03 00:00:00,puPpYdeV78,UR_cydnGsrfuemLDbD1,VaL126,CGC5_kKkUtjvs3MFxeAK42,UR5_cYdNGsrFueMLDbd1,CG_6B4IIbGp8ZC0Nvn45,CG_3DVv1daI3GyD8kD09873,dOne84,GeNeratEDINvitE,2022-07-20 00:00:00,2021-10-15 00:00:00,IndiViduAL,SV_8mKTxTK2OWjjooL453
27,False,2023-05-02 00:00:00.000,2022-01-15 00:00:00,nOreply@qemailseRVeR.coM2,DEvelopers52,DEveLopers@pUppY.com168,Test SuRvEy29,vAL3090,Val702,val069,2022-04-07 00:00:00,PupPydev91,UR_cYdNGsrFUemldbD8,val4,CGC_kKkUtJVs3MfxeAK430,UR_cydNGsrFuemlDbD2,CG_6nYnmPWoNC4JziN0,Cg6_3dvv5dAI3Gyd1kd09,GENerated98,GeNeratEdInvite8,2022-09-21 00:00:00,2022-08-28 00:00:00,InDiVIduAl5,sV_1mKtxTk2owjJool48
28,False,2023-05-02 00:00:00.000,2020-07-17 00:00:00,nOreply@QemailSeRvEr6.cOM18,developeRs8,deVelOPers@pUpPy.Com106594,TEst6 SUrvey21036,Val6089,Val788,vaL98,2021-03-15 00:00:00,pupPYDEV9,UR_cYDNGsRFUemlDbD5,VaL054,cGC_kKkUtjVS3MFXeAK2,UR_CYdNGSRFUemlDbD5,CG_6nYNmPWOnC4Jzin8,cg_3DVV1dai9GYD8KD048,GeNEraTed13,generaTedinvItE065,2022-08-21 00:00:00,2020-11-12 00:00:00,IndiViduaL,sV_djzINkBJIFjUs0231
29,False,2023-05-02 00:00:00.000,2020-08-09 00:00:00,norePLy@QEmailserVEr.cOm1687,DEVelopers7,DevElOPers5@puppy.Com581,TesT8 SuRvEy5,vAL685,val19800,val637,2021-12-03 00:00:00,PUppydev6,Ur1_cYdNGsrFUemldBD4,vaL2,CGC8_kkkUTJVs6MfXeaK320,UR_cydnGsrFUemLDbD27,CG_2B4IIbgp8ZC0nVn,cG2_3dVV5dai6GyD2KD0573,DonE8,GenerATedInVItE6,2022-01-06 00:00:00,2020-11-21 00:00:00,IndividuAL3,SV_1mKtXTk2OwjjoOl46
30,False,2023-05-02 00:00:00.000,2022-07-31 00:00:00,norePLy@QEmailserVEr.cOm16871,DEvelopErs92,deveLopErs@puppy.com12,TESt SurvEy29,vAL607,VaL4278,val66,2021-05-12 00:00:00,pUppYdeV75,UR_cYdnGSrFUeMLdbd45,VAl670,CgC_kkkUtjVs3MFXeAK488,ur_cYdNGsrFUeMlDbD10,CG_6NYNMPWONC1JzIN494,CG_3DVv5daI3gYD8KD0989,genErAted,GenerATedInVITE66,2021-01-11 00:00:00,2021-05-31 00:00:00,IndivIdUal44,SV_djZINkbjIFjUs373
31,False,2023-05-02 00:00:00.000,2022-08-11 00:00:00,NorepLy@QemaiLserVEr.cOm1882,DEVEloPErs5,developErs3@puppy.com15,teSt0 survEy29,vAl631,vaL16,val624,2022-01-26 00:00:00,puppYdev6,UR_cydNGsRFuemlDbD16,vaL007,CGC_KKkutjVs3mfxeAk432,UR2_CYdNgsrFUeMlDbD8,CG_oI48zjxTUMSKUq516,cG_3DvV1daI3GYD8KD0417,GenERated2,gEnerAtedinvitE06,2020-12-05 00:00:00,2021-11-06 00:00:00,INdividual2,sv_0mKTxTk2oWjjool4530
32,False,2023-05-02 00:00:00.000,2021-08-03 00:00:00,nORepLy7@QEmailservER6.cOM188195,developeRs87,deVeLoPeRs@pupPY.coM196591,TesT5 SUrvEy60,val148,val198047,VAL628,2022-04-18 00:00:00,PuPPydev4,UR_cYDNGsrfUemlDBD097,vAL4,CGC_kkkuTJVS0mFxeAK487,UR_CYdnGSRFUemlDbD0,CG_6nynmPWonC1JziN6,CG_1dvV3DaI4GyD1kd29,gENERated89,GeneRatedINVitE72,2020-09-27 00:00:00,2022-04-30 00:00:00,IndividuAL,SV_6jCjA71TpOIhjdx704
33,False,2023-05-02 00:00:00.000,2022-03-18 00:00:00,norePLy@qemailseRvEr1.com210,DEVeLOpers54,deVelOPers@pUppy.Com1065949,TeSt2 SURvEY249,vAL4530,VaL177,val6937,2022-02-01 00:00:00,puPPYdeV7578,Ur_cydNGsrFUemlDbD16,VAl048,Cgc_kKkutjVs0MFxeAK48,UR_CYdNGsRfUemlDBD11,Cg_5NyNMPWONC1JzIN4943,cG_3DVV1daI9GYD8kD09875,GEneRATED14,generatedInvIte9,2022-06-17 00:00:00,2021-04-05 00:00:00,INdivIduAl5,sv_0MKTxTK6oWjjooL45417
34,False,2023-05-02 00:00:00.000,2022-11-21 00:00:00,NorEpLy@QEmailsErVEr.cOm18856,DEveLoPErS1,deVeLoPERS@pupPY.coM196591,Test84 SurvEy39,VAL74,vaL197,vAL049,2021-02-26 00:00:00,puppYdev,UR6_cydNGsRFuemLDbD16,val48,CGC8_kkKUTJVs6mfXeaK3209,uR_cydNGsrFuemlDbD21,cG_8NYnMPWOnC6JziN8570,Cg6_3dvv5DaI3Gyd1kD090,GeNerated9,gEneratedInVIte74,2022-07-18 00:00:00,2022-01-02 00:00:00,INDiviDual8,SV_6JcJa71tpOIhJdX7
35,False,2023-05-02 00:00:00.000,2021-08-15 00:00:00,Noreply@qemailseRver.com27,DeVElopERS,DEvELopErs6@pUppy.com1628,test SUrveY5475,VaL90,val698008,vaL69316,2020-12-04 00:00:00,puPpYdEV157,uR_cYdnGSRfUemldbd44,vAl9,cgC_kkkUtjVs3mFXeAk488,UR_cYdNGsrFUEmlDbD7,CG_oI48zjxTUMSkUq5164,CG_1dvV2DaI4GyD1kd27,GeneratEd21,GeNeratedInvite9,2021-01-24 00:00:00,2021-07-12 00:00:00,inDIvidual39,sV_1mKTxTk2owjjool4
