building_id,medical_office_weekly,current_water_period_ending,period_ending_date,warehouse_unrefrigerated_5,warehouse_unrefrigerated_2,multifamily_home_laundry,census_tract,warehouse_unrefrigerated_1,bank_financial_institution_4,warehouse_unrefrigerated_3,supermarkets_grocery_workers,retail_weekly_operating_hours,state,current_total_ghg_emissions,warehouse_unrefrigerated_6,bbl,retail_gross_floor_area_sq,multifamily_home_number_of,borough,retail_walk_in_refrig_density,hotel_number_of_rooms,multifamily_home_percent,current_total_source_energy,parking_non_enclosed_floor,national_average_site_eui,multifamily_home_percent_1,multifamily_home_dishwashers,postcode
2665590,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,62.0,,,,,65.0,New York,1476.78,,2037780010.0,4000.0,12.0,BRONX,0.0,,0.0,24858851.8,,,5.0,0.0,10472
2682298,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,8.0,1402.0,,,,,,New York,992.73,,1003460001.0,,14.0,MANHATTAN,,,0.0,20401255.0,0.0,,11.0,0.0,10002
2661539,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,444.0,,,,,,New York,853.09,,2050570027.0,,6.0,BRONX,,,0.0,14140593.9,0.0,,4.0,0.0,10466
2721649,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,822.0,,,,,65.0,New York,339.89,,3050840015.0,1000.0,6.0,BROOKLYN,0.0,,0.0,7641348.3,,,5.0,2.0,11226
2656780,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,12.0,122.0,,,,,,New York,1390.2,,1013820069.0,,22.0,MANHATTAN,,,0.0,29864035.9,0.0,,3.0,135.0,10065
2657087,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,5.0,14801.0,,,,,,New York,484.39,,1015140069.0,,16.0,MANHATTAN,,,0.0,8155716.1,,,3.0,32.0,10028
2675883,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,12.0,15801.0,,,,,,New York,3351.67,,1015220001.0,,18.0,MANHATTAN,,,0.0,69882594.8,,,16.0,170.0,10128
2704794,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,87.0,,,,,65.0,New York,609.6,,1007967504.0,36453.0,6.0,MANHATTAN,0.0,,0.0,15741085.6,,,14.0,49.0,10010
2666626,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,8.0,,,,,,,New York,372.33,,,,6.0,,,,0.0,6605351.8,,,5.0,0.0,10451
2669213,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,4.0,301.0,,,,,,New York,252.21,,3002080508.0,,12.0,BROOKLYN,,,0.0,5739708.1,,,5.0,21.0,11201
2665431,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,1.0,229.0,,,,,65.0,New York,672.78,,1020900036.0,4497.0,6.0,MANHATTAN,0.0,,0.0,10681375.0,,,5.0,0.0,10031
2661713,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,313.0,,,,,,New York,1152.23,,3012210053.0,,6.0,BROOKLYN,,,0.0,26669324.1,,,5.0,0.0,11213
2679979,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,32.0,118.0,,,,,65.0,New York,4244.02,,1014210021.0,19250.0,43.0,MANHATTAN,0.0,,0.0,95178319.7,0.0,,5.0,301.0,10065
2669621,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,36.0,68.0,,,,,,New York,905.71,,1008827503.0,,17.0,MANHATTAN,,,0.0,18573730.9,0.0,,5.0,0.0,10016
2674716,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,,,,,,,New York,601.04,,,,5.0,,,,0.0,10794205.7,,,10.0,0.0,10467
2665405,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,1.0,,,,,,65.0,New York,8415.25,,,73059.0,39.0,,0.0,,0.0,194243197.1,0.0,,6.0,0.0,10013
2664521,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,31.0,,,,,65.0,New York,646.55,,1001530001.0,25688.0,,MANHATTAN,0.0,,,13011654.7,0.0,143.2,,,10007
2668270,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,5.0,415.0,,,,,,New York,372.3,,2032990021.0,,6.0,BRONX,,,0.0,6729143.3,,,5.0,0.0,10458
2682246,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,16.0,231.0,,,,,,New York,692.9,,3019520016.0,,6.0,BROOKLYN,,,0.0,17434082.0,0.0,,4.0,0.0,11238
2677381,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,27.0,62.0,,,,,,New York,1330.28,,1009910060.0,,34.0,MANHATTAN,,,0.0,47323876.5,,,32.0,109.0,10010
2674804,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,,,,,,,New York,606.83,,,,6.0,,,,0.0,10085452.6,,,10.0,0.0,10467
2649932,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,199.0,,,,,65.0,New York,644.35,,2025050084.0,511.0,8.0,BRONX,0.0,,0.0,10336875.8,,,5.0,0.0,10452
2682345,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,39.0,,,,,,New York,388.71,,,,3.0,BRONX,,,0.0,8293663.5,,,5.0,0.0,10454
2665797,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,7.0,72.0,,,,,65.0,New York,589.44,,1008890022.0,6429.0,16.0,MANHATTAN,0.0,,0.0,14853490.5,,,16.0,30.0,10016
2656214,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,4.0,90.0,,,,,65.0,New York,555.11,,1013417505.0,2080.0,17.0,MANHATTAN,0.0,,0.0,10249439.1,,,7.0,52.0,10017
2679933,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,30.0,31704.0,,,,,65.0,New York,483.86,,1000167504.0,4296.0,9.0,MANHATTAN,0.0,,0.0,13072937.8,,,20.0,107.0,10280
2655271,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,4.0,,,,,,65.0,New York,493.12,,,2926.0,7.0,,0.0,,0.0,8139969.6,0.0,,10.0,0.0,10463
2721487,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,8.0,366.0,,,,,,New York,500.56,,3072427501.0,,7.0,BROOKLYN,,,0.0,12342028.2,0.0,,5.0,30.0,11235
2665625,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,1.0,530.0,,,,,65.0,New York,497.3,,3067060014.0,11077.0,8.0,BROOKLYN,0.0,,0.0,8882199.3,,,6.0,0.0,11230
2661201,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,431.0,,,,,65.0,New York,819.07,,2033440036.0,1820.0,6.0,BRONX,0.0,,0.0,14226625.7,,,5.0,0.0,10467
2679444,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,32.0,202.0,,,,,,New York,1775.03,,1002430056.0,,21.0,MANHATTAN,,,0.0,35481221.2,,,7.0,0.0,10002
2794417,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,10.0,15802.0,,,,,,New York,971.24,,1016240069.0,,17.0,MANHATTAN,,,0.0,22920533.6,0.0,,31.0,12.0,10029
2676015,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,4.0,128.0,,,,,,New York,315.13,,1014090009.0,,10.0,MANHATTAN,,,0.0,5361747.3,,,18.0,29.0,10021
2673439,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,8.0,15002.0,,,,,,New York,890.09,,1014980033.0,,15.0,MANHATTAN,,,0.0,15230030.0,,,12.0,70.0,10028
2551979,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,273.0,,,,,,New York,1201.61,,2032560156.0,,,BRONX,,,,22538348.5,,,,,10468
2684330,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,13.0,,,,,65.0,New York,1737.84,,1000187501.0,25410.0,38.0,MANHATTAN,0.0,,0.0,44606764.6,,,40.0,0.0,10006
2661148,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,273.0,,,,,,New York,536.54,,2032560053.0,,6.0,BRONX,,,0.0,9716489.7,0.0,,5.0,0.0,10463
2669492,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,108.0,,,,,65.0,New York,477.47,,1013317503.0,3735.0,36.0,MANHATTAN,0.0,,0.0,12370560.0,,,12.0,1.0,10022
2643973,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,23301.0,,,,,,New York,105.14,,2028280030.0,,,BRONX,,,,3363158.9,,,,,10453
2659102,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,4.0,247.0,,,,,,New York,781.96,,1021360106.0,,6.0,MANHATTAN,,,0.0,11713629.3,,,7.0,18.0,10032
2665418,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,225.0,,,,,65.0,New York,723.74,,1020730001.0,4586.0,10.0,MANHATTAN,0.0,,0.0,12184059.6,,,5.0,0.0,10031
2661456,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,33201.0,,,,,,New York,992.32,,2043420010.0,,21.0,BRONX,,,0.0,18440569.5,,,5.0,0.0,10467
2670582,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,81.0,,,,,65.0,New York,527.61,,1007650001.0,11932.0,5.0,MANHATTAN,0.0,,0.0,13041332.6,,,9.0,18.0,10011
2659049,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,193.0,,,,,,New York,402.56,,2025050030.0,,6.0,BRONX,,,0.0,7074003.3,,,5.0,0.0,10452
2653436,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,7.0,253.0,,,,,65.0,New York,382.41,,2031970001.0,2669.0,6.0,BRONX,0.0,,0.0,6538018.7,,,5.0,0.0,10468
2680610,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,271.0,,,,,,New York,194.84,,1021807503.0,,,MANHATTAN,,,,4946905.9,,,,,10033
2665086,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,4.0,195.0,,,,,,New York,588.25,,1018780025.0,,17.0,MANHATTAN,,,0.0,9999526.0,,,5.0,0.0,10025
2721695,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,4.0,550.0,,,,,,New York,249.08,,3067830010.0,,6.0,BROOKLYN,,,0.0,5726658.6,,,5.0,3.0,11229
2658393,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,237.0,,,,,65.0,New York,509.79,,1020970034.0,6000.0,10.0,MANHATTAN,0.0,,0.0,11957573.4,,,5.0,0.0,10031
2656544,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,1.0,128.0,,,,,,New York,508.53,,1014070026.0,,16.0,MANHATTAN,,,0.0,9340936.4,,,9.0,38.0,10021
2658005,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,189.0,,,,,,New York,380.04,,1018590039.0,,6.0,MANHATTAN,,,0.0,6739345.5,,,5.0,0.0,10025
2661763,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,3.0,467.0,,,,,,New York,529.29,,4015680040.0,,7.0,QUEENS,,,0.0,9633671.5,0.0,,11.0,9.0,11373
2732569,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,12.0,1347.0,,,,,,New York,968.74,,4071170401.0,,2.0,QUEENS,,,0.0,15790587.6,,,6.0,50.0,11365
2665519,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,199.0,,,,,,New York,543.28,,2025260083.0,,12.0,BRONX,,,0.0,9599045.9,,,4.0,0.0,10452
2669061,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,16.0,175.0,,,,,,New York,1134.13,,1012500030.0,,16.0,MANHATTAN,,,0.0,18560407.2,,,5.0,0.0,10024
2679425,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,16.0,202.0,,,,,,New York,887.52,,1002440019.0,,21.0,MANHATTAN,,,0.0,17740650.5,,,7.0,0.0,10002
2658837,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,271.0,,,,,,New York,519.6,,1021807505.0,,6.0,MANHATTAN,,,0.0,8676810.4,,,5.0,0.0,10033
2670492,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,6.0,,,,,,,New York,469.49,,,,6.0,,,,0.0,11495493.8,,,23.0,29.0,11373
2665135,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,7.0,351.0,,,,,,New York,494.44,,2058141155.0,,6.0,BRONX,,,0.0,8969445.9,0.0,,5.0,0.0,10471
2663944,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,15.0,183.0,,,,,,New York,1679.54,,1012537503.0,,19.0,MANHATTAN,,,0.0,33376351.4,,,5.0,130.0,10025
2748481,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,1.0,736.0,,,,,,New York,304.39,,3078220045.0,,6.0,BROOKLYN,,,0.0,5545465.8,,,0.0,0.0,11234
2660125,,2010-10-31T00:00:00.000,2010-12-31T00:00:00.000,,,,15801.0,,,,,,New York,,,1015200050.0,,,MANHATTAN,,,,,,,,,10128
2680912,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,8.0,73.0,,,,,,New York,357.46,,4005780013.0,,6.0,QUEENS,,,0.0,8868029.3,0.0,,17.0,0.0,11102
2680661,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,43.0,,,,,65.0,New York,506.39,,1004970001.0,4750.0,,MANHATTAN,0.0,,,14982174.1,,77.0,,,10012
2693134,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,70.0,173.0,,,,,,New York,504.1,,1012170014.0,,16.0,MANHATTAN,,,0.0,9727842.7,,,14.0,58.0,10024
2666994,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,7.0,,,,,,,New York,788.97,,,,6.0,,,,0.0,12574969.2,,,5.0,0.0,10462
2545989,,2010-10-31T00:00:00.000,2010-12-31T00:00:00.000,,,,115.0,,,,,,New York,,,1007630024.0,,,MANHATTAN,,,,,,157.1,,,10018
2551614,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,18302.0,,,,,,New York,655.28,,2024470001.0,,,BRONX,,,,12021964.3,,,,,10456
2658207,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,23501.0,,,,,65.0,New York,531.22,,1020690001.0,1150.0,6.0,MANHATTAN,0.0,,0.0,8794575.5,,,5.0,0.0,10031
