source_relation,date_day,_fivetran_id,campaign_id,ad_group_id,ad_group_name,bid_amount,bid_currency,keyword_text,keyword_display_status,keyword_id,spend,currency,match_type,search_term_source,search_term_text,impressions,taps,conversions,tap_installs,new_downloads,tap_new_downloads,redownloads,tap_redownloads
"",2021-12-11,z4PE8mBIIl3T8tCjeZH10PMwr+I=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty games,RUNNING,976093306,0,USD,BROAD,TARGETED,,1,0,0,0,0,0,0,0
"",2021-12-12,z4PE8mBIIl3T8tCjeZH10PMwr+I=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty games,RUNNING,976093306,0,USD,BROAD,TARGETED,,2,0,0,0,0,0,0,0
"",2021-12-13,MOzjLOR7zMtROALgDrOaIdWLrlE=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty games,RUNNING,976093306,0,USD,BROAD,TARGETED,cartoon cat,12,0,0,0,0,0,0,0
"",2021-12-13,z4PE8mBIIl3T8tCjeZH10PMwr+I=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty games,RUNNING,976093306,0,USD,BROAD,TARGETED,,16,0,0,0,0,0,0,0
"",2021-12-14,z4PE8mBIIl3T8tCjeZH10PMwr+I=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty games,RUNNING,976093306,0,USD,BROAD,TARGETED,,3,0,0,0,0,0,0,0
"",2021-12-16,ZLG/HUWQgYIIakSwt3mgM/PmPpQ=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty games,CAMPAIGN_ON_HOLD,976093306,0,USD,BROAD,TARGETED,,1,0,0,0,0,0,0,0
"",2021-12-19,ZLG/HUWQgYIIakSwt3mgM/PmPpQ=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty games,CAMPAIGN_ON_HOLD,976093306,0,USD,BROAD,TARGETED,,5,0,0,0,0,0,0,0
"",2021-12-09,sgnpHbICZJ1cjUcHu4pKF/jzqSA=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty,RUNNING,976093307,0,USD,BROAD,TARGETED,,3,0,0,0,0,0,0,0
"",2021-12-10,sgnpHbICZJ1cjUcHu4pKF/jzqSA=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty,RUNNING,976093307,0,USD,BROAD,TARGETED,,3,0,0,0,0,0,0,0
"",2021-12-11,sgnpHbICZJ1cjUcHu4pKF/jzqSA=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty,RUNNING,976093307,0,USD,BROAD,TARGETED,,2,0,0,0,0,0,0,0
"",2021-12-12,sgnpHbICZJ1cjUcHu4pKF/jzqSA=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty,RUNNING,976093307,0,USD,BROAD,TARGETED,,6,0,0,0,0,0,0,0
"",2021-12-13,sgnpHbICZJ1cjUcHu4pKF/jzqSA=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty,RUNNING,976093307,0,USD,BROAD,TARGETED,,9,0,0,0,0,0,0,0
"",2021-12-13,cmej2MsScWnELy8MxamgLQ5dVAk=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty,RUNNING,976093307,0,USD,BROAD,TARGETED,sanrio,12,0,0,0,0,0,0,0
"",2021-12-14,sgnpHbICZJ1cjUcHu4pKF/jzqSA=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty,RUNNING,976093307,0,USD,BROAD,TARGETED,,8,0,0,0,0,0,0,0
"",2021-12-15,IKzReTukM9Z4ja3P5iXKKEyjS1c=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty,CAMPAIGN_ON_HOLD,976093307,0,USD,BROAD,TARGETED,,2,0,0,0,0,0,0,0
"",2021-12-16,IKzReTukM9Z4ja3P5iXKKEyjS1c=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty,CAMPAIGN_ON_HOLD,976093307,0,USD,BROAD,TARGETED,,3,0,0,0,0,0,0,0
"",2021-12-18,IKzReTukM9Z4ja3P5iXKKEyjS1c=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty,CAMPAIGN_ON_HOLD,976093307,0,USD,BROAD,TARGETED,,1,0,0,0,0,0,0,0
"",2021-12-19,IKzReTukM9Z4ja3P5iXKKEyjS1c=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty,CAMPAIGN_ON_HOLD,976093307,0,USD,BROAD,TARGETED,,7,0,0,0,0,0,0,0
"",2021-12-20,IKzReTukM9Z4ja3P5iXKKEyjS1c=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitty,CAMPAIGN_ON_HOLD,976093307,0,USD,BROAD,TARGETED,,1,0,0,0,0,0,0,0
"",2021-12-09,mHn0RsfshJiq+vMycRmjQWPb0JM=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,RUNNING,976093308,0,USD,BROAD,TARGETED,cat,12,0,0,0,0,0,0,0
"",2021-12-10,WUj6daXE7YmOD5lXHJmNoadoYoc=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,RUNNING,976093308,0,USD,BROAD,TARGETED,cat simulator,11,0,0,0,0,0,0,0
"",2021-12-11,WUj6daXE7YmOD5lXHJmNoadoYoc=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,RUNNING,976093308,0,USD,BROAD,TARGETED,cat simulator,12,0,0,0,0,0,0,0
"",2021-12-13,oOp9OD2Dd5F5Ago94ADZO4sTgYw=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,RUNNING,976093308,0,USD,BROAD,TARGETED,kitty cat resort,15,0,0,0,0,0,0,0
"",2021-12-13,LE7CJNtX3z/ZVceafBLGXzsN7p4=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,RUNNING,976093308,0,USD,BROAD,TARGETED,,34,0,0,0,0,0,0,0
"",2021-12-16,4jaRbRmSiWrQRG1PGPK3kPL5si8=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,CAMPAIGN_ON_HOLD,976093308,0,USD,BROAD,TARGETED,,18,0,0,0,0,0,0,0
"",2021-12-18,4jaRbRmSiWrQRG1PGPK3kPL5si8=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,CAMPAIGN_ON_HOLD,976093308,0,USD,BROAD,TARGETED,,29,0,0,0,0,0,0,0
"",2021-12-19,4jaRbRmSiWrQRG1PGPK3kPL5si8=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,CAMPAIGN_ON_HOLD,976093308,0,USD,BROAD,TARGETED,,25,0,0,0,0,0,0,0
"",2021-12-20,4jaRbRmSiWrQRG1PGPK3kPL5si8=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,CAMPAIGN_ON_HOLD,976093308,0,USD,BROAD,TARGETED,,6,0,0,0,0,0,0,0
"",2021-12-09,EYyDk7Xp5JRZTcV2m1Xj3HmVl2o=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat games for cats,RUNNING,976093309,0,USD,BROAD,TARGETED,,10,0,0,0,0,0,0,0
"",2021-12-11,EYyDk7Xp5JRZTcV2m1Xj3HmVl2o=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat games for cats,RUNNING,976093309,0,USD,BROAD,TARGETED,,15,0,0,0,0,0,0,0
"",2021-12-12,EYyDk7Xp5JRZTcV2m1Xj3HmVl2o=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat games for cats,RUNNING,976093309,0,USD,BROAD,TARGETED,,25,0,0,0,0,0,0,0
"",2021-12-13,EYyDk7Xp5JRZTcV2m1Xj3HmVl2o=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat games for cats,RUNNING,976093309,0,USD,BROAD,TARGETED,,35,0,0,0,0,0,0,0
"",2021-12-14,EYyDk7Xp5JRZTcV2m1Xj3HmVl2o=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat games for cats,RUNNING,976093309,0,USD,BROAD,TARGETED,,1,0,0,0,0,0,0,0
"",2021-12-15,JmRnjLJVOdEl4t1Td7KXwkE1Zow=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat games for cats,CAMPAIGN_ON_HOLD,976093309,0,USD,BROAD,TARGETED,,34,0,0,0,0,0,0,0
"",2021-12-16,y93YeHj7WEkNMtww/stL1FgAu6w=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat games for cats,CAMPAIGN_ON_HOLD,976093309,0,USD,BROAD,TARGETED,cat,14,0,0,0,0,0,0,0
"",2021-12-16,JmRnjLJVOdEl4t1Td7KXwkE1Zow=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat games for cats,CAMPAIGN_ON_HOLD,976093309,0,USD,BROAD,TARGETED,,35,0,0,0,0,0,0,0
"",2021-12-17,JmRnjLJVOdEl4t1Td7KXwkE1Zow=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat games for cats,CAMPAIGN_ON_HOLD,976093309,0,USD,BROAD,TARGETED,,7,0,0,0,0,0,0,0
"",2021-12-19,JmRnjLJVOdEl4t1Td7KXwkE1Zow=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat games for cats,CAMPAIGN_ON_HOLD,976093309,0,USD,BROAD,TARGETED,,11,0,0,0,0,0,0,0
"",2021-12-09,DtoYWSoPMDYrmy4vGLNQsg7sAKI=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,RUNNING,976093310,0,USD,BROAD,TARGETED,geometry dash,19,0,0,0,0,0,0,0
"",2021-12-12,f3Hhx4W1k7E/ADju5D12MQ9LeuY=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,RUNNING,976093310,0,USD,BROAD,TARGETED,,30,0,0,0,0,0,0,0
"",2021-12-13,qO9KEliIptZEO0rqT0sRSt1FV8M=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,RUNNING,976093310,0,USD,BROAD,TARGETED,taptap,17,0,0,0,0,0,0,0
"",2021-12-13,f3Hhx4W1k7E/ADju5D12MQ9LeuY=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,RUNNING,976093310,0,USD,BROAD,TARGETED,,57,0,0,0,0,0,0,0
"",2021-12-15,Rof+qL4JLK4NgTgauOVXJ7wctGM=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,CAMPAIGN_ON_HOLD,976093310,0,USD,BROAD,TARGETED,,45,0,0,0,0,0,0,0
"",2021-12-17,Rof+qL4JLK4NgTgauOVXJ7wctGM=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,CAMPAIGN_ON_HOLD,976093310,0,USD,BROAD,TARGETED,,5,0,0,0,0,0,0,0
"",2021-12-18,Rof+qL4JLK4NgTgauOVXJ7wctGM=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,CAMPAIGN_ON_HOLD,976093310,0,USD,BROAD,TARGETED,,38,0,0,0,0,0,0,0
"",2021-12-19,Rof+qL4JLK4NgTgauOVXJ7wctGM=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,CAMPAIGN_ON_HOLD,976093310,0,USD,BROAD,TARGETED,,57,0,0,0,0,0,0,0
"",2021-12-20,Rof+qL4JLK4NgTgauOVXJ7wctGM=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,CAMPAIGN_ON_HOLD,976093310,0,USD,BROAD,TARGETED,,9,0,0,0,0,0,0,0
"",2021-12-09,6G1bGgjV7Pznkcoxk9OzZ2L+KUg=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat game,RUNNING,976093311,0,USD,BROAD,TARGETED,,14,0,0,0,0,0,0,0
"",2021-12-10,6G1bGgjV7Pznkcoxk9OzZ2L+KUg=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat game,RUNNING,976093311,0,USD,BROAD,TARGETED,,7,0,0,0,0,0,0,0
"",2021-12-11,6G1bGgjV7Pznkcoxk9OzZ2L+KUg=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat game,RUNNING,976093311,0,USD,BROAD,TARGETED,,1,0,0,0,0,0,0,0
"",2021-12-15,gDSc2qfeOrfv5q9UdIC9zxtKwJ8=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat game,CAMPAIGN_ON_HOLD,976093311,0,USD,BROAD,TARGETED,,1,0,0,0,0,0,0,0
"",2021-12-16,gDSc2qfeOrfv5q9UdIC9zxtKwJ8=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat game,CAMPAIGN_ON_HOLD,976093311,0,USD,BROAD,TARGETED,,4,0,0,0,0,0,0,0
"",2021-12-18,gDSc2qfeOrfv5q9UdIC9zxtKwJ8=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat game,CAMPAIGN_ON_HOLD,976093311,0,USD,BROAD,TARGETED,,1,0,0,0,0,0,0,0
"",2021-12-19,gDSc2qfeOrfv5q9UdIC9zxtKwJ8=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat game,CAMPAIGN_ON_HOLD,976093311,0,USD,BROAD,TARGETED,,2,0,0,0,0,0,0,0
"",2021-12-09,JEXHv0fapjAnkHGCDXbIegliANg=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,RUNNING,976093312,0,USD,BROAD,TARGETED,jeux de chat,11,0,0,0,0,0,0,0
"",2021-12-12,7hYtachG9DTR1orzO+uqlYJwmZU=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,RUNNING,976093312,0,USD,BROAD,TARGETED,,6,0,0,0,0,0,0,0
"",2021-12-13,7hYtachG9DTR1orzO+uqlYJwmZU=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,RUNNING,976093312,0,USD,BROAD,TARGETED,,38,0,0,0,0,0,0,0
"",2021-12-15,RfTe/0ue5qk2hvPu1rHCweecl4c=,973923054,976005125,Kitty Cat Tap,1.5,USD,tip tap cat,CAMPAIGN_ON_HOLD,976093314,0,USD,BROAD,TARGETED,,1,0,0,0,0,0,0,0
"",2021-12-19,/NLgxcgOTkEk2BdScp5kJ/kIhZ4=,973923054,983960442,Bored Ad Group,1.42,USD,relax games,CAMPAIGN_ON_HOLD,983951492,0,USD,BROAD,TARGETED,,1,0,0,0,0,0,0,0
"",2021-12-15,GKzywilQJRicfMKH+1y8LNdsQx4=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,1.28,USD,AUTO,AUTO,cat games,38,1,1,1,1,1,0,0
"",2021-12-15,OCswZY16Cnh4lyEOX6CNioJssZ0=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,0.13,USD,AUTO,AUTO,,192,1,0,0,0,0,0,0
"",2021-12-15,L2RrOEcoVBisEbCVJ1fd7RBxkC4=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,0.85,USD,AUTO,AUTO,purrfect tale,37,1,0,0,0,0,0,0
"",2021-12-20,OCswZY16Cnh4lyEOX6CNioJssZ0=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,0.06,USD,AUTO,AUTO,,22,1,0,0,0,0,0,0
"",2021-12-10,2y+WyCdDI+OwOFALpPnKRr3R9oQ=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitten,RUNNING,976093304,0.57,USD,BROAD,TARGETED,,39,1,0,0,0,0,0,0
"",2021-12-13,x6UBkvOcFeJH5N0Mp8xHMwMWL4s=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitten,RUNNING,976093304,0.16,USD,BROAD,TARGETED,cats and soup,14,1,0,0,0,0,0,0
"",2021-12-20,YSEH3Vvu+Kay82+DQu5Qv48vBP8=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitten,CAMPAIGN_ON_HOLD,976093304,0.13,USD,BROAD,TARGETED,,12,1,0,0,0,0,0,0
"",2021-12-10,C3XaPjodDidP6LbU+0HMcB8zmLA=,973923054,976005125,Kitty Cat Tap,1.5,USD,pet cat,RUNNING,976093305,1.47,USD,BROAD,TARGETED,,49,1,0,0,0,0,0,0
"",2021-12-12,C3XaPjodDidP6LbU+0HMcB8zmLA=,973923054,976005125,Kitty Cat Tap,1.5,USD,pet cat,RUNNING,976093305,0.91,USD,BROAD,TARGETED,,19,1,0,0,0,0,0,0
"",2021-12-13,C3XaPjodDidP6LbU+0HMcB8zmLA=,973923054,976005125,Kitty Cat Tap,1.5,USD,pet cat,RUNNING,976093305,0.9,USD,BROAD,TARGETED,,41,1,0,0,0,0,0,0
"",2021-12-15,+jt6vTQdWaAIra5MBD5AKVZDv5U=,973923054,976005125,Kitty Cat Tap,1.5,USD,pet cat,CAMPAIGN_ON_HOLD,976093305,1.47,USD,BROAD,TARGETED,,39,1,0,0,0,0,0,0
"",2021-12-16,+jt6vTQdWaAIra5MBD5AKVZDv5U=,973923054,976005125,Kitty Cat Tap,1.5,USD,pet cat,CAMPAIGN_ON_HOLD,976093305,0.48,USD,BROAD,TARGETED,,27,1,0,0,0,0,0,0
"",2021-12-19,+jt6vTQdWaAIra5MBD5AKVZDv5U=,973923054,976005125,Kitty Cat Tap,1.5,USD,pet cat,CAMPAIGN_ON_HOLD,976093305,0.49,USD,BROAD,TARGETED,,38,1,0,0,0,0,0,0
"",2021-12-10,mHn0RsfshJiq+vMycRmjQWPb0JM=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,RUNNING,976093308,0.13,USD,BROAD,TARGETED,cat,52,1,0,0,0,0,0,0
"",2021-12-11,LE7CJNtX3z/ZVceafBLGXzsN7p4=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,RUNNING,976093308,1.39,USD,BROAD,TARGETED,,23,1,1,1,1,1,0,0
"",2021-12-12,LE7CJNtX3z/ZVceafBLGXzsN7p4=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,RUNNING,976093308,0.12,USD,BROAD,TARGETED,,16,1,1,1,1,1,0,0
"",2021-12-14,LE7CJNtX3z/ZVceafBLGXzsN7p4=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,RUNNING,976093308,0.12,USD,BROAD,TARGETED,,15,1,1,1,1,1,0,0
"",2021-12-15,4jaRbRmSiWrQRG1PGPK3kPL5si8=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,CAMPAIGN_ON_HOLD,976093308,0.82,USD,BROAD,TARGETED,,56,1,0,0,0,0,0,0
"",2021-12-17,4jaRbRmSiWrQRG1PGPK3kPL5si8=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,CAMPAIGN_ON_HOLD,976093308,1.49,USD,BROAD,TARGETED,,7,1,0,0,0,0,0,0
"",2021-12-10,EYyDk7Xp5JRZTcV2m1Xj3HmVl2o=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat games for cats,RUNNING,976093309,0.77,USD,BROAD,TARGETED,,23,1,0,0,0,0,0,0
"",2021-12-18,JmRnjLJVOdEl4t1Td7KXwkE1Zow=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat games for cats,CAMPAIGN_ON_HOLD,976093309,0.13,USD,BROAD,TARGETED,,28,1,0,0,0,0,0,0
"",2021-12-11,f3Hhx4W1k7E/ADju5D12MQ9LeuY=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,RUNNING,976093310,1.14,USD,BROAD,TARGETED,,28,1,0,0,0,0,0,0
"",2021-12-14,f3Hhx4W1k7E/ADju5D12MQ9LeuY=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,RUNNING,976093310,0.38,USD,BROAD,TARGETED,,29,1,1,1,1,1,0,0
"",2021-12-16,Rof+qL4JLK4NgTgauOVXJ7wctGM=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,CAMPAIGN_ON_HOLD,976093310,0.97,USD,BROAD,TARGETED,,49,1,0,0,0,0,0,0
"",2021-12-12,6G1bGgjV7Pznkcoxk9OzZ2L+KUg=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat game,RUNNING,976093311,1.39,USD,BROAD,TARGETED,,5,1,0,0,0,0,0,0
"",2021-12-13,6G1bGgjV7Pznkcoxk9OzZ2L+KUg=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat game,RUNNING,976093311,1,USD,BROAD,TARGETED,,11,1,0,0,0,0,0,0
