phone,latitude,community_council,published,brooklyn,anti_discrimination_human_rights,bronx,faith_based_organization,address2,professional_association,nonprofit,other_government_organization,city,:@computed_region_efsh_h5xi,description
2126399675.0,,,Published,Y,N,Y,N,,N,N,N,New York,,"If you are a New Yorker, 60 and over, important areas of your life could well be enhanced by options offered through the Department for the Aging. 

There are choices that help toward more independence and challenges for greater productivity.  For example, you may be eligible for exemption from a rent increase; you may need a home-delivered meal or home care services; or you may seek employment that is rewarding.

You may want to volunteer your services to others, join a local senior center, or participate in a Department event.

Or maybe you just need solid answers to some vital questions from a reliable source.

The Department for the Aging's Web site lists programs and services tailored to a variety of specific needs that many of the 1.3 million older New Yorkers may want now or in the future."
9176470326.0,,,Published,N,N,N,N,,N,Y,N,New York,,"viBe Theater Experience is a performing-arts education organization that provides a safe, creative space for under-served young women to share their stories and use their voices to build and transform themselves and their community.  

viBe Theater Experi"
7185195870.0,40.865365,15.0,Published,N,N,Y,N,,N,Y,N,Bronx,11605.0,"Beth Abraham Family of Health Services ranks among the nationâ€™s leading resources for long-term residential and community-based health care. A voluntary, nonprofit organization, Beth Abraham has made life better for tens of thousands of New Yorkers from all backgrounds and walks of life. It first opened its doors to the poor, chronically ill and disabled just after the First World War."
7182685954.0,,,Published,N,N,N,N,,N,Y,N,Kew Gardens,,
2128408005.0,40.756087,4.0,Published,Y,N,Y,N,,N,Y,N,New York,13094.0,"Non profit social service agency funded by city, state and federal funds providing services to youth and elderly."
8006728857.0,40.707605,1.0,Published,N,N,N,N,,N,Y,N,New York,13096.0,Greater New York Chapter
2126251616.0,40.725363,3.0,Published,N,N,N,N,,N,Y,N,New York,12076.0,
7185222613.0,40.689566,35.0,Published,Y,Y,N,N,,N,Y,N,Brooklyn,17212.0,
2123671012.0,40.73419,2.0,Published,Y,Y,Y,N,,N,Y,N,New York,11724.0,"WHCNY is rooted in the leadership and experiences of women living with HIV and AIDS.  As women, we are committed to empowering and supporting women, to develop innovative solutions through research, policy, advocacy and economics to promote platforms that support social justice and human rights for all."
2129821633.0,40.7236,2.0,Published,N,N,N,N,,N,Y,N,New York,11729.0,"The Girls Club leadership is a cross-section of women living in the community of the Lower East Side of Manhattan. Low-income women are represented in all aspects of the life of the Girls Club including Board and Staff. The Girls Club also holds a special relationship with the women in the girls' lives. The active involvement of mothers, grandmothers, aunts, and other women help build a strong unique support network for the girls."
2127253541.0,40.70932,1.0,Published,Y,N,Y,N,,Y,Y,N,New York,13096.0,"Nonpartisan membership organization, open to women and men."
7188593800.0,40.63604,40.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,13510.0,"FDC is dedicated to meeting the needs of a diverse Flatbush community. 
FDC identifies and responds to these needs by creating programs, campaigns, and partnerships through economic development, housing, youth, immigration and other initiatives that promote enhanced quality of life, safety, and preservation of our neighborhood."
,40.713264,34.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,17613.0,
7185202305.0,,,Published,N,N,N,N,,N,Y,N,Forest Hills,,"Welcome to the Young Israel of Forest Hills Senior League, better known as the ""Center with a Heart"".  Our center offers a delicious, glatt kosher Lunch Program daily, featuring a wide variety of menu items. Our meals follow a low salt and low sugar diet."
2123496009.0,,,Published,N,N,N,N,,N,Y,N,New York,,
2128893141.0,40.740657,3.0,Published,N,N,N,N,,N,Y,N,New York,12073.0,"NAVH is committed to ensuring that impaired vision does not result in impaired life. Our mission is to help the ""hard of seeing™"" worldwide cope with the psychological effects of visual impairment and to provide low vision services, visual aids and training to anyone in need of these services."
2128094675.0,40.705689,1.0,Published,N,N,N,N,,N,Y,N,New York,11726.0,"The Coalition for Asian American Children and Families (CACF), the nation's only pan-Asian children's advocacy organization, aims to improve the health and well-being of Asian Pacific American children and families in New York City."
2129798500.0,40.747629,3.0,Published,N,N,N,N,"24 East 21 St., New York, NY, 10010",N,Y,N,New York,11722.0,
2127525815.0,40.764397,4.0,Published,N,Y,N,N,,N,Y,N,New York,12081.0,"Equal Voice is a nonprofit 501(c)(3) organization committed to challenging the stereotypes about women as leaders by educating voters about what they contribute and why this matters to the health, safety, and prosperity of our nation."
2129875120.0,40.800885,8.0,Published,N,N,N,N,,N,Y,N,New York,13093.0,"Odyssey House is an enhanced therapeutic community incorporating a highly structured, peer-driven clinical model with psychological and psychiatric services. Recognized as an innovator in the field of substance abuse treatment, Odyssey House has been in the business of providing quality programs since 1967. With more than 600 residential beds in New York City, Odyssey House is one of the nation's largest providers of intensive, comprehensive treatment services for chronic drug abusers."
212889252500.00%,40.744277,2.0,Published,N,N,N,N,,N,Y,N,New York,12078.0,"For 80 years, JBI has provided people of all ages and backgrounds who are blind, visually impaired or reading disabled with free books, magazines, and special publications in Braille, Large Print and Audio formats.  With 13,000 Talking Books and several thousand Large Print and Braille materials, JBIâ€™s is the largest and the only comprehensive collection of Jewish interest books (very broadly defined) in the world for people who cannot read standard print.  JBIâ€™s collection includes fiction, history, biography, short stories, humor, psychology and self help, poetry, Jewish studies, memoirs, cookbooks, mysteries, periodicals, liturgical materials and more.  JBI Talking Books are available in English, Russian, Spanish, Yiddish, Hebrew, Hungarian, Romanian and Polish."
7186519220.0,40.753941,21.0,Published,N,N,N,N,,N,Y,N,Corona,14510.0,
2125175700.0,,,Published,N,N,N,N,,Y,Y,N,New York,,The mission of the Founding Chapter of the New York Coalition of One Hundred Black Women is to: Foster principles of equal rights and opportunities for African American women; Promote the awareness and vitality of Black culture and its heritage; Develop t
5162993834.0,,,Published,Y,N,N,N,,N,Y,N,Greenvale,,"Established in 1926, the Brooklyn Campus, one of the fastest growing, most ethnically-diverse campuses in the metropolitan area, is located in the heart of revitalized downtown Brooklyn, N.Y. and offers over 195 academic programs."
2128392200.0,,,Published,Y,N,Y,N,59 Maiden Lane,N,N,N,New York,,"Our child passenger safety program operates 7 car safety seat inspection stations across the city, where families can make an appointment to have their car seats inspected and correctly installed.  During the appointment, families will learn the basics of correct installation and use. Safety educators also conduct child passenger safety workshops for parents and professionals at day care centers, clinics, hospitals, etc.  For more information, contact the Office of Safety Education at 212-839-2200 or call 311."
7185252997.0,40.682709,27.0,Published,N,N,N,N,,N,Y,N,Jamaica,24669.0,Adult Day Health Care Program
7183899044.0,40.73292,33.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,18182.0,"Based in Brooklyn, New York, Northeast Brooklyn Housing Development Corporation is committed to the preservation, development and management of affordable rental housing and homeownership opportunities; community and economic development initiatives and h"
6468673231.0,,,Published,Y,N,Y,N,,N,Y,N,New York,,"Our mission:
Mentoring Single Parents from Surviving through Thriving
- one on one mentoring program
- community events for parents and children
- free workshops"
2123059525.0,40.841278,10.0,Published,N,N,N,N,,N,Y,N,New York,13090.0,"Women at Risk is the Breast Cancer Program at NewYork-Presbyterian Hospital/Columbia University Medical Center.  Our mission is to enhance the lives of women who are at high risk for the development of breast cancer and women with breast cancer through research, education and support.  We offer a variety of programs for both high-risk women and women with breast cancer."
7185892230.0,40.82062,17.0,Published,N,N,Y,N,,N,Y,N,Bronx,10937.0,"Casita Maria's mission is to create a gateway of opportunity through after school education in the Arts, Literacy and Job Readiness while addressing critical needs for youth, families and seniors in predominantly Hispanic communities in New York City and beyond."
7185498100.0,40.903039,11.0,Published,N,N,Y,N,,N,Y,N,Bronx,11609.0,"Since our founding in 1872, Riverdale Neighborhood House (RNH) has partnered with the residents of the Northwest Bronx to build and sustain a healthy and productive community. RNH delivers first-rate educational and social services to the entire community: children, teens, seniors and families. RNH programs strengthen the social fabric of our community and enhance the quality of life for our neighbors."
6466721404.0,,,Published,N,N,N,N,C/O Adelita Medina,N,Y,N,New York,,"Alianza is dedicated to helping society recognize and end domestic violence in Latino communities through the provision of culturally proficient training and resources, advancement of research, and promotion of effective policies."
2126279895.0,,,Published,N,Y,N,N,,N,Y,N,New York,,"We are proud to be the founding chapter of NOW. Since 1966 we have worked to advance women's rights and improve the quality of life for women. Through education, public-awareness campaigns and lobbying we work towards creating a culture in which diversity"
3476238445.0,40.809488,9.0,Published,N,N,N,N,,N,Y,N,New York,12424.0,
7183534553.0,40.757857,20.0,Published,N,Y,N,N,,N,Y,N,Flushing,14190.0,"The YWCA of Queens, formally known as the YWCA of the City of New York Flushing Branch, is recognized as one of the groundbreaking nonprofit organizations reaching out to newly-arrived Asian and other immigrants. Its goal is to preserve and strengthen families and their traditions while serving as a bridge to the mainstream culture and community in the most diverse borough, in the most diverse city, in the country. Through delivering essential services to immigrant women and their families, the YWCA of Queens plays a critical role in providing comprehensive services and programs to each individual and family, and to the community at large."
7188526004.0,,,Published,Y,N,N,N,,N,Y,N,Brooklyn,,"Black Veterans for Social Justice, Inc. has obtained thirty-four (34) residential housing facilities, housing over 300 ex-homeless veterans and their families, one temporary emergency menâ€™s shelter, â€œPamoja Houseâ€ of 200 beds, and one single room occupancy facility with 175 rooms of permanent housing for veterans (Veterans Residence). Within these facilities we provide social services, mental health services, vocational training, employment referrals and permanent employment opportunities. We also provide Rental Assistance services (RAP) and Temporary Aid to needy Families (TANF). 

BVSJ Veteran Resource Center is where veterans are assisted with Employment Services Program (VESP), Homeless Veterans Reintegration Program (HVRP), small business education, home ownership workshops, military issues workshops, compensation, upgrading discharges and referral for legal advocacy as well as the outreach of our Community Affairs Office, our network linkage to various resources for Veterans and the people in our community."
7184382020.0,40.635862,44.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,17621.0,
9175863260.0,,,Published,Y,N,Y,N,,N,Y,N,New York,,"The Reproductive Health Access Project seeks to ensure that women and teens at every socioeconomic level can readily obtain birth control and abortion from their own primary care clinician. Through training, advocacy and mentoring programs, RHAP helps family physicians and other clinicians make birth control and abortion a part of routine medical care.

Our projects include the Women's Health Free Clinic, in Manhattan."
7183856700.0,40.678267,37.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,17214.0,"The mission of the Local Development Corporation of East New York (LDC) is to maintain and expand industry and commerce in East Brooklyn, NY in order to improve economic opportunities for businesses and residents. Toward this goal, the LDCENY actively works to: Retain, develop and expand East Brooklyn's industrial and commercial base; attract new businesses and jobs to the community; and stimulate the development of local jobs and business opportunities. Through the Women's Business Center/Brooklyn Enterprise Center, the LDC offers one-on-one business coaching and business training to entrepreneurs, helping them start and manage their own businesses."
2124489206.0,40.745646,2.0,Published,N,N,N,N,,N,Y,N,New York,12078.0,
2125868700.0,40.748957,3.0,Published,N,N,N,N,,N,Y,N,New York,11722.0,
7184260226.0,40.744333,26.0,Published,N,N,N,N,,N,Y,N,Woodside,14787.0,"Legal services on all immigration matters, divorce, domestic violence"
7185475064.0,40.86001,13.0,Published,N,N,Y,N,,N,Y,N,Bronx,11607.0,"American Cancer Society is a the nationwide community-based voluntary health organization dedicated to eliminating cancer as a major health problem by preventing cancer, saving lives and diminishing suffering from cancer through research, education, advocacy and service."
2123496460.0,,,Published,N,N,N,N,,N,Y,N,New York,,"Just like TV’s “People's Court,” the Small Claims Court us an inexpensive, informal forum where New Yorkers can go to resolve typical consumer problems — such as shoddy goods, poor repairs or services and unreturned deposits — without the assistance or ex"
2124737875.0,40.752328,3.0,Published,N,N,N,N,,Y,Y,N,New York,12080.0,"The Manhattan Chamber of Commerce Women's Business Committee focuses on helping women business owners and executives to empower them in their efforts.  Focused initiatives: contract procurement, global business, financial literacy, women on paid board seats, equal pay.  Educational events and networking events zero in on these topics.  The Committee also works with many other nonprofits women's organzations in outreach and networking. 
In addition, the committee supports nonprofits and has a team annualy walking in the American Cancer Society Breast Cancer Walk in Central Park each Fall."
5166225189.0,,,Published,N,N,N,N,Suite 101,N,Y,N,Great Neck,,"Positive Outreach With Integrated Resources (P.O.W.I.R.) Programsâ€™ goal is to find and connect women, infants, and adolescents (males up to age 24) that are HIV positive into care, or back into care, by means of medical placement, mental health, supportive services, linkages, and transportation. P.O.W.I.R. is a Ryan White Title IV Part D funded program created to assist making the clients experience of getting into care fully supported and as seamless as possible."
2129243934.0,40.753942,3.0,Published,Y,N,Y,N,,N,Y,N,New York,12080.0,"The AIDS Community Research Initiative of America (ACRIA) is a non-profit community-based AIDS research and treatment education center. In conjunction with recognized leaders in AIDS research and treatment, primary-care providers, and people living with HIV disease; ACRIA: identifies scientifically promising therapies for AIDS and HIV-related illness, designs and implements studies on these interventions, and submits the findings for publication; conducts research geared towards the further understanding of HIV disease, treatment, and prevention; and provides education about AIDS treatments and research to the communities affected by HIV/AIDS."
2126399675.0,,,Published,Y,N,Y,N,,N,N,N,New York,,"The New York City Department of Cultural Affairs (DCLA) is dedicated to supporting and strengthening New York City's vibrant cultural life. Among our primary missions is to ensure adequate public funding for non-profit cultural organizations, both large and small, throughout the five boroughs. DCLA also works to promote and advocate for quality arts programming and to articulate the contribution made by the cultural community to the City's economic vitality. The Department represents and serves non-profit cultural organizations involved in the visual, literary and performing arts; public-oriented science and humanities institutions including zoos, botanical gardens and historic and preservation societies; and creative artists at all skill levels who live and work within the City's five boroughs. Through its Materials for the Arts Program, DCLA provides free supplies for use in arts programs offered by non-profit groups and New York City public schools. DCLA has also changed the physical landscape of New York City through its Percent for Art program by commissioning more than 180 works of art by some of the world's leading artists at public building sites throughout the city."
2128740860.0,40.77501,6.0,Published,N,N,N,N,,N,Y,N,New York,12420.0,"The vision that shaped Lincoln Square Neighborhood Center in 1949 also shaped the Settlement House movement begun over 100 years ago. Throughout this city, neighbors stood up and took responsibility for each other, working cooperatively to build networks "
7183621792.0,40.68581,33.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,17619.0,
7186863700.0,40.639923,39.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,17620.0,
7186187550.0,40.870892,14.0,Published,N,Y,Y,N,Suite B,N,Y,N,Bronx,11606.0,Community based organization dedicated to empowering the members of the Kingsbridge Heights community.
