updated_at,advertiser_id,campaign_id,create_time,adgroup_name,placement_type,profile_image,landing_page_url,display_name,app_type,app_download_url,app_name,optimization_event,secondary_optimization_event,creative_material_mode,audience_type,gender,min_android_version,min_ios_version,budget_mode,schedule_type,dayparting,optimization_goal,cpv_video_duration,pacing,billing_event,bid_type,deep_bid_type,impression_tracking_url,click_tracking_url,secondary_status,operation_status,statistic_type,open_url,open_url_type,fallback_type,budget,bid_price,conversion_bid_price,deep_cpa_bid,schedule_start_time,schedule_end_time,app_id,pixel_id,inventory_filter_enabled,is_hfss,is_new_structure,category,is_comment_disable,skip_learning_phase,frequency,frequency_schedule,action_days,audience,excluded_audience,location,interest_category_v_2,pangle_block_app_list_id,action_categories,placements,keywords,age_groups,languages,operating_systems,network_types,carriers,video_actions,package,_fivetran_synced,adgroup_id-video_download
2021-09-19 01:49:08,544,642,2021-08-28 10:13:16,Ad group name four,PLACEMENT_TYPE_NORMAL,,,,,,,ON_WEB_REGISTER,,DYNAMIC,,GENDER_UNLIMITED,,,BUDGET_MODE_DAY,SCHEDULE_FROM_NOW,,CONVERT,,PACING_MODE_SMOOTH,OCPM,BID_TYPE_NO_BID,,,,ADGROUP_STATUS_DELIVERY_OK,ENABLE,,,,,82.02,11,37,77,2021-09-13 06:26:08,2031-08-01 19:00:08,,867876958,true,true,true,-24.99,0,1,,,,[ 124938917 ],[ 124938917 ],[ 124938917 ],[ 124938917 ],[],[],"[ ""PLACEMENT_TIKTOK"" ]",,"[ ""AGE_25_34"", ""AGE_35_44"", ""AGE_45_54"", ""AGE_55_100"", ""AGE_18_24"" ]","[ ""en"" ]",[],[],[],[],,2021-09-20 20:17:55,82-ALLOW_DOWNLOAD
2021-09-20 18:22:08,477,595,2021-08-23 08:29:16,Ad group name four,PLACEMENT_TYPE_NORMAL,,,,,,,ON_WEB_REGISTER,,DYNAMIC,,GENDER_UNLIMITED,,,BUDGET_MODE_INFINITE,SCHEDULE_FROM_NOW,,CONVERT,,PACING_MODE_SMOOTH,OCPM,BID_TYPE_NO_BID,,,,ADGROUP_STATUS_DELIVERY_OK,ENABLE,,,,,60.87,19,61,77,2021-08-14 15:04:08,2031-08-01 20:23:08,,867876878,true,false,false,22.79,1,1,,,,[ 124938917 ],[ 124938917 ],[ 124938917 ],[ 124938917 ],[],[],"[ ""PLACEMENT_TIKTOK"" ]",,"[ ""AGE_25_34"", ""AGE_35_44"", ""AGE_45_54"", ""AGE_55_100"", ""AGE_18_24"" ]","[ ""en"" ]",[],[],[],[],,2021-08-31 22:47:55,52-ALLOW_DOWNLOAD
2021-09-02 13:14:08,530,606,2021-08-12 14:52:16,Ad group name one,PLACEMENT_TYPE_NORMAL,,,,,,,ON_WEB_REGISTER,,CUSTOM,,GENDER_UNLIMITED,,,BUDGET_MODE_DAY,SCHEDULE_FROM_NOW,,CONVERT,,PACING_MODE_SMOOTH,OCPM,BID_TYPE_NO_BID,,,,ADGROUP_STATUS_DELIVERY_OK,ENABLE,,,,,-18.57,14,72,10,2021-08-19 22:21:08,2031-09-14 16:51:08,,867876933,false,false,false,93.21,1,1,,,,[ 124938917 ],[ 124938917 ],[ 124938917 ],[ 124938917 ],[],[],"[ ""PLACEMENT_TIKTOK"" ]",,"[ ""AGE_25_34"", ""AGE_35_44"", ""AGE_45_54"", ""AGE_55_100"", ""AGE_18_24"" ]","[ ""en"" ]",[],[],[],[],,2021-09-07 19:21:55,16-ALLOW_DOWNLOAD
2021-10-08 10:59:56,481,567,2021-07-31 23:21:25,Ad group name three,PLACEMENT_TYPE_NORMAL,,,,,,,ON_WEB_REGISTER,,DYNAMIC,,GENDER_UNLIMITED,,,BUDGET_MODE_DAY,SCHEDULE_FROM_NOW,,CONVERT,,PACING_MODE_SMOOTH,OCPM,BID_TYPE_NO_BID,,,,ADGROUP_STATUS_DELIVERY_OK,ENABLE,,,,,686.0,27,30,26,2021-08-28 10:23:23,2031-08-12 13:39:23,,867876967,true,true,true,35.16,1,1,,,,[ 124938917 ],[ 124938917 ],[ 124938917 ],[ 124938917 ],[],[],"[ ""PLACEMENT_TIKTOK"" ]",,"[ ""AGE_25_34"", ""AGE_35_44"", ""AGE_45_54"", ""AGE_55_100"", ""AGE_18_24"" ]","[ ""en"" ]",[],[],[],[],,2021-09-18 16:17:55,94-ALLOW_DOWNLOAD
2021-09-07 15:39:56,532,655,2021-07-17 15:41:25,Ad group name four,PLACEMENT_TYPE_NORMAL,,,,,,,ON_WEB_REGISTER,,DYNAMIC,,GENDER_UNLIMITED,,,BUDGET_MODE_DAY,SCHEDULE_FROM_NOW,,CONVERT,,PACING_MODE_SMOOTH,OCPM,BID_TYPE_NO_BID,,,,ADGROUP_STATUS_DELIVERY_OK,ENABLE,,,,,485.0,79,44,47,2021-07-17 17:57:23,2031-07-17 16:14:23,,867876964,false,false,false,-44.07,0,0,,,,[ 124938917 ],[ 124938917 ],[ 124938917 ],[ 124938917 ],[],[],"[ ""PLACEMENT_TIKTOK"" ]",,"[ ""AGE_25_34"", ""AGE_35_44"", ""AGE_45_54"", ""AGE_55_100"", ""AGE_18_24"" ]","[ ""en"" ]",[],[],[],[],,2021-09-16 07:44:55,69-ALLOW_DOWNLOAD
2021-09-04 11:19:55,517,562,2021-09-08 22:28:14,Ad group name two,PLACEMENT_TYPE_NORMAL,,,,,,,ON_WEB_REGISTER,,CUSTOM,,GENDER_UNLIMITED,,,BUDGET_MODE_DAY,SCHEDULE_FROM_NOW,,CONVERT,,PACING_MODE_SMOOTH,OCPM,BID_TYPE_NO_BID,,,,ADGROUP_STATUS_DELIVERY_OK,ENABLE,,,,,820.0,45,87,78,2021-08-27 13:20:05,2031-09-23 15:18:05,,867876890,false,false,false,34.64,0,1,,,,[ 124938917 ],[ 124938917 ],[ 124938917 ],[ 124938917 ],[],[],"[ ""PLACEMENT_TIKTOK"" ]",,"[ ""AGE_25_34"", ""AGE_35_44"", ""AGE_45_54"", ""AGE_55_100"", ""AGE_18_24"" ]","[ ""en"" ]",[],[],[],[],,2021-08-30 13:07:55,67-ALLOW_DOWNLOAD
2021-09-02 22:25:55,495,590,2021-10-10 09:33:14,Ad group name three,PLACEMENT_TYPE_NORMAL,,,,,,,ON_WEB_REGISTER,,DYNAMIC,,GENDER_UNLIMITED,,,BUDGET_MODE_DAY,SCHEDULE_FROM_NOW,,CONVERT,,PACING_MODE_SMOOTH,OCPM,BID_TYPE_NO_BID,,,,ADGROUP_STATUS_DELIVERY_OK,ENABLE,,,,,535.0,61,71,7,2021-08-16 07:17:05,2031-09-29 20:50:05,,867876901,true,true,false,-38.13,0,0,,,,[ 124938917 ],[ 124938917 ],[ 124938917 ],[ 124938917 ],[],[],"[ ""PLACEMENT_TIKTOK"" ]",,"[ ""AGE_25_34"", ""AGE_35_44"", ""AGE_45_54"", ""AGE_55_100"", ""AGE_18_24"" ]","[ ""en"" ]",[],[],[],[],,2021-09-22 22:16:55,95-ALLOW_DOWNLOAD
2021-09-25 23:18:55,484,600,2021-09-14 12:35:33,Ad group name one,PLACEMENT_TYPE_NORMAL,,,,,,,ON_WEB_REGISTER,,CUSTOM,,GENDER_UNLIMITED,,,BUDGET_MODE_DAY,SCHEDULE_FROM_NOW,,CONVERT,,PACING_MODE_SMOOTH,OCPM,BID_TYPE_NO_BID,,,,ADGROUP_STATUS_DELIVERY_OK,ENABLE,,,,,517.0,89,63,97,2021-09-14 05:14:52,2031-10-01 10:05:52,,867876905,true,true,false,-62.29,1,0,,,,[ 124938917 ],[ 124938917 ],[ 124938917 ],[ 124938917 ],[],[],"[ ""PLACEMENT_TIKTOK"" ]",,"[ ""AGE_25_34"", ""AGE_35_44"", ""AGE_45_54"", ""AGE_55_100"", ""AGE_18_24"" ]","[ ""en"" ]",[],[],[],[],,2021-08-28 04:58:55,72-ALLOW_DOWNLOAD
2021-08-23 21:21:08,524,613,2021-08-04 19:19:16,Ad group name four,PLACEMENT_TYPE_NORMAL,,,,,,,ON_WEB_REGISTER,,DYNAMIC,,GENDER_UNLIMITED,,,BUDGET_MODE_DAY,SCHEDULE_FROM_NOW,,CONVERT,,PACING_MODE_SMOOTH,OCPM,BID_TYPE_NO_BID,,,,ADGROUP_STATUS_DELIVERY_OK,ENABLE,,,,,-53.44,20,2,64,2021-07-31 23:26:08,2031-08-05 04:23:08,,867876927,true,false,true,68.71,1,0,,,,[ 124938917 ],[ 124938917 ],[ 124938917 ],[ 124938917 ],[],[],"[ ""PLACEMENT_TIKTOK"" ]",,"[ ""AGE_25_34"", ""AGE_35_44"", ""AGE_45_54"", ""AGE_55_100"", ""AGE_18_24"" ]","[ ""en"" ]",[],[],[],[],,2021-10-02 03:59:55,42-ALLOW_DOWNLOAD
2021-10-04 06:17:55,530,582,2021-09-14 08:04:33,Ad group name three,PLACEMENT_TYPE_NORMAL,,,,,,,ON_WEB_REGISTER,,DYNAMIC,,GENDER_UNLIMITED,,,BUDGET_MODE_DAY,SCHEDULE_FROM_NOW,,CONVERT,,PACING_MODE_SMOOTH,OCPM,BID_TYPE_NO_BID,,,,ADGROUP_STATUS_DELIVERY_OK,ENABLE,,,,,566.0,42,2,22,2021-10-04 04:51:52,2031-08-20 09:04:52,,867876899,true,true,false,37.68,0,1,,,,[ 124938917 ],[ 124938917 ],[ 124938917 ],[ 124938917 ],[],[],"[ ""PLACEMENT_TIKTOK"" ]",,"[ ""AGE_25_34"", ""AGE_35_44"", ""AGE_45_54"", ""AGE_55_100"", ""AGE_18_24"" ]","[ ""en"" ]",[],[],[],[],,2021-09-05 20:37:55,99-ALLOW_DOWNLOAD
