_fivetran_id,customer_id,date,_fivetran_synced,active_view_impressions,active_view_measurability,active_view_measurable_cost_micros,active_view_measurable_impressions,active_view_viewability,ad_group_base_ad_group,ad_group_criterion_criterion_id,ad_group_id,ad_network_type,campaign_base_campaign,campaign_id,clicks,conversions,conversions_value,cost_micros,device,impressions,interaction_event_types,interactions,view_through_conversions
Afkgzxg9m7Rnj5YwKuLcZ9NSq2U=,2121450128,2021-04-14,2021-06-29 17:12:50,0,0,0,0,0,customers/2121450128/adGroups/23289504013,59284563270,23289504013,SEARCH,customers/2121450128/campaigns/344106493,344106493,8,0,0,20580000,MOBILE,45,[CLICK],8,0
Z1BPyt7F0wFDZ2AORrFGDXIOqko=,2121450128,2021-01-12,2021-06-29 17:09:09,0,0,0,0,0,customers/2121450128/adGroups/23289504013,59284563270,23289504013,SEARCH,customers/2121450128/campaigns/344106493,344106493,7,0,0,5250000,MOBILE,49,[CLICK],7,0
7jPhtLWVvWEMDnh0xvSygMgrANg=,2121450128,2021-05-28,2021-06-29 17:15:58,0,0,0,0,0,customers/2121450128/adGroups/23289504013,59284563270,23289504013,SEARCH,customers/2121450128/campaigns/344106493,344106493,6,0,0,17380000,MOBILE,37,[CLICK],6,0
Wj+eROGcyJi5vUUOI9YZK0Y397Y=,2121450128,2021-05-17,2021-06-29 17:14:34,0,0,0,0,0,customers/2121450128/adGroups/23289504013,59284563270,23289504013,SEARCH,customers/2121450128/campaigns/344106493,344106493,6,0,0,21460000,MOBILE,38,[CLICK],6,0
viBL01bmHWQWs9R2t/uVMdZJCEA=,2121450128,2021-01-13,2021-06-29 17:09:09,0,0,0,0,0,customers/2121450128/adGroups/23289504013,59284563270,23289504013,SEARCH,customers/2121450128/campaigns/344106493,344106493,15,0,0,14090000,MOBILE,59,[CLICK],15,0
Wj+eROGcyJi5vUUOI9YZK0Y397Y=,2121450173,2021-03-22,2021-06-25 09:20:50,45.57,-55.46,-99.31,-95.45,-40.33,customers/2121450128/adGroups/23289504013,59284563363,23289504013,SEARCH,customers/2121450128/campaigns/344106493,344106542,10,-50.5,-30.77,15962871,MOBILE,61,[CLICK],4,61.9
Epbw8npz8fQRw/iR6551PsE0b7c=,2121450227,2021-04-11,2021-06-12 19:17:45,18.79,-10.71,34.4,74.44,-51.05,customers/2121450128/adGroups/23289504013,59284563322,23289504035,SEARCH,customers/2121450128/campaigns/344106493,344106521,10,55.21,-71.97,12649804,MOBILE,64,[CLICK],8,15.49
Afkgzxg9m7Rnj5YwKuLcZ9NSq2U=,2121450170,2021-05-13,2021-06-09 14:48:58,-55.79,-39.9,-87.81,89.7,75.94,customers/2121450128/adGroups/23289504013,59284563293,23289504061,SEARCH,customers/2121450128/campaigns/344106493,344106565,5,94.46,88.32,20357933,MOBILE,37,[CLICK],5,-70.16
6Xs8r/CkYBdYVbKv/ab9EL0KxWo=,2121450225,2021-03-17,2021-07-24 00:30:45,71.51,-71.13,-7.39,-88.48,-17.46,customers/2121450128/adGroups/23289504013,59284563342,23289504103,SEARCH,customers/2121450128/campaigns/344106493,344106525,6,-33.95,-84.19,8044694,MOBILE,29,[CLICK],10,-89.69
Afkgzxg9m7Rnj5YwKuLcZ9NSq2U=,2121450206,2021-03-21,2021-06-04 00:02:45,52.34,44.86,11.77,-4.12,73.89,customers/2121450128/adGroups/23289504013,59284563309,23289504056,SEARCH,customers/2121450128/campaigns/344106493,344106518,11,-76.54,99.91,8291459,MOBILE,58,[CLICK],5,83.03
