source_relation,date_day,account_name,account_id,country_code,profile_id,portfolio_name,portfolio_id,campaign_name,campaign_id,ad_group_name,ad_group_id,serving_status,state,default_bid,campaign_bidding_strategy,cost,clicks,impressions,purchases_30_d,sales_30_d
"",2022-12-03,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,AD_GROUP_STATUS_ENABLED,enabled,1.45,legacy,20.8,13,4500,,
"",2022-08-21,Skywalker,ENTITY31175,US,67,FirstOrder,1141,TIE Fighter,2192,TIE Squadron B,512,AD_GROUP_STATUS_ENABLED,enabled,1.7,autoForSales,22.1,13,4500,,
"",2022-07-26,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,AD_GROUP_STATUS_ENABLED,enabled,1.9,autoForSales,32.5,16,5300,,
"",2022-08-02,Palpatine,ENTITY31174,US,66,Rebellion,1139,Blue Leader,2188,Blue 2,504,AD_GROUP_STATUS_ENABLED,enabled,1.85,autoForSales,23.8,14,4700,,
"",2022-07-25,Palpatine,ENTITY31174,US,66,Rebellion,1139,Green Squadron,2189,Green Alpha,505,AD_GROUP_STATUS_ENABLED,enabled,1.95,autoForSales,17,10,3700,,
"",2022-08-16,Skywalker,ENTITY31175,US,67,FirstOrder,1141,TIE Fighter,2192,TIE Squadron B,512,AD_GROUP_STATUS_ENABLED,enabled,1.7,autoForSales,18.7,11,4000,,
"",2022-07-13,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,AD_GROUP_STATUS_ENABLED,enabled,1.9,autoForSales,18.5,9,3500,,
"",2022-08-01,Palpatine,ENTITY31174,US,66,Rebellion,1139,Blue Leader,2188,Blue 1,503,AD_GROUP_STATUS_ENABLED,enabled,2.1,autoForSales,25.5,15,4900,,
"",2022-11-18,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,AD_GROUP_STATUS_ENABLED,enabled,1.45,legacy,12.8,8,3400,,
"",2022-07-15,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,CAMPAIGN_PAUSED,enabled,1.75,autoForSales,24.8,12,4500,,
"",2022-07-20,Palpatine,ENTITY31174,US,66,Rebellion,1139,Blue Leader,2188,Blue 1,503,AD_GROUP_STATUS_ENABLED,enabled,2.1,autoForSales,18.7,11,3900,,
"",2022-12-01,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,AD_GROUP_STATUS_ENABLED,enabled,1.6,legacy,23.1,14,4600,,
"",2022-07-18,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,AD_GROUP_STATUS_ENABLED,enabled,2,autoForSales,22.5,11,4100,,
"",2022-08-20,Skywalker,ENTITY31175,US,67,FirstOrder,1141,TIE Fighter,2192,TIE Squadron A,511,AD_GROUP_STATUS_ENABLED,enabled,1.8,autoForSales,23.8,14,4800,,
"",2022-07-19,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,AD_GROUP_STATUS_ENABLED,enabled,1.9,autoForSales,26.4,13,4600,,
"",2022-08-15,Skywalker,ENTITY31175,US,67,FirstOrder,1141,TIE Fighter,2192,TIE Squadron A,511,AD_GROUP_STATUS_ENABLED,enabled,1.8,autoForSales,20.4,12,4300,,
"",2022-08-15,Skywalker,ENTITY31175,US,67,FirstOrder,1141,AT-AT Walker,2191,AT-AT Group 1,509,AD_GROUP_STATUS_ENABLED,enabled,2.5,autoForSales,34,20,6500,,
"",2022-08-11,Skywalker,ENTITY31175,US,67,FirstOrder,1141,AT-AT Walker,2191,AT-AT Group 2,510,AD_GROUP_STATUS_ENABLED,enabled,2.4,autoForSales,27.2,16,5500,,
"",2022-08-05,Palpatine,ENTITY31174,US,66,Republic,1140,Rogue One,2190,Rogue Squad A,507,AD_GROUP_STATUS_ENABLED,enabled,2.25,legacyForSales,25.5,15,5200,,
"",2022-07-22,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,AD_GROUP_STATUS_ENABLED,enabled,2,autoForSales,28.2,14,4800,,
"",2022-07-26,Palpatine,ENTITY31174,US,66,Rebellion,1139,Green Squadron,2189,Green Beta,506,AD_GROUP_STATUS_ENABLED,enabled,2.05,autoForSales,18.7,11,3900,,
"",2022-07-25,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,CAMPAIGN_PAUSED,enabled,1.75,autoForSales,36.5,18,6000,,
"",2022-08-06,Palpatine,ENTITY31174,US,66,Republic,1140,Rogue One,2190,Rogue Squad B,508,AD_GROUP_STATUS_ENABLED,enabled,2.15,legacyForSales,22.1,13,4800,,
"",2022-07-12,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,CAMPAIGN_PAUSED,enabled,1.75,autoForSales,30.5,15,5200,,
"",2022-12-04,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,AD_GROUP_STATUS_ENABLED,enabled,1.45,legacy,24,15,5000,,
"",2022-08-16,Skywalker,ENTITY31175,US,67,FirstOrder,1141,AT-AT Walker,2191,AT-AT Group 2,510,AD_GROUP_STATUS_ENABLED,enabled,2.4,autoForSales,32.3,19,6200,,
"",2022-08-03,Palpatine,ENTITY31174,US,66,Rebellion,1139,Green Squadron,2189,Green Beta,506,AD_GROUP_STATUS_ENABLED,enabled,2.05,autoForSales,23.8,14,4500,,
"",2022-12-05,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,AD_GROUP_STATUS_ENABLED,enabled,1.6,legacy,26.4,16,5100,,
