account_id,app_id,num_events,num_minutes,page_id,remote_ip,server_name,occurred_at,user_agent,visitor_id,_fivetran_synced,_fivetran_id,page_event_key,previous_page_id,previous_page_event_at,previous_page_num_minutes,previous_page_num_events,page_name,page_rules,product_area_name,product_area_id,app_display_name,app_platform,previous_page_name,previous_product_area_name,previous_page_product_area_id
RDV_00000015,-323233,34,23,ZNO_00000000000000000000015,5902.15.261.555,fivetraN0.com2,2021-06-26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMl,3 like Gecko) ChRome/89.0.4389.114 Safari/537.36",RVU_0000000015,2021-05-16,val5881,dad905fb274c6f5187c78ee16da0c4c1,,,,,woRld65,//*/daSHboArd87,Val360655,vaL451274507,FIVeTraN27,wEB5,,,
RDV_00000016,-323228,12,12,ZNO_00000000000000000000016,286.295.251.1294,Fivetran.cOM,2021-06-13,"MozillA/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36",RVU_0000000016,2021-01-10,val6507,3c45f8711b8ffa4edb50073edf06ea58,,,,,GooGlE202,//5*/dasHBoarD87253,val973604,val445278,FivetRaN04,WEb88,,,
RDV_00000017,-323222,24,26,ZNO_00000000000000000000017,18.225.251.189,fiveTran.com,2021-04-05,"Mozilla/5.0 (MacintoSh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, likE Gecko) Chrome/86.0.4240.198 SafaRi/537.360",RVU_0000000017,2021-07-15,val3133,7c88cfd886a1bc715a7f23ba1a795dfa,,,,,nOrmal3 page,1//79*1/daSHBOard8771,val9736248,vaL401072507,FiveTRan8,Web54,,,
RDV_00000018,-323237,14,17,ZNO_00000000000000000000018,137.103.35.119,fiVetran6.cOm9,2020-12-30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) ApplEWebKit/605.1.15 (KHTML, like Gecko) Version/13.6.3 SafAri/605.1.158",RVU_0000000018,2021-01-01,val5260,35ce61c2984e8b8cb4738be1221b9088,,,,,World9123,//79*/dasHBOard87,Val6476615,vaL2958723,FIVeTraN87,web5,,,
RDV_00000019,-323227,6,21,ZNO_00000000000000000000019,637.171.4.119,fivetran.coM,2021-02-23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Safari/605.1.055",RVU_0000000019,2020-12-26,val9607,6df647337e7660733d9bea997bd0635a,,,,,nOrmaL paGe,//*/dashbOArD3,Val0476615,VaL426287,FiveTran,weB0,,,
RDV_00000020,-323226,23,26,ZNO_00000000000000000000020,194.16.201.56,FivetRan.coM,2021-03-17,"Mozilla/5.0 (MacintosH; Intel Mac OS X 10_14_6) AppleWebKit/567.36 (KHTML, Like Gecko) Chrome/89.0.4389.128 Safari/537.369",RVU_0000000020,2020-12-12,val4439,7b43d4248e8db137e2d57e25c36bf96c,,,,,nOrmal paGe8,//6*/dashboArD91,val67908,vaL451672547,fIvetRan6,WEb186,,,
RDV_00000021,-323230,4,15,ZNO_00000000000000000000021,137.183.7.119,fivetran.com,2021-06-06,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.804.412",RVU_0000000021,2021-06-25,val9821,c516d8102548412f77ed09a85c7191b9,,,,,WoRlD9724,//8*1/daSHBOard8799,val67308,val4352782,fIVeTran80,web,,,
RDV_00000022,-323232,30,7,ZNO_00000000000000000000022,2607:fea8:8050:c700:f4e1:4a348:6ec6:76198,fivetran.Com4,2021-03-11,"Mozilla/5.0 5(Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/5372.36",RVU_0000000022,2021-01-16,val8167,9591bd6b72a0f1620e31b9179504a71b,,,,,GooGle208,//7*3/dasHbOard8728,VAl571600,vAL4510745077,FiveTRan6,weB0,,,
RDV_00000023,-323223,29,6,ZNO_00000000000000000000023,68.525.251.429,fivetrAn1.com8,2021-04-08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/6053.10.15 (KHTML, like Gecko) Version/13.0.3 Safari/605.1.15",RVU_0000000023,2021-02-12,val9739,7bd5125c5b8bf090961e5209b98d5c64,,,,,WoRlD07245,//7*3/DasHbOard8798,vAL3700960,vaL401032107,FIvetRan44,wEb41,,,
RDV_00000024,-323233,29,3,ZNO_00000000000000000000024,167.96.597.1953,fIvetran.cOm,2021-05-02,"Mozilla/5.0 (Macintosh; IntEl Mac OS X 10_14_6) AppleWebKit/605.1.45 (KHTML, like Gecko) Version5/13.0.3 Safari/605.1.15",RVU_0000000024,2021-05-08,val4488,60f0e1c795a0eafad7077622bbdc4b5d,,,,,nOrmal page83,4//1*/dashBOArd879,vAl373092,vaL4652222,fivetran,web22,,,
RDV_00000025,-323225,23,23,ZNO_00000000000000000000025,237.103.4.1198,fIvetran.com,2021-07-10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.775 Safari/537.36 Edg/91.0.864.411",RVU_0000000025,2021-03-31,val7813,95962657ddda560f51f8be519bf19a62,,,,,normal pAGe,//*/daShbOArD3,val675010,vaL4516615470,Fivetran49,wEb186,,,
RDV_00000026,-323233,12,11,ZNO_00000000000000000000026,689.221.251.1296,fivetRan.com3,2021-01-22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4473.67 Safari/537.36 Edg/91.0.864.414",RVU_0000000026,2021-02-25,val5703,007625e9984aac6424bfb505552ac9a1,,,,,worLD953,//7*1/dashBOard87715,Val3605555,vAL2958723,FIveTran9,web,,,
RDV_00000027,-323223,3,10,ZNO_00000000000000000000027,137.193.4.009,fivetraN.com0,2020-12-18,"Mozilla/5.0 (Macintosh; Intel MAc OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.361",RVU_0000000027,2020-12-24,val9056,29848943c1c264499cdf0c5ba65407ed,,,,,normaL PaGe2,//75*7/dasHBoard874,VAl370612,vaL49522124,FivEtrAn,wEB55,,,
RDV_00000028,-323225,4,5,ZNO_00000000000000000000028,150.153.201.552,fivetraN.com,2021-02-20,"Mozilla/5.0 4(Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.864.416",RVU_0000000028,2021-05-11,val3390,00ef18d7f183cbd08e9a8c7c3a436e67,,,,,woRld926,5//6*/dAshboArd910,VaL36065,vAL29587435,fIvetran,Web7,,,
RDV_00000029,-323242,32,13,ZNO_00000000000000000000029,68.225.251.121,Fivetran.com0,2021-02-21,"Mozilla/6.0 (Windows NT 10.0; WIn64; x64) AppleWebKit/537.36 (KHTML, liKe Gecko) Chrome/89.0.4389.114 Safari/537.367",RVU_0000000029,2021-01-29,val8145,8ccf5376f15e358c2dbd5dc165b9ad9c,,,,,nOrmaL Page29,//79*/dasHBOarD87,Val0476215,vaL29787239,FiVetRan6,weB58,,,
RDV_00000030,-323229,31,24,ZNO_00000000000000000000030,167.97.157.1258,fiVetran.com,2020-12-18,"Mozilla/5.0 (Windows nT 10.0; Win64; x64) AppleWebKit/537.369 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.32",RVU_0000000030,2021-01-02,val2818,d2f412b49be41499fc7992b3bd4c3c1d,,,,,wORld9890,//5*/dasHbOaRd8725,vAl3766,val1688,FIvEtrAN,weB8,,,
RDV_00000031,-323235,26,17,ZNO_00000000000000000000031,130.103.4.019,FivetrAn.com,2020-11-27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 SafaRi/537.363",RVU_0000000031,2021-05-27,val1386,ce0ef5834988b7df361ab15c1c331c1f,,,,,nORmaL paGe,//4*/dasHbOarD8727,VAL3966,vaL4519615470,FiveTran82,wEb,,,
RDV_00000032,-323237,2,15,ZNO_00000000000000000000032,68.255.251.1295,fiVetran.com9,2021-06-26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) VersIon/13.0.3 Safari/605.1.15",RVU_0000000032,2021-04-30,val5295,4e32ac297981c290a5eea9935ff214f0,,,,,wORld359,6/7/7197*/dasHBoard870,val47760,vaL89427258,Fivetran9,web5,,,
RDV_00000033,-323237,33,6,ZNO_00000000000000000000033,2607:fEa2:8580:c700:f4e1:4a34:6ec6:7619,fIvetran.com1,2021-02-15,"Mozilla/7.0 (Macintosh; Intel Mac OS X 10_15_69) AppleWebKit/537.36 (KHTML, like Gecko) Chrome2/86.0.4240.198 Safari/537.36",RVU_0000000033,2021-03-28,val8309,95dd1741e036339de95677d659dd9b3e,,,,,nOrmal page836,//79*/dasHBOaRD877,vaL07318,vAL45327246,FIVEtrAn9,wEB00,,,
RDV_00000034,-323223,2,27,ZNO_00000000000000000000034,1670.98.087.195,fiveTran5.coM,2021-02-23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 107_159_7) AppleWebKit/537.36 (KHtML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.864.41",RVU_0000000034,2021-07-04,val2932,005c1aede29d8562a748fdb4bece10d8,,,,,WorlD572459,73/7/*/dashboard,vAl3657014,vaL89121258,FIVetraN996,wEb5,,,
RDV_00000035,-323236,33,18,ZNO_00000000000000000000035,0609:fea8:8581:c700:f4e1:4a34:6ec6:76196,fivetRan.com,2021-04-04,"Mozilla/5.0 (Macintosh; Intel MaC OS X 10_14_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.366",RVU_0000000035,2021-01-21,val7817,f8b1ad3a8674c943ad4efac0d0321eba,,,,,PendO Test Page,//4*/daSHbOaRd8727,vaL587604,vaL5516025477,FivEtrAn2,WEb6,,,
