source_relation,date_day,campaign_id,impressions,spend,currency,conversions,tap_installs,new_downloads,tap_new_downloads,redownloads,tap_redownloads,taps
"",2025-05-26,973923060,1694,26.46,USD,17,17,17,17,0,0,316
"",2022-12-27,973923060,1781,50.31,USD,22,22,22,22,0,0,67
"",2025-08-05,973923060,768,77.41,USD,42,42,42,42,0,0,113
"",2024-07-01,973923061,715,72.09,USD,13,13,13,13,0,0,63
"",2023-02-06,973923061,1954,75.06,USD,27,27,27,27,0,0,205
"",2023-02-19,973923061,483,35.35,USD,38,38,38,38,0,0,90
"",2022-12-13,973923061,1819,22.46,USD,11,11,11,11,0,0,41
"",2025-06-16,973923061,1654,67.17,USD,124,124,124,124,0,0,272
"",2023-04-04,973923061,756,67.84,USD,53,53,53,53,0,0,105
"",2022-12-11,973923061,1756,88.47,USD,16,16,16,16,0,0,43
"",2022-11-18,973923062,1623,19.4,USD,47,47,47,47,0,0,155
"",2023-06-10,973923062,1456,91.85,USD,29,29,29,29,0,0,125
"",2022-10-27,973923062,1663,49.45,USD,19,19,19,19,0,0,34
"",2024-05-25,973923062,718,14.33,USD,19,19,19,19,0,0,54
"",2023-01-08,973923062,1948,68.07,USD,217,217,217,217,0,0,383
"",2022-04-14,973923062,323,24.77,USD,8,8,8,8,0,0,19
"",2025-06-28,973923062,1323,24.69,USD,60,60,60,60,0,0,118
"",2025-06-09,973923062,623,84.99,USD,4,4,4,4,0,0,19
"",2025-12-03,973923062,1732,5.4,USD,38,38,38,38,0,0,130
"",2025-12-15,973923062,1109,11.05,USD,83,83,83,83,0,0,146
"",2023-11-20,973923062,1409,73.8,USD,45,45,45,45,0,0,129
"",2023-01-27,973923063,1282,37.86,USD,42,42,42,42,0,0,88
"",2022-04-04,973923063,449,36.36,USD,13,13,13,13,0,0,58
"",2024-11-30,973923063,759,34.95,USD,8,8,8,8,0,0,90
"",2022-03-11,973923063,196,80.63,USD,4,4,4,4,0,0,13
"",2022-06-01,973923063,916,91.57,USD,66,66,66,66,0,0,115
"",2025-08-14,973923063,825,7.01,USD,7,7,7,7,0,0,111
"",2024-11-05,973923063,313,20.83,USD,24,24,24,24,0,0,51
"",2025-05-05,973923063,1580,32.61,USD,49,49,49,49,0,0,90
"",2022-09-09,973923063,662,71.72,USD,9,9,9,9,0,0,97
"",2025-01-13,973923063,1158,24.98,USD,10,10,10,10,0,0,81
"",2024-01-11,973923063,568,46.95,USD,34,34,34,34,0,0,62
"",2023-02-20,973923064,155,47.81,USD,5,5,5,5,0,0,25
"",2023-01-06,973923064,123,17.03,USD,6,6,6,6,0,0,10
"",2024-04-11,973923064,695,48.72,USD,3,3,3,3,0,0,19
"",2025-02-16,973923064,1127,97.55,USD,62,62,62,62,0,0,161
"",2024-12-07,973923064,984,76.11,USD,29,29,29,29,0,0,63
"",2024-06-29,973923064,1376,45.06,USD,13,13,13,13,0,0,41
"",2024-11-04,973923064,1684,75.6,USD,101,101,101,101,0,0,215
"",2022-05-12,973923064,819,15.76,USD,44,44,44,44,0,0,75
"",2024-12-03,973923064,1016,17.9,USD,70,70,70,70,0,0,155
"",2023-10-04,973923065,1099,83.94,USD,8,8,8,8,0,0,80
"",2023-07-11,973923065,1182,60.64,USD,44,44,44,44,0,0,78
"",2022-05-16,973923065,254,98.28,USD,13,13,13,13,0,0,48
"",2025-02-03,973923065,997,15.3,USD,102,102,102,102,0,0,199
"",2021-12-05,973923065,1463,90.82,USD,9,9,9,9,0,0,15
"",2024-10-04,973923065,1684,47.2,USD,103,103,103,103,0,0,324
"",2022-09-09,973923065,1990,25.31,USD,11,11,11,11,0,0,148
"",2024-08-17,973923066,225,79.97,USD,17,17,17,17,0,0,41
"",2024-04-20,973923066,1229,95.9,USD,97,97,97,97,0,0,221
"",2023-04-18,973923066,1828,13.54,USD,36,36,36,36,0,0,344
"",2023-09-06,973923066,1648,18.6,USD,3,3,3,3,0,0,25
"",2023-01-25,973923066,1287,99.55,USD,6,6,6,6,0,0,35
"",2025-06-26,973923066,1225,15.38,USD,110,110,110,110,0,0,245
"",2023-07-30,973923066,1245,71.02,USD,17,17,17,17,0,0,162
"",2025-02-12,973923066,775,44.91,USD,57,57,57,57,0,0,132
