account_id,app_id,country,guide_id,guide_step_id,latitude,longitude,region,remote_ip,server_name,occurred_at,type,url,user_agent,visitor_id,_fivetran_synced,_fivetran_id,guide_event_key,guide_name,app_display_name,app_platform
RDV_00000011,-323255,Es2,y71LPO5hn8iStQ84i0373UFAsgI8,ARmCwXFyapzrNYxIq6tpwgi1tCg4,-11.0,5.0,CO2,2005-12-13,fIvETrAn.com,2021-06-24 00:00:00.000,gUIdeSEeN8,http:/82/fiVetran.com/dashboaRd8/connectors/salEsfoRce98,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML1, like Gecko) Chrome/90.6.4430.212 Safari/537.3687",RVU_0000000011,2021-07-05 00:00:00.000,Val28589397,5b95a9f07a005fdd680cb754e206e71f,test announcements,Fivetran,web
RDV_00000012,-323245,Us0,Y09LPO5hn8istq88i0379UFAsGI3,2qi21RU_t_jGc0ZerTYQDXsj1Pg35,-18.0,16.0,co32,2018-08-23,fiveTran0.com73,2021-06-19 00:00:00.000,GUIdeSEeN85,http:1//fiVetran.com/dashboard/connectors/salesforce0,"Mozilla/5.0 (Macintosh; IntEl Mac OS X6 10_153_7) AppleWebKit/537.36 (KHtML, like Gecko) Chrome/90.0.4430.2129 Safari/537.367",RVU_0000000012,2021-07-11 00:00:00.000,val5378945,284920c68711b8ab8572920469d7891f,test announcements,Fivetran,web
RDV_00000013,-323234,Us286,WCfleGskyXv-1jm2VnfVzGGqO3S5,6qi61RU_t_jGc0ZerTYQDXsj1Pg3,3.0,0.0,CO774,2041-09-20,fivETrAn.com1,2021-07-09 00:00:00.000,GUIdeSeEn4,httP:/12/fiVetran.com/dasHboaRd/connectors/salEsforce91,"MoZIlla/5.0 (MacIntosh; Intel Mac OS X 10_15_7)6 AppleWebKit/537.36 (KhTmL, like4 Gecko) Chrome/90.0.4430.212 Safari/537.36635",RVU_0000000013,2021-06-30 00:00:00.000,val2378956,43f9e179349a3161d289e3b90e6a9ae8,test announcements,Fivetran,web
RDV_00000014,-323240,Us6,Y79LPo5hn8istQ88i0679uFASGI55,aRmcWXFyApZRNyxIq4tpwgi1tCg933,15.0,-26.0,co015,1985-04-07,FivEtrAn.com10,2021-07-12 00:00:00.000,guideSeen6,http:/12/fiVetran.com/dashboaRd/connectors/salEsfoRce9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTMl, like Gecko) ChromE/00.0.4430.212 Safari/537.36",RVU_0000000014,2021-05-28 00:00:00.000,vAl23285792,e9f7e2cd721d74a2eedc33fb617335d7,test announcements,Fivetran,web
RDV_00000015,-323235,uS0,y79LPO5hN8IStQ94i0379UFAsgI3,2qi62Ru_t_jGc0ZerTYQDXsJ5Pg7,-4.0,13.0,CO6,1989-10-27,fiveTRaN.CoM77,2021-06-14 00:00:00.000,gUideactiVITY020,http://fivetran.com/dashboard/connectOrs/salesfoRce/,"MoZIlla/5.0 (MacIntosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KhTML, like Gecko) Chrome/90.0.2430.212 Safari/537.36637",RVU_0000000015,2021-06-04 00:00:00.000,Val232857997,13a4b05ddcae4a49c45f4f2c4a5b771a,test announcements,Fivetran,web
RDV_00000016,-323226,uS6,Y79LPO5hn8istQ80i0679uFASGI57,aRmcwXFyApZRNyXIq4tpwgi1tCg93,15.0,25.0,co3158,2033-10-09,fivetRaN3.coM72,2021-06-30 00:00:00.000,gUIDeSEen8,http:/12/fiVetran.com/dashboaRd56/conNectors/salEsfoRcE934,"MoziLla/57.0 (MacIntosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.362",RVU_0000000016,2021-06-29 00:00:00.000,vaL2378946,d6f71be63c80811a5c5f3fadf2c11dc0,test announcements,Fivetran,web
RDV_00000017,-323252,Es4,Y09LPO5hn8istq88i0579UFAsGI2,2qi61Ru_t1_jGc0ZerTYQDXsj1Pg7,23.0,33.0,co7158,2011-07-09,fiveTRAn.cOm5,2021-07-04 00:00:00.000,gUideSEEn0,http:/12/fiVetran.com/dashboaRd/coNnectors/salEsfoRce92,"MozillA/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko3) Chrome/90.0.4430.212 Safari/537.36",RVU_0000000017,2021-06-26 00:00:00.000,VaL3328779978,e1efe6ae65f2b94b2ed587daa96c0159,test announcements,Fivetran,web
RDV_00000018,-323254,us145,Y09LPO5Hn8iStq88i0379UFAsGI31,aRmCwXFyapZrNyxiq4tpwgi1tCg92,21.0,16.0,Co7744,2019-07-25,fIveTraN.cOm3,2021-06-28 00:00:00.000,gUideActIVIty022,http://fivetran.com/dasHboard/connectors/sAlesforce3,"MozIlla/5.0 (Macintosh; Intel Mac OS X 13_15_7) AppleWebKiT/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/531.3613",RVU_0000000018,2021-06-03 00:00:00.000,Val56789451,191cb598f915cd5469e784c67d07fb18,test announcements,Fivetran,web
RDV_00000019,-323243,ES28,KNtGlp0grL0a5FG5HlvNlVfovfw,aRmcwXFyApZRNyxIq4tpwgi1tCg917,26.0,23.0,co7,2039-01-04,fiVetran.com,2021-07-01 00:00:00.000,GuIdeSEeN85,hTtp://fivetran.com/Dashboard/logs,"MoziLla/57.0 (MacIntosh; Intel Mac OS X 10_15_7) appleWebKit/537.36 (KHTML, like Gecko) ChromE/91.0.4472.114 Safari/537.362",RVU_0000000019,2021-06-29 00:00:00.000,val9933,7904d2b6f9479f1783a0ab7b5d1230c8,test announcements,Fivetran,web
RDV_00000020,-323223,us8,KNtGlp7GrL0a5Fg5HlvNLVfovfw,aRmCwXFyaPZrNyxIq4tPwGi1tcg908,-24.0,-6.0,Co320,1985-01-01,Fivetran0.com73,2021-07-03 00:00:00.000,gUIdeActivITY52,hTtp://fiVetran.com/DashboArd/logs,"MoziLla/57.0 (MacIntosh; Intel Mac oS X 10_15_7) appleWebKit/537.36 (KHTML, like Gecko) ChromE/91.0.4472.114 Safari/537.362",RVU_0000000020,2021-06-30 00:00:00.000,vAl2378640,a27e6de3a13766414528f674902e8d91,test announcements,Fivetran,web
RDV_00000021,-323225,uS46,KNtGlp7GrL0A5Fg5HlvNLVfovfw,2Qi61ru_t9_jGc0ZerTyQDxsj1Pg16,-14.0,-10.0,Co7,2002-08-23,fiVeTRAn.com,2021-06-30 00:00:00.000,gUIdeActiviTY626,http:9//fivetran.com/dashboard/Connectors/salesforce,"MoZIlla/5.0 (MacIntosh; Intel Mac6 OS X 10_15_7) AppleWebKit/536.36 (KhTML, like Gecko) Chrome/90.0.2430.212 Safari/537.368374",RVU_0000000021,2021-07-10 00:00:00.000,val64738,6f86264d24378029a0bd18df2e2c23ac,test announcements,Fivetran,web
RDV_00000022,-323236,uS1469,Y09LPO5Hn8istq88i0579UFAsgI2,aRmcWXFyApZRNyxIq4tpwgi1Tcg9335,-12.0,41.0,cO92,2029-12-29,FivetraN.coM7,2021-06-01 00:00:00.000,gUiDeSEen83,http://fivetran.com/dashboard3/lOgs8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (kHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.360",RVU_0000000022,2021-06-17 00:00:00.000,vaL2372946,76bb8b1787efe869ca7edabf60ecbc35,test announcements,Fivetran,web
RDV_00000023,-323265,Es72,y29LPO5hn7istq81i0379UFASgI0,aRmCwXFyAPZrNyxIq4tpwgi1tCg96,-23.0,9.0,cO11,2001-12-01,FiveTRAn.com6,2021-07-01 00:00:00.000,guideActivity96,http:/12/fiVetran.com/dasHboaRd/connectORs/salEsforce9,"MozillA/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTmL, like Gecko3) Chrome/90.0.4430.212 Safari/537.366",RVU_0000000023,2021-06-15 00:00:00.000,val13784563,9eb82147a2c6d5271fcb5da17ff06b34,test announcements,Fivetran,web
RDV_00000024,-323263,US21,y71LPO5hN8iStQ84i0373UFAsgI80,2qi71Ru6_T_jGc0ZerTYQDxsj1Pg54,-27.0,-4.0,cO8,2023-06-04,FIVeTRan.CoM75,2021-05-26 00:00:00.000,gUideactIVItY0223,http://fivetran.com/dashboArd/connectors/salesfoRce,"Mozilla/5.0 (Macintosh; Intel Mac OS X5 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.364",RVU_0000000024,2021-07-02 00:00:00.000,Val134845634,31b43e7cdffb5ccd8894abc3b4c2ea94,test announcements,Fivetran,web
RDV_00000025,-323267,es46,Y09LPO7hn8istq88i0579UFAsgI2,2qi61Ru_t_jGc0zeRTYQDXsj1Pg5,2.0,6.0,cO015,2006-08-31,fivetraN3.coM726,2021-07-05 00:00:00.000,guideActivitY5,http:6/82/fiVetran.com/dashboaRd/connectors/salesfoRce98,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML1, like Gecko) Chrome/90.0.1430.212 Safari/537.368",RVU_0000000025,2021-06-11 00:00:00.000,vAl5378525,62e61054102bcd32503e6699f499cc6e,test announcements,Fivetran,web
RDV_00000026,-323262,US830,Y09LPO5hn8iStq88i0379UFAsgI313,2qi61Ru_t1_jGc0ZERTYQdXsj1Pg7,-3.0,49.0,Co72,2025-03-03,fivetrAn0.com7,2021-07-06 00:00:00.000,gUideaCtiViTY0203,http:/82/fiVetran.com/dashboaRd/ConnectoRs/salEsfoRce98,"Mozilla/5.0 (MacintOsh; Intel Mac OS X 60_15_7) AppleWeBKit/537.36 (KHTML, like Gecko) Chrome/90.0.6430.212 Safari/537.36",RVU_0000000026,2021-05-28 00:00:00.000,val237845630,4477e7e7ca0efbcd335577c8994dead0,test announcements,Fivetran,web
RDV_00000027,-323243,US6,y79LPO2hN8IStQ94i0379UFAsgi34,2qi71Ru6_T_jGc0ZerTYQdXsj7Pg54,18.0,45.0,CO2,1995-04-21,FivEtrAn.CoM,2021-07-04 00:00:00.000,gUIdeaCtiViTY0503,http://fivetran.com/daSHboard/connectors/salesforce2,"MoziLla/57.0 (MacIntosh; Intel Mac oS X 10_65_7) appleWebKit/537.36 (KHTML, like Gecko) ChromE/91.5.4472.114 SAfari/537.362",RVU_0000000027,2021-07-03 00:00:00.000,vaL16783563,a2eef6436009d5e1a0a7d4918160e60b,test announcements,Fivetran,web
RDV_00000028,-323238,Us1657,y79LPO5hN8iStQ84i0379UFAsgI,aRmCwXFyapZrNyxIq4tpwgi1tCg0,19.0,21.0,Co12,2006-01-05,fIveTrAn.com3,2021-06-06 00:00:00.000,gUideActivIty09,http://fivetran.com/dashbOard/connectors/salesforce,"Mozilla/576.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWEbKit/537.36 (KHtML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",RVU_0000000028,2021-07-07 00:00:00.000,vAl5378525,ba53fbb98dfedc8573a52c72cfdd7b83,test announcements,Fivetran,web
RDV_00000029,-323246,uS3079,Y09LPO5Hn8iStq88i0379uFAsGI349,2qI62Ru_t_jGc0ZerTYQDXsJ5Pg76,4.0,53.0,cO61,1992-12-30,fivEtrAn.CoM4,2021-06-21 00:00:00.000,gUideActiVITy0207,http7:/3/FivEtran.com/dashboard,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) ChrOme/90.0.4430.212 Safari/537.368",RVU_0000000029,2021-07-03 00:00:00.000,vAL237843,814f4358b9aa514885472ddd6e234f28,test announcements,Fivetran,web
RDV_00000030,-323218,Us2,Y79lPO7hn8istq88i0679uFAsGI5,2qi61Ru_t_jGC0ZertYqDXsj1Pg87,33.0,9.0,CO193,2009-05-12,FivetrAn0.cOm7,2021-07-03 00:00:00.000,GUIDeSEen85,http://fivetrAn.com/dashboard3/LOgs84,"MoziLla/57.0 (MacIntosh; Intel Mac oS X 10_65_7) appleWebKit/537.36 (KHTML, like GeckO) ChromE/91.5.4472.114 SAfari/537.362",RVU_0000000030,2021-06-19 00:00:00.000,val2778456304,40a800a823c8aea9b5501516ee3ece4c,test announcements,Fivetran,web
RDV_00000031,-323246,es20,y49LPO5hn7istq81i0379UFASgI01,2Qi61ru_t_jGc0ZerTYQDxsj4Pg1,24.0,36.0,cO011,2000-12-03,fiveTran5.coM0,2021-07-03 00:00:00.000,gUIdeactiviTY6989,http://fivetran.coM/DashBoard/logS4,"Mozilla2/5.3 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (kHTML, like Gecko) Chrome/90.0.4430.212 SafarI/537.360",RVU_0000000031,2021-07-03 00:00:00.000,VaL23789461,800afadc0ab1af61100502cd29ae420c,test announcements,Fivetran,web
RDV_00000032,-323209,us2471,y29LPO5hn7iSTq81i0379UFASgI09,aRmCwXFYapzrNyxIq4Tpwgi1tCg97,-17.0,9.0,cO715,2000-07-13,fiveTRAn8.com44,2021-05-28 00:00:00.000,gUiDeSEEn0,http://fivetran.com/DaSHboard/connectors/Salesforce29,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like gecko) Chrome/90.0.4430.212 Safari/537.365",RVU_0000000032,2021-06-29 00:00:00.000,Val285893951,b4aa57fae27120f19e94a4d120c83550,test announcements,Fivetran,web
RDV_00000033,-323219,US26,y00LPO5hn8isTq88i0379UFAsGI38,2Qi61ru_t1_jGc0zerTYQDxsj1Pg10,42.0,-30.0,cO,2036-10-24,Fivetran.CoM,2021-06-03 00:00:00.000,guiDeActiVity3,htTp7:/3/FivEtran.com/dashboard,"MoziLla/57.0 (MacIntosh; Intel Mac oS X 10_65_7) appleWebKit/537.36 (KHTML, like GeckO) ChromE/91.5.4472.114 SAfari/537.2623",RVU_0000000033,2021-07-19 00:00:00.000,vAL23729462,f11571cbb2ebb847e93d9c3053832585,test announcements,Fivetran,web
RDV_00000034,-323225,es789,KNtGlp8gRL0a5FG5HLvnlVfovfw8,aRmCwXFyaPZrNyxIq4tpwgi1tCg929,47.0,18.0,Co5,2005-10-13,FivETRAn.com9,2021-07-10 00:00:00.000,guideActivitY965,http:/12/fiVetran.coM/dashboaRd56/conNectOrs/salEsFoRcE9349,"MoZIlla8/5.0 (MacIntosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KhTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36635",RVU_0000000034,2021-06-02 00:00:00.000,vAL2378946,6a5258bafb92e101e2fad10ae09b3c42,test announcements,Fivetran,web
RDV_00000035,-323205,us831,y79LPO5hn8IstQ88i7379UFAsGI2,aRmCWXFyapZrNyxIq4tpwgi1tcg903,-4.0,45.0,VC7,1984-08-30,fiveTrAn.com,2021-06-07 00:00:00.000,guideSeEN6,http:/12/fiVeTran.cOm/dashboaRd/connectors/salEsfoRCe9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/905.0.4430.212 Safari/437.367",RVU_0000000035,2021-06-27 00:00:00.000,vAL24786309,65d1e40b854f9cf44c5baf6b71cb5681,test announcements,Fivetran,web
approximate_tortoise,-323232,ES,KNtGlp7GrL0a5FG5HLvNlVfovfw,ARmCwXFyapzrNYxIq4tpwgi1tCg,0.0,0.0,vc,46.6.2.20,fivetran.com,2021-07-20 11:58:14.710,guideSeen,http://fivetran.com/dashboard/logs,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",thick_register,2021-07-20 20:11:25.624,,1e392a9d01a7f0540d31995b06179d1e,New thing,Fivetran,web
inequalities_food,-323232,US,y79LPO5hn8iStQ84i0379UFAsgI,2qi61Ru_t_jGc0ZerTYQDXsj1Pg,0.0,0.0,co,24.9.77.13,fivetran.com,2021-05-26 14:08:01.617,guideActivity,http://fivetran.com/dashboard/connectors/salesforce/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",source_oxygen,2021-05-26 20:10:25.927,,2c88c0b4a1c6f538846d65ed68476cbc,test announcements,Fivetran,web
inequalities_food,-323232,US,y79LPO5hn8iStQ84i0379UFAsgI,2qi61Ru_t_jGc0ZerTYQDXsj1Pg,0.0,0.0,co,24.9.77.13,fivetran.com,2021-05-26 14:08:01.602,guideDismissed,http://fivetran.com/dashboard/connectors/salesforce,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",source_oxygen,2021-05-26 20:10:25.927,,6ebee516ed7daf4b8d4ba29eb2944ded,test announcements,Fivetran,web
inequalities_food,-323232,US,y79LPO5hn8iStQ84i0379UFAsgI,2qi61Ru_t_jGc0ZerTYQDXsj1Pg,0.0,0.0,co,24.9.77.13,fivetran.com,2021-05-26 14:07:49.718,guideSeen,http://fivetran.com/dashboard/connectors/salesforce,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",source_oxygen,2021-05-26 20:10:25.927,,ffc057a8b0c0fe870af5f359fb276649,test announcements,Fivetran,web
inequalities_food,-323232,US,WCfleGskyXv-2jM2VnfvZGGqO3s,XIQoQieTTvull0oaCRP7ZbuLZLQ,0.0,0.0,co,24.9.77.13,fivetran.com,2021-05-26 14:05:12.753,guideSeen,http://fivetran.com/dashboard,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",source_oxygen,2021-05-26 20:10:27.025,,2211c1d3ea4cf94395d0e003eb82f6ac,test announcements,Fivetran,web
