guide_id,guide_name,app_id,state,device_type,created_at,created_by_user_id,is_multi_step,is_training,last_updated_at,last_updated_by_user_id,launch_method,published_at,recurrence,recurrence_eligibility_window,reset_at,root_version_id,stable_version_id,_fivetran_synced,latest_guide_index,app_display_name,app_platform,created_by_user_full_name,created_by_user_username,last_updated_by_user_full_name,last_updated_by_user_username,count_steps
y71LPO5hn8iStQ84i0373UFAsgI8,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
Y09LPO5hn8istq88i0379UFAsGI3,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
WCfleGskyXv-1jm2VnfVzGGqO3S5,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
Y79LPo5hn8istQ88i0679uFASGI55,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
y79LPO5hN8IStQ94i0379UFAsgI3,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
Y79LPO5hn8istQ80i0679uFASGI57,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
Y09LPO5hn8istq88i0579UFAsGI2,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
Y09LPO5Hn8iStq88i0379UFAsGI31,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
KNtGlp0grL0a5FG5HlvNlVfovfw,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
KNtGlp7GrL0a5Fg5HlvNLVfovfw,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
KNtGlp7GrL0A5Fg5HlvNLVfovfw,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
Y09LPO5Hn8istq88i0579UFAsgI2,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
y29LPO5hn7istq81i0379UFASgI0,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
y71LPO5hN8iStQ84i0373UFAsgI80,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
Y09LPO7hn8istq88i0579UFAsgI2,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
Y09LPO5hn8iStq88i0379UFAsgI313,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
y79LPO2hN8IStQ94i0379UFAsgi34,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
y79LPO5hN8iStQ84i0379UFAsgI,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
Y09LPO5Hn8iStq88i0379uFAsGI349,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
Y79lPO7hn8istq88i0679uFAsGI5,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
y49LPO5hn7istq81i0379UFASgI01,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
y29LPO5hn7iSTq81i0379UFASgI09,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
y00LPO5hn8isTq88i0379UFAsGI38,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
KNtGlp8gRL0a5FG5HLvnlVfovfw8,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
y79LPO5hn8IstQ88i7379UFAsGI2,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
