source_relation,ad_group_id,ad_keyword_status,campaign_budget_amount,campaign_budget_currency_code,campaign_budget_type,campaign_id,clicks,cost,date_day,impressions,keyword_bid,keyword_id,keyword_type,match_type,targeting,purchases_30_d,sales_30_d
"",422,ENABLED,2000,USD,DAILY_BUDGET,2187,27,45.9,2022-07-20,10200,5.2,1235,EXACT,EXACT,starfighter parts,,
"",422,ENABLED,2000,USD,DAILY_BUDGET,2187,22,37.4,2022-08-17,8600,5.2,1235,EXACT,EXACT,starfighter parts,,
"",422,ENABLED,2000,USD,DAILY_BUDGET,2187,26,44.2,2022-07-16,9500,5.8,1236,BROAD,BROAD,fighter pilot,,
"",422,ENABLED,2000,USD,DAILY_BUDGET,2187,29,49.3,2022-07-21,10600,5.8,1236,BROAD,BROAD,fighter pilot,,
"",422,ENABLED,2000,USD,DAILY_BUDGET,2187,24,40.8,2022-08-18,9000,5.8,1236,BROAD,BROAD,fighter pilot,,
"",423,ENABLED,2000,USD,DAILY_BUDGET,2187,28,47.6,2022-07-17,10100,6.2,1237,PHRASE,PHRASE,space combat,,
"",423,ENABLED,2000,USD,DAILY_BUDGET,2187,31,52.7,2022-07-22,11300,6.2,1237,PHRASE,PHRASE,space combat,,
"",423,ENABLED,2000,USD,DAILY_BUDGET,2187,26,44.2,2022-08-19,9400,6.2,1237,PHRASE,PHRASE,space combat,,
"",423,ENABLED,2000,USD,DAILY_BUDGET,2187,25,42.5,2022-07-18,9200,5.9,1238,EXACT,EXACT,rebel alliance,,
"",423,ENABLED,2000,USD,DAILY_BUDGET,2187,28,47.6,2022-07-23,10400,5.9,1238,EXACT,EXACT,rebel alliance,,
"",423,ENABLED,2000,USD,DAILY_BUDGET,2187,23,39.1,2022-08-20,8700,5.9,1238,EXACT,EXACT,rebel alliance,,
"",501,ENABLED,250,USD,DAILY_BUDGET,5555,20,34,2022-11-20,7500,4.8,1239,EXACT,EXACT,millennium falcon,,
"",501,ENABLED,250,USD,DAILY_BUDGET,5555,24,40.8,2022-11-25,8900,4.8,1239,EXACT,EXACT,millennium falcon,,
"",501,ENABLED,250,USD,DAILY_BUDGET,5555,22,37.4,2022-12-01,8200,4.8,1239,EXACT,EXACT,millennium falcon,,
"",501,ENABLED,250,USD,DAILY_BUDGET,5555,26,44.2,2022-12-05,9600,4.8,1239,EXACT,EXACT,millennium falcon,,
"",501,ENABLED,250,USD,DAILY_BUDGET,5555,18,30.6,2022-11-22,7000,5.1,1240,BROAD,BROAD,smuggler ship,,
"",501,ENABLED,250,USD,DAILY_BUDGET,5555,21,35.7,2022-11-28,8100,5.1,1240,BROAD,BROAD,smuggler ship,,
"",501,ENABLED,250,USD,DAILY_BUDGET,5555,19,32.3,2022-12-03,7600,5.1,1240,BROAD,BROAD,smuggler ship,,
"",502,ENABLED,250,USD,DAILY_BUDGET,5555,23,39.1,2022-11-23,8500,5.5,1241,PHRASE,PHRASE,premium spacecraft,,
"",502,ENABLED,250,USD,DAILY_BUDGET,5555,27,45.9,2022-11-29,9800,5.5,1241,PHRASE,PHRASE,premium spacecraft,,
"",502,ENABLED,250,USD,DAILY_BUDGET,5555,25,42.5,2022-12-04,9100,5.5,1241,PHRASE,PHRASE,premium spacecraft,,
"",502,ENABLED,250,USD,DAILY_BUDGET,5555,22,37.4,2022-11-24,8200,6,1242,EXACT,EXACT,fast ship,,
"",502,ENABLED,250,USD,DAILY_BUDGET,5555,26,44.2,2022-11-30,9500,6,1242,EXACT,EXACT,fast ship,,
"",502,ENABLED,250,USD,DAILY_BUDGET,5555,24,40.8,2022-12-06,8900,6,1242,EXACT,EXACT,fast ship,,
