source_relation,date_day,account_name,account_id,country_code,profile_id,portfolio_name,portfolio_id,campaign_name,campaign_id,ad_group_name,ad_group_id,keyword_id,keyword_text,serving_status,state,keyword_bid,keyword_type,match_type,cost,clicks,impressions,purchases_30_d,sales_30_d
"",2022-08-14,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,CAMPAIGN_PAUSED,enabled,6,EXACT,EXACT,54.4,32,11200,,
"",2022-07-14,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,5678,y wing parts,CAMPAIGN_PAUSED,enabled,5,EXACT,EXACT,30.6,18,7200,,
"",2022-08-24,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,CAMPAIGN_PAUSED,enabled,6,EXACT,EXACT,52.7,31,11000,,
"",2022-07-22,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,1237,space combat,TARGETING_CLAUSE_STATUS_LIVE,enabled,6.2,PHRASE,PHRASE,52.7,31,11300,,
"",2022-07-21,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,1236,fighter pilot,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.8,BROAD,BROAD,49.3,29,10600,,
"",2022-12-01,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1239,millennium falcon,TARGETING_CLAUSE_STATUS_LIVE,enabled,4.8,EXACT,EXACT,37.4,22,8200,,
"",2022-08-21,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,CAMPAIGN_PAUSED,enabled,6,EXACT,EXACT,44.2,26,9200,,
"",2022-08-17,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,1235,starfighter parts,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.2,EXACT,EXACT,37.4,22,8600,,
"",2022-07-13,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,1234,b wing parts,CAMPAIGN_PAUSED,enabled,5.5,EXACT,EXACT,37.4,22,8500,,
"",2022-08-23,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,CAMPAIGN_PAUSED,enabled,6,EXACT,EXACT,49.3,29,10400,,
"",2022-07-19,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,5678,y wing parts,CAMPAIGN_PAUSED,enabled,5,EXACT,EXACT,35.7,21,8100,,
"",2022-07-18,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,1238,rebel alliance,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.9,EXACT,EXACT,42.5,25,9200,,
"",2022-07-20,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,1235,starfighter parts,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.2,EXACT,EXACT,45.9,27,10200,,
"",2022-08-20,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,CAMPAIGN_PAUSED,enabled,6,EXACT,EXACT,51,30,10800,,
"",2022-12-06,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,1242,fast ship,TARGETING_CLAUSE_STATUS_LIVE,enabled,6,EXACT,EXACT,40.8,24,8900,,
"",2022-07-14,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,CAMPAIGN_PAUSED,enabled,6,EXACT,EXACT,64.6,38,13200,,
"",2022-07-16,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,1236,fighter pilot,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.8,BROAD,BROAD,44.2,26,9500,,
"",2022-11-30,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,1242,fast ship,TARGETING_CLAUSE_STATUS_LIVE,enabled,6,EXACT,EXACT,44.2,26,9500,,
"",2022-12-05,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1239,millennium falcon,TARGETING_CLAUSE_STATUS_LIVE,enabled,4.8,EXACT,EXACT,44.2,26,9600,,
