uid,facname,latitude,longitude,ct2020,opabbrev,servarea,policeprct,facdomain
0197bf1d6fb37589c4d9b4ee9c2c15c5,"TENDER YEAR CHILDCARE, INC.",40.8379049668,-73.8343703648,18400.0,Non-public,Local,45,"EDUCATION, CHILD WELFARE, AND YOUTH"
00f3ff72a56df18198010578ad6c0ec5,EMERSON PLAYGROUND,40.8728550589,-73.9305900174,29700.0,Non-public,Local,34,"EDUCATION, CHILD WELFARE, AND YOUTH"
044b70ab9de04c2d5edddbc07831754f,QUEENS CENTRAL REPAIR SHOP,40.735168,-73.909116,24300.0,NYCDSNY,Regional,108,ADMINISTRATION OF GOVERNMENT
03e365d4d37361394ee0120868345524,CHELSEA PARK,40.749941648,-74.0007282581,9700.0,NYCDPR,Local,10,"PARKS, GARDENS, AND HISTORICAL SITES"
057866c313a9d5c980c21d6f6fb47577,LIVING FAITH COM CHURCH VBS,40.7580924182,-73.7944357834,117500.0,Non-public,Local,109,"EDUCATION, CHILD WELFARE, AND YOUTH"
04dd35a2eb78546028524afb3a36fd15,"CREATE, INC. RR",40.8006793134,-73.9511172353,21600.0,,Regional,28,HEALTH AND HUMAN SERVICES
0061207d19a4e48ebb6070eee345ff67,JEWISH INSTITUTE OF QUEENS,40.7312218126,-73.8709582177,68700.0,,Local,112,"EDUCATION, CHILD WELFARE, AND YOUTH"
0276f679ea32af0c3cf96cf50b4b198f,DREAMYARD PROJECT INC,40.8282056722,-73.9090901612,18501.0,,Local,42,"EDUCATION, CHILD WELFARE, AND YOUTH"
03c6b75fc68189e621bbce4efe60fc88,COMMUNITY ASSOCIATION OF PROGRESSIVE DOMINICIANS INC,40.8486044377,-73.9088552414,23301.0,,Local,46,"EDUCATION, CHILD WELFARE, AND YOUTH"
0418a4a08f04a00c61f9ac0e1d028744,STUDLEY TRIANGLE,40.7623835196,-73.8038562951,117100.0,NYCDPR,Local,109,"PARKS, GARDENS, AND HISTORICAL SITES"
00a374f576553cf83c6851c93a7244b3,LANGSTON HUGHES PLAYGROUND,40.8122108373,-73.9463814519,22400.0,NYCDPR,Local,32,"PARKS, GARDENS, AND HISTORICAL SITES"
026283d53ea24dca20f1d7293d6af076,RAIL LINE,40.637549,-74.140502,21300.0,NYCSBS,Regional,121,CORE INFRASTRUCTURE AND TRANSPORTATION
01b22b5ce95bfed7c16fa558b66d5e03,"CHERRY LANE ALTERNATIVE, INC.",40.7312673084,-74.0053113255,6700.0,Non-public,Regional,6,LIBRARIES AND CULTURAL PROGRAMS
038c22b677a92c0ddb6de489b231db61,GROWING UP GREEN CHARTER SCHOOL,40.7531210622,-73.9357059245,3100.0,Non-public,Local,114,"EDUCATION, CHILD WELFARE, AND YOUTH"
02a2d23997cefb66cdf0908d8168578b,INDOOR PARKING GARAGE,40.830136,-73.845255,9600.0,NYCDSNY,Local,43,ADMINISTRATION OF GOVERNMENT
006b8603543da11106f7416600c67036,MASBIA OF BORO PARK,0.0,0.0,,Non-public,Local,0,HEALTH AND HUMAN SERVICES
003289bd5abac8d32f751c40bebd986d,BUSHWICK CENTER FOR REHABILITATION AND HEALTH CARE,40.704689,-73.900902,58500.0,Non-public,Regional,104,HEALTH AND HUMAN SERVICES
00db7036c1f6ed36aa42a7a7b131cd44,ST. MARY'S PARK,40.6757855782,-73.9975404994,7700.0,NYCDPR,Local,76,"PARKS, GARDENS, AND HISTORICAL SITES"
00538d0b3d13d3a37e1bc23b03a9981c,THE CORNER SCHOOL,40.7717573443,-73.8155863412,104700.0,Non-public,Local,109,"EDUCATION, CHILD WELFARE, AND YOUTH"
02dd560c299b4de03c2cd30b0079f454,P.S. 174 WILLIAM SIDNEY MOUNT,40.7204986232,-73.8606467212,69702.0,NYCDOE,Local,112,"EDUCATION, CHILD WELFARE, AND YOUTH"
0249b89f6eecd87dc4d84a94d94f2410,CHINESE AMERICAN PLANNING COUNCIL INC,40.7571785496,-73.831266963,84902.0,Non-public,Local,109,HEALTH AND HUMAN SERVICES
03ede4bfde889a3449f086e96d8b7ebb,THE YOUNG MENS AND YOUNG WOMENS HEBREW ASSOCIATION,40.7828763067,-73.9526290076,15801.0,,Local,19,"EDUCATION, CHILD WELFARE, AND YOUTH"
033a06cf2f599fded1de06bd6651f4cc,CARIBBEING,40.6415729416,-73.9536441401,79002.0,Non-public,Regional,67,LIBRARIES AND CULTURAL PROGRAMS
006d4995c302e75b925dc061e6b41de6,PS 14 ANNEX,40.7427348866,-73.8767080353,46700.0,Non-public,Local,110,"EDUCATION, CHILD WELFARE, AND YOUTH"
0369e5bd2e12a4822ff56965004b633c,"PS, THE SHORT FILM EXHIBITION INC.",40.7209133437,-73.9858647025,3001.0,Non-public,Regional,7,LIBRARIES AND CULTURAL PROGRAMS
03b11656cfea79cc9ed2962aed3b0133,60TH STORAGE CORP.,40.761617,-73.965386,11000.0,Non-public,Local,19,CORE INFRASTRUCTURE AND TRANSPORTATION
05eb5dfa38a0e5ce40d8cefabc0cc2f9,"FUND FOR THE CITY OF NEW YORK, INC.",0.0,0.0,,,Local,0,HEALTH AND HUMAN SERVICES
0298e55a0be8e54904a42f2ed1a61a8d,BRONXCHESTER,40.819059011,-73.9113444872,7100.0,Non-public,Local,40,"EDUCATION, CHILD WELFARE, AND YOUTH"
0216179d24cacafb8633b26278b021d4,CLINTON,40.7949335872,-73.9452804674,17200.0,NYCHA,Local,23,HEALTH AND HUMAN SERVICES
0374629f65ada65c797521a85393a67b,ALL AMERICAN SCHOOL BUS CORP.,40.7760471885,-73.9322079201,9100.0,Non-public,Regional,114,CORE INFRASTRUCTURE AND TRANSPORTATION
03ebd62083a4757225eb856133a7a0d4,BAY RIDGE ROW,40.659805,-73.900111,92000.0,MTA,Regional,73,CORE INFRASTRUCTURE AND TRANSPORTATION
00acfcd3a83d7aa4884e2595972c04fc,CHN MOBILE VAN V,40.6969168339,-73.8059684349,20800.0,Non-public,Regional,103,HEALTH AND HUMAN SERVICES
0412dc269b3ba1f29ca8e06c5d6b36b4,P.S. 326,40.6284256355,-73.9282625343,72800.0,NYCDOE,Local,63,"EDUCATION, CHILD WELFARE, AND YOUTH"
039882df6dd280d31053a818b5ddead4,RELLA'S SPIELHAUS,40.792808,-73.965908,18100.0,Non-public,Local,24,"EDUCATION, CHILD WELFARE, AND YOUTH"
061763cd1b8e01df46b2a026ed4b47fd,JES GOOD REWARDS CHILDEREN'S GARDEN,40.666899532,-73.9136601223,90200.0,NYCDPR,Local,73,"PARKS, GARDENS, AND HISTORICAL SITES"
02033a9b2e72725d543a85812c2eaaea,"CENTURY MEDICAL AND DENTAL CENTER, INC.",40.8038694496,-73.9350984485,24200.0,Non-public,Regional,25,HEALTH AND HUMAN SERVICES
00571a26e6f9f8d51b1da56132da831f,G.V.C. LTD. (B2192),40.8150408728,-73.8445183185,9000.0,Non-public,Regional,43,CORE INFRASTRUCTURE AND TRANSPORTATION
0589abe428ff9ef59da81e993b31d659,THE BREARLEY SCHOOL,40.772957328,-73.9466185891,13604.0,Non-public,Local,19,"EDUCATION, CHILD WELFARE, AND YOUTH"
00691c84282d443dc01999c155efdba3,SCO FAMILY OF SERVICES,40.7056050074,-73.7991676001,44601.0,,Regional,103,HEALTH AND HUMAN SERVICES
03c10d53eacc53c7ae165b11845333df,"XABK-CHURCH OF THE HOLY CROSS, CLASON POINT, NY",40.8168690627,-73.8605933877,1600.0,Non-public,Local,43,"EDUCATION, CHILD WELFARE, AND YOUTH"
00d976634eabe69b92757b169735df71,ECHO PARK,40.8463500009,-73.898660025,39500.0,Non-public,Local,48,"EDUCATION, CHILD WELFARE, AND YOUTH"
069dcd0d33b44742812086f18bed3031,INGERSOLL COMMUNITY CENTER,40.694569,-73.981125,1501.0,,Local,88,"EDUCATION, CHILD WELFARE, AND YOUTH"
034180ba239f4776ddba6a2c0cadefc4,DISTRICT 2 PRE-K CENTER AT 355 EAST 76 STREET,40.7709277693,-73.9548058085,13400.0,Unknown,Local,19,"EDUCATION, CHILD WELFARE, AND YOUTH"
011e6d8b62c97e17dd501240e63f26d6,3705 CHURCH AVE TEXTILE DROP-OFF SITE,40.651389,-73.942566,81600.0,,Regional,67,CORE INFRASTRUCTURE AND TRANSPORTATION
0663d9ecb66ca4d9c69443e133bcea39,DODGE YMCA,40.6900105739,-73.9893268145,4300.0,Non-public,Local,84,"EDUCATION, CHILD WELFARE, AND YOUTH"
039f18272678b66cd53e08e49f7f6fa3,EDUCATIONAL DATA SYSTEMS INC,40.6432754759,-74.0775630964,300.0,,Local,120,HEALTH AND HUMAN SERVICES
05601de94006cc0b5ec99e025c6bfe0b,GRAND CONCOURSE LIBRARY,40.8440100646,-73.9100923152,22703.0,NYPL,Local,44,LIBRARIES AND CULTURAL PROGRAMS
05d0cd8037ef78f2ef73073e80eea8e8,HIGHBRIDGE GARDENS,40.8381039737,-73.928746215,19300.0,,Local,44,"EDUCATION, CHILD WELFARE, AND YOUTH"
061b2e6253e5cfd699f319d3417f12eb,CONEY ISLAND SNAP CENTER,40.5757811317,-73.986243882,32600.0,NYCHRA,Local,60,HEALTH AND HUMAN SERVICES
00b655e740d8fb88a97db8d221227d6b,CONCORD HIGH SCHOOL,40.6108084892,-74.0867865299,4004.0,NYCDOE,Local,120,"EDUCATION, CHILD WELFARE, AND YOUTH"
03d4e676a2eb1a89c22fdbbe96f86264,"S.I.T.U., INC.",40.7284657802,-73.9881581183,3800.0,Non-public,Regional,9,LIBRARIES AND CULTURAL PROGRAMS
0174a937eee5a67ebd4e3a27d5a1223b,"KIDS-CENTRIC, INC COMM PARENT FAR RO",40.5955092163,-73.7731347752,99200.0,Non-public,Local,101,"EDUCATION, CHILD WELFARE, AND YOUTH"
021816a86979b543efbc317d123ff2d2,FUERTE PARKING LOT INC,40.80975,-73.923688,3900.0,Non-public,Local,40,CORE INFRASTRUCTURE AND TRANSPORTATION
0418259e076b894993c27676a1f8f724,"RADIOHOLE, INC.",40.6821324491,-73.9389871659,27300.0,Non-public,Regional,79,LIBRARIES AND CULTURAL PROGRAMS
02be90c4709ed1b4f917c28aeb727dd4,FAST BREAK 115,40.7976205329,-73.9418968465,18200.0,Non-public,Regional,23,HEALTH AND HUMAN SERVICES
015cab4e40ae31fc371c22a5d54bd9af,PETROSINO SQUARE,40.7217122915,-73.9974385461,4500.0,NYCDPR,Local,5,"PARKS, GARDENS, AND HISTORICAL SITES"
05dd81c1ab54f729a72075491e7cef83,NY TIBETAN SERVICE CENTER - ELEMENTARY,40.7408521803,-73.8801439308,48500.0,,Local,110,"EDUCATION, CHILD WELFARE, AND YOUTH"
045af51ca638b6f9ee5377c8e2374baf,BELLTEL 365 PARKING LLC,40.692577,-73.984974,1502.0,Non-public,Local,84,CORE INFRASTRUCTURE AND TRANSPORTATION
004e5ebe74db37ffe73f8715765948ef,KCS MENTAL HEALTH CLINIC,40.7597799552,-73.804370657,118500.0,Non-public,Regional,109,HEALTH AND HUMAN SERVICES
006ad2462e33e67def73aaae76f7145e,ART RESOURCES TRANSFER,40.7500072057,-74.0042943363,9901.0,Non-public,Regional,10,LIBRARIES AND CULTURAL PROGRAMS
041d8f3b0b62666c48fb02b6085314c7,"INSTITUTE OF CAREER CONTINUITY, INC.",40.7055389177,-74.0159786939,1300.0,Non-public,Local,1,"EDUCATION, CHILD WELFARE, AND YOUTH"
04863174e0d00fb6a112f4323cba29b5,FORENSICS,40.694621513,-73.9877074314,1100.0,Non-public,Regional,84,HEALTH AND HUMAN SERVICES
047e318b7c5461ccfad3340b8540ac86,OFFICES,40.800391,-73.942921,18400.0,NYCCB111,Regional,25,ADMINISTRATION OF GOVERNMENT
03de3bcc213748ee0aef8a6fbf8375d7,GLOBAL KIDS INC,40.7590903565,-73.9658777931,10803.0,,Local,17,"EDUCATION, CHILD WELFARE, AND YOUTH"
02deafb143ae2a3ca7f1de6982600f05,BLACK SPECTRUM THEATER COMPANY INC,40.68938143,-73.7636047247,36600.0,,Local,113,"EDUCATION, CHILD WELFARE, AND YOUTH"
01722edbb95c643538bd7e3d6678c6dd,CHILDR AID TO SOCIETY PS5 HEAD START,40.8584106864,-73.9223124817,29900.0,Non-public,Local,34,"EDUCATION, CHILD WELFARE, AND YOUTH"
05a256357349121e0dd93718ca788513,"ANTHROPOLOGISTS, INC.",40.8515531158,-73.9404520911,27500.0,Non-public,Regional,34,LIBRARIES AND CULTURAL PROGRAMS
04e4b1a72552bb0eec035173674c5a0d,KINDERLAND DAY CARE INC.,40.632850224,-73.9819718886,47600.0,Non-public,Local,66,"EDUCATION, CHILD WELFARE, AND YOUTH"
02137a374479df62770811bed4456e8c,SNIFFEN COURT HISTORIC DISTRICT,40.7470887397,-73.9779548803,8000.0,,Local,17,"PARKS, GARDENS, AND HISTORICAL SITES"
04bdc44f038f10a0e575234eb9c05258,AMPARK NEIGHBORHOOD,40.8831116568,-73.8915595235,28100.0,NYCDOE,Local,50,"EDUCATION, CHILD WELFARE, AND YOUTH"
0275c2d62d4070224a1f6aca701263e9,MIDTOWN CTR FOR TRTMENT & RESEARCH OP,40.7647485789,-73.9547306049,11600.0,,Regional,19,HEALTH AND HUMAN SERVICES
060d31abee0c24c86c5b65502ba7ea8f,THE RICHMOND PRE-K CENTER AT 1275 WOODROW ROAD,40.542116341,-74.2074531925,20806.0,Unknown,Local,123,"EDUCATION, CHILD WELFARE, AND YOUTH"
04c5885039bec1a689dd434ae675a915,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,40.746576554,-74.003088194,9300.0,,Local,10,HEALTH AND HUMAN SERVICES
016a7829e55fc936ea49302322b4e9d5,"SILENT CINEMA PRESENTATIONS, INC.",40.7880347197,-73.9743897297,17300.0,Non-public,Regional,24,LIBRARIES AND CULTURAL PROGRAMS
013bed1c53edc3c6c24f09041962ba3f,HAWTREE CREEK MIDDLE SCHOOL,40.675179975,-73.816742805,84000.0,NYCDOE,Local,106,"EDUCATION, CHILD WELFARE, AND YOUTH"
039561b3a87acdcb9f532432c5d02496,COPO FOOD PANTRY,40.6313399634,-73.9662179895,52800.0,,Local,70,"EDUCATION, CHILD WELFARE, AND YOUTH"
04f33f72bceda4ad45316bc0a995b721,P.S. 019 THE CURTIS SCHOOL,40.6308363585,-74.1270798676,14100.0,NYCDOE,Local,120,"EDUCATION, CHILD WELFARE, AND YOUTH"
0666b0989393fe2bf9a98487b6b42cb6,BEACH 30TH STREET PLAYGROUND,40.5924353213,-73.7626495939,99802.0,NYCDPR,Local,101,"PARKS, GARDENS, AND HISTORICAL SITES"
008625abc749f81706c45d4824564805,PRIDE TRANSPORTATION (SCH AGE),40.8262487542,-73.8405720336,9000.0,Non-public,Regional,45,CORE INFRASTRUCTURE AND TRANSPORTATION
03a99d80b975dd8bc42fab767356818a,P.S. 018 PARK TERRACE,40.8608754376,-73.9210086666,29900.0,NYCDOE,Local,34,"EDUCATION, CHILD WELFARE, AND YOUTH"
03464a76fb008f3539f195586193a622,BRONX LAB SCHOOL - 11X265,40.8751930398,-73.8616360226,37200.0,,Local,47,"EDUCATION, CHILD WELFARE, AND YOUTH"
02385a4aa22667bd03d723ccb4fee1d1,CITY & SUBURBAN HOMES COMPANY'S FIRST AVENUE ESTATE HISTORIC DIST,40.7625810295,-73.9583423164,11600.0,,Local,19,"PARKS, GARDENS, AND HISTORICAL SITES"
0090b949e84e1bdfaa48e0cdb89018f1,MORRISANIA FARMSTAND FOOD DROP-OFF SITE,40.831187,-73.900567,14900.0,,Regional,42,CORE INFRASTRUCTURE AND TRANSPORTATION
0173ab1c04f7baa1b66660613a97e2b7,ANNUCIATION HEAD START,40.816205103,-73.9534931389,21303.0,Non-public,Local,26,"EDUCATION, CHILD WELFARE, AND YOUTH"
059654abc7c7fa678e2dc4bab7239ba1,LYFE PROGRAM ATBRONX HS OF PERFORMAN,40.8363121782,-73.8906474617,15500.0,Non-public,Local,42,"EDUCATION, CHILD WELFARE, AND YOUTH"
03f85e9badea4d0c04eb6d8adc26847c,SAGESSE COMMERCE & LOGISTICS LLC,40.762669,-73.968262,11402.0,Non-public,Regional,19,CORE INFRASTRUCTURE AND TRANSPORTATION
04627048b3e5452e923854cdeca1b210,WESTCHESTER SQUARE PLAZA,40.8404607278,-73.8418965464,9600.0,NYCDOT,Local,45,"PARKS, GARDENS, AND HISTORICAL SITES"
051d4b12d87f7c3bdaf50a02c2fa8411,INTERNATIONAL HOUSE,40.8137846041,-73.9615345806,21100.0,,Local,26,"PARKS, GARDENS, AND HISTORICAL SITES"
057fd2f523d464776052f42eb33f9d76,CASTLE HILL PARK,40.8119030303,-73.847502756,400.0,NYCDPR,Local,43,"PARKS, GARDENS, AND HISTORICAL SITES"
00ec89c1b6622040da3c3b1b8bfe460d,MCKINLEY SQUARE,40.8311155683,-73.9007018662,14900.0,NYCDPR,Local,42,"PARKS, GARDENS, AND HISTORICAL SITES"
03c6d733eefe179d405351b9ccc899ca,MORRISANIA LIBRARY,40.8312720847,-73.9017895369,14900.0,NYPL,Local,42,LIBRARIES AND CULTURAL PROGRAMS
0024ba8b2f4caafc9144056eb196f818,CEDAR TREE GARDEN,40.6877534145,-73.9591242673,23300.0,NYCDPR,Local,79,"PARKS, GARDENS, AND HISTORICAL SITES"
0288f66482966a7b9082c31ec46b9449,BEDFORD MEDICAL FAMILY HEALTH CENTER - BEDFORD LOCATION,40.6941804561,-73.9563832598,23500.0,Non-public,Regional,79,HEALTH AND HUMAN SERVICES
01066f0712139df3cdb0cd5307f288bb,515 WEST 36TH STREET PARKING CORP.,40.756503,-73.998997,9903.0,Non-public,Local,10,CORE INFRASTRUCTURE AND TRANSPORTATION
0563ee491e917d44dc06cf14144ce483,"WINDSOR NEW PARTNERS, LLC.",40.77088,-73.955871,13400.0,Non-public,Local,19,CORE INFRASTRUCTURE AND TRANSPORTATION
04fc1b135884b5e42b97d2f29962ce2b,SARATOGA AVENUE COMMUNITY CENTER,40.6859893629,-73.9173740977,37300.0,Non-public,Local,73,"EDUCATION, CHILD WELFARE, AND YOUTH"
03db8dabc947d9234ace5380f17793d3,HUNTERS POINT SOUTH PARKING CORP.,40.73929,-73.961175,101.0,Non-public,Local,108,CORE INFRASTRUCTURE AND TRANSPORTATION
049a0582dbea84eaed25188d7c279fd9,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",40.6734306139,-73.9288358613,34700.0,Non-public,Local,77,"EDUCATION, CHILD WELFARE, AND YOUTH"
067190f9b3ab8e8d389a1fef6e62421f,CHILDREN OF AMERICA QUEENS,40.7558440155,-73.8802028657,27900.0,Non-public,Local,115,"EDUCATION, CHILD WELFARE, AND YOUTH"
00dc7b42b6ee1c4a7914e20419530cf0,SOUTH RICHMOND HIGH SCHOOL IS / PS 25 (75R025),40.5120054664,-74.2184057116,19800.0,,Local,123,"EDUCATION, CHILD WELFARE, AND YOUTH"
02be4bc10e09053c1b06e9a4d32f4de4,"BALTIC STREET AEH, INC",40.6861307275,-73.9947612172,4500.0,,Regional,76,HEALTH AND HUMAN SERVICES
0620ab37daf2939dea8fd0967852021b,WELL STATION #6,40.694923,-73.7876,25800.0,NYCDEP,Regional,103,CORE INFRASTRUCTURE AND TRANSPORTATION
01aec6cff5fa035576b02a0935982270,"ARTBRIDGE PROJECTS, INC.",40.747440737,-74.0020461699,9300.0,Non-public,Regional,10,LIBRARIES AND CULTURAL PROGRAMS
038afaefd5c838de9cb43910b08c5c38,HARLEM EDUCATION ACTIVITIES FUND,40.808761484,-73.9489296715,22200.0,Non-public,Local,28,"EDUCATION, CHILD WELFARE, AND YOUTH"
010f5c8e1c3ca5527829e90ecb3f06bc,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,40.8157962841,-73.9299823677,6301.0,NYCDOE,Local,40,"EDUCATION, CHILD WELFARE, AND YOUTH"
013bec35b2ae87f0eccc6ee07fd167da,BROOKLYN KINDERGARTEN SOCIETY,40.6765898831,-73.9345851459,30900.0,Non-public,Local,77,"EDUCATION, CHILD WELFARE, AND YOUTH"
0242be2489d8d4ff4e44e754ec454b84,FILM BIZ RECYCLING,40.6771234703,-73.9852351966,11901.0,Non-public,Regional,78,LIBRARIES AND CULTURAL PROGRAMS
05a99e15fb6eee6f52c8c93617e52a38,STATEN ISLAND HISTORICAL SOCIETY,40.5712766669,-74.1459248071,27900.0,,Local,122,"EDUCATION, CHILD WELFARE, AND YOUTH"
0274d26083adf238614768d6fde5aa83,MOFFAT STREET COMMUNITY GARDEN FOOD DROP-OFF SITE,40.6835817006,-73.9106506775,40300.0,,Regional,83,CORE INFRASTRUCTURE AND TRANSPORTATION
02aac6d4b3ce2af21e4a7af2bd2b6129,MEDISYS FAMILY CARE - HOLLIS TUDORS,40.7060133849,-73.7569066424,50800.0,Non-public,Regional,113,HEALTH AND HUMAN SERVICES
0550680591da3aecd0128b404a55dae7,"TREMONT-MONTEREY DAY CARE CENTER, INC.,",40.839102767,-73.9009200713,16700.0,Non-public,Local,42,"EDUCATION, CHILD WELFARE, AND YOUTH"
00ed14e4ac94a818b1477edbdcead6dc,INTERNATIONAL ACADEMY OF NEW YORK,40.7836921378,-73.9582006501,15002.0,Non-public,Local,19,"EDUCATION, CHILD WELFARE, AND YOUTH"
06306ed48b981cc764658439c0c6227e,UNITING DISABLED INDIVIDUALS,40.6913823407,-73.7986849348,19600.0,Non-public,Local,103,HEALTH AND HUMAN SERVICES
00c3e465c183122a472d300bdf99852d,P.S. 288 THE SHIRLEY TANYHILL,40.5742642431,-73.9924418708,34200.0,NYCDOE,Local,60,"EDUCATION, CHILD WELFARE, AND YOUTH"
065c108e99a6fc0c21300b1fce66d399,STEIN SENIOR CENTER INC,40.7383555089,-73.9827450651,6400.0,Non-public,Local,13,HEALTH AND HUMAN SERVICES
03e92ee7a574d68f739bc071f0a5145c,NEW IMMIGRANT COMMUNITY EMPOWERMENT INC,40.7467309759,-73.8939067346,26501.0,,Local,115,"EDUCATION, CHILD WELFARE, AND YOUTH"
0154c706b89e9a4caa2728564c01aec9,P.S. 032 THE GIFFORD SCHOOL,40.558446306,-74.15512591,14608.0,NYCDOE,Local,122,"EDUCATION, CHILD WELFARE, AND YOUTH"
0469cbae7bc4dd093d7002eef9848bc6,YESHIVAT LEV TORAH HIGH SCHOOL,40.6185998354,-73.9419152597,74600.0,Non-public,Local,63,"EDUCATION, CHILD WELFARE, AND YOUTH"
04732ff6a4b5b5e331c37a38989b7928,BARRY PLAZA,40.8431108753,-73.9048217116,16700.0,NYCDPR,Local,44,"PARKS, GARDENS, AND HISTORICAL SITES"
0509e557aeb15867ce6238cb8aa9a905,LITCHHULT SQUARE,40.7159547569,-73.7448676431,56800.0,NYCDPR,Local,105,"PARKS, GARDENS, AND HISTORICAL SITES"
034efc56034200b4e4fd4ab2bb29e8d4,FOUNDATION FOR FILIPINO ARTISTS,40.7566343911,-73.9022567307,29700.0,Non-public,Local,114,"EDUCATION, CHILD WELFARE, AND YOUTH"
0376e710226e7e669b04f0607e8f097e,"DON THOMAS BUSES, INC. (B2321)",40.8369187627,-73.8758092201,6000.0,Non-public,Regional,48,CORE INFRASTRUCTURE AND TRANSPORTATION
03d5e5bd9dfd638e6a70d9ac72874a09,"BIRCH FAMILY SERVICES, INC",40.7467201747,-73.9908036565,9500.0,Non-public,Local,13,"EDUCATION, CHILD WELFARE, AND YOUTH"
055eca104e21604396d815b374e086bb,LEGION TRIANGLE,40.6864170875,-73.8666981797,600.0,NYCDPR,Local,102,"PARKS, GARDENS, AND HISTORICAL SITES"
036e3799ad6a098dbafaee5d07fa075e,BELLEVUE HOSPITAL OUTPATIENT PSYCHIATRY CLINIC,40.7392535154,-73.9754888728,6200.0,NYCHHC,Regional,13,HEALTH AND HUMAN SERVICES
069d58ed7e5f975a5c1ca10193227b3f,CAMP ABBA,40.7362342454,-73.8044117313,122703.0,Non-public,Local,107,"EDUCATION, CHILD WELFARE, AND YOUTH"
