objectid,number_total_lanes,modified_date,full_street_name,segmentlength,trafdir,street_name,snow_priority,number_travel_lanes,l_blockfaceid
65735,4.0,2020-08-28T20:49:50.000Z,LIVONIA AVE,264.86551599,TW,LIVONIA,S,2.0,2022608389.0
50393,4.0,2024-04-10T13:15:28.000Z,KING ST,250.59612914,TW,KING,S,2.0,1722603995.0
34701,2.0,2020-08-28T20:49:50.000Z,WASHINGTON AVE,25.21470622,TW,WASHINGTON,C,2.0,
78582,4.0,2020-08-28T20:49:50.000Z,LELAND AVE,780.00809207,TW,LELAND,S,2.0,1422604820.0
54789,4.0,2019-11-06T15:17:12.000Z,PROSPECT PARK W,83.57472558,TF,PROSPECT,C,3.0,1922614679.0
134293,1.0,2025-08-06T11:50:24.000Z,ALLEY,387.36843175,TW,ALLEY,,1.0,92270230.0
30152,4.0,2020-08-28T20:49:50.000Z,81 AVE,260.06494519,TW,81,S,2.0,82265924.0
54519,4.0,2020-08-28T20:49:50.000Z,WATERBURY AVE,268.26531241,TW,WATERBURY,S,2.0,1422601338.0
83613,3.0,2020-08-28T20:49:50.000Z,84 AVE,410.35945032,TF,84,C,1.0,82265697.0
134125,4.0,2025-10-23T13:11:22.000Z,ERSKINE ST,708.89171637,TW,ERSKINE,C,3.0,2022610202.0
132092,,2025-10-20T12:18:01.000Z,BRONX RIVER GREENWAY,84.29969617,NV,BRONX RIVER GREENWAY,,,
64317,4.0,2024-04-10T13:15:28.000Z,49 RD,295.49800879,TW,49,S,2.0,112264591.0
20830,3.0,2023-02-15T14:34:48.000Z,E  63 ST,507.75481608,TF,63,C,1.0,1222604838.0
17094,3.0,2024-04-21T22:21:10.000Z,ADAM CLAYTON POWELL JR BLVD,24.58180323,TF,ADAM CLAYTON POWELL JR,C,3.0,1322606800.0
128684,3.0,2017-03-17T09:52:14.000Z,GRAND CENTRAL PKWY,490.08673088,FT,GRAND CENTRAL,C,3.0,82260417.0
82357,3.0,2017-03-17T09:45:09.000Z,183 ST,922.56649996,FT,183,S,1.0,82265012.0
1826,6.0,2020-08-28T20:49:50.000Z,2 AVE,260.40253807,TF,2,C,4.0,1322607085.0
7673,5.0,2019-04-15T15:20:15.000Z,WOODHAVEN BLVD,259.76170527,TF,WOODHAVEN,C,4.0,92263744.0
72554,3.0,2017-03-17T09:59:31.000Z,144 PL,462.36332543,TF,144,S,1.0,112261992.0
64980,4.0,2025-10-20T14:25:33.000Z,SUTTER AVE,86.50823951,TW,SUTTER,C,4.0,2022607342.0
115844,1.0,2018-08-15T11:16:38.000Z,AVIATION RD,19.3494122,TW,AVIATION,V,1.0,
3453,4.0,2024-04-10T13:15:28.000Z,DELANCEY ST,237.85460084,FT,DELANCEY,C,3.0,1222607236.0
50463,4.0,2024-04-10T13:15:28.000Z,KLONDIKE AVE,271.34839942,TW,KLONDIKE,S,2.0,1722604728.0
39884,4.0,2019-04-15T15:19:39.000Z,BROADWAY,96.06855655,TW,BROADWAY,C,2.0,1922609859.0
44839,3.0,2020-08-28T20:49:50.000Z,ARDEN AVE,258.90624242,TW,ARDEN,C,2.0,1722611263.0
100109,3.0,2017-03-17T10:05:03.000Z,DOGWOOD DR,259.83557303,TF,DOGWOOD,S,1.0,1722602381.0
31518,4.0,2020-08-28T20:49:50.000Z,63 AVE,259.56623983,TF,63,S,2.0,92266753.0
77363,3.0,2017-03-17T10:00:14.000Z,SEIGEL ST,76.74447958,FT,SEIGEL,S,1.0,1922606488.0
54810,3.0,2017-10-13T18:21:16.000Z,PARK PL,779.86933228,FT,PARK,C,1.0,1922605341.0
32661,3.0,2022-05-02T16:20:19.000Z,TRINITY AVE,297.49178464,TF,TRINITY,C,1.0,1422604743.0
134133,1.0,2025-10-20T14:13:52.000Z,ROSE M SINGER CENTER ACCESS RD,34.42910001,TW,ROSE M SINGER CENTER ACCESS,V,1.0,1422606549.0
84607,4.0,2024-04-10T13:15:28.000Z,RADCLIFF AVE,355.43412199,TW,RADCLIFF,H,2.0,92264542.0
119270,,2021-06-24T09:42:57.000Z,CO-OP CITY SECT 4 PED PATH,150.51596787,NV,CO-OP CITY SECT 4 PED,,,
39154,3.0,2021-05-11T11:03:58.000Z,ATLANTIC AVE,,TF,ATLANTIC,C,2.0,1922611097.0
28691,3.0,2017-03-17T09:57:38.000Z,90 ST,143.60868412,FT,90,S,1.0,102267108.0
73997,4.0,2024-04-10T13:15:28.000Z,213 ST,586.39803382,TW,213,S,2.0,82264185.0
51569,4.0,2020-08-28T20:49:50.000Z,20 AVE,259.71019989,TW,20,C,2.0,1822601614.0
14349,2.0,2024-03-20T15:38:33.000Z,AMBOY RD,87.24195877,TW,AMBOY,C,2.0,1722603867.0
64604,2.0,2020-08-28T20:49:50.000Z,ORCHARD BEACH RD,311.46723122,TF,ORCHARD BEACH,C,2.0,1522602854.0
32709,6.0,2020-08-28T20:49:50.000Z,3 AVE,570.94986835,TW,3,C,4.0,1522611014.0
35950,4.0,2020-08-28T20:49:50.000Z,FOSTER AVE,290.21631269,TW,FOSTER,C,2.0,1922611300.0
72143,3.0,2019-04-15T15:18:46.000Z,SOUTH ST,35.68864096,TW,SOUTH,C,2.0,212260043.0
50627,4.0,2017-03-17T09:39:15.000Z,ANACONDA ST,145.18647861,TW,ANACONDA,H,2.0,1722609281.0
121612,4.0,2022-06-24T15:18:57.000Z,BELL BLVD,158.29405322,TW,BELL,C,2.0,112263365.0
80052,4.0,2024-04-10T13:15:28.000Z,SCHLEY AVE,260.07087877,TW,SCHLEY,S,2.0,1422607511.0
89795,4.0,2020-11-13T14:43:07.000Z,180 ST,16.53092634,TW,180,S,4.0,
17507,4.0,2020-08-28T20:49:50.000Z,ST NICHOLAS AVE,266.38335497,TW,ST NICHOLAS,C,2.0,1322605162.0
69260,3.0,2022-07-06T10:16:30.000Z,22 ST,632.98366856,FT,22,S,1.0,102267286.0
17565,4.0,2020-08-28T20:49:50.000Z,ST NICHOLAS AVE,263.7364148,TW,ST NICHOLAS,C,2.0,1322601533.0
133919,1.0,2025-10-20T13:22:49.000Z,HUTCHINSON RIVER PKWY E,202.1415369,TF,HUTCHINSON RIVER,C,1.0,1522604087.0
78697,3.0,2020-08-28T20:49:50.000Z,ST ALBANS PL,238.78613558,TF,ST ALBANS,S,1.0,1722600998.0
72465,3.0,2017-03-17T10:08:37.000Z,125 ST,495.84405742,FT,125,S,1.0,62261371.0
48752,4.0,2024-04-10T13:15:28.000Z,POWELL ST,616.22765315,TW,POWELL,S,2.0,1722608304.0
90597,4.0,2024-04-14T10:14:14.000Z,GOWER ST,498.98312026,TW,GOWER,S,2.0,1622606739.0
100091,5.0,2020-08-28T20:49:50.000Z,MADISON AVE,205.82624151,FT,MADISON,C,3.0,1322602420.0
11933,1.0,2020-08-28T20:49:50.000Z,ZOO PATH,76.76691043,FT,ZOO,V,1.0,92260939.0
89407,4.0,2018-04-19T14:56:28.000Z,LOUIS NINE BLVD,411.04169137,TW,LOUIS NINE,C,2.0,1422605669.0
94139,4.0,2024-04-10T13:15:28.000Z,LYMAN PL,440.38031435,TW,LYMAN,H,2.0,1622601947.0
33380,6.0,2020-08-28T20:49:50.000Z,4 AVE,226.00372156,TW,4,C,4.0,1822605196.0
133902,1.0,2025-08-13T11:21:27.000Z,HENRY KAUFMANN CAMPGROUNDS DY,90.76094675,TW,HENRY KAUFMANN CAMPGROUNDS,,1.0,1622602715.0
119618,4.0,2024-04-10T13:15:28.000Z,KEATING ST,507.37574693,TW,KEATING,H,2.0,1722612892.0
121216,1.0,2022-12-07T12:13:57.000Z,BROOKLYN QUEENS EXPWY EB ET 41,701.62298531,FT,BROOKLYN QUEENS EXPWY EB ET 41,C,1.0,92261040.0
88937,4.0,2024-04-10T13:15:28.000Z,TALLMAN ST,408.20703546,TW,TALLMAN,S,2.0,1722611541.0
10221,3.0,2017-03-17T09:57:38.000Z,12 ST,165.20454581,TF,12,H,1.0,102265866.0
134245,1.0,2025-10-20T13:59:21.000Z,PELHAMBRUCK SB RAMP,423.83119544,FT,PELHAMBRUCK SB,C,1.0,1522607562.0
78973,4.0,2024-04-10T13:15:28.000Z,MALONE AVE,812.2839586,TW,MALONE,S,2.0,1722609926.0
115166,3.0,2023-04-10T14:00:14.000Z,WORTH ST,114.46785198,TW,WORTH,H,3.0,212260458.0
134083,2.0,2025-10-20T13:52:37.000Z,OUTERBRIDGE XING,154.95785799,TF,OUTERBRIDGE,V,2.0,1722603629.0
117504,3.0,2022-06-14T12:22:22.000Z,QUEENS BLVD,238.97576245,FT,QUEENS,C,2.0,102268450.0
70590,3.0,2024-03-20T15:06:06.000Z,SHELL RD,40.65601306,TF,SHELL,C,2.0,1822603874.0
57183,4.0,2020-08-28T20:49:50.000Z,AVE M,150.09317083,TW,M,C,2.0,1822604809.0
90419,4.0,2024-04-10T13:15:28.000Z,58 LN,274.8489692,TW,58,S,2.0,102261297.0
107346,3.0,2017-03-17T10:00:14.000Z,POWELLS COVE BLVD,804.64614381,TW,POWELLS COVE,S,1.0,112262985.0
10605,4.0,2020-08-28T20:49:50.000Z,FURMANVILLE AVE,212.27737789,TW,FURMANVILLE,S,2.0,92263426.0
19828,3.0,2017-03-17T09:45:08.000Z,130 ST,647.31496667,TF,130,S,1.0,62263268.0
114964,,2023-01-10T14:11:58.000Z,VAN WYCK EXPWY SB EN MAIN ST,,FT,VAN WYCK EXPWY SB EN MAIN ST,C,,82266124.0
94762,4.0,2017-03-17T09:57:24.000Z,TIMBER RIDGE DR,215.00298049,TW,TIMBER RIDGE,V,2.0,1722608842.0
128731,3.0,2020-08-28T20:49:50.000Z,CROSS ISLAND PKWY,271.24934708,FT,CROSS ISLAND,C,3.0,72260485.0
16884,4.0,2018-04-19T14:57:11.000Z,130 PL,413.42684073,TW,130,C,4.0,42261217.0
57901,4.0,2020-08-28T20:49:50.000Z,CITY ISLAND AVE,157.97726959,TW,CITY ISLAND,H,2.0,1522603955.0
2392,3.0,2022-03-29T13:32:23.000Z,BROADWAY,261.42063565,TF,BROADWAY,C,2.0,1322602286.0
34412,6.0,2020-08-28T20:49:50.000Z,BAILEY AVE,606.2056946,TW,BAILEY,C,4.0,1522602799.0
11264,2.0,2023-12-28T15:32:02.000Z,34 AVE,260.27379409,TF,34,C,1.0,92267888.0
55647,1.0,2019-01-03T13:49:52.000Z,E  167 ST,180.94088599,FT,167,S,1.0,1422603187.0
109368,3.0,2024-11-22T09:44:51.000Z,HEWES ST,218.6150648,TF,HEWES,C,1.0,1922611507.0
104315,,2021-11-01T10:54:06.000Z,PEDESTRIAN PATH,662.58505102,NV,PEDESTRIAN,,,
3928,4.0,2024-04-10T13:15:28.000Z,147 ST,124.06486916,TW,147,H,2.0,112269114.0
74691,4.0,2017-03-17T09:42:47.000Z,223 ST,415.86974286,TW,223,S,2.0,82262478.0
48279,4.0,2019-04-15T15:20:15.000Z,VAN BRUNT ST,259.57819953,TW,VAN BRUNT,C,2.0,1922606319.0
80455,4.0,2024-04-14T10:14:14.000Z,E  89 ST,362.99622685,TW,89,H,2.0,2022608090.0
134271,,2025-10-17T11:25:55.000Z,HENRY KAUFMANN CAMPGROUNDS DY,320.87459925,TW,HENRY KAUFMANN CAMPGROUNDS,V,,
3682,4.0,2020-08-28T20:49:50.000Z,35 AVE,295.85553326,TW,35,C,2.0,112261932.0
41863,3.0,2017-03-17T10:01:15.000Z,E  23 ST,767.48092376,FT,23,C,1.0,1822606030.0
35420,4.0,2020-08-28T20:49:50.000Z,AVE K,257.66214706,TW,K,C,2.0,2022612005.0
58551,4.0,2024-04-10T13:15:28.000Z,BARRY ST,262.87761823,TW,BARRY,C,2.0,1422608083.0
1475,2.0,2023-12-04T12:44:29.000Z,LINCOLN TUNNEL ENTRANCE,148.28180518,FT,LINCOLN TUNNEL ENTRANCE,V,2.0,1222600186.0
133960,1.0,2025-08-11T12:04:37.000Z,ST ALBANS COMM LIV CTR DRIVEWAY,150.4426001,TW,ST ALBANS COMM LIV CTR DRIVEWAY,,1.0,72263362.0
43096,4.0,2017-03-17T09:24:04.000Z,E  17 ST,416.9816438,TF,17,C,2.0,1822608616.0
83251,3.0,2020-08-28T20:49:50.000Z,NEWPORT AVE,245.88123437,FT,NEWPORT,S,1.0,12261077.0
99101,3.0,2017-03-17T09:25:34.000Z,POWELL ST,127.95713941,TW,POWELL,H,2.0,1722607068.0
16060,3.0,2019-04-15T15:22:18.000Z,FRANCIS LEWIS BLVD,31.81571249,FT,FRANCIS LEWIS,C,2.0,112260681.0
109070,1.0,2018-04-24T10:24:24.000Z,AVIATION RD,307.67200251,TW,AVIATION,V,1.0,22260857.0
57388,4.0,2024-04-10T13:15:28.000Z,LOCUST AVE,339.32322499,TW,LOCUST,H,2.0,1722612353.0
63128,2.0,2020-08-28T20:49:50.000Z,OUTERBRIDGE XING,145.17349749,FT,OUTERBRIDGE,V,2.0,1722608325.0
108151,2.0,2020-11-13T14:43:07.000Z,91 ST,12.51342352,TW,91,S,2.0,
49459,6.0,2020-08-28T20:49:50.000Z,LAFAYETTE AVE,264.85533441,TW,LAFAYETTE,C,4.0,1422601707.0
99069,2.0,2023-11-02T11:47:47.000Z,CONNECTOR RD TO NORTHERN BL/WHE,186.39902346,FT,CONNECTOR RD TO NORTHERN BL/WHE,C,2.0,112266764.0
134175,,2025-09-11T11:38:11.000Z,ALAFIA LN,72.42063987,TW,ALAFIA,,,
79848,2.0,2022-07-25T15:54:38.000Z,LONGSTREET AVE,258.71109041,TW,LONGSTREET,C,1.0,1422609074.0
69953,3.0,2020-08-28T20:49:50.000Z,THROGS NECK BRG,148.26992942,FT,THROGS NECK,V,3.0,72260557.0
83088,3.0,2017-03-17T10:07:27.000Z,GLEANE ST,660.08043563,FT,GLEANE,H,1.0,92265969.0
41060,4.0,2020-08-28T20:49:50.000Z,NORMAN AVE,260.13362822,TW,NORMAN,C,2.0,1922607267.0
78681,4.0,2024-04-10T13:15:28.000Z,PETRUS AVE,258.7073612,TW,PETRUS,S,2.0,1722608529.0
9120,4.0,2020-10-06T14:46:45.000Z,BOOTH MEMORIAL AVE,307.38162493,TW,BOOTH MEMORIAL,C,2.0,82264596.0
65569,3.0,2017-03-17T09:52:57.000Z,E  94 ST,304.47592159,TF,94,S,1.0,2022603215.0
115808,,2020-10-13T13:45:23.000Z,VETERANS RD E,353.44972154,TW,VETERANS,S,,
11232,3.0,2017-03-17T09:51:32.000Z,93 ST,133.80594152,TF,93,C,1.0,92267719.0
19102,3.0,2020-08-28T20:49:50.000Z,28 AVE,70.77384372,TW,28,C,2.0,102266934.0
100456,,2022-05-02T16:20:19.000Z,PEDESTRIAN AND BIKE PATH LINK,350.66344087,NV,PEDESTRIAN AND BIKE PATH LINK,,,
81764,4.0,2020-08-28T20:49:50.000Z,50 AVE,266.99492183,TW,50,S,2.0,82262235.0
36775,3.0,2021-10-14T11:21:09.000Z,ROSEDALE AVE,56.89308695,TF,ROSEDALE,H,3.0,1422608236.0
40852,4.0,2024-04-10T13:15:28.000Z,IRVING PL,115.92791736,TW,IRVING,S,2.0,1622610081.0
128173,3.0,2020-08-28T20:49:50.000Z,CROSS ISLAND PKWY,51.19792168,TF,CROSS ISLAND,C,3.0,112261215.0
95251,4.0,2024-04-10T13:15:28.000Z,MOONLIGHT CT,129.9998185,TW,MOONLIGHT,V,2.0,1622611095.0
73064,1.0,2023-11-02T11:42:58.000Z,BROOKLYN QUEENS EP EB ET 35A,371.30587574,FT,BROOKLYN QUEENS EP EB ET 35A,C,1.0,102260854.0
133829,,2025-10-24T08:47:56.000Z,SARATOGA WAY,138.04523218,TW,SARATOGA,,,
49756,3.0,2020-10-13T13:45:23.000Z,QUIMBY AVE,860.22683661,FT,QUIMBY,S,1.0,1422602807.0
86890,2.0,2017-03-17T10:03:38.000Z,CROSS ISLAND PKWY ET 36 S NB,17.48702746,FT,CROSS ISLAND PKWY ET 36 S NB,C,2.0,72260119.0
90789,3.0,2024-04-10T13:15:28.000Z,COMBS AVE,209.91458476,TW,COMBS,H,2.0,1722613235.0
28494,4.0,2017-03-17T09:50:34.000Z,230 PL,14.93308908,TW,230,C,4.0,
126778,3.0,2024-09-03T12:18:32.000Z,SHERIDAN BLVD,10.8663069,TF,SHERIDAN,C,3.0,1422606076.0
134127,,2025-10-23T13:11:22.000Z,ABULE AVE,875.43612056,TW,ABULE,,,
33730,4.0,2020-08-28T20:49:50.000Z,2 AVE,259.23160886,TW,2,C,2.0,1922614615.0
11231,2.0,2020-11-13T14:43:07.000Z,93 ST,16.96508071,TW,93,C,2.0,
84284,4.0,2024-04-10T13:15:28.000Z,73 ST,547.97602052,TF,73,S,2.0,52261352.0
81806,4.0,2020-08-28T20:49:50.000Z,CLERMONT AVE,987.93270245,TW,CLERMONT,C,2.0,1922613352.0
52677,3.0,2017-03-17T09:22:23.000Z,MIDDAGH ST,471.54223915,TF,MIDDAGH,H,1.0,212261145.0
51116,2.0,2021-07-08T00:30:06.000Z,PELHAM PKWY N,261.19650467,TF,PELHAM,C,1.0,1522612932.0
15710,4.0,2024-04-10T13:15:28.000Z,97 AVE,249.22562255,TW,97,S,2.0,62262924.0
57543,3.0,2020-08-28T20:49:50.000Z,PARK AVE,165.12198672,FT,PARK,C,1.0,1422604280.0
67178,3.0,2017-03-17T09:32:28.000Z,FULTON ST,260.56990805,FT,FULTON,C,1.0,2022609968.0
88214,3.0,2017-03-17T09:49:37.000Z,60 ST,252.03194182,FT,60,S,1.0,102265915.0
71953,3.0,2017-03-17T09:30:38.000Z,E  34 ST,879.79375919,FT,34,S,1.0,2022601287.0
67713,2.0,2024-10-10T10:09:48.000Z,WOODHAVEN BLVD,122.79960367,FT,WOODHAVEN,H,1.0,52263477.0
129712,3.0,2020-08-28T20:49:50.000Z,CROSS BRONX EXPY,22.04257527,FT,CROSS BRONX,C,3.0,1322600033.0
54656,4.0,2024-04-10T13:15:28.000Z,EDISON AVE,469.10786674,TW,EDISON,S,2.0,1422600602.0
90042,2.0,2017-03-17T09:58:49.000Z,CONNECTOR,16.50306629,TW,CONNECTOR,V,2.0,
59086,1.0,2024-04-14T10:14:14.000Z,FOX LN,1048.36755126,TW,FOX,S,1.0,1722605672.0
24549,4.0,2024-04-10T13:15:28.000Z,219 ST,370.85466623,TW,219,S,2.0,72263793.0
53567,3.0,2019-04-15T15:19:57.000Z,CADMAN PLZ W,172.95044484,FT,CADMAN,H,2.0,212260071.0
23687,3.0,2017-03-17T09:54:07.000Z,32 PL,682.60970494,FT,32,C,1.0,102267268.0
108868,3.0,2020-09-16T15:37:46.000Z,BCH 140 ST,957.34304095,FT,140,S,1.0,12261405.0
26226,4.0,2020-08-28T20:49:50.000Z,91 AVE,87.61048241,TW,91,H,2.0,52261214.0
84067,3.0,2017-03-17T09:35:55.000Z,56 ST,504.12472618,FT,56,C,1.0,102263604.0
53744,4.0,2024-04-10T13:15:28.000Z,HOLDEN BLVD,249.25603646,TW,HOLDEN,C,2.0,1622603910.0
87256,3.0,2020-08-28T20:49:50.000Z,BCH 92 ST,455.23021566,FT,92,S,1.0,12262574.0
130892,3.0,2023-10-04T11:35:23.000Z,WOODROW RD,113.11281462,FT,WOODROW,C,2.0,1722604521.0
100496,,2018-04-19T15:17:43.000Z,OCEAN PARKWAY BIKE PATH,78.18711981,NV,OCEAN PARKWAY BIKE PATH,,,
86716,3.0,2024-04-21T22:21:10.000Z,COVE LN,223.04743093,TW,COVE,V,1.0,2022608972.0
129710,2.0,2020-08-28T20:49:50.000Z,BRUCKNER EXPY,55.32766231,TF,BRUCKNER,C,2.0,1422603455.0
39449,4.0,2020-08-28T20:49:50.000Z,AVE Y,526.61261401,TW,Y,C,2.0,22261336.0
118553,3.0,2021-03-24T15:31:35.000Z,KINGSTON AVE,275.41188614,TF,KINGSTON,C,1.0,2022611376.0
17946,2.0,2020-08-28T20:49:50.000Z,BEECH AVE,341.17409813,TF,BEECH,H,1.0,112262338.0
8334,4.0,2020-08-28T20:49:50.000Z,ROOSEVELT AVE,273.71532842,TW,ROOSEVELT,C,2.0,102264254.0
33134,4.0,2020-08-28T20:49:50.000Z,LEGGETT AVE,20.11500479,TW,LEGGETT,C,4.0,
53242,3.0,2020-08-28T20:49:50.000Z,WOOD AVE,267.46240999,FT,WOOD,S,1.0,1422600809.0
3372,3.0,2022-05-02T16:08:05.000Z,E  39 ST,507.36899565,TF,39,S,1.0,1222605731.0
111327,3.0,2020-04-14T15:21:37.000Z,E  4 ST,735.37072234,FT,4,C,1.0,1222604537.0
54728,4.0,2021-07-02T10:43:09.000Z,ERSKINE PL,346.27296266,TW,ERSKINE,C,2.0,1522604314.0
26367,3.0,2020-08-28T20:49:50.000Z,99 AVE,228.32377318,TF,99,H,1.0,52261702.0
119075,,2021-05-19T11:21:56.000Z,ALLEY POND PARK PATH,27.58488648,NV,ALLEY POND PARK,,,
83537,4.0,2024-04-10T13:15:28.000Z,146 AVE,249.53125791,TW,146,S,2.0,32262191.0
2319,6.0,2020-08-28T20:49:50.000Z,W  END AVE,281.98237081,TW,END,C,4.0,1322603325.0
4271,3.0,2019-04-15T15:20:15.000Z,MAIN ST,385.93145148,FT,MAIN,C,2.0,82260021.0
12732,4.0,2023-09-26T09:48:14.000Z,SEAGIRT BLVD,236.50174261,TF,SEAGIRT,C,3.0,12262993.0
80277,4.0,2024-04-10T13:15:28.000Z,TYNDALL AVE,565.50991165,TW,TYNDALL,S,2.0,1522605841.0
59646,4.0,2024-04-10T13:15:28.000Z,114 ST,697.41388488,TW,114,C,2.0,62262683.0
96325,1.0,2025-08-06T11:50:24.000Z,ALLEY,387.36843175,TW,ALLEY,,1.0,92270230.0
119912,2.0,2021-12-03T16:33:58.000Z,JUNGLE WORLD RD,134.16324742,TW,JUNGLE WORLD,V,2.0,1522600398.0
35195,6.0,2020-08-28T20:49:50.000Z,FLATBUSH AVE,189.07055152,TW,FLATBUSH,C,4.0,22261869.0
14170,4.0,2022-12-01T11:02:06.000Z,PAGE AVE,308.90924158,TW,PAGE,C,2.0,1722603938.0
19734,4.0,2020-08-28T20:49:50.000Z,135 AVE,260.55149784,TW,135,C,2.0,42261314.0
54961,2.0,2017-03-17T10:05:32.000Z,PARK AVE,263.06952619,FT,PARK,C,1.0,1922601049.0
23594,4.0,2024-04-10T13:15:28.000Z,220 ST,264.68014875,TW,220,S,2.0,72265782.0
35223,2.0,2024-04-21T22:21:10.000Z,FLATBUSH AVE,30.35204742,TF,FLATBUSH,C,2.0,22260784.0
51085,4.0,2024-04-10T13:15:28.000Z,BOUCK AVE,420.84305221,TW,BOUCK,S,2.0,1522609060.0
50643,4.0,2017-03-17T09:31:10.000Z,TENNYSON DR,224.82510099,TW,TENNYSON,S,2.0,1722603422.0
121316,3.0,2022-06-21T12:15:25.000Z,70 ST,,FT,70,S,1.0,92268987.0
134156,2.0,2025-10-20T11:38:03.000Z,CONNECTOR RD TO WASHINGTON BRDG,38.80451629,FT,CONNECTOR RD TO WASHINGTON BRDG,C,2.0,1522600509.0
96541,1.0,2017-06-21T10:26:09.000Z,ALLEY,162.75516631,NV,ALLEY,,1.0,12270265.0
66292,4.0,2020-08-28T20:49:50.000Z,DEKALB AVE,739.18621763,TW,DEKALB,C,2.0,1922609535.0
107682,,2019-03-22T11:47:39.000Z,RIVERSIDE LN,280.97084935,TW,RIVERSIDE,V,,
110689,2.0,2023-05-18T11:55:31.000Z,ED KOCH BR UPPER RY EN RP,381.3583878,FT,ED KOCH BR UPPER RY EN RP,V,2.0,102268395.0
21055,2.0,2024-04-21T22:21:10.000Z,WILLETS POINT BLVD,12.52791499,TW,WILLETS POINT,C,2.0,112263116.0
109666,2.0,2025-10-14T12:12:31.000Z,ST ALBANS COMM LIV CTR DRIVEWAY,97.85253977,TW,ST ALBANS COMM LIV CTR DRIVEWAY,V,2.0,72266350.0
51609,2.0,2020-09-23T16:26:56.000Z,AVE O,131.03462243,FT,O,C,2.0,1822601459.0
70253,2.0,2017-03-17T09:40:08.000Z,23 ST,29.18262227,FT,23,S,2.0,1922600103.0
126753,3.0,2020-08-28T20:49:50.000Z,BRUCKNER EXPY,927.6398,TF,BRUCKNER,C,3.0,1422603794.0
18530,4.0,2020-10-05T13:08:21.000Z,90 AVE,263.86593179,TW,90,C,2.0,72261917.0
21520,4.0,2024-04-10T13:15:28.000Z,221 ST,360.13584891,TW,221,S,2.0,72265583.0
117338,,2020-08-04T11:43:57.000Z,PELHAM BAY PARK BRIDLE TRL,255.42082202,NV,PELHAM BAY PARK BRIDLE,,,
67858,3.0,2017-07-19T15:39:30.000Z,80 ST,677.01633438,TF,80,C,1.0,102264282.0
66412,4.0,2020-08-28T20:49:50.000Z,BLAKE AVE,260.81091863,TW,BLAKE,C,2.0,2022606436.0
81185,3.0,2020-08-28T20:49:50.000Z,PUTNAM AVE,221.61002256,TF,PUTNAM,C,1.0,1922605553.0
87572,3.0,2024-04-20T19:45:17.000Z,GREENE AVE,572.70349529,FT,GREENE,C,1.0,1922605631.0
72173,3.0,2017-03-17T10:04:49.000Z,LAIGHT ST,298.89669877,FT,LAIGHT,S,1.0,1222605034.0
69175,4.0,2020-08-28T20:49:50.000Z,DUMONT AVE,260.69038306,TW,DUMONT,C,2.0,2022606385.0
111240,6.0,2017-03-17T09:36:55.000Z,W  86 ST,792.55738171,TW,86,C,4.0,1322606221.0
86695,4.0,2020-08-28T20:49:50.000Z,BALCOM AVE,771.36391343,TW,BALCOM,S,2.0,1422603411.0
71829,3.0,2024-04-14T10:14:14.000Z,W  BRIGHTON AVE,251.46120891,TF,BRIGHTON,C,1.0,1822603840.0
81371,1.0,2018-04-19T14:55:22.000Z,DAVIS RD,788.37550175,TW,DAVIS,V,1.0,12261088.0
26918,4.0,2024-04-10T13:15:28.000Z,169 PL,218.47656534,TW,169,S,2.0,62263122.0
