person_id,tnc_use_juno,weight,student,tnc_mode,school_mode_own,school_cms_zone,missing_work_location,license,disability_seeing,work_scooter_park,tnc_use_uber,harassment,disability_mobility,tnc_mode_ferry,school_vehicle_pass_period,drive_cbd_freq,telework_freq,bike_share_user,work_mode_taxi,employment,school_mode_scooter,bike_purpose_errands,harassment_alone,work_mode_own,harassment_route,race_native_hawaiian,bike_share_lime,harassment_attention,bike_purpose_other,school_type,no_bike_nyc_bike_lanes,bike_purpose_commute,num_transit_trips,disability_dressing,survey_mode,english_proficiency,school_mode_taxi,num_days_complete,school_park_location,packages_distance,car_share_enterprise,age,work_mode_scooter,no_bike_nyc_modes,tnc_mode_bike,no_bike_nyc_other,no_bike_share_uncomfortable,race_american_indian,school_mode_rail,work_park_pay,jobs_count,harassment_trip,work_bike_park,race_other,work_park_amount_week,vehicle,num_complete_weekdays,no_bike_share_neighborhood,industry
1928548501,0,9665.23274,0,105,995,,0,1,0,995,1,1,0,995,995,995,995,1,995,6,995,1,0,995,1,999,0,1,0,995,995,0,8.0,0,1,1,995,7.0,995,995,0,5,995,995,995,995,-9998,999,995,995,995,0,995,999,,995,5.0,-9998,995
1929415003,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,-9998,995,995,,995,1,995,995,,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1964486106,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,,995,1,995,995,,995,995,995,1,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1958007002,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1977177403,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,9,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1913990702,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,5,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1992924703,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,995,995,995,995,-9998,995,995,,995,1,995,995,,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1904410601,0,472.57,0,106,995,,0,1,0,995,1,1,0,995,995,995,8,0,995,1,995,995,0,995,1,0,0,1,995,995,1,995,1.0,0,1,1,995,7.0,995,995,0,5,995,0,995,0,1,0,995,995,1,0,995,0,,995,5.0,0,1
1974219403,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,995,995,,995,1,995,995,,995,995,995,2,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
19325963901,0,2019.65496,0,995,995,,1,0,0,995,0,4,0,995,995,995,4,0,995,1,995,995,995,995,995,0,0,995,995,995,0,995,0.0,0,1,2,995,7.0,995,995,0,5,995,1,995,0,1,0,995,995,1,995,995,0,,995,5.0,0,7
1964486102,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,9,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1941336202,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,2,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1962197501,0,294.84062,0,105,995,,0,1,0,995,1,1,0,995,995,995,7,0,995,2,995,1,0,995,0,0,0,0,0,995,995,1,10.0,0,1,1,995,6.0,995,995,0,7,995,995,995,995,0,0,995,995,1,0,4,1,,995,4.0,0,16
1914165903,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,995,995,,995,1,995,995,,995,995,995,2,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1953941303,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1981055206,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,2,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1953941305,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,2,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1986336601,0,353.3484,0,105,995,,0,-9998,0,995,1,-9998,0,995,995,995,8,-9998,995,3,995,-9998,-9998,995,-9998,0,-9998,-9998,-9998,995,995,-9998,3.0,0,1,-9998,995,1.0,995,995,0,9,995,995,995,995,-9998,0,995,995,5,-9998,995,0,,995,0.0,-9998,9
1919281403,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,9,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1930034604,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,,995,1,995,995,,995,995,995,1,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1920278601,0,352.01672,0,105,995,,0,-9998,0,995,1,-9998,0,995,995,995,6,-9998,995,2,995,-9998,-9998,995,-9998,0,-9998,-9998,-9998,995,995,-9998,5.0,0,1,-9998,995,1.0,995,995,0,5,995,995,995,995,-9998,0,995,995,1,-9998,995,0,,995,1.0,-9998,2
1966435703,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,5,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1909158701,0,1473.24435,1,105,995,,0,1,0,995,1,3,0,995,995,995,8,0,995,7,995,995,0,995,0,0,0,0,995,10,1,995,15.0,0,1,1,995,7.0,995,995,0,4,995,0,995,0,1,0,995,995,2,0,995,0,,995,5.0,0,18
1938593902,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,5,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1989198601,0,223.16545,0,1,995,,0,1,0,995,1,3,0,995,995,995,8,1,995,1,995,0,0,995,0,0,0,0,0,995,995,0,0.0,0,1,1,995,6.0,995,995,0,5,995,995,995,995,-9998,0,995,995,1,0,995,0,,995,5.0,-9998,4
1927887301,0,411.04785,0,995,995,,0,1,0,995,0,1,0,995,995,7,7,0,995,1,995,0,0,995,1,0,0,1,0,995,995,0,8.0,0,1,1,995,7.0,995,995,0,7,995,995,995,995,0,1,995,995,1,0,995,0,,1,5.0,0,4
1911328402,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1939707406,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,7,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1974219401,0,270.75633,0,106,995,,0,0,0,995,1,4,0,995,995,995,995,0,995,6,995,995,995,995,995,0,0,995,995,995,0,995,10.0,0,1,1,995,7.0,995,4,0,5,995,0,995,0,0,0,995,995,995,995,995,1,,995,5.0,1,995
1932834801,0,13759.66492,0,995,995,,0,1,0,995,0,4,0,995,995,8,995,0,995,1,995,995,995,6,995,999,0,995,995,995,0,995,0.0,0,1,1,995,5.0,995,6,0,6,995,0,995,0,0,999,995,1,1,995,995,999,,1,4.0,1,8
1999133001,0,223.97745,0,105,995,,0,1,0,995,1,4,0,995,995,8,7,1,995,1,995,1,995,995,995,0,0,995,0,995,995,0,10.0,0,1,1,995,7.0,995,995,0,5,995,995,995,995,-9998,0,995,995,1,995,995,0,,996,5.0,-9998,10
1931760204,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,7,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1900610701,0,123.9558,0,995,995,,0,1,0,995,0,2,0,995,995,995,7,0,995,1,995,995,0,995,1,0,0,0,995,995,1,995,13.0,0,1,1,995,4.0,995,995,0,6,995,0,995,0,1,0,995,995,1,0,995,0,,995,3.0,0,7
1941167404,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,7,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1938497803,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,-9998,995,995,,995,1,995,995,,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1964148401,0,644.60596,0,105,995,,1,1,0,995,0,4,0,995,995,995,8,0,995,1,995,995,995,995,995,0,0,995,995,995,1,995,4.0,0,1,-9998,995,5.0,995,995,0,7,995,0,995,0,0,0,995,995,1,995,995,0,,995,3.0,1,8
1960480002,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,7,995,995,,995,1,995,995,,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1990142503,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,9,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1911814801,0,91.58161,0,105,995,,1,0,999,995,1,1,999,995,995,995,8,1,995,7,995,995,0,995,0,0,0,0,995,995,1,995,10.0,999,1,1,995,7.0,995,995,0,4,995,1,995,0,-9998,0,995,995,1,1,995,0,,995,5.0,-9998,1
1911328403,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1932834803,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,,995,1,995,995,,995,995,995,1,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1939707404,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1945512403,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,5,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1920997403,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,995,995,995,995,-9998,995,995,,995,1,995,995,,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1964907601,0,98.61262,0,995,995,,0,0,0,995,0,1,0,995,995,995,4,0,995,2,995,1,1,995,1,0,0,1,0,995,995,0,27.0,0,1,1,995,7.0,995,995,0,5,995,995,995,995,0,0,995,995,1,0,995,1,,995,5.0,0,8
1900765003,995,0.0,1,995,7,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,,995,1,995,995,,995,995,995,2,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1912140801,0,101.7095,0,106,995,,0,1,0,995,1,4,0,995,995,7,8,0,995,1,995,0,995,995,995,0,0,995,0,995,995,0,16.0,0,1,-9998,995,3.0,995,995,0,6,995,995,995,995,0,0,995,995,1,995,995,0,,1,3.0,1,7
1905324002,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,10,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1962817502,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,995,995,,995,1,995,995,,995,995,995,2,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1940794101,0,137.70586,0,105,995,,0,1,0,995,1,4,0,995,995,1,995,0,49,3,995,995,995,995,995,0,0,995,995,995,0,995,0.0,0,1,1,995,1.0,995,995,0,6,995,1,995,0,0,0,995,995,1,995,995,0,,997,1.0,1,12
1951802101,0,698.61872,1,1,6,Inner Queens,0,1,0,995,1,2,0,995,2,7,4,0,995,3,995,995,0,6,0,0,0,0,995,9,0,995,0.0,0,1,1,995,7.0,4,995,1,5,995,0,995,1,1,0,995,5,1,0,995,0,70.0,1,5.0,0,12
1924575402,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,10,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1915143701,0,231.82615,0,995,995,,0,0,999,995,0,4,999,995,995,995,995,0,995,6,995,995,995,995,995,0,0,995,995,995,0,995,9.0,999,1,1,995,7.0,995,995,0,8,995,0,995,0,1,0,995,995,995,995,995,0,,995,5.0,0,995
1961377301,0,625.91045,0,103,995,,0,1,0,995,1,-9998,0,995,995,995,7,-9998,995,1,995,-9998,-9998,995,-9998,0,-9998,-9998,-9998,995,995,-9998,1.0,0,1,-9998,995,1.0,995,995,0,5,995,995,79,995,-9998,0,995,995,1,-9998,6,0,,995,0.0,-9998,4
1992924702,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,9,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1934723406,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,2,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1965127901,1,561.11508,0,106,995,,0,1,0,995,0,4,0,995,995,995,6,1,995,1,995,0,995,995,995,0,0,995,0,995,995,0,8.0,0,1,1,995,7.0,995,995,0,7,995,995,995,995,-9998,0,995,995,1,995,995,0,,995,5.0,-9998,1
1995961001,0,93.12181,1,100,995,Manhattan Core,0,1,0,995,1,3,0,995,995,6,2,0,995,7,995,995,0,995,1,0,0,1,995,11,1,995,10.0,0,1,1,995,4.0,995,995,0,6,995,0,995,0,0,0,30,995,1,1,995,0,,1,3.0,1,8
1959462002,995,0.0,0,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,,995,1,995,995,,995,995,995,5,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1986682703,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,6,995,995,995,995,995,995,995,995,995,-9998,995,995,,995,1,995,995,,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1908298703,995,0.0,1,995,995,,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,995,995,,995,1,995,995,,995,995,995,2,995,995,995,995,995,995,995,995,995,995,995,995,,995,,995,995
1953443401,0,4452.5376,0,100,995,,0,1,0,995,1,4,0,995,995,8,8,0,995,2,995,995,995,6,995,0,0,995,995,995,0,995,0.0,0,1,1,995,4.0,995,995,0,6,995,0,995,0,1,0,995,1,1,995,995,0,,1,3.0,0,5
