source_relation,_fivetran_synced,asin,height,link,marketplace_id,variant,width
amazon_selling_partner.public,2024-03-13 07:24:00,B0E7STG8471,500,amazon.com,MPIDRANDOM,PT01,500
amazon_selling_partner.public,2024-11-30 01:09:45,B0E7STG9249,500,amazon.com,MPIDRANDOM,PT02,500
amazon_selling_partner.public,2024-05-06 21:35:05,B0E7STG4870,500,amazon.com,MPIDRANDOM,PT03,500
amazon_selling_partner.public,2024-03-28 19:37:20,B0E7STG6228,500,amazon.com,MPIDRANDOM,PT04,500
amazon_selling_partner.public,2024-11-29 18:49:00,B0E7STG3370,500,amazon.com,MPIDRANDOM,PT05,500
amazon_selling_partner.public,2024-07-24 01:56:30,B0E7STG6880,500,amazon.com,MPIDRANDOM,PT06,500
amazon_selling_partner.public,2025-01-23 09:51:48,B0E7STG6108,500,amazon.com,MPIDRANDOM,PT07,500
amazon_selling_partner.public,2024-07-17 03:53:32,B0E7STG3881,500,amazon.com,MPIDRANDOM,PT08,500
amazon_selling_partner.public,2024-05-28 06:18:32,B0E7STG6463,500,amazon.com,MPIDRANDOM,SWCH,500
amazon_selling_partner.public,2024-02-26 09:55:37,B0E7STG1307,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2024-03-20 22:27:43,B0E2STG2962,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2024-07-31 00:34:22,B0E7STG4686,500,amazon.com,MPIDRANDOM,PT01,500
amazon_selling_partner.public,2024-04-03 06:52:49,B0E7STG7897,500,amazon.com,MPIDRANDOM,PT02,500
amazon_selling_partner.public,2024-02-13 00:20:27,B0E7STG1150,500,amazon.com,MPIDRANDOM,PT03,500
amazon_selling_partner.public,2024-08-01 08:02:17,B0E7STG4612,500,amazon.com,MPIDRANDOM,PT04,500
amazon_selling_partner.public,2024-05-02 01:04:13,B0E7STG1246,500,amazon.com,MPIDRANDOM,PT05,500
amazon_selling_partner.public,2024-03-09 07:23:00,B0E7STG5474,500,amazon.com,MPIDRANDOM,PT06,500
amazon_selling_partner.public,2024-01-31 07:49:07,B0E7STG6072,500,amazon.com,MPIDRANDOM,PT07,500
amazon_selling_partner.public,2024-12-05 23:01:44,B0E7STG4480,500,amazon.com,MPIDRANDOM,PT08,500
amazon_selling_partner.public,2024-10-18 22:19:49,B0E7STG5204,500,amazon.com,MPIDRANDOM,SWCH,500
amazon_selling_partner.public,2024-07-25 17:04:54,B0E7STG2857,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2024-03-03 14:09:31,B0E7STG5913,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2024-04-05 11:04:32,B0E7STG6775,500,amazon.com,MPIDRANDOM,PT01,500
amazon_selling_partner.public,2024-07-31 17:11:57,B0E7STG7251,500,amazon.com,MPIDRANDOM,PT02,500
amazon_selling_partner.public,2024-08-30 16:31:46,B0E7STG3615,500,amazon.com,MPIDRANDOM,PT03,500
amazon_selling_partner.public,2024-09-21 18:43:49,B0E7STG6802,500,amazon.com,MPIDRANDOM,PT04,500
amazon_selling_partner.public,2024-06-12 03:06:36,B0E7STG8958,500,amazon.com,MPIDRANDOM,PT05,500
amazon_selling_partner.public,2024-04-01 23:26:24,B0E7STG1102,500,amazon.com,MPIDRANDOM,PT06,500
amazon_selling_partner.public,2024-03-28 23:56:54,B0E7STG9465,500,amazon.com,MPIDRANDOM,PT07,500
amazon_selling_partner.public,2024-07-08 05:59:48,B0E7STG3945,500,amazon.com,MPIDRANDOM,PT08,500
amazon_selling_partner.public,2024-05-18 16:20:04,B0E7STG1846,500,amazon.com,MPIDRANDOM,SWCH,500
amazon_selling_partner.public,2024-12-27 15:53:37,B0E7STG9963,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2024-10-14 00:50:42,B0E7STG4464,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2024-08-18 22:23:23,B0E7STG6452,500,amazon.com,MPIDRANDOM,PT01,500
amazon_selling_partner.public,2024-10-16 15:44:54,B0E7STG8651,500,amazon.com,MPIDRANDOM,PT02,500
amazon_selling_partner.public,2024-04-08 04:51:04,B0E7STG2962,500,amazon.com,MPIDRANDOM,PT03,500
amazon_selling_partner.public,2024-06-03 07:31:20,B0E7STG1843,500,amazon.com,MPIDRANDOM,PT04,500
amazon_selling_partner.public,2024-10-31 00:05:54,B0E7STG2877,500,amazon.com,MPIDRANDOM,PT05,500
amazon_selling_partner.public,2024-05-29 01:22:00,B0E7STG5820,500,amazon.com,MPIDRANDOM,PT06,500
amazon_selling_partner.public,2024-05-13 01:18:35,B0E7STG4583,500,amazon.com,MPIDRANDOM,PT07,500
amazon_selling_partner.public,2024-08-28 21:48:51,B0E7STG8517,500,amazon.com,MPIDRANDOM,PT08,500
amazon_selling_partner.public,2024-07-07 11:56:55,B0E7STG4890,500,amazon.com,MPIDRANDOM,SWCH,500
amazon_selling_partner.public,2024-07-01 04:26:22,B0E7STG9714,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2024-05-04 17:23:14,B0E7STG4951,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2024-06-15 21:07:01,B0E7STG9825,500,amazon.com,MPIDRANDOM,PT01,500
amazon_selling_partner.public,2024-10-28 19:07:17,B0E7STG6668,500,amazon.com,MPIDRANDOM,PT02,500
amazon_selling_partner.public,2024-04-23 18:32:00,B0E7STG6940,500,amazon.com,MPIDRANDOM,PT03,500
amazon_selling_partner.public,2024-03-19 00:09:06,B0E7STG1464,500,amazon.com,MPIDRANDOM,PT04,500
amazon_selling_partner.public,2024-10-13 08:01:43,B0E7STG2635,500,amazon.com,MPIDRANDOM,PT05,500
amazon_selling_partner.public,2024-05-09 20:14:09,B0E7STG6311,500,amazon.com,MPIDRANDOM,PT06,500
amazon_selling_partner.public,2024-03-07 03:51:58,B0E7STG2301,500,amazon.com,MPIDRANDOM,PT07,500
amazon_selling_partner.public,2024-09-06 05:38:55,B0E7STG7800,500,amazon.com,MPIDRANDOM,PT08,500
amazon_selling_partner.public,2024-02-18 06:59:09,B0E7STG6338,500,amazon.com,MPIDRANDOM,SWCH,500
amazon_selling_partner.public,2024-06-01 13:31:17,B0E7STG6512,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2024-08-21 00:54:01,B0E7STG5084,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2024-01-28 00:12:26,B0E7STG1689,500,amazon.com,MPIDRANDOM,PT01,500
amazon_selling_partner.public,2024-04-29 16:33:51,B0E7STG1501,500,amazon.com,MPIDRANDOM,PT02,500
amazon_selling_partner.public,2024-08-25 07:18:42,B0E7STG3302,500,amazon.com,MPIDRANDOM,PT03,500
amazon_selling_partner.public,2024-02-10 21:33:05,B0E7STG4846,500,amazon.com,MPIDRANDOM,PT04,500
amazon_selling_partner.public,2025-01-01 11:48:59,B0E7STG1857,500,amazon.com,MPIDRANDOM,PT05,500
amazon_selling_partner.public,2024-05-25 01:25:09,B0E7STG9484,500,amazon.com,MPIDRANDOM,PT06,500
amazon_selling_partner.public,2024-05-26 03:58:08,B0E7STG9270,500,amazon.com,MPIDRANDOM,PT07,500
amazon_selling_partner.public,2024-04-30 06:21:13,B0E7STG1444,500,amazon.com,MPIDRANDOM,PT08,500
amazon_selling_partner.public,2024-09-12 03:08:28,B0E7STG4557,500,amazon.com,MPIDRANDOM,SWCH,500
amazon_selling_partner.public,2024-05-11 13:40:19,B0E7STG4684,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2024-09-01 01:24:47,B0E7STG4263,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2024-06-16 19:44:35,B0E7STG4368,500,amazon.com,MPIDRANDOM,PT01,500
amazon_selling_partner.public,2024-03-30 18:38:20,B0E7STG9074,500,amazon.com,MPIDRANDOM,PT02,500
amazon_selling_partner.public,2024-02-13 15:20:39,B0E7STG9062,500,amazon.com,MPIDRANDOM,PT03,500
amazon_selling_partner.public,2024-04-20 08:07:53,B0E7STG5938,500,amazon.com,MPIDRANDOM,PT04,500
amazon_selling_partner.public,2025-01-10 23:56:06,B0E7STG1636,500,amazon.com,MPIDRANDOM,PT05,500
amazon_selling_partner.public,2024-11-20 08:11:06,B0E7STG2699,500,amazon.com,MPIDRANDOM,PT06,500
amazon_selling_partner.public,2024-04-09 05:01:48,B0E7STG3532,500,amazon.com,MPIDRANDOM,PT07,500
amazon_selling_partner.public,2024-01-31 03:06:29,B0E7STG3510,500,amazon.com,MPIDRANDOM,PT08,500
amazon_selling_partner.public,2024-08-11 03:34:22,B0E7STG3787,500,amazon.com,MPIDRANDOM,SWCH,500
amazon_selling_partner.public,2024-03-28 23:06:15,B0E7STG5917,500,amazon.com,MPIDRANDOM,MAIN,500
amazon_selling_partner.public,2025-01-09 17:01:53,B0E7STG1691,500,amazon.com,MPIDRANDOM,MAIN,500
