fact_column,total_dimension1,average_dimension2,latitude,longitude,address,status_latitude,status_longitude,location_address
2023-04-17 06:00:00.629,1.0,1.0,40.7069302,-73.8022297,87-89 PARSONS BOULEVARD,40.7069302,-73.8022297,87-89 PARSONS BOULEVARD
2023-04-17 06:00:00.629,1.0,1.0,40.78276562,-73.95125729,1644 3 AVENUE,40.78276562,-73.95125729,1644 3 AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.75881765,-73.91849412,40-13 BROADWAY,40.75881765,-73.91849412,40-13 BROADWAY
2023-04-17 06:00:00.629,1.0,1.0,40.74679775,-73.89121486,74-04 ROOSEVELT AVENUE,40.74679775,-73.89121486,74-04 ROOSEVELT AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.80009573,-73.93860514,2182 3 AVENUE,40.80009573,-73.93860514,2182 3 AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.747672,-73.976965,164 EAST 37 STREET,40.747672,-73.976965,164 EAST 37 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.78769783,-73.97141311,574 COLUMBUS AVENUE,40.78769783,-73.97141311,574 COLUMBUS AVENUE
,1.0,1.0,40.7288322,-73.8632429,94-03 63 DRIVE,40.7288322,-73.8632429,94-03 63 DRIVE
2023-04-17 06:00:00.629,1.0,1.0,40.74671112,-73.89214477,73-02 ROOSEVELT AVENUE,40.74671112,-73.89214477,73-02 ROOSEVELT AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.83328532,-73.94509159,580 WEST 156 STREET,40.83328532,-73.94509159,580 WEST 156 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.77653006,-73.98301515,197 AMSTERDAM AVENUE,40.77653006,-73.98301515,197 AMSTERDAM AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.84808255,-73.93451006,1380 ST. NICHOLAS AVENUE,40.84808255,-73.93451006,1380 ST. NICHOLAS AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.7043551,-73.79786531,161-21 JAMAICA AVENUE,40.7043551,-73.79786531,161-21 JAMAICA AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.726495,-73.853138,100-26 QUEENS BOULEVARD,40.726495,-73.853138,100-26 QUEENS BOULEVARD
2023-04-17 06:00:00.629,1.0,1.0,40.84844385,-73.934241,1398 ST. NICHOLAS AVENUE,40.84844385,-73.934241,1398 ST. NICHOLAS AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.82076419,-73.95480753,3359 BROADWAY,40.82076419,-73.95480753,3359 BROADWAY
2023-04-17 06:00:00.629,1.0,1.0,40.7136082,-73.7559382,204-01 JAMAICA AVENUE,40.7136082,-73.7559382,204-01 JAMAICA AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.71316697,-73.82980897,80-55 KEW GARDENS ROAD,40.71316697,-73.82980897,80-55 KEW GARDENS ROAD
2023-04-17 06:00:00.629,1.0,1.0,40.76035998,-73.96166314,351 EAST 60 STREET,40.76035998,-73.96166314,351 EAST 60 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.74188244,-73.95447974,51-04 VERNON BOULEVARD,40.74188244,-73.95447974,51-04 VERNON BOULEVARD
2023-04-17 06:00:00.629,1.0,1.0,40.8192929,-73.94101785,2430 ADAM CLAYTON POWELL JR. BOULEVARD,40.8192929,-73.94101785,2430 ADAM CLAYTON POWELL JR. BOULEVARD
2023-04-17 06:00:00.629,1.0,1.0,40.76272,-73.926808,29-01 BROADWAY,40.76272,-73.926808,29-01 BROADWAY
2023-04-17 06:00:00.629,1.0,1.0,40.76837393,-73.95536175,400 EAST 73 STREET,40.76837393,-73.95536175,400 EAST 73 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.755835,-73.881778,85-10 NORTHERN BOULEVARD,40.755835,-73.881778,85-10 NORTHERN BOULEVARD
2023-04-17 06:00:00.629,1.0,1.0,40.84475573,-73.93684737,565 WEST 174 STREET,40.84475573,-73.93684737,565 WEST 174 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.76266328,-73.91254129,43-02 30 AVENUE,40.76266328,-73.91254129,43-02 30 AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.834974,-73.945436,3 EDWARD MORGAN PLACE,40.834974,-73.945436,3 EDWARD MORGAN PLACE
2023-04-17 06:00:00.629,1.0,1.0,40.7724771,-73.95876684,1330 3 AVENUE,40.7724771,-73.95876684,1330 3 AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.78622273,-73.97799347,2298 BROADWAY,40.78622273,-73.97799347,2298 BROADWAY
2023-04-17 06:00:00.629,1.0,1.0,40.760713,-73.922879,34-02 BROADWAY,40.760713,-73.922879,34-02 BROADWAY
,1.0,1.0,40.7064807,-73.7595318,198-01 HOLLIS AVENUE,40.7064807,-73.7595318,198-01 HOLLIS AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.762896,-73.965443,1031 3 AVENUE,40.762896,-73.965443,1031 3 AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.74825267,-73.87871569,87-15 ROOSEVELT AVENUE,40.74825267,-73.87871569,87-15 ROOSEVELT AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.739922,-73.895296,69-02 QUEENS BOULEVARD,40.739922,-73.895296,69-02 QUEENS BOULEVARD
2023-04-17 06:00:00.629,1.0,1.0,40.72624127,-73.85251864,101-10 QUEENS BOULEVARD,40.72624127,-73.85251864,101-10 QUEENS BOULEVARD
