tru,section,bin,start_date,end_date,status_description,borough,floor,building_owner_name,procedure_name,rank,dense_rank
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
