unique_id,latitude,longitude,address,phone_status_date,cross_street_2,active_date
2023-04-17.06:00:00.629.mn-07-121256,40.78633453,-73.97205515,80 WEST 86 STREET,2023-04-17 06:00:00.629,CENTRAL PARK WEST,2020-11-15 19:00:00.000
2023-04-17.06:00:00.629.qu-06-107629,40.7288322,-73.8632429,94-03 63 DRIVE,,Saunders Street,
2023-04-17.06:00:00.629.qu-06-124204,40.72624127,-73.85251864,101-10 QUEENS BOULEVARD,2023-04-17 06:00:00.629,102 STREET,2017-08-08 20:00:00.000
2023-04-17.06:00:00.629.mn-08-120995,40.76893883,-73.96096732,200 EAST 71 STREET,2023-04-17 06:00:00.629,2 AVENUE,2016-03-28 20:00:00.000
2023-04-17.06:00:00.629.qu-04-134075,40.74671112,-73.89214477,73-02 ROOSEVELT AVENUE,2023-04-17 06:00:00.629,BROADWAY,2018-06-17 20:00:00.000
2023-04-17.06:00:00.629.qu-12-118519,40.6980506,-73.802253,150-05 LIBERTY AVENUE,2023-04-17 06:00:00.629,TUCKERTON STREET,2023-02-27 19:00:00.000
2023-04-17.06:00:00.629.mn-08-120843,40.76777013,-73.95569057,399 EAST 72 STREET,2023-04-17 06:00:00.629,YORK AVENUE,2018-01-02 19:00:00.000
2023-04-17.06:00:00.629.mn-08-121708,40.76035998,-73.96166314,351 EAST 60 STREET,2023-04-17 06:00:00.629,QUEENSBORO BRIDGE RAMP,2018-03-13 20:00:00.000
2023-04-17.06:00:00.629.mn-08-121036,40.77428147,-73.96346015,30 EAST 76 STREET,2023-04-17 06:00:00.629,PARK AVENUE,2018-04-05 20:00:00.000
2023-04-17.06:00:00.629.mn-07-121224,40.78094218,-73.98096599,215 WEST 75 STREET,2023-04-17 06:00:00.629,AMSTERDAM AVENUE,2018-12-20 19:00:00.000
2023-04-17.06:00:00.629.qu-02-125016,40.74188244,-73.95447974,51-04 VERNON BOULEVARD,2023-04-17 06:00:00.629,BORDEN AVENUE,2017-03-21 20:00:00.000
2023-04-17.06:00:00.629.mn-09-120365,40.82076419,-73.95480753,3359 BROADWAY,2023-04-17 06:00:00.629,WEST 135 STREET,2016-07-06 20:00:00.000
2023-04-17.06:00:00.629.qu-01-125088,40.760713,-73.922879,34-02 BROADWAY,2023-04-17 06:00:00.629,35 STREET,2017-06-07 20:00:00.000
2023-04-17.06:00:00.629.qu-12-124000,40.7064807,-73.7595318,198-01 HOLLIS AVENUE,,199th Street,
2023-04-17.06:00:00.629.mn-08-134742,40.7724771,-73.95876684,1330 3 AVENUE,2023-04-17 06:00:00.629,EAST 77 STREET,2016-03-23 20:00:00.000
2023-04-17.06:00:00.629.mn-07-121191,40.77653006,-73.98301515,197 AMSTERDAM AVENUE,2023-04-17 06:00:00.629,WEST 68 STREET,2016-10-06 20:00:00.000
2023-04-17.06:00:00.629.mn-08-120842,40.76837393,-73.95536175,400 EAST 73 STREET,2023-04-17 06:00:00.629,YORK AVENUE,2018-01-02 19:00:00.000
2023-04-17.06:00:00.629.qu-09-124792,40.695205,-73.845595,101-21 JAMAICA AVENUE,2023-04-17 06:00:00.629,101 STREET,2017-07-06 20:00:00.000
2023-04-17.06:00:00.629.mn-10-119941,40.8192929,-73.94101785,2430 ADAM CLAYTON POWELL JR. BOULEVARD,2023-04-17 06:00:00.629,WEST 141 STREET,2020-11-05 19:00:00.000
2023-04-17.06:00:00.629.mn-11-146076,40.80009573,-73.93860514,2182 3 AVENUE,2023-04-17 06:00:00.629,EAST 120 STREET,2018-05-16 20:00:00.000
2023-04-17.06:00:00.629.si-02-145732,40.59771508,-74.08382835,1232 HYLAN BOULEVARD,2023-04-17 06:00:00.629,BEND,2017-02-27 19:00:00.000
2023-04-17.06:00:00.629.mn-12-120768,40.84808255,-73.93451006,1380 ST. NICHOLAS AVENUE,2023-04-17 06:00:00.629,WEST 180 STREET,2020-12-06 19:00:00.000
2023-04-17.06:00:00.629.mn-08-121764,40.76104904,-73.96418067,1131 2 AVENUE,2023-04-17 06:00:00.629,EAST 59 STREET,2018-02-21 19:00:00.000
2023-04-17.06:00:00.629.mn-08-120956,40.76394756,-73.95853038,401 EAST 66 STREET,2023-04-17 06:00:00.629,YORK AVENUE,2018-05-09 20:00:00.000
2023-04-17.06:00:00.629.mn-07-120510,40.79714851,-73.9696072,219 WEST 100 STREET,2023-04-17 06:00:00.629,AMSTERDAM AVENUE,2016-09-05 20:00:00.000
2023-04-17.06:00:00.629.mn-08-120982,40.76842289,-73.96138086,201 EAST 70 STREET,2023-04-17 06:00:00.629,2 AVENUE,2018-03-05 19:00:00.000
2023-04-17.06:00:00.629.mn-10-142814,40.80899649,-73.95214914,2293 FREDERICK DOUGLASS BOULEVARD,2023-04-17 06:00:00.629,WEST 124 STREET,2016-11-01 20:00:00.000
2023-04-17.06:00:00.629.mn-07-107864,40.77657343,-73.97905068,70 WEST 71 STREET,2023-04-17 06:00:00.629,CENTRAL PARK WEST,2019-01-22 19:00:00.000
2023-04-17.06:00:00.629.qu-02-145781,40.74663918,-73.94413828,23-24 45 AVENUE,2023-04-17 06:00:00.629,23 STREET,2017-04-13 20:00:00.000
2023-04-17.06:00:00.629.qu-12-158761,40.694038,-73.8069082,145-50 LIBERTY AVENUE,,LIVERPOOL STREET,
2023-04-17.06:00:00.629.mn-09-111986,40.82732011,-73.95002586,3569 BROADWAY,2023-04-17 06:00:00.629,WEST 147 STREET,2016-07-19 20:00:00.000
2023-04-17.06:00:00.629.qu-04-111122,40.74897101,-73.8704887,95-36 ROOSEVELT AVENUE,2023-04-17 06:00:00.629,95 STREET,2017-09-07 20:00:00.000
2023-04-17.06:00:00.629.qu-03-125430,40.75748463,-73.86858881,32-52 100 STREET,2023-04-17 06:00:00.629,NORTHERN BOULEVARD,2019-02-27 19:00:00.000
2023-04-17.06:00:00.629.mn-08-121016,40.774207,-73.957499,1388 3 AVENUE,2023-04-17 06:00:00.629,EAST 78 STREET,2016-03-29 20:00:00.000
2023-04-17.06:00:00.629.qu-04-145898,40.73933161,-73.87812993,84-43 CORONA AVENUE,2023-04-17 06:00:00.629,BROADWAY,2017-09-06 20:00:00.000
2023-04-17.06:00:00.629.qu-01-146038,40.762564,-73.919579,35-19 31 AVENUE,2023-04-17 06:00:00.629,35 STREET,2018-03-07 19:00:00.000
2023-04-17.06:00:00.629.qu-01-125105,40.76191296,-73.91093862,45-02 30 AVENUE,2023-04-17 06:00:00.629,46 STREET,2017-06-25 20:00:00.000
2023-04-17.06:00:00.629.mn-07-107263,40.7935244,-73.97088677,720 AMSTERDAM AVENUE,2023-04-17 06:00:00.629,WEST 96 STREET,2016-10-09 20:00:00.000
2023-04-17.06:00:00.629.mn-06-136611,40.75129568,-73.9715336,279 EAST 44 STREET,2023-04-17 06:00:00.629,3 AVENUE,2018-05-23 20:00:00.000
2023-04-17.06:00:00.629.mn-07-121339,40.77472311,-73.98200508,1980 BROADWAY,2023-04-17 06:00:00.629,WEST 68 STREET,2016-07-18 20:00:00.000
2023-04-17.06:00:00.629.mn-08-135066,40.76389092,-73.96208669,1223 2 AVENUE,2023-04-17 06:00:00.629,EAST 65 STREET,2018-04-10 20:00:00.000
2023-04-17.06:00:00.629.mn-07-134106,40.79865,-73.969093,2681 BROADWAY,2023-04-17 06:00:00.629,WEST 103 STREET,2017-07-19 20:00:00.000
2023-04-17.06:00:00.629.mn-07-121298,40.792255,-73.973761,2477 BROADWAY,2023-04-17 06:00:00.629,WEST 93 STREET,2018-05-30 20:00:00.000
2023-04-17.06:00:00.629.qu-02-142124,40.743221,-73.921257,43-02 QUEENS BOULEVARD,2023-04-17 06:00:00.629,44 STREET,2017-02-01 19:00:00.000
2023-04-17.06:00:00.629.mn-12-120667,40.85183107,-73.93177297,1500 ST. NICHOLAS AVENUE,2023-04-17 06:00:00.629,WEST 186 STREET,2018-06-27 20:00:00.000
2023-04-17.06:00:00.629.mn-06-136697,40.7550884,-73.97327607,511 LEXINGTON AVENUE,2023-04-17 06:00:00.629,EAST 47 STREET,2019-01-30 19:00:00.000
2023-04-17.06:00:00.629.qu-04-136367,40.74804918,-73.87938648,86-18 ROOSEVELT AVENUE,2023-04-17 06:00:00.629,87 STREET,2017-12-26 19:00:00.000
2023-04-17.06:00:00.629.mn-07-102695,40.8015795,-73.9647473,975 AMSTERDAM AVENUE,2023-04-17 06:00:00.629,W 107 St,2020-12-01 19:00:00.000
2023-04-17.06:00:00.629.mn-10-137182,40.81644556,-73.94264858,2321 ADAM CLAYTON POWELL JR. BOULEVARD,2023-04-17 06:00:00.629,WEST 136 STREET,2017-01-10 19:00:00.000
2023-04-17.06:00:00.629.qu-01-125071,40.755764,-73.912336,48-12 BROADWAY,2023-04-17 06:00:00.629,48 STREET,2017-05-17 20:00:00.000
2023-04-17.06:00:00.629.mn-09-120269,40.80551623,-73.96605183,602 WEST 112 STREET,2023-04-17 06:00:00.629,RIVERSIDE DRIVE,2016-07-19 20:00:00.000
2023-04-17.06:00:00.629.mn-12-111623,40.84985449,-73.93347331,1439 ST. NICHOLAS AVENUE,2023-04-17 06:00:00.629,WEST 181 STREET,2018-02-19 19:00:00.000
2023-04-17.06:00:00.629.qu-06-124181,40.718602,-73.838184,110-88 QUEENS BOULEVARD,2023-04-17 06:00:00.629,75 ROAD,2016-07-28 20:00:00.000
2023-04-17.06:00:00.629.mn-08-121734,40.76160412,-73.9663883,991 3 AVENUE,2023-04-17 06:00:00.629,EAST 60 STREET,2016-03-28 20:00:00.000
2023-04-17.06:00:00.629.mn-07-107919,40.79342581,-73.97304342,250 WEST 94 STREET,2023-04-17 06:00:00.629,POMANDER WALK,2018-02-05 19:00:00.000
2023-04-17.06:00:00.629.mn-08-121015,40.774855,-73.956665,200 EAST 80 STREET,2023-04-17 06:00:00.629,2 AVENUE,2016-03-29 20:00:00.000
2023-04-17.06:00:00.629.mn-08-121042,40.77691823,-73.96153957,40 EAST 80 STREET,2023-04-17 06:00:00.629,PARK AVENUE,2018-04-05 20:00:00.000
2023-04-17.06:00:00.629.si-02-145736,40.57963412,-74.10065158,2083 HYLAN BOULEVARD,2023-04-17 06:00:00.629,HAMDEN AVENUE,2017-02-27 19:00:00.000
2023-04-17.06:00:00.629.qu-06-145845,40.72067138,-73.84284541,108-36 QUEENS BOULEVARD,2023-04-17 06:00:00.629,72 AVENUE,2017-07-17 20:00:00.000
2023-04-17.06:00:00.629.mn-09-134795,40.82831959,-73.94929876,3599 BROADWAY,2023-04-17 06:00:00.629,WEST 147 STREET,2018-03-12 20:00:00.000
2023-04-17.06:00:00.629.mn-07-133628,40.79642525,-73.97027901,2618 BROADWAY,2023-04-17 06:00:00.629,WEST 98 STREET,2017-08-17 20:00:00.000
2023-04-17.06:00:00.629.qu-01-140339,40.75607269,-73.91297466,47-16 BROADWAY,2023-04-17 06:00:00.629,47 STREET,2017-05-22 20:00:00.000
2023-04-17.06:00:00.629.qu-12-141541,40.70460911,-73.79680056,163-02 JAMAICA AVENUE,2023-04-17 06:00:00.629,GUY R BREWER BOULEVARD,2016-09-22 20:00:00.000
2023-04-17.06:00:00.629.mn-10-119898,40.82159551,-73.9426993,2690 FREDERICK DOUGLASS BOULEVARD,2023-04-17 06:00:00.629,WEST 144 STREET,2017-02-21 19:00:00.000
2023-04-17.06:00:00.629.qu-09-145989,40.69373978,-73.85255707,86-56 WOODHAVEN BOULEVARD,2023-04-17 06:00:00.629,86 DRIVE,2018-02-25 19:00:00.000
2023-04-17.06:00:00.629.mn-12-111066,40.836081,-73.943186,3846 BROADWAY,2023-04-17 06:00:00.629,WEST 161 STREET,2020-11-05 19:00:00.000
2023-04-17.06:00:00.629.qu-07-103162,40.7542327,-73.8280549,4228 MAIN STREET,,Saul Street,
2023-04-17.06:00:00.629.qu-01-125170,40.76516019,-73.93142777,21-01 BROADWAY,2023-04-17 06:00:00.629,23 STREET,2017-05-16 20:00:00.000
2023-04-17.06:00:00.629.mn-11-120214,40.789608,-73.946262,1888 3 AVENUE,2023-04-17 06:00:00.629,EAST 102 STREET,2016-03-27 20:00:00.000
2023-04-17.06:00:00.629.mn-07-107815,40.78944465,-73.9738668,590 AMSTERDAM AVENUE,2023-04-17 06:00:00.629,WEST 88 STREET,2017-05-23 20:00:00.000
2023-04-17.06:00:00.629.si-02-145730,40.57178152,-74.10861367,2435 HYLAN BOULEVARD,2023-04-17 06:00:00.629,BURBANK AVENUE,2017-02-27 19:00:00.000
2023-04-17.06:00:00.629.mn-09-120261,40.80729581,-73.96464555,2939 BROADWAY,2023-04-17 06:00:00.629,WEST 114 STREET,2017-03-12 20:00:00.000
2023-04-17.06:00:00.629.mn-12-120792,40.8478703,-73.9377808,4180 BROADWAY,2023-04-17 06:00:00.629,W 178th Street,2022-06-21 20:00:00.000
2023-04-17.06:00:00.629.mn-10-119881,40.81629802,-73.94655805,2534 FREDERICK DOUGLASS BOULEVARD,2023-04-17 06:00:00.629,WEST 134 STREET,2016-12-01 19:00:00.000
2023-04-17.06:00:00.629.mn-11-144673,40.803731,-73.936139,192 EAST 125 STREET,2023-04-17 06:00:00.629,LEXINGTON AVENUE,2016-03-27 20:00:00.000
2023-04-17.06:00:00.629.qu-01-130522,40.76164578,-73.92485555,31-14 BROADWAY,2023-04-17 06:00:00.629,31 STREET,2017-08-08 20:00:00.000
2023-04-17.06:00:00.629.qu-12-150179,40.6996142,-73.8033556,94-12 150 STREET,2023-04-17 06:00:00.629,149TH STREET,2023-02-27 19:00:00.000
2023-04-17.06:00:00.629.qu-12-124543,40.6733107,-73.7957959,142-82 ROCKAWAY BOULEVARD,2023-04-17 06:00:00.629,Rockaway Boulevard,2023-01-12 19:00:00.000
2023-04-17.06:00:00.629.mn-08-121152,40.77045871,-73.96622435,29 EAST 70 STREET,2023-04-17 06:00:00.629,PARK AVENUE,2018-04-05 20:00:00.000
2023-04-17.06:00:00.629.mn-08-121031,40.77237316,-73.96483887,34 EAST 73 STREET,2023-04-17 06:00:00.629,PARK AVENUE,2020-11-23 19:00:00.000
2023-04-17.06:00:00.629.si-01-154026,40.6131774,-74.1192244,1670 VICTORY BOULEVARD,2023-04-17 06:00:00.629,WINDSOR ROAD,2023-02-15 19:00:00.000
2023-04-17.06:00:00.629.qu-09-145879,40.69591252,-73.83880988,108-25 JAMAICA AVENUE,2023-04-17 06:00:00.629,109 STREET,2017-08-13 20:00:00.000
2023-04-17.06:00:00.629.qu-06-124194,40.72152582,-73.84488371,107-40 QUEENS BOULEVARD,2023-04-17 06:00:00.629,71 AVENUE,2017-07-09 20:00:00.000
2023-04-17.06:00:00.629.qu-01-125086,40.761341,-73.92387,32-21 BROADWAY,2023-04-17 06:00:00.629,32 STREET,2017-06-13 20:00:00.000
2023-04-17.06:00:00.629.mn-11-120225,40.790862,-73.945348,1896 3 AVENUE,2023-04-17 06:00:00.629,EAST 104 STREET,2016-06-14 20:00:00.000
2023-04-17.06:00:00.629.mn-07-120268,40.803721,-73.967381,301 WEST 109 STREET,2023-04-17 06:00:00.629,RIVERSIDE DRIVE,2016-06-28 20:00:00.000
2023-04-17.06:00:00.629.si-02-145729,40.57210026,-74.11267359,291 NEW DORP LANE,2023-04-17 06:00:00.629,CLAWSON STREET,2017-02-27 19:00:00.000
2023-04-17.06:00:00.629.mn-08-120994,40.76910162,-73.96132436,176 EAST 71 STREET,2023-04-17 06:00:00.629,LEXINGTON AVENUE,2016-11-07 19:00:00.000
2023-04-17.06:00:00.629.qu-04-111010,40.74667176,-73.89253173,72-30 ROOSEVELT AVENUE,2023-04-17 06:00:00.629,72 STREET,2017-08-23 20:00:00.000
2023-04-17.06:00:00.629.qu-03-139617,40.74908967,-73.87181741,37-65 95 STREET,2023-04-17 06:00:00.629,37 AVENUE,2018-02-20 19:00:00.000
2023-04-17.06:00:00.629.mn-09-120355,40.82966242,-73.94842204,600 WEST 150 STREET,2023-04-17 06:00:00.629,RIVERSIDE DRIVE,2016-12-15 19:00:00.000
2023-04-17.06:00:00.629.qu-09-124172,40.713983,-73.830838,80-02 KEW GARDENS ROAD,2023-04-17 06:00:00.629,80 ROAD,2016-11-29 19:00:00.000
2023-04-17.06:00:00.629.mn-09-146058,40.81802286,-73.95637382,3270 BROADWAY,2023-04-17 06:00:00.629,WEST 131 STREET,2018-04-24 20:00:00.000
2023-04-17.06:00:00.629.mn-08-135119,40.76258315803982,-73.95945972744822,400 EAST 64 STREET,2023-04-17 06:00:00.629,EAST 63 STREET,2021-03-29 20:00:00.000
2023-04-17.06:00:00.629.qu-04-137921,40.74696638,-73.88970545,75-20 ROOSEVELT AVENUE,2023-04-17 06:00:00.629,75 STREET,2017-08-29 20:00:00.000
2023-04-17.06:00:00.629.mn-08-136989,40.763037,-73.965653,1030 3 AVENUE,2023-04-17 06:00:00.629,EAST 62 STREET,2016-03-28 20:00:00.000
2023-04-17.06:00:00.629.mn-07-134423,40.80047593,-73.96818631,2737 BROADWAY,2023-04-17 06:00:00.629,WEST 105 STREET,2017-10-05 20:00:00.000
2023-04-17.06:00:00.629.mn-07-120640,40.80059158,-73.9617454,981 COLUMBUS AVENUE,2023-04-17 06:00:00.629,WEST 109 STREET,2018-03-07 19:00:00.000
2023-04-17.06:00:00.629.mn-09-134826,40.826928,-73.949868,598 WEST 146 STREET,2023-04-17 06:00:00.629,BROADWAY,2018-03-12 20:00:00.000
2023-04-17.06:00:00.629.mn-06-138509,40.75629836,-73.96397801,397 EAST 54 STREET,2023-04-17 06:00:00.629,2 AVENUE,2019-01-22 19:00:00.000
2023-04-17.06:00:00.629.mn-07-121264,40.7853501,-73.97313741,500 COLUMBUS AVENUE,2023-04-17 06:00:00.629,WEST 85 STREET,2018-04-30 20:00:00.000
2023-04-17.06:00:00.629.mn-09-120561,40.8196,-73.951942,502 WEST 136 STREET,2023-04-17 06:00:00.629,BROADWAY,2016-09-29 20:00:00.000
2023-04-17.06:00:00.629.mn-07-120603,40.79280441,-73.96770405,730 COLUMBUS AVENUE,2023-04-17 06:00:00.629,WEST 96 STREET,2018-05-30 20:00:00.000
2023-04-17.06:00:00.629.qu-01-142852,40.76047267,-73.92201908,35-01 BROADWAY,2023-04-17 06:00:00.629,36 STREET,2017-05-22 20:00:00.000
2023-04-17.06:00:00.629.qu-12-158710,40.6726629,-73.7641959,138-02 FARMERS BOULEVARD,2023-04-17 06:00:00.629,139TH ROAD,2022-12-19 19:00:00.000
2023-04-17.06:00:00.629.mn-10-119948,40.81677995,-73.94284249,2340 ADAM CLAYTON POWELL JR. BOULEVARD,2023-04-17 06:00:00.629,WEST 138 STREET,2017-01-08 19:00:00.000
2023-04-17.06:00:00.629.qu-03-125337,40.74772878,-73.88366475,82-03 ROOSEVELT AVENUE,2023-04-17 06:00:00.629,83 STREET,2017-09-06 20:00:00.000
2023-04-17.06:00:00.629.mn-07-137051,40.78442303,-73.9797962,2239 BROADWAY,2023-04-17 06:00:00.629,WEST 79 STREET,2020-11-23 19:00:00.000
2023-04-17.06:00:00.629.qu-12-123887,40.6920499,-73.7640145,188-01 LINDEN BOULEVARD,2023-04-17 06:00:00.629,Dunkirk Drive,2023-04-06 20:00:00.000
2023-04-17.06:00:00.629.qu-09-143998,40.69469686,-73.8478444,97-20 JAMAICA AVENUE,2023-04-17 06:00:00.629,97 STREET,2017-09-24 20:00:00.000
2023-04-17.06:00:00.629.mn-09-120565,40.825419,-73.947604,1722 AMSTERDAM AVENUE,2023-04-17 06:00:00.629,WEST 146 STREET,2017-01-31 19:00:00.000
2023-04-17.06:00:00.629.qu-01-125165,40.76909552,-73.912837,37-02 ASTORIA BOULEVARD SOUTH,2023-04-17 06:00:00.629,38 STREET,2019-01-14 19:00:00.000
2023-04-17.06:00:00.629.qu-09-138287,40.70104,-73.824719,87-06 126 STREET,2023-04-17 06:00:00.629,89 AVENUE,2018-06-28 20:00:00.000
2023-04-17.06:00:00.629.qu-09-124791,40.69396285,-73.85118474,94-02 JAMAICA AVENUE,2023-04-17 06:00:00.629,95 STREET,2017-07-12 20:00:00.000
2023-04-17.06:00:00.629.mn-09-135619,40.82531855,-73.95148795,3501 BROADWAY,2023-04-17 06:00:00.629,WEST 144 STREET,2017-08-17 20:00:00.000
2023-04-17.06:00:00.629.qu-12-123883,40.7023712,-73.7663008,110-30 FARMERS BOULEVARD,2023-04-17 06:00:00.629,Ilion Avenue,2023-02-20 19:00:00.000
2023-04-17.06:00:00.629.mn-07-134318,40.7887051,-73.97641054,2373 BROADWAY,2023-04-17 06:00:00.629,WEST 87 STREET,2017-11-14 19:00:00.000
2023-04-17.06:00:00.629.mn-10-119890,40.818897,-73.944659,2604 FREDERICK DOUGLASS BOULEVARD,2023-04-17 06:00:00.629,WEST 138 STREET,2016-10-20 20:00:00.000
2023-04-17.06:00:00.629.mn-12-100190,40.837104,-73.942288,565 WEST 162 STREET,2023-04-17 06:00:00.629,AMSTERDAM AVENUE,2018-03-05 19:00:00.000
2023-04-17.06:00:00.629.mn-09-134427,40.82973306,-73.94420042,1865 AMSTERDAM AVENUE,2023-04-17 06:00:00.629,WEST 152 STREET,2018-06-17 20:00:00.000
2023-04-17.06:00:00.629.qu-01-125092,40.76355288,-73.92851391,23-55 BROADWAY,2023-04-17 06:00:00.629,23 STREET,2017-05-22 20:00:00.000
2023-04-17.06:00:00.629.qu-09-104094,40.6952564,-73.84283995,104-13 JAMAICA AVENUE,2023-04-17 06:00:00.629,105 STREET,2017-06-25 20:00:00.000
2023-04-17.06:00:00.629.qu-12-159527,40.6790585,-73.7596774,132-05 MERRICK BOULEVARD,2023-04-17 06:00:00.629,180TH STREET,2022-10-31 20:00:00.000
2023-04-17.06:00:00.629.mn-07-133634,40.792132,-73.973409,2482 BROADWAY,2023-04-17 06:00:00.629,WEST 93 STREET,2018-05-30 20:00:00.000
2023-04-17.06:00:00.629.qu-02-146061,40.748497,-73.949855,10-50 44 Drive,2023-04-17 06:00:00.629,10 STREET,2018-05-30 20:00:00.000
2023-04-17.06:00:00.629.mn-12-120655,40.85162018,-73.93218652,1495 ST. NICHOLAS AVENUE,2023-04-17 06:00:00.629,WEST 185 STREET,2018-02-19 19:00:00.000
2023-04-17.06:00:00.629.mn-09-120354,40.82903713,-73.94886891,600 WEST 149 STREET,2023-04-17 06:00:00.629,RIVERSIDE DRIVE,2016-07-20 20:00:00.000
2023-04-17.06:00:00.629.qu-12-141549,40.703352,-73.799923,159-02 JAMAICA AVENUE,,160 STREET,2016-09-22 20:00:00.000
2023-04-17.06:00:00.629.qu-12-155138,40.6826763,-73.7818522,118-37 GUY R BREWER BLVD,2023-04-17 06:00:00.629,164TH STREET,2023-01-12 19:00:00.000
2023-04-17.06:00:00.629.si-01-152491,40.6170142,-74.0740457,175 LYNHURST AVENUE,,DITSON STREET,
2023-04-17.06:00:00.629.mn-11-100200,40.80007,-73.946762,1403 5 AVENUE,2023-04-17 06:00:00.629,EAST 116 STREET,2017-01-24 19:00:00.000
